key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2022-09-12_0050,2022-09-12,0050,元大台灣50,twse,115.30,115.65,115.00,115.40,7850900,905418862,2.4,,,10707,
2022-09-12_0051,2022-09-12,0051,元大中型100,twse,54.95,55.20,54.95,55.15,28875,1591999,0.95,,,157,
2022-09-12_0052,2022-09-12,0052,富邦科技,twse,97.20,97.70,97.20,97.25,214869,20937261,2.35,,,388,
2022-09-12_0053,2022-09-12,0053,元大電子,twse,56.85,56.85,56.35,56.35,6307,357506,1.2,,,9,
2022-09-12_0055,2022-09-12,0055,元大MSCI金融,twse,23.05,23.30,23.05,23.26,244158,5669031,0.34,,,297,
2022-09-12_0056,2022-09-12,0056,元大高股息,twse,28.48,28.62,28.40,28.56,13903904,396740079,0.31,,,8602,
2022-09-12_0057,2022-09-12,0057,富邦摩台,twse,82.60,82.60,82.60,82.60,1200,99031,1.8,up,,5,
2022-09-12_0061,2022-09-12,0061,元大寶滬深,twse,19.49,19.50,19.35,19.37,39896,773018,0.05,,,668,
2022-09-12_006201,2022-09-12,006201,元大富櫃50,tpex,17.52,17.64,17.47,17.57,134000,2352520,0.32,,18446000,37,
2022-09-12_006203,2022-09-12,006203,元大MSCI台灣,twse,55.95,56.25,55.95,56.25,4405,246238,1.25,,,946,
2022-09-12_006204,2022-09-12,006204,永豐臺灣加權,twse,76.70,76.75,76.65,76.65,25048,1918706,1.4,,,946,
2022-09-12_006205,2022-09-12,006205,富邦上証,twse,32.81,32.85,32.66,32.70,556958,18225375,0.22,,,189,
2022-09-12_006206,2022-09-12,006206,元大上證50,twse,31.00,31.41,31.00,31.10,76928,2396262,0.14,,,29,
2022-09-12_006207,2022-09-12,006207,復華滬深,twse,25.83,25.85,25.65,25.65,161113,4136533,0.14,,,15,
2022-09-12_006208,2022-09-12,006208,富邦台50,twse,66.05,66.55,66.05,66.35,2426394,160919418,1.35,,,3926,
2022-09-12_00631L,2022-09-12,00631L,元大台灣50正2,twse,101.65,102.20,101.10,101.90,6016043,612371217,3.8,,,2332,
2022-09-12_00632R,2022-09-12,00632R,元大台灣50反1,twse,5.82,5.84,5.79,5.81,164164905,954101143,-0.12,,,7466,
2022-09-12_00633L,2022-09-12,00633L,富邦上証正2,twse,42.38,42.57,41.77,41.86,5869000,247301590,0.28,,,945,
2022-09-12_00634R,2022-09-12,00634R,富邦上証反1,twse,4.47,4.49,4.46,4.48,710000,3169540,-0.03,,,30,
2022-09-12_00635U,2022-09-12,00635U,期元大S&P黃金,twse,22.54,22.56,22.48,22.51,158210,3562005,0.0,,,134,
2022-09-12_00636,2022-09-12,00636,國泰中國A50,twse,22.10,22.15,21.88,21.92,434440,9544897,0.13,,,243,
2022-09-12_00636K,2022-09-12,00636K,國泰中國A50+U,twse,7.10,7.10,7.10,7.10,200,1420,0.03,up,,2,
2022-09-12_00637L,2022-09-12,00637L,元大滬深300正2,twse,16.71,16.75,16.45,16.47,40226937,666868398,0.09,,,3982,
2022-09-12_00638R,2022-09-12,00638R,元大滬深300反1,twse,9.52,9.62,9.52,9.62,69351,665221,-0.02,,,33,
2022-09-12_00639,2022-09-12,00639,富邦深100,twse,13.61,13.63,13.47,13.48,364880,4926117,0.04,,,288,
2022-09-12_00640L,2022-09-12,00640L,富邦日本正2,twse,29.13,29.13,28.99,29.01,304000,8834130,0.61,,,70,
2022-09-12_00641R,2022-09-12,00641R,富邦日本反1,twse,9.71,9.74,9.68,9.74,1007050,9788586,-0.1,,,102,
2022-09-12_00642U,2022-09-12,00642U,期元大S&P石油,twse,17.91,17.93,17.82,17.86,4191701,74947779,0.53,,,939,
2022-09-12_00643,2022-09-12,00643,群益深証中小,twse,16.30,16.30,16.15,16.17,260195,4211409,0.03,,,34,
2022-09-12_00645,2022-09-12,00645,富邦日本,twse,26.12,26.18,26.12,26.15,79289,2074090,0.28,,,59,
2022-09-12_00646,2022-09-12,00646,元大S&P500,twse,38.70,38.74,38.63,38.71,668737,25874168,0.8,,,532,
2022-09-12_00647L,2022-09-12,00647L,元大S&P500正2,twse,58.05,58.10,57.80,58.00,327179,18964250,2.25,,,140,
2022-09-12_00648R,2022-09-12,00648R,元大S&P500反1,twse,7.27,7.29,7.26,7.28,2048021,14897232,-0.16,,,268,
2022-09-12_00650L,2022-09-12,00650L,復華香港正2,twse,14.05,14.05,13.90,13.92,1924181,26864041,0.41,,,387,
2022-09-12_00651R,2022-09-12,00651R,復華香港反1,twse,9.14,9.14,9.08,9.12,66000,601150,-0.1,,,21,
2022-09-12_00652,2022-09-12,00652,富邦印度,twse,30.21,30.45,30.21,30.44,129840,3940397,0.36,,,455,
2022-09-12_00653L,2022-09-12,00653L,富邦印度正2,twse,45.25,46.14,45.25,46.03,297849,13630580,1.07,,,131,
2022-09-12_00654R,2022-09-12,00654R,富邦印度反1,twse,7.98,8.04,7.98,8.00,789050,6320211,-0.09,,,126,
2022-09-12_00655L,2022-09-12,00655L,國泰中國A50正2,twse,30.02,30.12,29.51,29.58,1096340,32606645,0.12,,,307,
2022-09-12_00656R,2022-09-12,00656R,國泰中國A50反1,twse,8.46,8.55,8.46,8.55,354000,3002780,-0.01,,,14,
2022-09-12_00657,2022-09-12,00657,國泰日經225,twse,32.80,32.85,32.72,32.72,9690,316517,0.42,,,696,
2022-09-12_00657K,2022-09-12,00657K,國泰日經225+U,twse,10.61,10.61,10.61,10.61,200,2122,0.19,up,,2,
2022-09-12_00660,2022-09-12,00660,元大歐洲50,twse,26.27,26.33,26.26,26.33,5671,147939,0.55,,,660,
2022-09-12_00662,2022-09-12,00662,富邦NASDAQ,twse,50.05,50.15,49.98,50.05,863253,43211075,1.19,,,389,
2022-09-12_00663L,2022-09-12,00663L,國泰臺灣加權正2,twse,93.20,93.50,92.70,93.25,46010,4286830,3.5,,,19,
2022-09-12_00664R,2022-09-12,00664R,國泰臺灣加權反1,twse,6.57,6.60,6.56,6.56,6020613,39581136,-0.14,,,709,
2022-09-12_00665L,2022-09-12,00665L,富邦恒生國企正2,twse,9.09,9.14,9.07,9.09,4158105,37872036,0.28,,,491,
2022-09-12_00666R,2022-09-12,00666R,富邦恒生國企反1,twse,15.93,15.93,15.88,15.92,99000,1574250,-0.2,,,26,
2022-09-12_00668,2022-09-12,00668,國泰美國道瓊,twse,36.04,36.18,36.04,36.18,41920,1512295,0.67,,,974,
2022-09-12_00668K,2022-09-12,00668K,國泰美國道瓊+U,twse,11.69,11.69,11.69,11.69,200,2338,0.23,up,,2,
2022-09-12_00669R,2022-09-12,00669R,國泰美國道瓊反1,twse,8.32,8.33,8.31,8.33,4338000,36092410,-0.16,,,406,
2022-09-12_00670L,2022-09-12,00670L,富邦NASDAQ正2,twse,68.25,68.40,67.90,68.20,5006661,341298073,3.1,,,1653,
2022-09-12_00671R,2022-09-12,00671R,富邦NASDAQ反1,twse,5.92,5.94,5.90,5.93,25985407,153820534,-0.15,,,1508,
2022-09-12_00673R,2022-09-12,00673R,期元大S&P原油反1,twse,8.76,8.80,8.72,8.79,36466549,320058478,-0.26,,,2634,
2022-09-12_00674R,2022-09-12,00674R,期元大S&P黃金反1,twse,13.70,13.76,13.68,13.75,1190000,16316920,0.01,,,95,
2022-09-12_00675L,2022-09-12,00675L,富邦臺灣加權正2,twse,40.43,40.58,40.14,40.44,1264942,51116135,1.46,,,603,
2022-09-12_00676R,2022-09-12,00676R,富邦臺灣加權反1,twse,3.61,3.62,3.59,3.60,6532939,23546094,-0.07,,,468,
2022-09-12_00678,2022-09-12,00678,群益那斯達克生技,twse,25.53,25.53,25.44,25.45,523917,13342055,0.9,,,625,
2022-09-12_00679B,2022-09-12,00679B,元大美債20年,tpex,33.63,33.63,33.49,33.52,4816000,161651630,-0.40,,1037692000,2413,
2022-09-12_00680L,2022-09-12,00680L,元大美債20正2,twse,13.27,13.29,13.15,13.19,977530,12936799,-0.35,,,266,
2022-09-12_00681R,2022-09-12,00681R,元大美債20反1,twse,17.71,17.78,17.67,17.75,144000,2553950,0.22,,,40,
2022-09-12_00682U,2022-09-12,00682U,期元大美元指數,twse,21.55,21.55,21.50,21.52,129290,2783534,-0.2,,,57,
2022-09-12_00683L,2022-09-12,00683L,期元大美元指正2,twse,23.81,23.87,23.75,23.82,703085,16743031,-0.43,,,222,
2022-09-12_00684R,2022-09-12,00684R,期元大美元指反1,twse,15.56,15.61,15.55,15.58,41000,638590,0.14,,,19,
