key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2024-05-07_0050,2024-05-07,0050,元大台灣50,twse,160.25,160.55,159.50,160.10,6699483,1072604883,0.9,,,9146,
2024-05-07_0051,2024-05-07,0051,元大中型100,twse,78.50,79.00,78.40,79.00,57283,4504426,0.0,,,213,
2024-05-07_0052,2024-05-07,0052,富邦科技,twse,155.00,155.00,154.20,154.85,336939,52071218,1.05,,,530,
2024-05-07_0053,2024-05-07,0053,元大電子,twse,86.40,86.70,86.40,86.70,6520,563549,0.65,,,107,
2024-05-07_0055,2024-05-07,0055,元大MSCI金融,twse,26.26,26.34,26.11,26.20,642063,16814240,-0.03,,,643,
2024-05-07_0056,2024-05-07,0056,元大高股息,twse,38.96,39.15,38.71,38.97,19486821,758744371,0.09,,,11169,
2024-05-07_0057,2024-05-07,0057,富邦摩台,twse,118.10,118.70,118.10,118.70,21035,2491405,0.85,,,59,
2024-05-07_0061,2024-05-07,0061,元大寶滬深,twse,17.86,17.86,17.79,17.86,314520,5606304,0.02,,,132,
2024-05-07_006201,2024-05-07,006201,元大富櫃50,tpex,21.25,21.25,21.12,21.18,24000,508780,-0.17,,14946000,15,
2024-05-07_006203,2024-05-07,006203,元大MSCI台灣,twse,75.75,76.15,75.75,76.00,15330,1161608,0.45,,,91,
2024-05-07_006204,2024-05-07,006204,永豐臺灣加權,twse,102.30,102.65,102.30,102.65,13230,1353023,0.3,,,71,
2024-05-07_006205,2024-05-07,006205,富邦上証,twse,30.70,30.70,30.53,30.59,1348013,41250986,-0.02,,,1127,
2024-05-07_006206,2024-05-07,006206,元大上證50,twse,29.48,29.49,29.28,29.44,181128,5323956,0.03,,,143,
2024-05-07_006207,2024-05-07,006207,復華滬深,twse,23.23,23.35,23.23,23.33,128405,2994862,0.05,,,78,
2024-05-07_006208,2024-05-07,006208,富邦台50,twse,93.70,93.95,93.30,93.75,3031882,284074557,0.45,,,4142,
2024-05-07_00631L,2024-05-07,00631L,元大台灣50正2,twse,201.60,201.60,197.65,200.05,1610363,321816291,1.2,,,1909,
2024-05-07_00632R,2024-05-07,00632R,元大台灣50反1,twse,3.83,3.87,3.83,3.85,80831683,310962375,0.0,,,3132,
2024-05-07_00633L,2024-05-07,00633L,富邦上証正2,twse,36.43,36.68,36.20,36.67,4046902,147604880,0.38,,,830,
2024-05-07_00634R,2024-05-07,00634R,富邦上証反1,twse,4.47,4.47,4.46,4.47,88000,392660,-0.01,,,14,
2024-05-07_00635U,2024-05-07,00635U,期元大S&P黃金,twse,27.68,27.72,27.62,27.66,410496,11351096,0.15,,,187,
2024-05-07_00636,2024-05-07,00636,國泰中國A50,twse,21.34,21.43,21.27,21.43,1187950,25356720,0.09,,,372,
2024-05-07_00636K,2024-05-07,00636K,國泰中國A50+U,twse,6.60,6.60,6.60,6.60,200,1320,-0.02,down,,2,
2024-05-07_00637L,2024-05-07,00637L,元大滬深300正2,twse,14.65,14.70,14.52,14.70,37346117,546213425,0.18,,,3917,
2024-05-07_00638R,2024-05-07,00638R,元大滬深300反1,twse,9.38,9.40,9.35,9.36,271000,2542530,-0.04,,,33,
2024-05-07_00639,2024-05-07,00639,富邦深100,twse,11.09,11.10,11.05,11.07,701743,7766343,0.01,,,234,
2024-05-07_00640L,2024-05-07,00640L,富邦日本正2,twse,57.10,57.60,56.90,57.40,597328,34149449,-0.1,,,197,
2024-05-07_00641R,2024-05-07,00641R,富邦日本反1,twse,6.43,6.48,6.43,6.46,859100,5546548,0.01,,,78,
2024-05-07_00642U,2024-05-07,00642U,期元大S&P石油,twse,17.70,17.71,17.64,17.67,2160833,38187290,0.07,,,567,
2024-05-07_00643,2024-05-07,00643,群益深証中小,twse,11.97,11.99,11.93,11.97,385202,4602562,0.02,,,129,
2024-05-07_00645,2024-05-07,00645,富邦日本,twse,37.87,38.01,37.80,37.93,809453,30662189,-0.01,,,477,
2024-05-07_00646,2024-05-07,00646,元大S&P500,twse,52.05,52.40,52.05,52.35,3984234,208418758,0.65,,,1410,
2024-05-07_00647L,2024-05-07,00647L,元大S&P500正2,twse,81.20,81.35,81.05,81.35,111382,9043618,1.65,,,104,
2024-05-07_00648R,2024-05-07,00648R,元大S&P500反1,twse,5.83,5.83,5.81,5.82,1708357,9939593,-0.06,,,91,
2024-05-07_00650L,2024-05-07,00650L,復華香港正2,twse,10.84,10.91,10.61,10.69,58386188,626484039,-0.02,,,2567,
2024-05-07_00651R,2024-05-07,00651R,復華香港反1,twse,8.67,8.70,8.59,8.66,842000,7262190,-0.01,,,101,
2024-05-07_00652,2024-05-07,00652,富邦印度,twse,36.94,36.94,36.60,36.61,512318,18835872,-0.33,,,550,
2024-05-07_00653L,2024-05-07,00653L,富邦印度正2,twse,57.55,57.65,56.75,56.90,298542,17084879,-0.9,,,171,
2024-05-07_00654R,2024-05-07,00654R,富邦印度反1,twse,6.84,6.90,6.84,6.90,36000,247610,0.06,,,13,
2024-05-07_00655L,2024-05-07,00655L,國泰中國A50正2,twse,24.91,25.10,24.78,25.10,2649760,66104276,0.25,,,419,
2024-05-07_00656R,2024-05-07,00656R,國泰中國A50反1,twse,8.44,8.46,8.41,8.41,30050,252901,-0.01,,,9,
2024-05-07_00657,2024-05-07,00657,國泰日經225,twse,45.45,45.59,45.30,45.50,219451,9983836,0.08,,,90,
2024-05-07_00657K,2024-05-07,00657K,國泰日經225+U,twse,14.06,14.06,14.06,14.06,200,2812,0.03,up,,2,
2024-05-07_00660,2024-05-07,00660,元大歐洲50,twse,35.73,35.85,35.73,35.85,9362,334630,0.38,,,72,
2024-05-07_00661,2024-05-07,00661,元大日經225,twse,49.69,49.91,49.58,49.80,197803,9840377,0.14,,,192,
2024-05-07_00662,2024-05-07,00662,富邦NASDAQ,twse,75.00,75.35,75.00,75.25,3426041,257510288,0.85,,,2808,
2024-05-07_00663L,2024-05-07,00663L,國泰臺灣加權正2,twse,183.60,184.15,183.60,184.10,8017,1474367,0.7,,,5,
2024-05-07_00664R,2024-05-07,00664R,國泰臺灣加權反1,twse,4.34,4.38,4.33,4.36,8396450,36539338,0.0,,,329,
2024-05-07_00665L,2024-05-07,00665L,富邦恒生國企正2,twse,7.15,7.22,7.04,7.12,43529511,310091182,0.06,,,3481,
2024-05-07_00666R,2024-05-07,00666R,富邦恒生國企反1,twse,14.43,14.55,14.39,14.49,186000,2693260,-0.07,,,37,
2024-05-07_00668,2024-05-07,00668,國泰美國道瓊,twse,45.59,45.72,45.59,45.68,20109,918190,0.26,,,78,
2024-05-07_00668K,2024-05-07,00668K,國泰美國道瓊+U,twse,14.08,14.08,14.08,14.08,200,2816,0.05,up,,2,
2024-05-07_00669R,2024-05-07,00669R,國泰美國道瓊反1,twse,7.19,7.19,7.17,7.18,7706100,55293729,-0.03,,,159,
2024-05-07_00670L,2024-05-07,00670L,富邦NASDAQ正2,twse,108.70,108.90,108.65,108.90,1150147,125105867,2.3,,,757,
