key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit
2026-09-02_6692,2026-09-02,6692,進能服,tpex,23.15,23.15,23.15,23.15,1607,37231,0.00,down
2026-09-02_6693,2026-09-02,6693,廣閎科,tpex,180.00,180.00,173.00,173.00,1187606,208051849,-10.50,
2026-09-02_6695,2026-09-02,6695,芯鼎,twse,48.30,50.90,48.05,50.70,810499,40590334,2.15,
2026-09-02_6696,2026-09-02,6696,仁新*,emerging,,98.9,82.2,96.6,14925560,,,
2026-09-02_6697,2026-09-02,6697,東捷資訊,tpex,40.85,41.30,40.50,41.25,25019,1025624,0.75,
2026-09-02_6698,2026-09-02,6698,旭暉應材,twse,32.50,33.55,32.50,33.15,248144,8214786,0.65,
2026-09-02_6703,2026-09-02,6703,軒郁,tpex,103.00,103.00,102.00,102.50,31300,3206044,-0.50,
2026-09-02_6704,2026-09-02,6704,國璽幹細胞,emerging,,19.7,18.9,19.2,35040,,,
2026-09-02_6705,2026-09-02,6705,振躍精密,emerging,,99.5,98,98.9,12825,,,
2026-09-02_6706,2026-09-02,6706,惠特,twse,127.00,132.00,126.00,126.00,1822817,234677498,-1.0,
2026-09-02_6707,2026-09-02,6707,富基電通,emerging,,34.5,33.5,34.25,38576,,,
2026-09-02_6708,2026-09-02,6708,天擎,tpex,38.00,38.00,37.50,37.50,6232,236225,-0.05,
2026-09-02_6709,2026-09-02,6709,昱厚生技,emerging,,25.1,24,24.5,23962,,,
2026-09-02_6712,2026-09-02,6712,長聖,tpex,158.50,159.00,157.00,157.50,199873,31595200,0.00,
2026-09-02_6715,2026-09-02,6715,嘉基,twse,343.00,369.00,337.50,341.50,1857136,659463463,6.0,
2026-09-02_6716,2026-09-02,6716,應廣,tpex,124.00,130.50,124.00,125.50,399874,50839578,-0.50,
2026-09-02_6719,2026-09-02,6719,力智,twse,190.50,196.50,190.00,193.00,352071,68069071,1.0,
2026-09-02_6720,2026-09-02,6720,久昌,tpex,131.00,135.00,131.00,135.00,18240,2407840,3.00,
2026-09-02_6721,2026-09-02,6721,信實,tpex,51.80,51.80,51.20,51.20,16338,841894,-0.50,
2026-09-02_6722,2026-09-02,6722,輝創,twse,32.85,32.85,32.25,32.85,24411,794736,0.0,
2026-09-02_6723,2026-09-02,6723,傑智環境,emerging,,37.65,34.55,36.25,46118,,,
2026-09-02_6725,2026-09-02,6725,矽科宏晟,tpex,225.50,227.00,225.00,225.00,18135,4096463,-4.00,
2026-09-02_6727,2026-09-02,6727,亞泰金屬,tpex,580.00,605.00,570.00,580.00,2792875,1646592115,4.00,
2026-09-02_6728,2026-09-02,6728,上洋,tpex,109.00,109.00,107.50,108.00,32372,3498978,-1.00,
2026-09-02_6729,2026-09-02,6729,機光科技,emerging,,46,43,44.9,27795,,,
2026-09-02_6730,2026-09-02,6730,常廣,tpex,32.50,32.90,32.35,32.90,14009,454797,-0.10,
2026-09-02_6732,2026-09-02,6732,昇佳電子,tpex,151.50,152.50,150.00,151.50,142793,21578955,0.00,
2026-09-02_6733,2026-09-02,6733,博晟生醫,tpex,27.70,27.70,27.25,27.50,56447,1553218,-0.20,
2026-09-02_6734,2026-09-02,6734,安盛生,emerging,,6.26,5.61,6.1,65149,,,
2026-09-02_6735,2026-09-02,6735,美達科技,tpex,65.50,67.50,65.50,66.00,130723,8676497,-0.50,
2026-09-02_6737,2026-09-02,6737,秀育,emerging,,25,24,24.3,28328,,,
2026-09-02_6738,2026-09-02,6738,鼎恒,emerging,,80.2,78.8,79.8,226211,,,
2026-09-02_6739,2026-09-02,6739,竹陞科技,tpex,1130.00,1170.00,1120.00,1120.00,128044,146801485,-30.00,
2026-09-02_6741,2026-09-02,6741,91APP*-KY,tpex,59.80,60.20,59.20,59.80,213808,12742225,-0.20,
2026-09-02_6742,2026-09-02,6742,澤米,twse,45.10,46.90,44.90,46.05,491840,22787535,0.45,
2026-09-02_6743,2026-09-02,6743,安普新,twse,28.10,28.50,27.70,28.50,313297,8830110,0.5,
2026-09-02_6744,2026-09-02,6744,豐技生技,emerging,,14,14,14,4000,,,
2026-09-02_6748,2026-09-02,6748,亞果生醫,emerging,,178.5,169,172.5,423796,,,
2026-09-02_6750,2026-09-02,6750,泰創工程,emerging,,57.9,54.3,57.6,150784,,,
2026-09-02_6751,2026-09-02,6751,智聯服務,tpex,42.00,42.50,42.00,42.20,7000,295100,0.40,
2026-09-02_6752,2026-09-02,6752,叡揚,tpex,97.00,97.20,97.00,97.00,9224,894928,0.00,
2026-09-02_6753,2026-09-02,6753,龍德造船,twse,141.00,142.00,139.00,139.00,716824,100432510,0.0,
2026-09-02_6754,2026-09-02,6754,匯僑設計,twse,41.70,41.70,41.55,41.60,5090,211772,-0.5,
2026-09-02_6755,2026-09-02,6755,連鋐科技,emerging,,12,11.7,11.8,6151,,,
2026-09-02_6756,2026-09-02,6756,威鋒電子,twse,101.50,104.00,101.00,103.50,163959,16830791,1.5,
2026-09-02_6757,2026-09-02,6757,台灣虎航,twse,55.50,55.70,54.90,55.30,562476,31075428,-0.2,
2026-09-02_6758,2026-09-02,6758,冠亞,emerging,,29.35,28.5,29.35,211,,,
2026-09-02_6761,2026-09-02,6761,穩得,tpex,185.50,190.00,185.50,185.50,211108,39560252,-2.50,
2026-09-02_6762,2026-09-02,6762,達亞,tpex,164.00,165.00,164.00,165.00,3323,545426,2.00,
2026-09-02_6763,2026-09-02,6763,綠界科技*,tpex,41.35,41.35,41.00,41.00,139136,5718896,-0.35,
2026-09-02_6768,2026-09-02,6768,志強-KY,twse,64.00,64.40,63.60,64.00,272959,17443690,-0.6,
2026-09-02_6770,2026-09-02,6770,力積電,twse,70.10,71.40,69.20,70.40,68830476,4839496873,-0.4,
2026-09-02_6771,2026-09-02,6771,平和環保-創,twse,41.15,41.75,41.00,41.70,40000,1653250,-0.05,
2026-09-02_6775,2026-09-02,6775,穎台科技,emerging,,48.2,39.35,44,3320383,,,
2026-09-02_6776,2026-09-02,6776,展碁國際,twse,52.80,53.20,52.70,52.90,85430,4519386,-0.1,
2026-09-02_6780,2026-09-02,6780,學習王,emerging,,0,0,0,0,,,
2026-09-02_6781,2026-09-02,6781,AES-KY,twse,1145.00,1170.00,1115.00,1115.00,561809,640526090,-40.0,
2026-09-02_6782,2026-09-02,6782,視陽,twse,248.50,251.50,238.00,239.00,458152,111011574,-10.5,
2026-09-02_6784,2026-09-02,6784,天凱科技,emerging,,17.6,17,17.6,1302,,,
2026-09-02_6785,2026-09-02,6785,昱展新藥,tpex,92.10,93.00,90.70,91.20,46739,4300290,-1.00,
2026-09-02_6786,2026-09-02,6786,芯測,emerging,,58,55.2,57,45372,,,
2026-09-02_6787,2026-09-02,6787,晶瑞光,emerging,,30.45,29.7,30,236421,,,
2026-09-02_6788,2026-09-02,6788,華景電,tpex,379.00,379.00,367.00,368.00,307901,114294645,-11.50,
2026-09-02_6789,2026-09-02,6789,采鈺,twse,489.00,513.00,482.00,483.50,3873379,1929430254,-6.5,
2026-09-02_6790,2026-09-02,6790,永豐實,twse,37.95,38.10,37.90,38.00,48807,1854611,0.0,
2026-09-02_6791,2026-09-02,6791,虎門科技,tpex,100.50,101.00,99.20,100.50,16834,1686704,-0.50,
2026-09-02_6792,2026-09-02,6792,詠業,twse,59.60,59.80,59.00,59.20,21210,1257211,-0.4,
2026-09-02_6793,2026-09-02,6793,天力離岸,emerging,,5.37,5.05,5.25,125099,,,
2026-09-02_6794,2026-09-02,6794,向榮生技,twse,77.70,77.70,75.00,75.00,18206,1375268,-1.9,
2026-09-02_6796,2026-09-02,6796,晉弘,twse,60.00,60.40,58.60,59.10,85528,5074166,-0.6,
2026-09-02_6797,2026-09-02,6797,圓點奈米,emerging,,11.6,11.1,11.55,14021,,,
2026-09-02_6798,2026-09-02,6798,展逸,emerging,,65.2,64.5,65,13004,,,
2026-09-02_6799,2026-09-02,6799,來頡,twse,80.70,82.50,80.70,81.60,89152,7270628,-0.3,
2026-09-02_6803,2026-09-02,6803,崑鼎,tpex,271.50,271.50,269.50,269.50,45218,12224000,-0.50,
2026-09-02_6804,2026-09-02,6804,明係,tpex,18.50,18.50,18.40,18.40,68020,1253247,-0.05,
2026-09-02_6805,2026-09-02,6805,富世達,twse,2240.00,2240.00,2110.00,2110.00,1238933,2654436700,-175.0,
2026-09-02_6807,2026-09-02,6807,峰源-KY,twse,32.55,32.70,32.55,32.70,9000,294050,-0.2,
2026-09-02_6808,2026-09-02,6808,三鼎生技,emerging,,31.65,30.95,31.25,29394,,,
2026-09-02_6810,2026-09-02,6810,新穎生醫,emerging,,21.5,20.65,21.45,14001,,,
2026-09-02_6811,2026-09-02,6811,宏碁資訊,tpex,223.50,225.00,223.50,224.50,33286,7468344,-2.00,
2026-09-02_6812,2026-09-02,6812,梭特,emerging,,61,57.2,60.1,15198,,,
2026-09-02_6814,2026-09-02,6814,路迦生醫,emerging,,18.8,17.3,17.3,21523,,,
2026-09-02_6815,2026-09-02,6815,晶鑽生醫,emerging,,23.95,22.8,23.4,12589,,,
2026-09-02_6816,2026-09-02,6816,捷智商訊,emerging,,35.75,34,35.75,664,,,
2026-09-02_6817,2026-09-02,6817,溫士頓,emerging,,45.85,45.4,45.85,8017,,,
2026-09-02_6818,2026-09-02,6818,連騰,emerging,,44,42.05,43.4,7054,,,
2026-09-02_6819,2026-09-02,6819,眾智,emerging,,42.3,39.7,41.5,159316,,,
2026-09-02_6820,2026-09-02,6820,連訊,emerging,,328.5,313.5,322,67974,,,
2026-09-02_6821,2026-09-02,6821,聯寶,tpex,42.70,42.70,41.30,42.00,111452,4657698,-0.75,
2026-09-02_6823,2026-09-02,6823,濾能,tpex,61.20,61.50,60.10,60.80,102238,6189310,-0.50,
2026-09-02_6825,2026-09-02,6825,和暢科技,emerging,,37.7,36.1,36.3,7158,,,
2026-09-02_6826,2026-09-02,6826,和淞,emerging,,450.5,445.5,448.5,79786,,,
2026-09-02_6827,2026-09-02,6827,巨生醫,emerging,,11.1,10.25,10.45,117336,,,
2026-09-02_6829,2026-09-02,6829,千附精密,tpex,255.00,256.50,241.50,243.00,1123435,279683498,-8.00,
2026-09-02_6830,2026-09-02,6830,汎銓,twse,570.00,618.00,568.00,598.00,5478263,3252309245,26.0,
2026-09-02_6831,2026-09-02,6831,邁科,twse,613.00,623.00,602.00,609.00,788669,483689079,0.0,
2026-09-02_6832,2026-09-02,6832,金鼎科,emerging,,68.8,68.8,68.8,1,,,
2026-09-02_6833,2026-09-02,6833,太康精密,emerging,,22.85,22.85,22.85,1,,,
2026-09-02_6834,2026-09-02,6834,天二科技,twse,88.50,97.90,88.00,92.20,4377392,412157247,2.3,
2026-09-02_6835,2026-09-02,6835,圓裕,twse,31.50,31.50,30.80,31.10,11335,352676,0.1,
2026-09-02_6838,2026-09-02,6838,台新藥,twse,23.40,23.75,22.90,23.60,215581,5041475,0.6,
2026-09-02_6839,2026-09-02,6839,開陽能源,emerging,,12,11.45,11.95,31954,,,
2026-09-02_6840,2026-09-02,6840,東研信超,tpex,93.00,93.70,89.00,92.30,494141,45260551,-0.20,
2026-09-02_6841,2026-09-02,6841,長佳智能,tpex,54.30,54.30,53.50,53.60,123347,6629644,-0.70,
2026-09-02_6842,2026-09-02,6842,瑞宇,emerging,,74.1,68,73.5,206989,,,
2026-09-02_6843,2026-09-02,6843,進典,tpex,39.00,39.00,37.85,38.40,16141,622313,-0.60,
2026-09-02_6844,2026-09-02,6844,諾貝兒,tpex,60.00,60.20,59.80,60.20,17000,1020100,0.00,
2026-09-02_6846,2026-09-02,6846,綠茵,tpex,58.90,58.90,57.50,58.10,8041,465505,-0.30,
2026-09-02_6847,2026-09-02,6847,普瑞博,emerging,,75.6,71.8,75,22669,,,
2026-09-02_6848,2026-09-02,6848,拉法醫,emerging,,25.75,22.9,24,182691,,,
2026-09-02_6849,2026-09-02,6849,奇鼎科技,emerging,,158,142.5,152.5,460377,,,
2026-09-02_6850,2026-09-02,6850,光鼎生技,emerging,,33.6,33.6,33.6,1000,,,
2026-09-02_6854,2026-09-02,6854,錼創科技-KY創,twse,96.00,103.00,94.10,99.50,632380,62779901,3.5,
2026-09-02_6855,2026-09-02,6855,數泓科,tpex,116.50,117.00,116.50,117.00,2067,241230,1.00,
2026-09-02_6857,2026-09-02,6857,宏碁智醫,emerging,,0,0,0,0,,,
2026-09-02_6858,2026-09-02,6858,愛比科技,emerging,,0,0,0,0,,,
2026-09-02_6859,2026-09-02,6859,伯特光,tpex,109.00,115.50,108.50,113.50,108515,12251038,4.00,
2026-09-02_6861,2026-09-02,6861,睿生光電,twse,192.00,192.50,188.00,190.50,165249,31392108,-3.0,
2026-09-02_6862,2026-09-02,6862,三集瑞-KY,twse,140.50,141.00,139.50,139.50,64862,9097689,-1.5,
2026-09-02_6863,2026-09-02,6863,永道-KY,twse,108.50,108.50,106.00,107.00,75059,8024353,-2.0,
2026-09-02_6864,2026-09-02,6864,元樟生技,emerging,,40.75,39.6,40.75,6036,,,
2026-09-02_6865,2026-09-02,6865,偉康科技,tpex,25.85,25.85,25.15,25.15,14281,362312,-0.75,
2026-09-02_6867,2026-09-02,6867,坦德科技,emerging,,26,24.75,26,9543,,,
2026-09-02_6868,2026-09-02,6868,采威國際,emerging,,30.35,29.8,30.3,113040,,,
2026-09-02_6869,2026-09-02,6869,雲豹能源,twse,68.00,68.00,66.60,66.60,271888,18189868,-1.4,
2026-09-02_6870,2026-09-02,6870,騰雲,tpex,275.00,299.00,275.00,292.00,254964,73870634,15.00,
2026-09-02_6872,2026-09-02,6872,浩宇生醫,tpex,14.45,15.40,14.35,15.40,98216,1483150,1.40,
2026-09-02_6873,2026-09-02,6873,泓德能源,twse,68.20,69.00,67.90,68.90,259509,17747330,-0.1,
2026-09-02_6874,2026-09-02,6874,倍力,tpex,84.30,84.30,83.00,83.60,122714,10240231,0.00,
2026-09-02_6875,2026-09-02,6875,國邑*,tpex,32.70,32.70,30.45,32.70,179938,5665100,-0.25,
2026-09-02_6876,2026-09-02,6876,朗齊生醫*,emerging,,12.3,11.7,12.2,123235,,,
2026-09-02_6877,2026-09-02,6877,鏵友益,tpex,113.50,115.50,112.50,113.50,38048,4326140,-1.50,
2026-09-02_6878,2026-09-02,6878,歐付寶,emerging,,20.35,19.5,19.5,12578,,,
2026-09-02_6879,2026-09-02,6879,大江基因,emerging,,35.55,35.55,35.55,10,,,
2026-09-02_6882,2026-09-02,6882,甲尚,emerging,,13.9,13.3,13.9,4017,,,
2026-09-02_6884,2026-09-02,6884,海柏特,tpex,29.55,29.55,29.50,29.55,4151,122621,-0.45,
2026-09-02_6885,2026-09-02,6885,全福生技,twse,23.20,24.95,23.15,24.60,1109266,27141198,1.25,
2026-09-02_6886,2026-09-02,6886,遠東生技,emerging,,42.8,40.85,42.7,146,,,
2026-09-02_6887,2026-09-02,6887,寶綠特-KY,twse,37.00,37.60,36.80,37.60,14000,520300,0.25,
2026-09-02_6890,2026-09-02,6890,來億-KY,twse,168.00,169.00,165.50,166.50,129365,21554569,-1.5,
2026-09-02_6891,2026-09-02,6891,樂迦再生,emerging,,41.3,40.1,40.7,91691,,,
2026-09-02_6892,2026-09-02,6892,台寶生醫,emerging,,26,23.9,25.1,167602,,,
2026-09-02_6894,2026-09-02,6894,衛司特,tpex,351.50,356.00,348.50,356.00,50283,17723268,0.50,
2026-09-02_6895,2026-09-02,6895,宏碩系統,tpex,164.00,166.00,159.50,161.50,102530,16558986,-6.00,
2026-09-02_6898,2026-09-02,6898,程曦資訊,emerging,,84.1,80.5,83.5,44147,,,
2026-09-02_6899,2026-09-02,6899,創為精密,tpex,50.10,50.10,49.85,49.85,4000,199950,-0.25,
2026-09-02_6901,2026-09-02,6901,鑽石投資,twse,15.40,15.40,15.15,15.25,898596,13709187,-0.2,
2026-09-02_6902,2026-09-02,6902,GOGOLOOK,twse,127.50,127.50,122.50,124.00,113023,14021371,-3.0,
2026-09-02_6903,2026-09-02,6903,巨漢,tpex,318.00,318.00,310.00,310.00,213951,67019843,-8.00,
2026-09-02_6904,2026-09-02,6904,伯鑫,tpex,124.00,124.50,124.00,124.50,2000,248500,0.00,
2026-09-02_6906,2026-09-02,6906,現觀科,twse,76.60,77.10,75.90,75.90,15778,1203097,-1.4,
2026-09-02_6907,2026-09-02,6907,雅特力-KY,tpex,184.50,192.50,184.00,191.00,1227444,231599756,6.50,
2026-09-02_6908,2026-09-02,6908,宏碁遊戲-創,twse,31.20,31.20,30.20,30.30,12310,373989,0.0,
2026-09-02_6909,2026-09-02,6909,創控,twse,41.15,41.45,40.50,40.90,127199,5235780,-0.25,
2026-09-02_6910,2026-09-02,6910,德鴻,tpex,25.30,25.35,24.80,25.30,19208,483901,0.10,
2026-09-02_6911,2026-09-02,6911,群運,emerging,,29.4,29.4,29.4,1,,,
2026-09-02_6912,2026-09-02,6912,益鈞環科*,emerging,,12.15,11.8,12.1,154480,,,
2026-09-02_6913,2026-09-02,6913,鴻呈,tpex,162.00,162.00,152.50,153.00,736984,115527782,-9.50,
2026-09-02_6914,2026-09-02,6914,阜爾運通,twse,121.00,123.00,121.00,122.00,42691,5207727,0.5,
2026-09-02_6915,2026-09-02,6915,美強光,emerging,,42.9,40.8,41.7,19736,,,
2026-09-02_6916,2026-09-02,6916,華凌,twse,18.75,18.95,18.35,18.50,14000,261300,-0.1,
2026-09-02_6917,2026-09-02,6917,竟天,emerging,,32,31.15,31.8,237125,,,
2026-09-02_6918,2026-09-02,6918,愛派司,twse,75.80,77.00,75.80,76.20,20000,1524300,-1.4,
2026-09-02_6919,2026-09-02,6919,康霈*,twse,90.00,91.50,88.10,88.10,9532965,851851263,-3.1,
2026-09-02_6920,2026-09-02,6920,恆勁科技,emerging,,98.3,92.7,93.5,1117249,,,
2026-09-02_6921,2026-09-02,6921,嘉雨思-創,twse,63.20,63.90,63.00,63.90,13279,839024,-0.6,
2026-09-02_6922,2026-09-02,6922,宸曜,tpex,204.50,210.50,204.50,206.50,95164,19711101,1.00,
2026-09-02_6923,2026-09-02,6923,中台,twse,75.30,76.10,75.10,75.40,30193,2278253,-0.6,
2026-09-02_6924,2026-09-02,6924,榮惠-KY創,twse,113.00,114.00,113.00,113.50,4000,454000,-1.0,
2026-09-02_6925,2026-09-02,6925,意藍,tpex,50.50,50.60,50.30,50.60,12184,614484,-0.30,
2026-09-02_6926,2026-09-02,6926,聖安生醫,emerging,,63.8,61.5,63.6,22152,,,
2026-09-02_6927,2026-09-02,6927,聯合聚晶,emerging,,72.8,70.3,72.7,27901,,,
2026-09-02_6928,2026-09-02,6928,攸泰科技,twse,48.05,48.70,47.90,48.40,36184,1743561,0.55,
2026-09-02_6929,2026-09-02,6929,佑全,tpex,22.00,22.75,22.00,22.75,3456,77550,-1.15,
2026-09-02_6931,2026-09-02,6931,青松健康,twse,41.55,41.55,41.05,41.20,34025,1401235,-0.4,
2026-09-02_6932,2026-09-02,6932,水星生醫*,emerging,,5.31,5.06,5.31,105295,,,
2026-09-02_6933,2026-09-02,6933,AMAX-KY,twse,314.50,331.00,309.00,331.00,1260106,402860465,16.5,
2026-09-02_6934,2026-09-02,6934,心誠鎂,twse,76.90,76.90,74.50,76.10,18500,1408190,1.3,
2026-09-02_6935,2026-09-02,6935,王子製藥,emerging,,29.6,28.3,29.6,1010,,,
2026-09-02_6936,2026-09-02,6936,永鴻生技,twse,32.70,33.05,32.70,32.80,10674,349987,0.2,
2026-09-02_6937,2026-09-02,6937,天虹,twse,303.50,315.50,290.50,293.50,1730542,530113253,4.5,
2026-09-02_6938,2026-09-02,6938,藍新資訊,emerging,,95.6,91.1,95.3,4066,,,
2026-09-02_6939,2026-09-02,6939,啟弘生技,emerging,,19.85,19,19.8,12100,,,
2026-09-02_6940,2026-09-02,6940,格斯科技*,emerging,,20.05,19.7,19.95,300126,,,
2026-09-02_6944,2026-09-02,6944,兆聯實業,twse,702.00,714.00,699.00,709.00,378003,266945369,-10.0,
2026-09-02_6945,2026-09-02,6945,圓祥生技,tpex,96.50,97.90,95.00,97.60,122994,11790060,1.10,
2026-09-02_6946,2026-09-02,6946,三地能源,emerging,,9.63,9,9.4,38004,,,
2026-09-02_6947,2026-09-02,6947,台鎔科技,twse,70.00,70.30,69.40,69.40,259474,18116337,-0.7,
2026-09-02_6950,2026-09-02,6950,科科科技-KY,emerging,,26.7,23.5,24.15,564737,,,
2026-09-02_6951,2026-09-02,6951,青新-創,twse,71.30,71.70,71.30,71.70,14630,1044439,0.0,
2026-09-02_6952,2026-09-02,6952,大武山,twse,37.00,37.00,37.00,37.00,1113,41181,-1.1,down
2026-09-02_6953,2026-09-02,6953,家碩,tpex,244.50,246.00,241.50,241.50,37610,9182627,-8.50,
2026-09-02_6955,2026-09-02,6955,邦睿生技-創,twse,104.50,104.50,103.00,103.00,9120,946970,-2.5,
2026-09-02_6957,2026-09-02,6957,裕慶-KY,twse,220.50,222.00,218.00,218.00,48583,10648035,-2.5,
2026-09-02_6958,2026-09-02,6958,日盛台駿,twse,17.05,17.10,17.05,17.10,15210,259662,-0.15,
2026-09-02_6958A,2026-09-02,6958A,日盛台駿甲特,twse,20.45,20.50,20.45,20.50,3000,61450,0.0,
2026-09-02_6959,2026-09-02,6959,兆捷科技,emerging,,110,107.5,109.5,97163,,,
2026-09-02_6961,2026-09-02,6961,旅天下,tpex,50.20,50.30,50.10,50.20,23090,1158843,-0.30,
2026-09-02_6962,2026-09-02,6962,奕力-KY,twse,32.15,33.00,32.15,32.30,2236564,72563878,-0.15,
2026-09-02_6963,2026-09-02,6963,品元,emerging,,24,24,24,5,,,
2026-09-02_6965,2026-09-02,6965,中傑-KY,twse,72.90,73.80,72.30,73.40,40365,2937945,-0.4,
2026-09-02_6967,2026-09-02,6967,汎瑋材料,tpex,73.20,73.20,72.00,72.00,31678,2290751,-0.60,
2026-09-02_6968,2026-09-02,6968,萬達寵物,tpex,41.40,41.70,41.40,41.70,23211,965224,0.05,
2026-09-02_6969,2026-09-02,6969,成信實業*-創,twse,35.10,36.00,34.00,34.40,158748,5526885,-0.5,
2026-09-02_6971,2026-09-02,6971,惠民實業,tpex,26.30,26.40,26.00,26.00,18354,478682,-0.15,
2026-09-02_6972,2026-09-02,6972,博瑞達應材,emerging,,23.5,23.5,23.5,10,,,
2026-09-02_6973,2026-09-02,6973,永立榮,emerging,,50.1,46.85,47.15,396238,,,
2026-09-02_6976,2026-09-02,6976,育世博-KY,emerging,,12,11.75,12,480112,,,
2026-09-02_6977,2026-09-02,6977,聯純,emerging,,174.5,171,173,65320,,,
2026-09-02_6979,2026-09-02,6979,勝釩,emerging,,108.5,103.5,106,21014,,,
2026-09-02_6980,2026-09-02,6980,鐳洋科技,emerging,,135,128,129.5,68140,,,
2026-09-02_6982,2026-09-02,6982,大井泵浦,tpex,47.55,48.55,47.55,48.20,35000,1674750,0.65,
2026-09-02_6983,2026-09-02,6983,華洋精機,tpex,351.00,351.00,344.00,345.50,41916,14531698,-10.00,
2026-09-02_6984,2026-09-02,6984,ACpay,emerging,,16.5,15.8,16.5,14000,,,
2026-09-02_6986,2026-09-02,6986,和迅,tpex,42.80,42.95,42.05,42.50,37494,1595771,-0.40,
2026-09-02_6987,2026-09-02,6987,寶晶能源*,emerging,,20.4,19.9,20.15,215200,,,
2026-09-02_6988,2026-09-02,6988,威力暘-創,twse,11.40,11.40,11.30,11.30,44000,500250,-0.1,
2026-09-02_6990,2026-09-02,6990,華鉬,emerging,,168.5,157.5,158,675170,,,
2026-09-02_6992,2026-09-02,6992,萬勝發科技,emerging,,65.9,63.4,65.9,15996,,,
2026-09-02_6994,2026-09-02,6994,富威電力,twse,36.15,36.35,35.05,36.10,571991,20457176,0.35,
2026-09-02_6995,2026-09-02,6995,野獸國,emerging,,58,57.1,58,12305,,,
2026-09-02_6996,2026-09-02,6996,力領科技,tpex,182.00,183.00,182.00,182.50,73933,13470963,0.50,
2026-09-02_6997,2026-09-02,6997,博弘,tpex,68.00,68.00,68.00,68.00,1250,84619,0.00,down
2026-09-02_6999,2026-09-02,6999,瀚醫生技,emerging,,28.5,28,28.5,6002,,,
2026-09-02_7402,2026-09-02,7402,邑錡,tpex,109.00,110.50,107.50,107.50,302668,32931756,-2.00,
2026-09-02_7415,2026-09-02,7415,元澄半導體,emerging,,420,402.5,410.5,55196,,,
2026-09-02_7418,2026-09-02,7418,香繼光,emerging,,68.1,68.1,68.1,20,,,
2026-09-02_7419,2026-09-02,7419,達勝,emerging,,54.2,51.8,52.1,101715,,,
2026-09-02_7422,2026-09-02,7422,鴻林堂,emerging,,31.55,30.3,30.5,9011,,,
2026-09-02_7427,2026-09-02,7427,華上生醫,emerging,,73.5,72,73.3,346574,,,
2026-09-02_7443,2026-09-02,7443,凡事康,emerging,,8.89,8.89,8.89,5000,,,
2026-09-02_7455,2026-09-02,7455,樺緯物聯,emerging,,0,0,0,0,,,
2026-09-02_7507,2026-09-02,7507,環拓科技,emerging,,19.55,18.95,19.1,32014,,,
2026-09-02_7516,2026-09-02,7516,清淨海,emerging,,8.3,8,8,49831,,,
2026-09-02_7530,2026-09-02,7530,鋒魁科技,emerging,,38.95,37.45,38.7,197438,,,
2026-09-02_7547,2026-09-02,7547,碩網,tpex,50.30,51.00,50.20,50.80,5000,253100,-0.80,
2026-09-02_7551,2026-09-02,7551,知識科技,emerging,,12.8,12.1,12.8,48310,,,
2026-09-02_7556,2026-09-02,7556,意德士,tpex,247.50,257.00,247.50,252.50,23562,5941559,-0.50,
2026-09-02_7558,2026-09-02,7558,群利科技,emerging,,17.65,16.9,17.6,6052,,,
2026-09-02_7561,2026-09-02,7561,光晟生技,emerging,,16.15,15.7,16.15,13200,,,
2026-09-02_7562,2026-09-02,7562,博來科技,emerging,,69.5,69.5,69.5,100,,,
2026-09-02_7566,2026-09-02,7566,亞果遊艇,emerging,,11.65,11.45,11.5,99017,,,
2026-09-02_7578,2026-09-02,7578,利百景,emerging,,24.9,24.5,24.85,9011,,,
2026-09-02_7583,2026-09-02,7583,國際海洋,emerging,,24.8,24.1,24.8,13411,,,
2026-09-02_7584,2026-09-02,7584,樂意,tpex,26.30,27.40,25.85,26.80,9299,247374,1.30,
2026-09-02_7590,2026-09-02,7590,怡和國際,emerging,,16.8,16.5,16.55,52609,,,
2026-09-02_7595,2026-09-02,7595,世基生醫,emerging,,7.35,7.12,7.35,1033,,,
2026-09-02_7607,2026-09-02,7607,通用幹細胞*,emerging,,10.25,9.9,10.25,24423,,,
2026-09-02_7610,2026-09-02,7610,聯友金屬-創,twse,1595.00,1595.00,1520.00,1520.00,446636,692353065,-85.0,
2026-09-02_7631,2026-09-02,7631,聚賢研發-創,twse,145.50,146.50,144.50,144.50,53545,7776443,-2.5,
2026-09-02_7642,2026-09-02,7642,昶瑞機電,tpex,76.80,77.00,75.90,77.00,9149,698970,-0.10,
2026-09-02_7669,2026-09-02,7669,碩正科技,emerging,,703,665,694,104258,,,
2026-09-02_7686,2026-09-02,7686,捷立康,emerging,,500,448.5,485,397635,,,
2026-09-02_7689,2026-09-02,7689,大鵬科CLMX,twse,174.50,174.50,172.50,173.00,19753,3424708,-2.0,
2026-09-02_7702,2026-09-02,7702,前端風電,emerging,,21,20.3,21,4020,,,
2026-09-02_7703,2026-09-02,7703,銳澤,tpex,181.00,181.00,179.00,179.00,65108,11687949,-3.50,
2026-09-02_7704,2026-09-02,7704,明遠精密,tpex,61.80,62.20,61.20,61.60,26073,1604705,-0.50,
2026-09-02_7705,2026-09-02,7705,三商餐飲,twse,30.20,30.35,30.05,30.15,68587,2066555,-0.2,
2026-09-02_7706,2026-09-02,7706,宏碁創達,emerging,,33,33,33,11,,,
2026-09-02_7707,2026-09-02,7707,益芯科,emerging,,107.5,105.5,107.5,18273,,,
