key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit
2026-09-02_1524,2026-09-02,1524,耿鼎,twse,27.30,27.35,27.05,27.10,267921,7279545,-0.1,
2026-09-02_1525,2026-09-02,1525,江申,twse,66.60,67.00,66.60,66.90,3183,212174,-0.7,
2026-09-02_1526,2026-09-02,1526,日馳,twse,16.20,16.65,15.90,16.05,238372,3862997,-0.15,
2026-09-02_1527,2026-09-02,1527,鑽全,twse,32.60,32.75,32.60,32.60,193720,6322496,0.0,
2026-09-02_1528,2026-09-02,1528,恩德,twse,19.00,19.60,19.00,19.35,529230,10215275,0.25,
2026-09-02_1529,2026-09-02,1529,樂事綠能,twse,17.00,17.05,16.70,16.80,286709,4828356,-0.2,
2026-09-02_1530,2026-09-02,1530,亞崴,twse,28.65,28.65,28.45,28.60,12620,359977,0.05,
2026-09-02_1531,2026-09-02,1531,高林股,twse,12.00,12.25,11.75,11.75,246447,2936823,-0.2,
2026-09-02_1532,2026-09-02,1532,勤美,twse,23.10,23.25,22.90,23.00,180845,4164834,-0.2,
2026-09-02_1533,2026-09-02,1533,車王電,twse,31.20,31.20,31.00,31.10,89769,2788767,0.0,
2026-09-02_1535,2026-09-02,1535,中宇,twse,45.55,45.55,45.35,45.50,25098,1141587,-0.2,
2026-09-02_1536,2026-09-02,1536,和大,twse,49.15,49.75,49.00,49.55,664157,32844050,0.2,
2026-09-02_1537,2026-09-02,1537,廣隆,twse,117.50,117.50,117.00,117.50,132501,15534273,-0.5,
2026-09-02_1539,2026-09-02,1539,巨庭,twse,15.60,15.70,15.55,15.70,8056,125920,0.1,
2026-09-02_1540,2026-09-02,1540,喬福,twse,19.75,19.75,19.50,19.65,117057,2303749,0.1,
2026-09-02_1541,2026-09-02,1541,錩泰,twse,21.45,21.50,21.45,21.45,9110,195595,-0.45,
2026-09-02_1558,2026-09-02,1558,伸興,twse,104.00,105.50,103.50,105.50,328491,34329461,2.5,
2026-09-02_1560,2026-09-02,1560,中砂,twse,739.00,739.00,702.00,704.00,1081855,778172101,-40.0,
2026-09-02_1565,2026-09-02,1565,精華,tpex,99.50,100.50,98.70,100.50,170239,17002863,0.90,
2026-09-02_1568,2026-09-02,1568,倉佑,twse,29.05,29.15,28.80,28.90,70017,2026640,-0.3,
2026-09-02_1569,2026-09-02,1569,濱川,tpex,46.35,48.00,45.95,47.90,650345,30633469,1.55,
2026-09-02_1570,2026-09-02,1570,力肯,tpex,33.10,33.20,32.90,33.15,35221,1163295,0.05,
2026-09-02_1580,2026-09-02,1580,新麥,tpex,104.00,104.00,102.00,103.00,139724,14324694,-1.50,
2026-09-02_1582,2026-09-02,1582,信錦,twse,76.00,76.00,74.90,75.10,277606,20929251,-0.8,
2026-09-02_1583,2026-09-02,1583,程泰,twse,48.75,48.75,48.25,48.25,8618,416616,0.0,
2026-09-02_1584,2026-09-02,1584,精剛,tpex,18.30,18.30,17.90,18.05,359750,6487438,-0.20,
2026-09-02_1586,2026-09-02,1586,和勤,tpex,18.15,18.20,18.05,18.15,79203,1432870,0.10,
2026-09-02_1587,2026-09-02,1587,吉茂,twse,24.00,24.20,23.90,24.00,80799,1940728,-0.05,
2026-09-02_1590,2026-09-02,1590,亞德客-KY,twse,1465.00,1465.00,1380.00,1395.00,471817,662610185,-50.0,
2026-09-02_1591,2026-09-02,1591,駿吉-KY,tpex,37.00,37.00,36.00,36.30,213403,7749669,-0.35,
2026-09-02_1593,2026-09-02,1593,祺驊,tpex,31.45,31.60,31.45,31.60,7226,228142,-0.05,
2026-09-02_1594,2026-09-02,1594,日高,emerging,,0,0,0,0,,,
2026-09-02_1595,2026-09-02,1595,川寶,tpex,66.50,73.00,65.00,73.00,740810,52404122,6.60,
2026-09-02_1597,2026-09-02,1597,直得,twse,144.50,154.50,143.50,148.50,5980445,897395660,4.0,
2026-09-02_1598,2026-09-02,1598,岱宇,twse,20.20,20.20,20.05,20.15,84032,1690034,-0.1,
2026-09-02_1599,2026-09-02,1599,宏佳騰,tpex,22.90,22.95,22.90,22.90,8436,193280,-0.05,
2026-09-02_1603,2026-09-02,1603,華電,twse,30.60,30.60,30.20,30.55,143430,4359101,-0.05,
2026-09-02_1604,2026-09-02,1604,聲寶,twse,23.30,23.40,23.30,23.40,253437,5915420,0.1,
2026-09-02_1605,2026-09-02,1605,華新,twse,38.40,38.45,37.75,38.20,17612531,670258095,-0.55,
2026-09-02_1608,2026-09-02,1608,華榮,twse,37.00,37.35,36.60,36.80,3011464,111025190,-0.55,
2026-09-02_1609,2026-09-02,1609,大亞,twse,37.00,37.65,37.00,37.50,1989828,74413199,0.25,
2026-09-02_1611,2026-09-02,1611,中電,twse,11.80,11.80,11.75,11.75,286652,3374432,-0.05,
2026-09-02_1612,2026-09-02,1612,宏泰,twse,35.00,35.00,34.65,34.65,313505,10885261,-0.1,
2026-09-02_1614,2026-09-02,1614,三洋電,twse,30.55,30.75,30.55,30.75,20011,612760,-0.05,
2026-09-02_1615,2026-09-02,1615,大山,twse,43.85,44.20,43.85,44.20,55639,2447287,0.1,
2026-09-02_1616,2026-09-02,1616,億泰,twse,19.45,19.50,19.20,19.25,201618,3891524,-0.2,
2026-09-02_1617,2026-09-02,1617,榮星,twse,19.30,19.60,18.75,19.00,2400762,45972191,-0.6,
2026-09-02_1618,2026-09-02,1618,合機,twse,39.90,39.90,39.55,39.80,280770,11143634,-0.1,
2026-09-02_1623,2026-09-02,1623,大東電,twse,206.50,209.00,203.50,207.00,89075,18335477,-1.0,
2026-09-02_1626,2026-09-02,1626,艾美特-KY,twse,9.65,9.71,9.55,9.71,55762,536527,0.06,
2026-09-02_1702,2026-09-02,1702,南僑,twse,32.80,32.80,32.45,32.60,145552,4742651,-0.2,
2026-09-02_1707,2026-09-02,1707,葡萄王,twse,90.80,92.20,90.80,91.80,383215,35076163,1.0,
2026-09-02_1708,2026-09-02,1708,東鹼,twse,51.30,51.90,50.50,50.60,2556509,130428419,-0.7,
2026-09-02_1709,2026-09-02,1709,和益,twse,34.75,35.40,33.85,35.00,14108956,488322707,-1.4,
2026-09-02_1710,2026-09-02,1710,東聯,twse,16.10,16.40,15.95,16.35,3912558,63514096,0.25,
2026-09-02_1711,2026-09-02,1711,永光,twse,43.70,44.45,43.25,43.40,2935452,128350086,-0.6,
2026-09-02_1712,2026-09-02,1712,興農,twse,40.05,41.30,40.05,41.05,2029300,83010512,0.9,
2026-09-02_1713,2026-09-02,1713,國化,twse,44.90,45.35,44.70,44.90,390940,17584924,-0.1,
2026-09-02_1714,2026-09-02,1714,和桐,twse,18.55,18.55,17.20,17.35,57476427,1013148574,-1.2,
2026-09-02_1717,2026-09-02,1717,長興,twse,84.50,84.50,80.00,80.80,25403252,2071496317,-3.9,
2026-09-02_1718,2026-09-02,1718,中纖,twse,11.00,11.30,10.80,10.80,16412705,179733611,-0.35,
2026-09-02_1720,2026-09-02,1720,生達,twse,56.10,56.50,56.00,56.40,233088,13091982,0.3,
2026-09-02_1721,2026-09-02,1721,三晃,twse,20.90,21.00,20.30,20.40,598004,12314161,-0.45,
2026-09-02_1722,2026-09-02,1722,台肥,twse,44.80,44.80,44.55,44.60,2021713,90240382,-0.05,
2026-09-02_1723,2026-09-02,1723,中碳,twse,85.30,87.00,85.10,87.00,253144,21791816,1.4,
2026-09-02_1725,2026-09-02,1725,元禎,twse,31.30,31.65,31.10,31.45,12500,392149,-0.15,
2026-09-02_1726,2026-09-02,1726,永記,twse,76.70,77.00,76.70,77.00,14405,1107200,0.0,
2026-09-02_1727,2026-09-02,1727,中華化,twse,94.90,96.50,93.40,94.20,3187873,301700813,-1.1,
2026-09-02_1730,2026-09-02,1730,花仙子,twse,51.30,51.50,51.20,51.50,15608,801250,0.1,
2026-09-02_1731,2026-09-02,1731,美吾華,twse,21.00,21.00,20.90,20.95,133339,2789082,-0.05,
2026-09-02_1732,2026-09-02,1732,毛寶,twse,26.20,26.20,26.00,26.15,57684,1505878,0.05,
2026-09-02_1733,2026-09-02,1733,五鼎,twse,32.30,32.30,32.00,32.25,131033,4214314,0.05,
2026-09-02_1734,2026-09-02,1734,杏輝,twse,30.60,30.70,30.55,30.65,104551,3201852,0.05,
2026-09-02_1735,2026-09-02,1735,日勝化,twse,21.20,21.45,21.10,21.10,81118,1719747,-0.55,
2026-09-02_1736,2026-09-02,1736,喬山,twse,124.00,127.50,122.50,126.00,589606,73960580,2.0,
2026-09-02_1737,2026-09-02,1737,臺鹽,twse,30.70,30.70,30.60,30.65,220962,6776005,-0.05,
2026-09-02_1742,2026-09-02,1742,台蠟,tpex,18.05,18.05,17.60,17.90,74037,1312102,0.00,
2026-09-02_1752,2026-09-02,1752,南光,twse,31.60,31.60,31.50,31.55,39296,1240035,-0.1,
2026-09-02_1760,2026-09-02,1760,寶齡富錦,twse,57.50,57.90,57.10,57.20,214574,12295278,-0.8,
2026-09-02_1762,2026-09-02,1762,中化生,twse,35.85,36.35,35.60,36.20,138157,4978837,0.4,
2026-09-02_1773,2026-09-02,1773,勝一,twse,170.00,170.00,162.50,163.50,1603077,265202443,-8.0,
2026-09-02_1776,2026-09-02,1776,展宇,twse,17.25,17.25,16.95,17.10,18220,310817,0.0,
2026-09-02_1777,2026-09-02,1777,生泰,tpex,74.10,74.40,73.50,74.40,64139,4734175,0.20,
2026-09-02_1780,2026-09-02,1780,立弘,tpex,24.60,24.60,24.15,24.55,35000,850050,-0.05,
2026-09-02_1781,2026-09-02,1781,合世,tpex,10.45,10.45,10.35,10.35,11009,114492,-0.05,
2026-09-02_1783,2026-09-02,1783,和康生,twse,39.70,39.70,39.00,39.10,91372,3584370,-0.6,
2026-09-02_1784,2026-09-02,1784,訊聯,tpex,60.10,60.40,59.70,60.30,56908,3413568,-0.20,
2026-09-02_1785,2026-09-02,1785,光洋科,tpex,103.00,104.00,102.00,102.00,3364332,345286944,-1.00,
2026-09-02_1786,2026-09-02,1786,科妍,twse,46.55,46.95,46.10,46.15,293115,13616884,-0.95,
2026-09-02_1788,2026-09-02,1788,杏昌,tpex,129.00,129.00,129.00,129.00,13470,1738723,0.00,down
2026-09-02_1789,2026-09-02,1789,神隆,twse,19.00,19.10,18.80,19.00,402201,7623448,0.0,
2026-09-02_1795,2026-09-02,1795,美時,twse,187.50,187.50,183.50,184.00,604475,111591813,-2.5,
2026-09-02_1796,2026-09-02,1796,金穎生技,tpex,30.30,30.30,29.90,29.90,7001,210027,0.00,
2026-09-02_1799,2026-09-02,1799,易威,tpex,30.40,30.55,30.10,30.15,52124,1580400,-0.35,
2026-09-02_1802,2026-09-02,1802,台玻,twse,61.30,62.80,60.50,60.80,33383550,2051712533,-0.5,
2026-09-02_1805,2026-09-02,1805,寶徠,twse,10.05,10.20,10.05,10.15,23639,239522,0.0,
2026-09-02_1806,2026-09-02,1806,冠軍,twse,8.03,8.09,8.03,8.03,110807,891242,-0.04,
2026-09-02_1808,2026-09-02,1808,潤隆,twse,34.75,35.45,34.75,35.45,2109015,74333212,0.6,
2026-09-02_1809,2026-09-02,1809,中釉,twse,38.75,39.05,38.45,38.50,580598,22440521,-0.4,
2026-09-02_1810,2026-09-02,1810,和成,twse,24.70,25.00,24.60,24.65,1717591,42499966,-0.05,
2026-09-02_1813,2026-09-02,1813,寶利徠,tpex,11.40,11.50,11.35,11.50,13363,152570,0.00,
2026-09-02_1815,2026-09-02,1815,富喬,tpex,128.50,139.00,126.00,131.00,122385247,16138390042,2.00,
2026-09-02_1817,2026-09-02,1817,凱撒衛,twse,40.15,40.30,40.05,40.20,27099,1088428,-0.1,
2026-09-02_1903,2026-09-02,1903,士紙,twse,47.60,47.95,47.55,47.60,83598,3984009,-0.35,
2026-09-02_1904,2026-09-02,1904,正隆,twse,24.80,24.95,24.50,24.55,1883764,46361499,-0.3,
2026-09-02_1905,2026-09-02,1905,華紙,twse,13.65,13.90,13.60,13.85,1386888,19002511,0.15,
2026-09-02_1906,2026-09-02,1906,寶隆,twse,11.35,11.35,11.00,11.20,185527,2059043,-0.1,
2026-09-02_1907,2026-09-02,1907,永豐餘,twse,29.85,30.20,29.80,30.10,589696,17694927,0.25,
2026-09-02_1909,2026-09-02,1909,榮成,twse,10.90,11.40,10.90,11.35,3918262,43898597,0.35,
2026-09-02_2002,2026-09-02,2002,中鋼,twse,18.95,19.05,18.90,19.05,23684321,449257243,0.0,
2026-09-02_2002A,2026-09-02,2002A,中鋼特,twse,37.30,37.30,37.15,37.15,12000,446450,-0.05,
2026-09-02_2006,2026-09-02,2006,東和鋼鐵,twse,80.80,82.70,80.50,82.70,1682696,137559859,1.5,
2026-09-02_2007,2026-09-02,2007,燁興,twse,6.99,6.99,6.91,6.92,275231,1908695,-0.08,
2026-09-02_2008,2026-09-02,2008,高興昌,twse,30.55,30.55,30.50,30.55,11425,348872,-0.65,
2026-09-02_2009,2026-09-02,2009,第一銅,twse,40.75,40.75,39.80,39.90,1701763,68260847,-0.8,
2026-09-02_2010,2026-09-02,2010,春源,twse,22.45,22.60,22.25,22.45,763497,17097911,0.0,
2026-09-02_2012,2026-09-02,2012,春雨,twse,14.50,14.65,14.45,14.60,38151,555710,-0.05,
2026-09-02_2013,2026-09-02,2013,中鋼構,twse,41.35,41.95,41.35,41.60,43193,1797928,-0.2,
2026-09-02_2014,2026-09-02,2014,中鴻,twse,17.00,17.10,16.95,16.95,1663892,28286933,-0.1,
2026-09-02_2015,2026-09-02,2015,豐興,twse,63.80,64.50,63.80,64.40,172230,11057201,0.2,
2026-09-02_2017,2026-09-02,2017,官田鋼,twse,9.14,9.15,9.05,9.07,354544,3223967,-0.08,
2026-09-02_2020,2026-09-02,2020,美亞,twse,21.90,21.90,21.70,21.75,566264,12319704,-0.15,
2026-09-02_2022,2026-09-02,2022,聚亨,twse,7.57,7.59,7.52,7.58,226653,1711164,0.01,
2026-09-02_2023,2026-09-02,2023,燁輝,twse,13.65,13.85,13.65,13.85,600821,8267614,0.15,
2026-09-02_2024,2026-09-02,2024,志聯,twse,13.40,13.40,13.25,13.25,2961,39059,-0.15,
2026-09-02_2025,2026-09-02,2025,千興,twse,12.60,12.85,12.60,12.85,171256,2189359,0.05,
2026-09-02_2027,2026-09-02,2027,大成鋼,twse,49.35,49.85,49.05,49.55,7500145,370566564,-0.25,
2026-09-02_2028,2026-09-02,2028,威致,twse,15.90,15.90,15.65,15.75,74344,1169981,-0.05,
2026-09-02_2029,2026-09-02,2029,盛餘,twse,21.90,22.15,21.75,21.75,532250,11628163,-0.15,
2026-09-02_2030,2026-09-02,2030,彰源,twse,22.70,22.70,22.10,22.60,1793271,40084809,-0.15,
2026-09-02_2031,2026-09-02,2031,新光鋼,twse,45.00,45.25,44.75,45.20,446344,20050138,0.05,
2026-09-02_2032,2026-09-02,2032,新鋼,twse,17.30,17.30,17.05,17.25,200001,3427471,-0.1,
2026-09-02_2033,2026-09-02,2033,佳大,twse,23.90,24.90,23.85,24.65,736850,18000306,0.75,
2026-09-02_2034,2026-09-02,2034,允強,twse,20.60,20.70,20.45,20.50,983956,20231682,-0.1,
2026-09-02_2038,2026-09-02,2038,海光,twse,12.80,12.90,12.70,12.75,114043,1456856,-0.05,
2026-09-02_2049,2026-09-02,2049,上銀,twse,359.00,369.50,352.00,352.00,5084000,1828670323,-7.0,
2026-09-02_2059,2026-09-02,2059,川湖,twse,14220.00,14220.00,13600.00,13865.00,439034,6096365635,-285.0,
2026-09-02_2061,2026-09-02,2061,風青,tpex,55.00,56.10,53.70,56.00,2117022,116344539,1.00,
2026-09-02_2062,2026-09-02,2062,橋椿,twse,19.10,19.20,19.05,19.05,102371,1957984,-0.05,
2026-09-02_2063,2026-09-02,2063,世鎧,tpex,24.05,24.05,23.85,24.00,32108,770003,-0.05,
2026-09-02_2064,2026-09-02,2064,晉椿,tpex,12.40,12.40,12.35,12.35,3000,37100,-0.05,
2026-09-02_2065,2026-09-02,2065,世豐,tpex,36.50,36.50,36.10,36.20,58802,2134679,-0.35,
2026-09-02_2066,2026-09-02,2066,世德,tpex,54.70,55.00,54.00,54.10,17000,922800,-0.10,
2026-09-02_2067,2026-09-02,2067,嘉鋼,tpex,4.80,4.88,4.76,4.84,34863,168476,-0.08,
2026-09-02_2069,2026-09-02,2069,運錩,twse,21.30,21.30,20.70,20.80,459296,9559357,-0.35,
2026-09-02_2070,2026-09-02,2070,精湛,tpex,68.10,69.40,66.40,66.40,177269,11961335,-1.70,
2026-09-02_2071,2026-09-02,2071,震南鐵,emerging,,35.5,34.4,35.15,10037,,,
2026-09-02_2072,2026-09-02,2072,世紀風電,twse,141.00,141.00,139.00,139.00,284254,39697210,-2.5,
2026-09-02_2101,2026-09-02,2101,南港,twse,31.30,31.70,31.30,31.65,1245583,39274563,0.25,
2026-09-02_2102,2026-09-02,2102,泰豐,twse,18.35,18.50,18.35,18.45,126595,2331810,-0.05,
2026-09-02_2103,2026-09-02,2103,台橡,twse,28.65,29.05,27.95,28.30,5051843,143521765,-0.5,
2026-09-02_2104,2026-09-02,2104,國際中橡,twse,10.40,10.55,10.30,10.45,1504284,15645753,0.0,
2026-09-02_2105,2026-09-02,2105,正新,twse,31.00,31.10,30.65,30.95,2522809,77783167,-0.2,
2026-09-02_2106,2026-09-02,2106,建大,twse,17.40,17.45,17.25,17.40,477364,8277214,-0.05,
2026-09-02_2107,2026-09-02,2107,厚生,twse,26.90,27.15,26.85,26.90,148728,4011266,-0.1,
2026-09-02_2108,2026-09-02,2108,南帝,twse,30.30,30.65,30.15,30.55,670147,20354183,0.05,
2026-09-02_2109,2026-09-02,2109,華豐,twse,14.80,14.85,14.70,14.75,130399,1923811,-0.05,
2026-09-02_2114,2026-09-02,2114,鑫永銓,twse,89.00,89.20,88.30,89.20,18501,1644730,-0.1,
2026-09-02_2115,2026-09-02,2115,六暉-KY,twse,24.35,24.35,23.55,23.95,38919,925959,0.0,
2026-09-02_2201,2026-09-02,2201,裕隆,twse,31.00,32.00,30.85,31.95,9972103,314289044,0.45,
2026-09-02_2204,2026-09-02,2204,中華,twse,54.40,54.80,54.00,54.40,687042,37335358,-0.4,
2026-09-02_2206,2026-09-02,2206,三陽工業,twse,63.20,63.50,62.70,63.30,444374,28049106,0.1,
2026-09-02_2207,2026-09-02,2207,和泰車,twse,514.00,518.00,511.00,517.00,156256,80405093,-1.0,
2026-09-02_2208,2026-09-02,2208,台船,twse,19.20,19.25,19.05,19.05,1857703,35475874,-0.1,
2026-09-02_2211,2026-09-02,2211,長榮鋼,twse,83.00,83.00,82.40,82.60,339041,27991933,-0.5,
2026-09-02_2221,2026-09-02,2221,大甲,tpex,78.50,85.40,78.10,83.20,3234388,269762355,5.50,
2026-09-02_2227,2026-09-02,2227,裕日車,twse,47.45,47.90,47.45,47.90,19485,926898,-0.15,
2026-09-02_2228,2026-09-02,2228,劍麟,twse,74.60,75.00,74.30,74.90,120300,8988380,0.3,
2026-09-02_2230,2026-09-02,2230,泰茂,tpex,22.75,23.05,22.40,22.65,77713,1764844,0.55,
2026-09-02_2231,2026-09-02,2231,為升,twse,92.20,93.90,92.00,92.00,135425,12555180,0.1,
2026-09-02_2233,2026-09-02,2233,宇隆,twse,175.00,175.50,170.50,171.00,418096,71925529,-5.0,
2026-09-02_2235,2026-09-02,2235,謚源,tpex,28.40,28.40,28.40,28.40,1000,28400,0.10,up
2026-09-02_2236,2026-09-02,2236,百達-KY,twse,120.00,120.00,118.00,118.00,111004,13196922,-2.0,
2026-09-02_2237,2026-09-02,2237,華德動能-創,twse,28.00,28.00,27.80,27.80,129054,3600111,-0.15,
2026-09-02_2239,2026-09-02,2239,英利-KY,twse,19.80,20.35,19.80,19.95,18300,366020,-0.15,
2026-09-02_2241,2026-09-02,2241,艾姆勒,twse,33.95,34.50,33.95,34.50,228352,7830227,0.45,
2026-09-02_2243,2026-09-02,2243,宏旭-KY,twse,47.00,48.00,42.65,42.90,984556,44063142,-3.3,
2026-09-02_2245,2026-09-02,2245,詠勝昌*,emerging,,25,23.9,25,431,,,
2026-09-02_2247,2026-09-02,2247,汎德永業,twse,230.00,231.50,228.50,231.50,37132,8540670,0.5,
2026-09-02_2248,2026-09-02,2248,華勝-KY,twse,61.60,62.80,61.60,62.20,38058,2371120,0.3,
2026-09-02_2249,2026-09-02,2249,湧盛,emerging,,99,94.7,95.5,49730,,,
2026-09-02_2250,2026-09-02,2250,IKKA-KY,twse,58.90,58.90,58.50,58.50,24191,1418890,-0.3,
2026-09-02_2252,2026-09-02,2252,為昇科,emerging,,21.75,21,21.6,157728,,,
2026-09-02_2254,2026-09-02,2254,巨鎧精密-創,twse,61.60,62.50,61.40,62.00,425000,26348700,0.5,
2026-09-02_2255,2026-09-02,2255,凱銳光電,emerging,,14.1,13.45,14.1,27131,,,
2026-09-02_2256,2026-09-02,2256,歐特明,emerging,,83.5,79.4,80.6,96243,,,
2026-09-02_2258,2026-09-02,2258,鴻華先進-創,twse,31.15,31.25,30.70,31.00,384646,11906522,-0.5,
2026-09-02_2301,2026-09-02,2301,光寶科,twse,297.00,328.00,296.50,315.00,46683643,14684625674,14.5,
2026-09-02_2302,2026-09-02,2302,麗正,twse,43.35,43.75,42.75,42.75,1727622,74378248,-1.25,
2026-09-02_2303,2026-09-02,2303,聯電,twse,131.50,133.00,126.00,126.00,136331797,17497864073,-6.5,
2026-09-02_2305,2026-09-02,2305,全友,twse,29.05,30.70,29.05,30.05,3858859,115561689,0.5,
2026-09-02_2308,2026-09-02,2308,台達電,twse,1815.00,1815.00,1730.00,1730.00,15977253,28173543555,-135.0,
2026-09-02_2312,2026-09-02,2312,金寶,twse,32.95,33.60,32.85,33.15,10239687,339348414,0.1,
2026-09-02_2313,2026-09-02,2313,華通,twse,249.50,257.00,246.00,249.00,29088813,7276529919,-3.0,
2026-09-02_2314,2026-09-02,2314,台揚,twse,11.45,11.45,11.40,11.40,34845,396922,0.0,
2026-09-02_2316,2026-09-02,2316,楠梓電,twse,164.50,168.00,161.00,161.50,1631647,265789212,-5.0,
2026-09-02_2317,2026-09-02,2317,鴻海,twse,253.00,255.00,250.50,251.00,29265369,7376850503,-5.0,
2026-09-02_2321,2026-09-02,2321,東訊,twse,14.10,15.20,13.50,15.20,26382,394101,0.85,
2026-09-02_2323,2026-09-02,2323,中環,twse,10.90,11.05,10.90,10.95,2713614,29750358,0.0,
2026-09-02_2324,2026-09-02,2324,仁寶,twse,40.70,41.15,39.65,39.70,80916280,3244593418,-0.2,
2026-09-02_2327,2026-09-02,2327,國巨*,twse,552.00,552.00,537.00,540.00,35836154,19422923492,-28.0,
2026-09-02_2328,2026-09-02,2328,廣宇,twse,47.55,48.70,47.30,47.80,2814892,135684015,0.3,
2026-09-02_2329,2026-09-02,2329,華泰,twse,43.70,43.95,43.20,43.35,1267851,55185355,-0.35,
2026-09-02_2330,2026-09-02,2330,台積電,twse,2415.00,2420.00,2385.00,2385.00,25151394,60261105308,-55.0,
2026-09-02_2331,2026-09-02,2331,精英,twse,19.70,19.85,19.55,19.85,704737,13883119,0.15,
2026-09-02_2332,2026-09-02,2332,友訊,twse,19.75,19.80,19.30,19.30,12562359,244581379,-0.55,
2026-09-02_2337,2026-09-02,2337,旺宏,twse,122.00,123.50,120.00,123.00,18842579,2297367056,0.5,
2026-09-02_2338,2026-09-02,2338,光罩,twse,39.10,39.85,38.90,39.15,857469,33741888,-0.1,
2026-09-02_2340,2026-09-02,2340,台亞,twse,34.10,34.75,33.90,34.15,1835702,63024126,0.05,
2026-09-02_2342,2026-09-02,2342,茂矽,twse,40.75,41.10,39.80,39.80,1500776,60502249,-1.4,
2026-09-02_2344,2026-09-02,2344,華邦電,twse,173.50,180.00,171.50,179.00,83567943,14718991270,3.0,
2026-09-02_2345,2026-09-02,2345,智邦,twse,2145.00,2205.00,2105.00,2140.00,3470248,7445083220,-65.0,
2026-09-02_2347,2026-09-02,2347,聯強,twse,86.00,88.10,85.70,87.40,2624324,228678480,1.4,
2026-09-02_2348,2026-09-02,2348,海悅,twse,70.50,71.10,70.40,71.10,80133,5660768,0.4,
2026-09-02_2348A,2026-09-02,2348A,海悅甲特,twse,38.30,38.30,38.30,38.30,11083,424470,0.0,down
2026-09-02_2349,2026-09-02,2349,錸德,twse,11.20,11.20,11.05,11.10,953793,10608290,0.0,
2026-09-02_2351,2026-09-02,2351,順德,twse,227.00,236.00,222.00,229.00,5421346,1244521594,3.0,
2026-09-02_2352,2026-09-02,2352,佳世達,twse,28.30,28.85,28.30,28.70,3477673,99555299,0.3,
2026-09-02_2353,2026-09-02,2353,宏碁,twse,31.50,32.20,31.30,32.15,18102445,576527184,0.4,
2026-09-02_2354,2026-09-02,2354,鴻準,twse,65.40,67.00,65.20,66.30,15446703,1022476397,0.4,
2026-09-02_2355,2026-09-02,2355,敬鵬,twse,43.90,44.50,43.60,44.00,1054166,46322941,-0.2,
2026-09-02_2356,2026-09-02,2356,英業達,twse,67.10,68.40,66.40,66.60,22335535,1503162040,0.0,
2026-09-02_2357,2026-09-02,2357,華碩,twse,1000.00,1020.00,993.00,1010.00,3736142,3753583312,0.0,
2026-09-02_2359,2026-09-02,2359,所羅門,twse,143.00,147.50,142.50,144.50,4355295,635042632,0.5,
2026-09-02_2360,2026-09-02,2360,致茂,twse,2000.00,2010.00,1955.00,1975.00,1235243,2446682280,-55.0,
2026-09-02_2362,2026-09-02,2362,藍天,twse,47.80,48.70,47.55,48.70,1213835,58529355,1.0,
2026-09-02_2363,2026-09-02,2363,矽統,twse,51.00,51.90,50.90,51.00,1919873,98213234,-0.5,
2026-09-02_2364,2026-09-02,2364,倫飛,twse,67.00,68.40,66.50,67.50,335109,22608302,0.6,
2026-09-02_2365,2026-09-02,2365,昆盈,twse,29.90,30.45,29.65,30.15,1046821,31638458,0.2,
2026-09-02_2367,2026-09-02,2367,燿華,twse,44.35,44.55,43.80,44.05,2779214,122738377,-0.6,
2026-09-02_2368,2026-09-02,2368,金像電,twse,1210.00,1210.00,1160.00,1175.00,6246961,7384401185,-50.0,
2026-09-02_2369,2026-09-02,2369,菱生,twse,31.50,32.00,31.40,31.50,2810135,88932263,-0.2,
2026-09-02_2371,2026-09-02,2371,大同,twse,28.65,28.70,28.10,28.20,6156837,174292132,-0.45,
2026-09-02_2373,2026-09-02,2373,震旦行,twse,52.80,52.90,52.80,52.90,34260,1810969,-0.2,
2026-09-02_2374,2026-09-02,2374,佳能,twse,68.70,71.20,68.40,70.10,4638888,326266148,1.4,
2026-09-02_2375,2026-09-02,2375,凱美,twse,124.50,125.00,122.50,125.00,1788981,221914122,-2.0,
2026-09-02_2376,2026-09-02,2376,技嘉,twse,358.50,363.00,355.50,361.50,4930389,1772535683,2.5,
2026-09-02_2377,2026-09-02,2377,微星,twse,152.50,156.00,152.00,155.00,7932496,1226184235,1.0,
2026-09-02_2379,2026-09-02,2379,瑞昱,twse,742.00,774.00,736.00,744.00,2825186,2110484581,0.0,
2026-09-02_2380,2026-09-02,2380,虹光,twse,18.90,19.00,18.30,18.30,80697,1490842,-0.2,
2026-09-02_2382,2026-09-02,2382,廣達,twse,338.00,341.50,336.00,337.00,9424750,3182040634,-5.0,
2026-09-02_2383,2026-09-02,2383,台光電,twse,5600.00,5670.00,5445.00,5445.00,1489933,8212389975,-195.0,
2026-09-02_2385,2026-09-02,2385,群光,twse,108.00,109.50,108.00,109.50,2450331,266625697,2.5,
2026-09-02_2387,2026-09-02,2387,精元,twse,36.90,37.15,36.90,37.05,214686,7951301,0.15,
2026-09-02_2388,2026-09-02,2388,威盛,twse,72.70,77.20,72.70,76.40,5310277,402132469,3.1,
2026-09-02_2390,2026-09-02,2390,云辰,twse,10.30,10.35,10.15,10.30,296388,3037887,0.05,
2026-09-02_2392,2026-09-02,2392,正崴,twse,45.50,46.30,45.05,45.50,2780697,126985453,-0.4,
