key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2018-10-11_0050,2018-10-11,0050,元大台灣50,twse,80.15,80.15,77.35,77.40,68551624,5389808235,-5.85,,,29625,
2018-10-11_0051,2018-10-11,0051,元大中型100,twse,29.32,29.32,29.00,29.03,127000,3705610,-1.93,,,92,
2018-10-11_0052,2018-10-11,0052,富邦科技,twse,49.90,49.90,48.80,48.99,121054,5937478,-3.21,,,19,
2018-10-11_0053,2018-10-11,0053,元大電子,twse,32.30,32.30,31.78,31.78,36000,1150850,-2.38,,,19,
2018-10-11_0054,2018-10-11,0054,元大台商50,twse,20.89,20.89,20.59,20.68,30000,624110,-1.66,,,12,
2018-10-11_0055,2018-10-11,0055,元大MSCI金融,twse,18.13,18.13,17.66,17.67,374000,6633280,-0.92,,,97,
2018-10-11_0056,2018-10-11,0056,元大高股息,twse,25.72,25.72,24.70,24.91,71440831,1784948915,-1.43,,,25875,
2018-10-11_0057,2018-10-11,0057,富邦摩台,twse,48.05,48.05,46.69,46.69,56000,2629410,-3.36,,,9,
2018-10-11_0058,2018-10-11,0058,富邦發達,twse,44.09,44.09,43.26,43.26,22000,954060,-2.96,,,7,
2018-10-11_0059,2018-10-11,0059,富邦金融,twse,40.90,43.16,40.90,42.70,44000,1838630,-1.98,,,10,
2018-10-11_0061,2018-10-11,0061,元大寶滬深,twse,15.44,15.44,14.84,14.85,6587300,99398340,-0.85,,,1029,
2018-10-11_006201,2018-10-11,006201,元大富櫃50,tpex,10.48,10.80,10.38,10.80,713000,7469780,-0.40,,17946000,179,
2018-10-11_006203,2018-10-11,006203,元大MSCI台灣,twse,36.48,36.48,35.85,35.90,14000,503820,-2.11,,,10,
2018-10-11_006204,2018-10-11,006204,永豐臺灣加權,twse,51.70,51.70,50.90,50.90,45000,2307350,-3.1,,,10,
2018-10-11_006205,2018-10-11,006205,富邦上証,twse,26.70,26.74,26.15,26.19,6400607,169254507,-1.18,,,1335,
2018-10-11_006206,2018-10-11,006206,元大上證50,twse,27.40,27.64,27.10,27.20,2419310,66238082,-0.91,,,501,
2018-10-11_006207,2018-10-11,006207,復華滬深,twse,19.80,19.80,19.15,19.16,874740,16924875,-0.85,,,209,
2018-10-11_006208,2018-10-11,006208,富邦台50,twse,46.42,46.42,45.20,45.20,170796,7782065,-3.11,,,115,
2018-10-11_00625K,2018-10-11,00625K,富邦上証+R,twse,5.98,5.98,5.93,5.93,51000,302480,-0.2,,,3,
