key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2018-11-13_0050,2018-11-13,0050,元大台灣50,twse,76.15,77.25,75.70,77.10,10711869,819374746,-0.9,,,3762,
2018-11-13_0051,2018-11-13,0051,元大中型100,twse,29.30,29.42,28.93,29.42,14106,413453,-0.06,,,14,
2018-11-13_0052,2018-11-13,0052,富邦科技,twse,48.01,48.80,48.01,48.80,102000,4926580,-0.87,,,10,
2018-11-13_0053,2018-11-13,0053,元大電子,twse,31.35,31.54,31.26,31.54,12000,377370,-0.71,,,8,
2018-11-13_0054,2018-11-13,0054,元大台商50,twse,20.25,20.34,20.12,20.34,6044,122194,-0.16,,,6,
2018-11-13_0055,2018-11-13,0055,元大MSCI金融,twse,17.60,17.72,17.60,17.69,16316,288138,-0.06,,,13,
2018-11-13_0056,2018-11-13,0056,元大高股息,twse,23.73,24.12,23.62,24.12,6735087,160549781,-0.06,,,3242,
2018-11-13_0057,2018-11-13,0057,富邦摩台,twse,45.91,46.52,45.91,46.52,22000,1016260,-0.7,,,9,
2018-11-13_0058,2018-11-13,0058,富邦發達,twse,41.19,41.48,41.19,41.48,17000,704870,-0.57,,,4,
2018-11-13_0059,2018-11-13,0059,富邦金融,twse,42.49,42.49,42.49,42.49,1000,42490,-0.16,down,,1,
2018-11-13_0061,2018-11-13,0061,元大寶滬深,twse,15.01,15.21,14.90,15.17,828000,12445840,0.13,,,236,
2018-11-13_006201,2018-11-13,006201,元大富櫃50,tpex,10.24,10.33,10.00,10.33,203000,2066210,-0.09,,22946000,79,
2018-11-13_006203,2018-11-13,006203,元大MSCI台灣,twse,35.14,35.14,35.14,35.14,1000,35140,0.0,down,,1,
2018-11-13_006204,2018-11-13,006204,永豐臺灣加權,twse,48.14,48.64,48.14,48.64,2025,98130,-0.47,,,3,
2018-11-13_006205,2018-11-13,006205,富邦上証,twse,26.28,26.84,26.20,26.84,3116304,82832121,0.36,,,521,
2018-11-13_006206,2018-11-13,006206,元大上證50,twse,27.16,27.78,27.16,27.73,951080,26218740,0.25,,,171,
2018-11-13_006207,2018-11-13,006207,復華滬深,twse,19.10,19.53,19.10,19.53,693001,13411409,0.23,,,155,
2018-11-13_006208,2018-11-13,006208,富邦台50,twse,44.25,44.82,44.25,44.82,42628,1895860,-0.43,,,19,
2018-11-13_00625K,2018-11-13,00625K,富邦上証+R,twse,5.97,5.97,5.97,5.97,50000,298500,-0.01,down,,2,
2018-11-13_00631L,2018-11-13,00631L,元大台灣50正2,twse,30.99,31.98,30.75,31.98,5878000,184361920,-0.46,,,1745,
2018-11-13_00632R,2018-11-13,00632R,元大台灣50反1,twse,13.53,13.55,13.30,13.30,102856003,1382542116,0.1,,,13644,
2018-11-13_00633L,2018-11-13,00633L,富邦上証正2,twse,32.00,33.35,31.83,33.30,33410030,1087124834,0.7,,,7923,
2018-11-13_00634R,2018-11-13,00634R,富邦上証反1,twse,8.19,8.19,7.84,7.84,2031000,16166570,-0.09,,,366,
2018-11-13_00635U,2018-11-13,00635U,期元大S&P黃金,twse,18.03,18.10,18.03,18.07,1493000,26948950,-0.12,,,551,
2018-11-13_00636,2018-11-13,00636,國泰中國A50,twse,17.35,17.71,17.31,17.71,6342813,110980204,0.16,,,997,
2018-11-13_00636K,2018-11-13,00636K,國泰中國A50+U,twse,5.64,5.72,5.64,5.72,200,1136,0.05,,,2,
2018-11-13_00637L,2018-11-13,00637L,元大滬深300正2,twse,12.12,12.62,12.06,12.60,168197757,2075445128,0.23,,,17131,
2018-11-13_00638R,2018-11-13,00638R,元大滬深300反1,twse,16.03,16.17,15.80,15.80,737000,11831700,-0.13,,,168,
2018-11-13_00639,2018-11-13,00639,富邦深100,twse,8.12,8.32,8.10,8.31,4100811,33887563,0.15,,,398,
2018-11-13_00640L,2018-11-13,00640L,富邦日本正2,twse,20.66,20.84,20.43,20.84,1074043,22120600,-0.8,,,213,
2018-11-13_00641R,2018-11-13,00641R,富邦日本反1,twse,15.28,15.30,15.12,15.12,1587000,24151390,0.27,,,302,
2018-11-13_00642U,2018-11-13,00642U,期元大S&P石油,twse,19.17,19.24,19.13,19.20,2277717,43685844,-0.58,,,855,
2018-11-13_00643,2018-11-13,00643,群益深証中小,twse,10.50,10.78,10.46,10.78,1818000,19348800,0.2,,,271,
2018-11-13_00645,2018-11-13,00645,富邦日本,twse,21.07,21.19,21.05,21.19,149813,3154489,-0.44,,,19,
2018-11-13_00646,2018-11-13,00646,元大S&P500,twse,25.40,25.51,25.37,25.50,70000,1781160,-0.45,,,41,
2018-11-13_00647L,2018-11-13,00647L,元大S&P500正2,twse,30.93,31.55,30.46,31.55,53443,1649636,-1.07,,,49,
2018-11-13_00648R,2018-11-13,00648R,元大S&P500反1,twse,13.46,13.50,13.37,13.42,861000,11584920,0.24,,,238,
2018-11-13_00649,2018-11-13,00649,FH香港,twse,18.89,19.23,18.87,19.15,1520000,28930240,-0.16,,,158,
2018-11-13_00650L,2018-11-13,00650L,復華香港正2,twse,25.00,26.04,24.85,26.04,186000,4705100,-0.13,,,61,
2018-11-13_00651R,2018-11-13,00651R,復華香港反1,twse,10.99,10.99,9.73,10.30,8766000,91062900,0.92,,,2341,
2018-11-13_00652,2018-11-13,00652,富邦印度,twse,21.55,21.55,21.25,21.33,14783,316072,-0.25,,,12,
2018-11-13_00653L,2018-11-13,00653L,富邦印度正2,twse,26.57,26.70,26.27,26.60,321000,8497990,-0.5,,,198,
