key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2026-01-14_0050,2026-01-14,0050,元大台灣50,twse,70.95,71.10,70.65,70.75,86322515,6115431229,0.05,,,67445,
2026-01-14_0051,2026-01-14,0051,元大中型100,twse,98.45,99.35,98.45,99.30,65157,6449832,1.8,,,322,
2026-01-14_0052,2026-01-14,0052,富邦科技,twse,41.38,41.55,41.33,41.35,50696193,2099684312,0.11,,,22612,
2026-01-14_0053,2026-01-14,0053,元大電子,twse,153.30,153.35,152.50,152.70,19315,2953130,0.3,,,297,
2026-01-14_0055,2026-01-14,0055,元大MSCI金融,twse,31.91,31.98,31.77,31.81,155379,4946025,-0.1,,,481,
2026-01-14_0056,2026-01-14,0056,元大高股息,twse,37.81,37.98,37.81,37.96,52030341,1973221895,0.22,,,23039,
2026-01-14_0057,2026-01-14,0057,富邦摩台,twse,206.25,207.00,205.70,205.70,7316,1508041,0.25,,,121,
2026-01-14_0061,2026-01-14,0061,元大寶滬深,twse,24.05,24.26,23.80,23.94,514414,12403368,-0.19,,,229,
2026-01-14_006201,2026-01-14,006201,元大富櫃50,tpex,26.85,27.35,26.85,27.35,133000,3617320,0.59,,16446000,65,
2026-01-14_006203,2026-01-14,006203,元大MSCI台灣,twse,127.65,128.10,127.55,127.60,15869,2027594,0.5,,,119,
2026-01-14_006204,2026-01-14,006204,永豐臺灣加權,twse,156.25,156.25,156.25,156.25,7640,1193327,0.6,up,,71,
2026-01-14_006205,2026-01-14,006205,富邦上証,twse,41.41,41.86,41.10,41.25,896237,37330968,-0.16,,,282,
2026-01-14_006206,2026-01-14,006206,元大上證50,twse,38.81,39.19,38.50,38.60,161376,6282262,-0.21,,,199,
2026-01-14_006207,2026-01-14,006207,復華滬深,twse,31.96,32.27,31.77,31.89,641554,20583527,-0.1,,,138,
2026-01-14_006208,2026-01-14,006208,富邦台50,twse,161.45,162.30,161.00,161.45,5826578,941546477,0.6,,,7956,
2026-01-14_00625K,2026-01-14,00625K,富邦上証+R,twse,9.20,9.20,9.20,9.20,5000,46000,-0.01,down,,5,
2026-01-14_00631L,2026-01-14,00631L,元大台灣50正2,twse,413.70,418.25,412.80,414.00,3084331,1279191883,4.0,,,5372,
2026-01-14_00632R,2026-01-14,00632R,元大台灣50反1,twse,15.40,15.41,15.31,15.39,51360301,789332417,-0.09,,,8966,
2026-01-14_00633L,2026-01-14,00633L,富邦上証正2,twse,51.00,51.90,50.25,50.60,4792402,245307714,-0.7,,,848,
2026-01-14_00634R,2026-01-14,00634R,富邦上証反1,twse,3.15,3.19,3.15,3.19,444064,1409630,0.02,,,24,
2026-01-14_00635U,2026-01-14,00635U,期元大S&P黃金,twse,49.35,49.65,49.35,49.60,7121818,352378550,0.35,,,3251,
2026-01-14_00636,2026-01-14,00636,國泰中國A50,twse,27.56,27.77,27.31,27.40,2385440,65815294,-0.24,,,371,
2026-01-14_00636K,2026-01-14,00636K,國泰中國A50+U,twse,8.78,8.78,8.78,8.78,200,1756,-0.02,down,,2,
2026-01-14_00637L,2026-01-14,00637L,元大滬深300正2,twse,21.14,21.41,20.71,20.87,53844454,1134468570,-0.27,,,6545,
2026-01-14_00638R,2026-01-14,00638R,元大滬深300反1,twse,6.80,6.85,6.76,6.84,206005,1402404,0.05,,,31,
2026-01-14_00639,2026-01-14,00639,富邦深100,twse,15.60,15.80,15.49,15.62,1100616,17266570,-0.03,,,326,
2026-01-14_00640L,2026-01-14,00640L,富邦日本正2,twse,87.05,88.20,87.05,88.10,459554,40317122,1.85,,,201,
2026-01-14_00641R,2026-01-14,00641R,富邦日本反1,twse,4.30,4.31,4.28,4.29,2103083,9020430,-0.04,,,141,
2026-01-14_00642U,2026-01-14,00642U,期元大S&P石油,twse,15.97,16.00,15.94,15.97,13834237,221059000,0.31,,,2524,
2026-01-14_00643,2026-01-14,00643,群益深証中小,twse,18.20,18.51,18.11,18.22,4302824,79181142,0.01,,,398,
2026-01-14_00643K,2026-01-14,00643K,群益深証中小+R,twse,4.06,4.06,4.05,4.05,3000,12170,0.0,,,3,
2026-01-14_00645,2026-01-14,00645,富邦日本,twse,50.65,51.00,50.65,51.00,156883,7980527,0.55,,,314,
2026-01-14_00646,2026-01-14,00646,元大S&P500,twse,69.30,69.35,69.00,69.00,6804611,470186395,-0.35,,,4378,
2026-01-14_00647L,2026-01-14,00647L,元大S&P500正2,twse,120.45,120.45,119.95,119.95,56124,6745199,-0.75,,,249,
2026-01-14_00648R,2026-01-14,00648R,元大S&P500反1,twse,4.32,4.32,4.30,4.31,550903,2372655,0.0,,,51,
2026-01-14_00650L,2026-01-14,00650L,復華香港正2,twse,19.20,19.55,19.20,19.29,7822693,151584072,0.04,,,939,
2026-01-14_00651R,2026-01-14,00651R,復華香港反1,twse,5.09,5.10,5.05,5.08,335814,1699779,-0.02,,,50,
2026-01-14_00652,2026-01-14,00652,富邦印度,twse,37.12,37.13,36.98,37.02,464225,17197204,-0.1,,,375,
2026-01-14_00653L,2026-01-14,00653L,富邦印度正2,twse,56.40,56.45,56.05,56.45,345283,19430113,-0.2,,,192,
2026-01-14_00654R,2026-01-14,00654R,富邦印度反1,twse,6.37,6.37,6.35,6.36,67008,426029,0.01,,,14,
2026-01-14_00655L,2026-01-14,00655L,國泰中國A50正2,twse,35.50,36.10,34.88,35.16,3412816,121047891,-0.51,,,516,
2026-01-14_00656R,2026-01-14,00656R,國泰中國A50反1,twse,6.01,6.05,5.98,6.05,61645,371026,0.06,,,19,
2026-01-14_00657,2026-01-14,00657,國泰日經225,twse,63.65,63.85,63.45,63.75,310240,19762005,0.75,,,165,
2026-01-14_00657K,2026-01-14,00657K,國泰日經225+U,twse,20.20,20.20,20.20,20.20,200,4040,0.29,up,,2,
2026-01-14_00660,2026-01-14,00660,元大歐洲50,twse,43.68,43.74,43.55,43.70,49182,2148318,0.05,,,97,
2026-01-14_00661,2026-01-14,00661,元大日經225,twse,69.70,70.00,69.55,69.85,695650,48640362,0.9,,,284,
2026-01-14_00662,2026-01-14,00662,富邦NASDAQ,twse,104.65,104.90,104.50,104.50,2425881,253932652,-0.15,,,2095,
2026-01-14_00663L,2026-01-14,00663L,國泰臺灣加權正2,twse,53.95,54.60,53.85,54.10,5096267,275804127,0.65,,,2380,
2026-01-14_00664R,2026-01-14,00664R,國泰臺灣加權反1,twse,2.49,2.50,2.47,2.49,15213104,37839773,-0.01,,,691,
2026-01-14_00665L,2026-01-14,00665L,富邦恒生國企正2,twse,11.66,11.85,11.61,11.68,25280689,296719808,0.01,,,2396,
2026-01-14_00666R,2026-01-14,00666R,富邦恒生國企反1,twse,8.50,8.53,8.43,8.52,60375,510403,0.0,,,24,
2026-01-14_00668,2026-01-14,00668,國泰美國道瓊,twse,56.80,56.90,56.70,56.75,322532,18330948,-0.5,,,139,
2026-01-14_00668K,2026-01-14,00668K,國泰美國道瓊+U,twse,17.96,17.96,17.96,17.96,200,3592,-0.14,down,,2,
2026-01-14_00669R,2026-01-14,00669R,國泰美國道瓊反1,twse,5.62,5.63,5.61,5.62,1578648,8872475,0.04,,,111,
2026-01-14_00670L,2026-01-14,00670L,富邦NASDAQ正2,twse,166.60,166.80,166.00,166.10,748531,124594535,-0.35,,,1018,
2026-01-14_00671R,2026-01-14,00671R,富邦NASDAQ反1,twse,2.81,2.82,2.80,2.82,6483460,18221677,0.0,,,230,
2026-01-14_00673R,2026-01-14,00673R,期元大S&P原油反1,twse,26.90,26.92,26.83,26.88,19602296,526556716,-0.53,,,3199,
2026-01-14_00674R,2026-01-14,00674R,期元大S&P黃金反1,twse,5.53,5.53,5.48,5.49,3127001,17217196,-0.05,,,269,
2026-01-14_00675L,2026-01-14,00675L,富邦臺灣加權正2,twse,164.05,165.90,163.75,164.20,2629234,432591209,1.75,,,2036,
