key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2020-09-30_0050,2020-09-30,0050,元大台灣50,twse,102.75,103.45,102.60,103.00,3545485,365486223,0.45,,,2026,
2020-09-30_0051,2020-09-30,0051,元大中型100,twse,38.85,39.01,38.85,38.95,26100,1016270,0.1,,,16,
2020-09-30_0052,2020-09-30,0052,富邦科技,twse,89.85,90.45,89.50,90.25,975775,87832334,0.75,,,156,
2020-09-30_0053,2020-09-30,0053,元大電子,twse,49.00,49.14,49.00,49.07,10000,490920,0.04,,,7,
2020-09-30_0055,2020-09-30,0055,元大MSCI金融,twse,17.48,17.48,17.43,17.44,41000,715020,-0.04,,,11,
2020-09-30_0056,2020-09-30,0056,元大高股息,twse,29.41,29.52,29.35,29.48,5386192,158692539,0.08,,,2613,
2020-09-30_0057,2020-09-30,0057,富邦摩台,twse,67.55,67.60,67.40,67.40,638000,43087650,0.25,,,20,
2020-09-30_0061,2020-09-30,0061,元大寶滬深,twse,20.80,21.00,20.80,20.85,450300,9417328,0.05,,,97,
2020-09-30_006201,2020-09-30,006201,元大富櫃50,tpex,14.86,14.90,14.86,14.86,19000,282600,0.00,,16446000,13,
2020-09-30_006203,2020-09-30,006203,元大MSCI台灣,twse,47.97,48.30,47.80,48.19,10001,481567,0.22,,,7,
2020-09-30_006204,2020-09-30,006204,永豐臺灣加權,twse,63.10,63.25,63.05,63.05,304000,19205100,0.1,,,6,
2020-09-30_006205,2020-09-30,006205,富邦上証,twse,34.12,34.46,34.12,34.12,1222450,41934127,0.04,,,338,
2020-09-30_006206,2020-09-30,006206,元大上證50,twse,34.85,35.17,34.77,34.77,173326,6050029,-0.03,,,34,
2020-09-30_006207,2020-09-30,006207,復華滬深,twse,27.09,27.41,27.09,27.21,93000,2538970,0.12,,,18,
2020-09-30_006208,2020-09-30,006208,富邦台50,twse,58.60,58.95,58.60,58.75,1136590,66780978,0.25,,,216,
2020-09-30_00625K,2020-09-30,00625K,富邦上証+R,twse,8.13,8.13,8.13,8.13,50000,406500,0.09,up,,2,
2020-09-30_00631L,2020-09-30,00631L,元大台灣50正2,twse,63.05,63.80,62.80,63.30,4693793,297148809,0.65,,,1468,
2020-09-30_00632R,2020-09-30,00632R,元大台灣50反1,twse,8.45,8.48,8.40,8.44,99459800,838004190,-0.03,,,5617,
2020-09-30_00633L,2020-09-30,00633L,富邦上証正2,twse,54.90,55.80,54.85,54.85,6003000,332246300,0.4,,,1549,
