key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis
2018-11-05_0050,2018-11-05,0050,元大台灣50,twse,78.10,78.25,77.60,78.25,4657750,363054360,-0.4,,,2195,
2018-11-05_0051,2018-11-05,0051,元大中型100,twse,29.44,29.45,29.34,29.37,14582,429522,-0.15,,,13,
2018-11-05_0052,2018-11-05,0052,富邦科技,twse,49.90,49.90,49.88,49.88,100000,4989980,-0.22,,,6,
2018-11-05_0053,2018-11-05,0053,元大電子,twse,32.37,32.41,32.23,32.41,4010,129597,-0.07,,,5,
2018-11-05_0054,2018-11-05,0054,元大台商50,twse,21.10,21.10,20.91,20.91,4000,84020,-0.31,,,3,
2018-11-05_0055,2018-11-05,0055,元大MSCI金融,twse,17.45,17.45,17.30,17.42,20574,357399,0.07,,,18,
2018-11-05_0056,2018-11-05,0056,元大高股息,twse,24.16,24.18,24.05,24.18,3685918,88921135,0.0,,,1716,
2018-11-05_0057,2018-11-05,0057,富邦摩台,twse,47.30,47.34,47.07,47.34,23000,1085710,-0.17,,,6,
2018-11-05_0058,2018-11-05,0058,富邦發達,twse,43.05,43.05,42.80,42.80,19000,813450,-0.12,,,4,
2018-11-05_0061,2018-11-05,0061,元大寶滬深,twse,15.53,15.53,15.34,15.36,1164141,17986737,-0.17,,,269,
2018-11-05_006201,2018-11-05,006201,元大富櫃50,tpex,10.40,10.48,10.35,10.48,192000,2002420,0.03,,22946000,47,
2018-11-05_006203,2018-11-05,006203,元大MSCI台灣,twse,35.89,35.89,35.65,35.65,3000,107280,-0.35,,,3,
2018-11-05_006204,2018-11-05,006204,永豐臺灣加權,twse,49.19,49.19,48.90,48.90,33000,1622790,-0.3,,,5,
2018-11-05_006205,2018-11-05,006205,富邦上証,twse,27.18,27.26,26.90,27.01,2530380,68399886,-0.17,,,635,
2018-11-05_006206,2018-11-05,006206,元大上證50,twse,28.46,28.50,28.15,28.28,1259960,35714926,-0.22,,,263,
2018-11-05_006207,2018-11-05,006207,復華滬深,twse,19.79,19.82,19.54,19.57,252000,4965910,-0.25,,,80,
2018-11-05_006208,2018-11-05,006208,富邦台50,twse,45.53,45.53,45.39,45.43,46832,2127157,-0.47,,,19,
2018-11-05_00625K,2018-11-05,00625K,富邦上証+R,twse,6.13,6.13,6.13,6.13,50000,306500,-0.1,down,,2,
2018-11-05_00631L,2018-11-05,00631L,元大台灣50正2,twse,32.32,32.48,32.01,32.44,5345142,172506978,-0.39,,,1420,
2018-11-05_00632R,2018-11-05,00632R,元大台灣50反1,twse,13.27,13.32,13.21,13.23,68663028,910351453,0.06,,,4364,
2018-11-05_00633L,2018-11-05,00633L,富邦上証正2,twse,35.00,35.14,34.25,34.41,39724000,1378341759,-0.85,,,8141,
2018-11-05_00634R,2018-11-05,00634R,富邦上証反1,twse,7.66,7.73,7.63,7.69,1339000,10291620,0.05,,,195,
2018-11-05_00635U,2018-11-05,00635U,期元大S&P黃金,twse,18.52,18.55,18.52,18.52,137000,2538170,-0.03,,,86,
2018-11-05_00636,2018-11-05,00636,國泰中國A50,twse,18.15,18.18,17.96,18.02,4942019,89229025,-0.18,,,1210,
2018-11-05_00636K,2018-11-05,00636K,國泰中國A50+U,twse,5.89,5.89,5.89,5.89,100,589,-0.09,down,,1,
2018-11-05_00637L,2018-11-05,00637L,元大滬深300正2,twse,13.28,13.31,12.99,13.03,185799560,2444031953,-0.29,,,16688,
2018-11-05_00638R,2018-11-05,00638R,元大滬深300反1,twse,15.35,15.54,15.35,15.50,1597000,24683120,0.17,,,200,
2018-11-05_00639,2018-11-05,00639,富邦深100,twse,8.35,8.42,8.26,8.28,3196003,26617433,-0.07,,,372,
