date,margin_balance,short_balance,margin_limit,offset
2026-01-02,10418,523,1111103,10
2026-01-05,9691,519,1111103,21
2026-01-06,9317,586,1111103,4
2026-01-07,7913,578,1111103,1
2026-01-08,7401,571,1111103,6
2026-01-09,5905,560,1111103,7
2026-01-12,5642,575,1111103,12
2026-01-13,5348,609,1111103,6
2026-01-14,5228,644,1111757,7
2026-01-15,5080,623,1111757,1
2026-01-16,4971,632,1111757,15
2026-01-19,4856,602,1111757,2
2026-01-20,4621,592,1111757,3
2026-01-21,4459,548,1111757,1
2026-01-22,4494,561,1111757,8
2026-01-23,4503,571,1111757,9
2026-01-26,4127,579,1111757,1
2026-01-27,4367,557,1111757,1
2026-01-28,4276,576,1111757,0
2026-01-29,4216,550,1111757,1
2026-01-30,4383,519,1111757,2
2026-02-02,4390,471,1111757,0
2026-02-03,5751,546,1111757,7
2026-02-04,5707,538,1111757,3
2026-02-05,5815,552,1111757,5
2026-02-06,4800,602,1111757,105
2026-02-09,4640,593,1111757,16
2026-02-10,4412,607,1111757,9
2026-02-11,4157,573,1113059,6
2026-02-23,4291,551,1113059,2
2026-02-24,4132,655,1113059,19
2026-02-25,3972,675,1113059,5
2026-02-26,3936,678,1113059,2
2026-03-02,4030,572,1113059,7
2026-03-03,4041,533,1113059,3
2026-03-04,4253,454,1113059,7
2026-03-05,4204,529,1113059,3
2026-03-06,4453,441,1113059,8
2026-03-09,4385,371,1113059,4
2026-03-10,4463,387,1113059,7
2026-03-11,4841,337,1113059,4
2026-03-12,4825,331,1113059,4
2026-03-13,4842,363,1113449,11
2026-03-16,5067,332,1113449,0
2026-03-17,4941,330,1113449,0
2026-03-18,6120,348,1113449,2
2026-03-19,5436,302,1113449,3
2026-03-20,5413,304,1113449,5
2026-03-23,5278,308,1113449,3
2026-03-24,5092,317,1113449,2
2026-03-25,4984,326,1113449,4
2026-03-26,4551,353,1113449,7
2026-03-27,4715,319,1113449,1
2026-03-30,4559,314,1113449,10
2026-03-31,5127,249,1113449,8
2026-04-01,4518,308,1113449,18
2026-04-02,4398,321,1113449,5
2026-04-07,5082,263,1113449,8
2026-04-08,4378,327,1113449,5
2026-04-09,4145,373,1113449,6
2026-04-10,4424,333,1113449,2
2026-04-13,5330,376,1113449,11
2026-04-14,4933,340,1115208,3
2026-04-15,4894,335,1115208,8
2026-04-16,4698,267,1115208,4
2026-04-17,4807,55,1115208,0
2026-04-20,4688,0,1115208,0
2026-04-21,4648,0,1115208,0
2026-04-22,4672,0,1115208,0
2026-04-23,4865,26,1115208,114
2026-04-24,5512,81,1115208,158
2026-04-27,6085,83,1115208,10
2026-04-28,5835,85,1115208,8
2026-04-29,6346,62,1115208,5
2026-04-30,6616,59,1115208,21
2026-05-04,7667,114,1115208,102
2026-05-05,6889,96,1115208,7
2026-05-06,6710,96,1115208,4
2026-05-07,6329,105,1115208,12
2026-05-08,6626,92,1115208,2
2026-05-11,6782,104,1115208,7
2026-05-12,7441,114,1115208,9
2026-05-13,7322,118,1115208,5
2026-05-14,7458,111,1117643,1
2026-05-15,7151,115,1117643,4
2026-05-18,7724,93,1117643,2
2026-05-19,8017,331,1117643,6
2026-05-20,8133,84,1117643,7
2026-05-21,7941,84,1117643,0
2026-05-22,9007,139,1117643,8
2026-05-25,9891,196,1117643,68
2026-05-26,8427,164,1117643,34
2026-05-27,8213,174,1117643,25
2026-05-28,7728,161,1117643,43
2026-05-29,9048,139,1117643,13
2026-06-01,9022,127,1117643,5
2026-06-02,9100,122,1117643,7
2026-06-03,9119,113,1117643,10
2026-06-04,9090,122,1117643,3
2026-06-05,9129,127,1117643,11
2026-06-08,8576,151,1117643,10
2026-06-09,9012,152,1117643,5
2026-06-10,8671,108,1117643,3
2026-06-11,8614,97,1117643,13
2026-06-12,8678,109,1117643,3
2026-06-15,8871,107,1117643,11
2026-06-16,8851,133,1117643,5
2026-06-17,9023,202,1117643,1
2026-06-18,9024,213,1117643,18
2026-06-22,9706,132,1117643,16
2026-06-23,8415,112,1117643,19
2026-06-24,8837,61,1117643,12
2026-06-25,9121,53,1117643,6
2026-06-26,8140,47,1117643,23
2026-06-29,8165,10,1117643,0
2026-06-30,8419,0,1117643,0
2026-07-01,8611,0,1117643,0
2026-07-02,9154,0,1117643,0
2026-07-03,10182,10,1117643,80
2026-07-06,10654,29,1117643,136
2026-07-07,10389,38,1117643,23
2026-07-08,10612,17,1117643,6
2026-07-09,10808,67,1117643,7
2026-07-13,11010,67,1117643,10
2026-07-14,10807,40,1117643,18
2026-07-15,10907,73,1117643,8
2026-07-16,11215,108,1117643,11
2026-07-17,11301,103,1117643,6
2026-07-20,11288,58,1117643,3
2026-07-21,11636,81,1117643,6
2026-07-22,11558,111,1117643,12
2026-07-23,11226,103,1117643,4
2026-07-24,11272,83,1117643,6
2026-07-27,11181,68,1117643,10
2026-07-28,10418,77,1117643,10
2026-07-29,10030,336,1117643,18
2026-07-30,10575,135,1117643,42
2026-07-31,13486,151,1117643,0
2026-08-03,13315,244,1117643,0
2026-08-04,14454,165,1117643,20
2026-08-05,11959,186,1117643,16
2026-08-06,12531,179,1117643,27
2026-08-07,12781,180,1117643,13
2026-08-10,14042,196,1117643,40
2026-08-11,13214,179,1117643,8
2026-08-12,13317,170,1117643,2
2026-08-13,12540,181,1117643,2
2026-08-14,12325,185,1120092,8
2026-08-17,12069,178,1120092,3
2026-08-18,11681,183,1120092,18
2026-08-19,11861,256,1120092,6
2026-08-20,12041,203,1120092,11
2026-08-21,12019,200,1120092,3
2026-08-24,11713,203,1120092,4
2026-08-25,11753,172,1120092,10
2026-08-26,11982,171,1120092,7
2026-08-27,11815,168,1120092,5
2026-08-28,12983,145,1120092,15
2026-08-31,14035,141,1120092,12
2026-09-01,13015,166,1120092,6
