date,margin_balance,short_balance,margin_limit,offset
2026-01-02,1380,33,33367,1
2026-01-05,1270,31,33367,0
2026-01-06,1308,33,33367,0
2026-01-07,1334,33,33367,0
2026-01-08,1357,30,33367,0
2026-01-09,1508,31,33367,0
2026-01-12,1566,24,33367,0
2026-01-13,1400,21,33367,0
2026-01-14,1409,21,33367,0
2026-01-15,1349,20,33367,6
2026-01-16,1321,20,33367,0
2026-01-19,1300,21,33367,0
2026-01-20,1311,20,33367,0
2026-01-21,1303,21,33367,0
2026-01-22,1283,22,33367,0
2026-01-23,1262,22,33367,0
2026-01-26,1257,22,33367,0
2026-01-27,1203,22,33367,0
2026-01-28,1175,22,33367,0
2026-01-29,1129,22,33367,0
2026-01-30,1037,21,33367,0
2026-02-02,1008,21,33367,0
2026-02-03,1007,19,33367,0
2026-02-04,993,20,33367,0
2026-02-05,984,18,33367,0
2026-02-06,968,18,33367,0
2026-02-09,950,17,33367,0
2026-02-10,981,16,33367,0
2026-02-11,974,15,33367,0
2026-02-23,907,16,33367,0
2026-02-24,891,16,33367,0
2026-02-25,882,16,33367,0
2026-02-26,804,14,33367,0
2026-03-02,815,14,33367,0
2026-03-03,784,13,33367,0
2026-03-04,781,13,33367,0
2026-03-05,785,13,33367,0
2026-03-06,759,13,33367,0
2026-03-09,759,11,33367,0
2026-03-10,766,12,33367,0
2026-03-11,730,11,33367,0
2026-03-12,725,8,33367,0
2026-03-13,736,0,33367,0
2026-03-16,746,0,33367,0
2026-03-17,727,0,33367,0
2026-03-18,719,0,33367,0
2026-03-19,748,1,33367,2
2026-03-20,738,1,33367,2
2026-03-23,767,0,33367,0
2026-03-24,764,0,33367,0
2026-03-25,764,0,33367,0
2026-03-26,758,0,33367,0
2026-03-27,763,0,33367,0
2026-03-30,765,0,33367,0
2026-03-31,769,0,33367,1
2026-04-01,769,0,33367,0
2026-04-02,781,0,33367,0
2026-04-07,778,0,33367,0
2026-04-08,777,0,33367,0
2026-04-09,773,0,33367,0
2026-04-10,750,1,33367,2
2026-04-13,836,3,33367,0
2026-04-14,1042,8,33367,0
2026-04-15,1193,10,33367,3
2026-04-16,1226,8,33367,0
2026-04-17,1149,8,33367,3
2026-04-20,1126,9,33367,2
2026-04-21,1016,8,33367,2
2026-04-22,1064,7,33367,0
2026-04-23,1091,7,33367,0
2026-04-24,1094,8,33367,3
2026-04-27,1145,8,33367,5
2026-04-28,1152,6,33367,0
2026-04-29,1146,6,33367,0
2026-04-30,1164,6,33367,0
2026-05-04,1195,5,33367,1
2026-05-05,1217,5,33367,0
2026-05-06,1236,5,33367,0
2026-05-07,1212,4,33367,1
2026-05-08,1215,4,33367,2
2026-05-11,1222,4,33367,0
2026-05-12,1388,6,33367,1
2026-05-13,1321,5,33367,3
2026-05-14,1729,10,33367,0
2026-05-15,1656,17,33367,0
2026-05-18,1522,11,33367,5
2026-05-19,1471,34,33367,0
2026-05-20,1580,34,33367,93
2026-05-21,1632,17,33367,184
2026-05-22,1576,16,33367,107
2026-05-25,1601,13,33367,98
2026-05-26,1571,12,32699,40
2026-05-27,1575,9,32699,58
2026-05-28,1548,8,32699,68
2026-05-29,1659,8,32699,45
2026-06-01,1690,7,32699,83
2026-06-02,1739,8,32699,63
2026-06-03,1772,9,32699,3
2026-06-04,1785,7,32699,2
2026-06-05,1728,6,32699,2
2026-06-08,1689,6,32699,0
2026-06-09,1720,16,32699,0
2026-06-10,1673,20,32699,2
2026-06-11,1907,19,32699,2
2026-06-12,1913,15,32699,2
2026-06-15,1991,26,32699,3
2026-06-16,2107,45,32699,1
2026-06-17,2016,53,32699,3
2026-06-18,2056,40,32699,3
2026-06-22,2021,36,32699,1
2026-06-23,1976,33,32699,0
2026-06-24,1858,29,32699,0
2026-06-25,2041,30,32699,2
2026-06-26,1667,22,32699,1
2026-06-29,1700,18,32699,1
2026-06-30,1743,13,32699,1
2026-07-01,1811,13,32699,7
2026-07-02,1858,15,32699,1
2026-07-03,1890,12,32699,0
2026-07-06,1871,10,32699,0
2026-07-07,1773,6,32699,0
2026-07-08,1859,8,32699,1
2026-07-09,1906,9,32699,1
2026-07-13,1860,13,32699,0
2026-07-14,1876,10,32699,3
2026-07-15,1999,10,32699,2
2026-07-16,1923,17,32699,6
2026-07-17,1863,17,32699,2
2026-07-20,1806,13,32699,1
2026-07-21,1859,13,32699,2
2026-07-22,1890,10,32699,1
2026-07-23,1931,10,32699,1
2026-07-24,1850,8,32699,0
2026-07-27,1958,12,32699,3
2026-07-28,1957,12,32699,3
2026-07-29,1937,38,32699,4
2026-07-30,1879,26,32699,4
2026-07-31,1965,31,32699,5
2026-08-03,2017,29,32699,5
2026-08-04,2112,26,32699,0
2026-08-05,2282,10,32699,4
2026-08-06,2352,13,32699,1
2026-08-07,2296,0,32699,0
2026-08-10,2349,0,32699,0
2026-08-11,2253,0,32699,0
2026-08-12,2265,0,32699,0
2026-08-13,2324,8,32699,11
2026-08-14,2317,10,32699,24
2026-08-17,2608,22,32699,3
2026-08-18,2639,32,32699,3
2026-08-19,2752,44,32699,2
2026-08-20,2881,41,32699,2
2026-08-21,2981,49,32699,3
2026-08-24,2900,41,32699,2
2026-08-25,3114,46,32699,1
2026-08-26,3233,68,32699,0
2026-08-27,3673,86,32699,0
2026-08-28,4033,90,32699,3
2026-08-31,4254,99,32699,6
2026-09-01,4128,102,32699,1
2026-09-02,4135,115,32699,0
2026-09-03,4166,90,32699,177
