date,margin_balance,short_balance,margin_limit,offset
2026-01-02,5559,406,98034,0
2026-01-05,5429,406,98034,0
2026-01-06,5810,401,98034,0
2026-01-07,5937,448,98034,1
2026-01-08,5873,363,98034,6
2026-01-09,6139,371,98034,2
2026-01-12,6286,365,98034,1
2026-01-13,6333,376,98034,0
2026-01-14,6577,415,98044,1
2026-01-15,6507,368,98044,2
2026-01-16,6673,353,98044,0
2026-01-19,6720,341,98044,6
2026-01-20,6778,343,98044,2
2026-01-21,6640,353,98044,1
2026-01-22,6836,371,98044,9
2026-01-23,6761,379,98044,0
2026-01-26,6614,394,98044,1
2026-01-27,6471,396,98044,0
2026-01-28,6340,392,98044,0
2026-01-29,5802,406,98044,1
2026-01-30,5920,367,98044,13
2026-02-02,5623,394,98044,4
2026-02-03,5885,455,98044,1
2026-02-04,5385,407,98044,5
2026-02-05,5108,393,98044,2
2026-02-06,4966,402,98044,2
2026-02-09,5058,389,98044,13
2026-02-10,4983,391,98044,0
2026-02-11,4803,385,98111,0
2026-02-23,4873,376,98111,0
2026-02-24,4743,374,98111,0
2026-02-25,4984,366,98111,0
2026-02-26,4813,392,98111,6
2026-03-02,4642,398,98111,1
2026-03-03,4420,388,98111,23
2026-03-04,4367,389,98111,4
2026-03-05,4475,393,98111,13
2026-03-06,4580,386,98111,3
2026-03-09,4313,319,98111,0
2026-03-10,4539,307,98111,3
2026-03-11,4597,322,98111,5
2026-03-12,4458,308,98111,3
2026-03-13,4471,316,98111,4
2026-03-16,4400,292,98111,2
2026-03-17,4311,293,98111,6
2026-03-18,4314,276,98111,3
2026-03-19,4103,363,98111,6
2026-03-20,3895,283,98111,7
2026-03-23,3908,227,98111,3
2026-03-24,3911,161,98111,5
2026-03-25,3792,150,98111,3
2026-03-26,3505,0,98111,0
2026-03-27,3672,0,98111,0
2026-03-30,3655,0,98111,0
2026-03-31,3569,0,98111,0
2026-04-01,3593,5,98111,25
2026-04-02,3431,3,98111,55
2026-04-07,3580,3,98111,1
2026-04-08,3651,26,98111,1
2026-04-09,3444,25,98111,2
2026-04-10,3503,31,98111,1
2026-04-13,3546,17,98111,1
2026-04-14,3521,33,98135,0
2026-04-15,3452,38,98135,3
2026-04-16,3347,47,98135,7
2026-04-17,3381,36,98135,0
2026-04-20,3422,57,98135,1
2026-04-21,3508,50,98135,3
2026-04-22,3485,65,98135,9
2026-04-23,3287,62,98135,6
2026-04-24,3397,94,98135,3
2026-04-27,3440,72,98135,3
2026-04-28,3586,66,98135,0
2026-04-29,3659,68,98135,2
2026-04-30,3649,67,98135,2
2026-05-04,3545,62,98135,1
2026-05-05,3706,75,98135,4
2026-05-06,4063,121,98135,15
2026-05-07,4458,28,98135,2
2026-05-08,4501,29,98135,3
2026-05-11,4433,44,98135,3
2026-05-12,4380,42,98135,4
2026-05-13,4283,50,98135,6
2026-05-14,4445,43,98135,4
2026-05-15,4327,44,98135,5
2026-05-18,4409,39,98135,1
2026-05-19,4427,37,98135,1
2026-05-20,4470,29,98135,1
2026-05-21,4512,38,98135,1
2026-05-22,4535,36,98135,6
2026-05-25,4463,36,98135,3
2026-05-26,4251,53,98135,8
2026-05-27,4130,52,98135,2
2026-05-28,4141,34,98135,5
2026-05-29,4168,45,98135,5
2026-06-01,4191,34,98135,4
2026-06-02,4291,31,98135,3
2026-06-03,4087,34,98135,3
2026-06-04,4242,26,98135,3
2026-06-05,4320,16,98135,2
2026-06-08,4133,32,98135,1
2026-06-09,4271,27,98135,2
2026-06-10,4437,27,98135,1
2026-06-11,4474,19,98135,0
2026-06-12,4511,22,98135,2
2026-06-15,4545,16,98135,0
2026-06-16,4636,15,98135,0
2026-06-17,4752,19,98135,1
2026-06-18,4783,25,98135,1
2026-06-22,4734,26,98135,0
2026-06-23,4724,29,98135,2
2026-06-24,4671,54,98135,3
2026-06-25,4689,43,98135,2
2026-06-26,4920,75,98135,1
2026-06-29,4870,54,98135,0
2026-06-30,4546,54,98135,1
2026-07-01,4575,77,98135,3
2026-07-02,4447,108,98135,0
2026-07-03,4251,115,98135,1
2026-07-06,4317,94,98135,2
2026-07-07,4304,61,98135,0
2026-07-08,4439,59,98135,2
2026-07-09,4465,52,98135,1
2026-07-13,4543,53,98135,0
2026-07-14,4516,38,98167,2
2026-07-15,4597,17,98167,1
2026-07-16,4825,21,98167,10
2026-07-17,4591,34,98167,9
2026-07-20,4695,29,98167,1
2026-07-21,4647,32,98167,2
2026-07-22,4755,31,98167,8
2026-07-23,4509,47,98167,0
2026-07-24,4531,44,98167,3
2026-07-27,4581,37,98167,2
2026-07-28,4366,34,98167,1
2026-07-29,4204,33,98167,7
2026-07-30,4177,35,98167,5
2026-07-31,4326,52,98167,0
2026-08-03,4291,66,98167,0
2026-08-04,4194,65,98167,3
2026-08-05,4217,77,98167,8
2026-08-06,4205,109,98167,7
2026-08-07,4133,74,98167,1
2026-08-10,4183,68,98167,2
2026-08-11,4154,77,98167,1
2026-08-12,4529,56,98167,2
2026-08-13,4313,16,98167,0
2026-08-14,4224,0,98600,0
2026-08-17,4262,0,98600,0
2026-08-18,4192,0,98600,0
2026-08-19,4156,9,98600,41
2026-08-20,4264,8,98600,14
2026-08-21,4216,9,98600,0
2026-08-24,4196,11,98600,0
2026-08-25,4248,8,98600,2
2026-08-26,4584,31,98600,3
2026-08-27,4546,41,98600,18
2026-08-28,4452,41,98600,3
2026-08-31,4396,96,98600,4
2026-09-01,4300,117,98600,0
2026-09-02,4209,69,98600,1
2026-09-03,4061,45,98600,3
2026-09-04,4111,74,98600,4
