date,open,high,low,close,volume
2025-03-21,33.74,34.05,33.9,34.05,5100
2025-03-24,33.99,0.0,0.0,0.0,0
2025-03-25,33.99,34.25,33.85,34.25,3000
2025-03-26,34.12,0.0,0.0,0.0,0
2025-03-27,34.12,0.0,0.0,0.0,0
2025-03-28,34.12,33.85,33.7,33.85,6000
2025-03-31,33.78,33.8,33.7,33.8,8500
2025-04-01,33.73,0.0,0.0,0.0,0
2025-04-02,33.73,0.0,0.0,0.0,0
2025-04-07,33.73,32.3,30.2,30.2,27176
2025-04-08,31.07,30.45,29.85,30.1,26000
2025-04-09,30.15,30.0,29.45,29.45,21000
2025-04-10,29.71,32.1,29.6,30.9,12000
2025-04-11,30.65,29.8,28.95,28.95,8300
2025-04-14,29.49,30.0,29.95,30.0,2200
2025-04-15,29.95,29.85,29.85,29.85,1000
2025-04-16,29.85,30.45,29.6,29.8,13298
2025-04-17,30.03,30.3,28.85,29.9,127000
2025-04-18,29.75,33.55,30.3,31.55,44016
2025-04-21,31.58,31.0,30.35,30.4,18016
2025-04-22,30.54,30.6,30.35,30.5,28000
2025-04-23,30.45,30.7,30.7,30.7,1000
2025-04-24,30.7,30.9,30.9,30.9,1024
2025-04-25,30.9,31.45,31.1,31.45,19700
2025-04-28,31.3,31.9,31.5,31.5,7600
2025-04-29,31.56,31.75,31.1,31.2,104500
2025-04-30,31.48,0.0,0.0,0.0,0
2025-05-02,31.48,31.5,31.5,31.5,1
2025-05-05,31.5,31.7,31.5,31.5,35026
2025-05-06,31.64,31.9,31.7,31.8,21000
2025-05-07,31.79,32.0,31.95,32.0,5000
2025-05-08,31.97,33.5,33.15,33.45,24200
2025-05-09,33.36,33.0,32.8,32.8,28000
2025-05-12,32.91,32.85,32.85,32.85,2400
2025-05-13,32.85,32.95,32.85,32.85,5120
2025-05-14,32.89,33.0,31.35,32.0,21700
2025-05-15,32.09,32.1,30.1,30.5,144640
2025-05-16,30.76,30.75,30.4,30.75,61480
2025-05-19,30.55,30.9,30.2,30.3,46775
2025-05-20,30.4,30.5,30.1,30.25,35700
2025-05-21,30.22,30.4,30.2,30.4,3300
2025-05-22,30.3,30.6,30.4,30.5,8200
2025-05-23,30.5,31.5,31.45,31.5,7100
2025-05-26,31.46,31.45,30.1,30.5,31672
2025-05-27,30.38,31.1,31.1,31.1,1000
2025-05-28,31.1,31.2,31.1,31.1,2000
2025-05-29,31.15,31.6,30.15,30.8,30011
2025-06-02,30.92,30.8,30.7,30.8,10000
2025-06-03,30.75,0.0,0.0,0.0,0
2025-06-04,30.75,30.75,30.65,30.75,2000
2025-06-05,30.7,0.0,0.0,0.0,0
2025-06-06,30.7,31.85,31.85,31.85,2000
2025-06-09,31.85,31.9,31.8,31.9,3454
2025-06-10,31.83,31.8,31.6,31.6,2000
2025-06-11,31.7,31.9,31.0,31.9,2650
2025-06-12,31.52,32.6,31.9,31.9,25500
2025-06-13,32.14,32.0,31.9,32.0,9510
2025-06-16,31.94,32.1,32.0,32.0,11000
2025-06-17,32.05,0.0,0.0,0.0,0
2025-06-18,32.05,32.35,32.35,32.35,500
2025-06-19,32.35,32.35,32.35,32.35,1000
2025-06-20,32.35,0.0,0.0,0.0,0
2025-06-23,32.35,32.3,32.3,32.3,13
2025-06-24,32.3,0.0,0.0,0.0,0
2025-06-25,32.3,0.0,0.0,0.0,0
2025-06-26,32.3,0.0,0.0,0.0,0
2025-06-27,32.3,0.0,0.0,0.0,0
2025-06-30,32.3,0.0,0.0,0.0,0
2025-07-01,32.3,0.0,0.0,0.0,0
2025-07-02,32.3,31.15,31.15,31.15,2
2025-07-03,31.15,32.7,31.15,32.5,4215
2025-07-04,32.34,32.3,31.9,32.05,10000
2025-07-07,32.07,0.0,0.0,0.0,0
2025-07-08,32.07,0.0,0.0,0.0,0
2025-07-09,32.07,32.4,32.35,32.35,3050
2025-07-10,32.35,32.45,32.3,32.45,3450
2025-07-11,32.44,32.45,31.05,32.25,1140
2025-07-14,31.21,32.3,32.3,32.3,1000
2025-07-15,32.3,0.0,0.0,0.0,0
2025-07-16,32.3,31.95,31.85,31.95,6090
2025-07-17,31.9,32.2,32.2,32.2,50
2025-07-18,32.2,32.15,32.15,32.15,2050
2025-07-21,32.15,32.3,32.3,32.3,50
2025-07-22,32.3,32.25,30.9,32.25,11058
2025-07-23,31.65,0.0,0.0,0.0,0
2025-07-24,31.65,0.0,0.0,0.0,0
2025-07-25,31.65,32.1,30.8,30.8,9050
2025-07-28,30.91,32.1,31.95,31.95,52
2025-07-29,32.09,32.1,32.1,32.1,1
2025-07-30,32.1,32.15,30.6,31.75,10053
2025-07-31,31.67,32.2,31.0,32.2,2051
2025-08-01,31.03,32.0,32.0,32.0,1
2025-08-04,32.0,32.2,31.9,32.2,7001
2025-08-05,32.03,32.2,32.15,32.2,6001
2025-08-06,32.18,32.45,31.4,31.45,7601
2025-08-07,31.45,32.45,32.45,32.45,1
2025-08-08,32.45,32.75,32.6,32.6,6506
2025-08-11,32.64,32.95,31.9,31.9,31851
2025-08-12,32.46,33.0,31.9,32.95,1073
2025-08-13,32.94,33.15,32.25,32.25,219
2025-08-14,32.34,33.1,32.25,33.1,70
2025-08-15,32.86,33.1,33.1,33.1,67
2025-08-18,33.1,33.15,32.45,33.1,17010
2025-08-19,32.72,33.1,32.35,33.0,11077
2025-08-20,32.75,32.4,32.35,32.35,2665
2025-08-21,32.39,0.0,0.0,0.0,0
2025-08-22,32.39,33.45,32.85,33.45,9200
2025-08-25,33.14,33.5,32.3,32.55,21100
2025-08-26,32.87,0.0,0.0,0.0,0
2025-08-27,32.87,34.1,31.1,33.7,69902
2025-08-28,33.34,31.1,29.9,31.1,65447
2025-08-29,30.25,30.0,29.8,29.8,1190
2025-09-01,29.82,31.3,30.35,31.1,6550
2025-09-02,30.59,0.0,0.0,0.0,0
2025-09-03,30.59,31.05,29.85,31.05,3100
2025-09-04,31.01,29.95,29.95,29.95,2500
2025-09-05,29.95,0.0,0.0,0.0,0
2025-09-08,29.95,0.0,0.0,0.0,0
2025-09-09,29.95,31.1,31.1,31.1,1105
2025-09-10,31.1,30.05,29.55,29.85,37809
2025-09-11,29.84,31.2,29.95,30.0,5353
2025-09-12,30.84,30.1,30.0,30.0,5650
2025-09-15,30.04,30.1,30.0,30.1,12000
2025-09-16,30.05,31.25,29.9,31.2,1311
2025-09-17,30.24,31.1,29.9,29.9,8504
2025-09-18,29.98,30.0,29.5,30.0,12112
2025-09-19,29.79,29.9,29.6,29.8,22240
2025-09-22,29.76,29.8,29.7,29.8,2300
2025-09-23,29.76,29.6,29.6,29.6,2000
2025-09-24,29.6,31.0,30.0,30.05,34000
2025-09-25,30.72,30.05,30.05,30.05,4000
2025-09-26,30.05,30.15,30.1,30.1,554
2025-09-30,30.1,30.15,30.15,30.15,18
2025-10-01,30.15,30.2,29.95,30.05,27500
2025-10-02,30.06,30.1,29.9,30.0,13200
2025-10-03,29.99,30.15,29.95,30.05,24400
2025-10-07,30.0,30.1,29.9,30.1,5333
2025-10-08,29.97,30.2,29.9,30.1,17242
2025-10-09,30.02,30.1,29.9,30.0,18000
2025-10-13,30.02,30.1,30.1,30.1,8010
2025-10-14,30.1,30.1,30.0,30.0,33000
2025-10-15,30.05,0.0,0.0,0.0,0
2025-10-16,30.05,30.65,29.9,30.65,12060
2025-10-17,29.94,30.0,29.85,29.85,16000
2025-10-20,29.93,0.0,0.0,0.0,0
2025-10-21,29.93,30.65,30.65,30.65,1009
2025-10-22,30.65,31.05,31.05,31.05,1000
2025-10-23,31.05,31.2,30.0,31.2,24000
2025-10-27,30.15,30.0,30.0,30.0,3000
2025-10-28,30.0,30.5,29.9,30.5,3550
2025-10-29,30.07,30.5,29.75,29.75,1700
2025-10-30,30.19,0.0,0.0,0.0,0
2025-10-31,30.19,30.4,30.4,30.4,6000
2025-11-03,30.4,30.45,30.15,30.3,18000
2025-11-04,30.33,30.15,30.15,30.15,1000
2025-11-05,30.15,29.85,29.8,29.8,4500
2025-11-06,29.84,0.0,0.0,0.0,0
2025-11-07,29.84,0.0,0.0,0.0,0
2025-11-10,29.84,0.0,0.0,0.0,0
2025-11-11,29.84,30.6,29.75,30.6,1011
2025-11-12,29.76,0.0,0.0,0.0,0
2025-11-13,29.76,0.0,0.0,0.0,0
2025-11-14,29.76,0.0,0.0,0.0,0
2025-11-17,29.76,0.0,0.0,0.0,0
2025-11-18,29.76,31.0,29.5,29.5,3000
2025-11-19,30.0,30.25,29.35,30.2,8016
2025-11-20,29.51,30.25,30.25,30.25,1010
2025-11-21,30.25,0.0,0.0,0.0,0
2025-11-24,30.25,0.0,0.0,0.0,0
2025-11-25,30.25,30.25,28.8,30.25,305
2025-11-26,30.23,0.0,0.0,0.0,0
2025-11-27,30.23,30.15,29.9,29.9,201
2025-11-28,30.15,30.1,29.85,29.85,2100
2025-12-01,29.91,30.0,29.95,30.0,2014
2025-12-02,29.98,0.0,0.0,0.0,0
2025-12-03,29.98,0.0,0.0,0.0,0
2025-12-04,29.98,0.0,0.0,0.0,0
2025-12-05,29.98,0.0,0.0,0.0,0
2025-12-08,29.98,30.2,30.2,30.2,1000
2025-12-09,30.2,0.0,0.0,0.0,0
2025-12-10,30.2,0.0,0.0,0.0,0
2025-12-11,30.2,30.2,30.2,30.2,1000
2025-12-12,30.2,30.0,28.65,30.0,1121
2025-12-15,29.97,0.0,0.0,0.0,0
2025-12-16,29.97,30.05,30.05,30.05,1080
2025-12-17,30.05,30.1,29.0,30.1,6600
2025-12-18,29.05,29.0,29.0,29.0,5
2025-12-19,29.0,30.15,30.15,30.15,50
2025-12-22,30.15,30.05,28.9,30.05,2100
2025-12-23,28.95,29.95,28.7,29.95,11360
2025-12-24,29.0,28.8,28.7,28.7,5708
2025-12-26,28.75,0.0,0.0,0.0,0
2025-12-29,28.75,28.8,28.6,28.6,6022
2025-12-30,28.63,30.0,30.0,30.0,1000
2025-12-31,30.0,0.0,0.0,0.0,0
2026-01-02,30.0,28.7,28.7,28.7,1
2026-01-05,28.7,30.05,28.65,30.05,13
2026-01-06,29.73,30.05,30.05,30.05,10
2026-01-07,30.05,30.05,30.05,30.05,1010
2026-01-08,30.05,30.1,30.1,30.1,10
2026-01-09,30.1,30.1,30.1,30.1,10
2026-01-12,30.1,30.1,30.1,30.1,21
2026-01-13,30.1,30.1,30.1,30.1,10
2026-01-14,30.1,30.3,30.3,30.3,10
2026-01-15,30.3,30.3,29.85,29.95,8373
2026-01-16,29.9,29.6,28.55,28.55,1189
2026-01-19,28.72,29.6,29.0,29.1,43020
2026-01-20,29.35,29.4,27.5,28.0,36037
2026-01-21,28.22,28.3,28.05,28.1,27922
2026-01-22,28.15,28.2,27.9,28.05,31230
2026-01-23,28.1,28.2,27.4,27.4,4020
2026-01-26,27.78,28.15,27.95,27.95,3020
2026-01-27,27.95,28.2,27.8,27.9,4600
2026-01-28,27.9,28.15,28.15,28.15,20
2026-01-29,28.15,27.8,26.9,27.0,14050
2026-01-30,27.32,27.9,27.85,27.85,2020
2026-02-02,27.85,27.1,26.9,27.1,10000
2026-02-03,27.02,28.0,27.8,27.9,16040
2026-02-04,27.88,27.95,27.75,27.95,6353
2026-02-05,27.9,27.3,27.1,27.2,30220
2026-02-06,27.2,27.9,27.9,27.9,20
2026-02-09,27.9,27.9,27.9,27.9,21
2026-02-10,27.9,27.9,27.9,27.9,20
2026-02-11,27.9,28.0,27.5,27.6,8020
2026-02-23,27.55,28.05,28.05,28.05,1000
2026-02-24,28.05,28.1,28.1,28.1,1020
2026-02-25,28.1,28.1,28.1,28.1,86
2026-02-26,28.1,28.2,27.0,27.9,78220
2026-03-02,27.46,27.6,26.9,26.9,7010
2026-03-03,27.46,27.6,27.6,27.6,22
2026-03-04,27.6,27.0,26.4,26.5,12211
2026-03-05,26.74,26.7,26.1,26.7,11000
2026-03-06,26.48,26.7,26.7,26.7,1120
2026-03-09,26.7,26.0,25.75,25.9,25070
2026-03-10,25.91,26.7,26.0,26.0,6131
2026-03-11,26.36,26.2,25.5,26.1,26277
2026-03-12,25.85,25.9,25.75,25.9,9000
2026-03-13,25.81,25.95,25.85,25.95,8050
2026-03-16,25.91,0.0,0.0,0.0,0
2026-03-17,25.91,25.5,25.1,25.15,6001
2026-03-18,25.21,26.2,25.1,25.1,7500
2026-03-19,25.15,26.2,26.0,26.0,6020
2026-03-20,26.12,26.3,26.3,26.3,20
2026-03-23,26.3,26.2,25.05,25.5,11121
2026-03-24,25.71,26.3,25.7,25.7,120
2026-03-25,25.8,33.1,26.35,32.3,195492
2026-03-26,28.75,32.5,26.55,27.15,213801
2026-03-27,29.55,27.8,27.65,27.7,23071
2026-03-30,27.73,28.7,27.55,28.1,31250
2026-03-31,28.04,28.6,26.2,27.0,18280
2026-04-01,26.79,27.8,27.45,27.55,10255
2026-04-02,27.73,28.45,27.5,28.45,8000
2026-04-07,27.94,28.35,27.95,27.95,2010
2026-04-08,27.95,28.25,27.7,28.25,22071
2026-04-09,28.07,28.3,27.95,28.05,10120
2026-04-10,28.04,28.2,26.9,28.1,69073
2026-04-13,28.05,29.5,27.9,28.8,45940
2026-04-14,28.83,30.1,29.55,30.1,61600
2026-04-15,29.73,33.6,30.1,33.55,356840
2026-04-16,32.85,36.95,32.75,36.8,443879
2026-04-17,34.52,53.9,34.0,52.1,1127064
2026-04-20,44.59,73.0,52.2,70.6,739219
2026-04-21,66.9,105.0,72.6,97.3,2465997
2026-04-22,92.7,98.0,69.5,77.8,1116819
2026-04-23,80.05,78.1,44.9,61.6,953752
2026-04-24,57.49,59.0,44.9,52.4,381199
2026-04-27,51.31,50.8,40.7,41.85,278806
2026-04-28,44.45,58.0,41.0,58.0,429804
2026-04-29,49.91,57.8,51.0,57.4,344093
2026-04-30,54.22,74.5,56.4,71.5,927791
2026-05-04,66.74,86.5,71.1,78.9,1102560
2026-05-05,79.7,79.6,65.0,70.2,702071
2026-05-06,70.14,72.6,65.9,67.2,391580
2026-05-07,67.45,67.2,59.7,60.5,400873
2026-05-08,61.11,65.7,57.9,61.7,222254
2026-05-11,61.83,73.8,63.6,69.0,456476
2026-05-12,69.75,68.2,63.8,67.4,219684
2026-05-13,65.61,64.8,60.0,63.6,148772
2026-05-14,62.33,63.0,58.8,59.5,150863
2026-05-15,60.06,61.0,54.1,54.1,189974
2026-05-18,55.94,54.1,49.75,53.3,96188
2026-05-19,52.17,54.3,52.3,53.4,88113
2026-05-20,53.07,56.0,53.2,56.0,89654
2026-05-21,54.42,56.8,52.9,53.8,109719
2026-05-22,54.45,63.5,51.6,60.8,172450
2026-05-25,55.8,69.6,60.6,69.0,431432
2026-05-26,64.2,79.3,67.4,79.0,1027712
2026-05-27,73.2,80.3,61.7,68.0,720932
2026-05-28,69.44,69.7,62.6,64.2,260774
2026-05-29,64.27,66.1,62.5,64.6,102987
2026-06-01,63.99,64.6,61.5,63.6,118972
2026-06-02,62.35,61.9,57.8,58.7,143744
2026-06-03,59.44,67.0,58.5,62.2,106160
2026-06-04,63.93,63.8,60.7,63.4,96238
2026-06-05,61.28,62.1,57.8,61.5,83652
2026-06-08,59.48,59.0,55.8,56.5,178274
2026-06-09,56.53,58.7,56.3,58.7,55126
2026-06-10,57.92,58.2,56.0,56.9,109625
2026-06-11,57.06,57.0,50.8,52.9,187565
2026-06-12,53.46,55.5,50.8,53.9,83878
2026-06-15,52.08,53.7,51.2,53.1,57315
2026-06-16,52.48,53.2,48.05,48.95,171124
2026-06-17,49.96,53.0,48.5,52.0,74356
2026-06-18,50.56,53.0,49.8,50.5,107291
2026-06-22,50.45,57.8,50.4,57.8,137044
2026-06-23,53.5,57.9,52.3,53.2,97792
2026-06-24,53.8,53.8,51.0,53.5,91304
2026-06-25,52.86,52.7,50.3,52.4,77849
2026-06-26,51.43,50.6,47.85,49.85,132950
2026-06-29,48.84,49.95,47.85,48.0,29416
2026-06-30,48.32,49.15,47.1,48.2,31650
2026-07-01,48.17,49.15,46.65,49.15,43268
2026-07-02,47.24,49.4,47.45,48.0,21572
2026-07-03,48.0,49.0,46.85,48.0,59551
2026-07-06,47.6,48.0,47.05,47.5,24538
2026-07-07,47.46,49.2,44.7,45.7,38749
2026-07-08,46.77,46.4,44.85,46.4,20801
2026-07-09,45.19,46.25,43.85,44.6,62583
2026-07-13,44.63,64.2,44.6,60.1,438279
2026-07-14,56.98,60.9,49.6,57.0,261238
2026-07-15,52.75,58.1,50.1,52.2,163350
2026-07-16,52.82,54.2,49.9,51.9,60583
2026-07-17,51.46,52.0,47.7,47.95,76390
2026-07-20,49.44,49.35,45.65,46.1,53042
2026-07-21,47.19,47.35,44.75,47.35,58609
2026-07-22,45.67,47.25,45.25,47.1,54432
2026-07-23,45.84,52.5,47.0,49.95,74135
2026-07-24,49.5,53.6,48.35,50.5,71922
2026-07-27,51.28,50.5,46.15,48.35,51865
2026-07-28,47.36,46.25,43.55,44.2,70242
2026-07-29,44.88,44.8,40.5,41.95,81266
2026-07-30,41.69,41.95,39.9,39.9,41875
2026-07-31,40.71,44.4,41.4,43.65,44430
2026-08-03,42.47,43.5,41.65,42.5,35001
2026-08-04,42.97,47.05,42.85,47.05,58996
2026-08-05,44.26,49.8,48.15,49.7,51653
2026-08-06,48.4,50.3,46.1,46.1,15453
2026-08-07,47.56,48.4,44.85,46.9,28403
2026-08-10,46.39,49.55,46.9,49.55,38404
2026-08-11,47.66,52.5,49.2,49.2,110261
2026-08-12,50.72,50.2,47.35,49.1,80327
2026-08-13,47.99,50.0,47.6,49.8,48922
2026-08-14,48.04,50.3,47.95,48.25,66554
2026-08-17,48.96,50.4,48.2,50.0,14244
2026-08-18,49.67,50.4,47.9,48.1,27348
2026-08-19,48.21,48.25,46.85,48.25,22265
2026-08-20,47.41,48.25,46.25,47.5,38306
2026-08-21,46.66,48.7,45.6,48.7,30710
2026-08-24,46.11,46.45,45.45,46.45,17622
2026-08-25,46.15,46.5,46.5,46.5,339
2026-08-26,46.5,50.2,46.3,50.2,81886
2026-08-27,47.89,50.7,43.5,46.95,139776
2026-08-28,47.77,48.0,44.9,47.45,66896
2026-08-31,45.92,46.0,43.25,44.35,44509
2026-09-01,44.31,51.7,43.3,51.7,151250
2026-09-02,48.66,57.2,49.25,57.2,336009
