date,per,pbr,dividend_yield
2025-06-25,4.05,0.72,10.33
2025-06-26,4.02,0.72,10.4
2025-06-27,4.05,0.72,10.33
2025-06-30,3.97,0.71,10.55
2025-07-01,4.06,0.73,10.32
2025-07-02,4.08,0.73,10.26
2025-07-03,4.12,0.74,10.15
2025-07-04,4.1,0.73,10.22
2025-07-07,4.07,0.73,10.29
2025-07-08,4.02,0.72,10.4
2025-07-09,3.6,0.64,11.61
2025-07-10,3.5,0.63,11.96
2025-07-11,3.49,0.62,12.0
2025-07-14,3.49,0.62,11.98
2025-07-15,3.48,0.62,12.02
2025-07-16,3.55,0.64,11.77
2025-07-17,3.54,0.63,11.83
2025-07-18,3.51,0.63,11.92
2025-07-21,3.47,0.62,12.06
2025-07-22,3.42,0.61,12.25
2025-07-23,3.48,0.62,12.02
2025-07-24,3.52,0.63,11.89
2025-07-25,3.52,0.63,11.89
2025-07-28,3.48,0.62,12.04
2025-07-29,3.43,0.61,12.2
2025-07-30,3.44,0.61,12.18
2025-07-31,3.39,0.61,12.34
2025-08-01,3.41,0.61,12.27
2025-08-04,3.38,0.6,12.38
2025-08-05,3.39,0.61,12.36
2025-08-06,3.38,0.6,12.38
2025-08-07,3.38,0.6,12.4
2025-08-08,3.4,0.61,12.3
2025-08-11,3.37,0.6,12.42
2025-08-12,3.44,0.61,12.18
2025-08-13,4.33,0.69,12.18
2025-08-14,4.33,0.69,12.18
2025-08-15,4.3,0.69,12.25
2025-08-18,4.29,0.69,12.3
2025-08-19,4.24,0.68,12.44
2025-08-20,4.24,0.68,12.42
2025-08-21,4.26,0.68,12.38
2025-08-22,4.19,0.67,12.58
2025-08-25,4.16,0.67,12.67
2025-08-26,4.15,0.66,12.71
2025-08-27,4.12,0.66,12.8
2025-08-28,4.13,0.66,12.76
2025-08-29,4.05,0.65,13.0
2025-09-01,4.02,0.64,13.11
2025-09-02,4.0,0.64,13.18
2025-09-03,4.03,0.65,13.07
2025-09-04,4.08,0.65,12.93
2025-09-05,4.07,0.65,12.95
2025-09-08,4.05,0.65,13.0
2025-09-09,4.01,0.64,13.13
2025-09-10,3.99,0.64,13.2
2025-09-11,3.9,0.62,13.51
2025-09-12,3.97,0.64,13.27
2025-09-15,3.94,0.63,13.39
2025-09-16,3.94,0.63,13.39
2025-09-17,3.94,0.63,13.37
2025-09-18,3.94,0.63,13.37
2025-09-19,4.01,0.64,13.13
2025-09-22,3.93,0.63,13.42
2025-09-23,3.88,0.62,13.59
2025-09-24,3.87,0.62,13.64
2025-09-25,3.87,0.62,13.64
2025-09-26,3.75,0.6,14.07
2025-09-30,3.72,0.6,14.15
2025-10-01,3.68,0.59,14.34
2025-10-02,3.62,0.58,14.56
2025-10-03,3.65,0.59,14.42
2025-10-07,3.64,0.58,14.48
2025-10-08,3.63,0.58,14.51
2025-10-09,3.61,0.58,14.62
2025-10-13,3.63,0.58,14.53
2025-10-14,3.98,0.64,13.23
2025-10-15,3.74,0.6,14.1
2025-10-16,3.75,0.6,14.07
2025-10-17,3.8,0.61,13.86
2025-10-20,3.79,0.61,13.89
2025-10-21,3.78,0.61,13.94
2025-10-22,3.79,0.61,13.91
2025-10-23,3.79,0.61,13.89
2025-10-27,3.82,0.61,13.81
2025-10-28,3.87,0.62,13.61
2025-10-29,3.97,0.64,13.27
2025-10-30,4.22,0.68,12.5
2025-10-31,4.04,0.65,13.04
2025-11-03,3.97,0.64,13.27
2025-11-04,3.88,0.62,13.59
2025-11-05,3.83,0.61,13.76
2025-11-06,3.87,0.62,13.64
2025-11-07,3.82,0.61,13.81
2025-11-10,3.72,0.6,14.15
2025-11-11,3.7,0.59,14.23
2025-11-12,3.8,0.61,13.86
2025-11-13,6.92,0.59,13.84
2025-11-14,6.86,0.59,13.97
2025-11-17,6.78,0.58,14.12
2025-11-18,6.59,0.56,14.53
2025-11-19,6.58,0.56,14.56
2025-11-20,6.59,0.56,14.53
2025-11-21,6.51,0.56,14.71
2025-11-24,6.68,0.57,14.34
2025-11-25,6.55,0.56,14.62
2025-11-26,6.7,0.57,14.29
2025-11-27,6.65,0.57,14.4
2025-11-28,6.64,0.57,14.42
2025-12-01,6.69,0.57,14.31
2025-12-02,6.64,0.57,14.42
2025-12-03,6.63,0.57,14.45
2025-12-04,6.7,0.57,14.29
2025-12-05,6.6,0.56,14.51
2025-12-08,6.54,0.56,14.65
2025-12-09,6.44,0.55,14.88
2025-12-10,6.46,0.55,14.82
2025-12-11,6.48,0.55,14.79
2025-12-12,6.49,0.55,14.76
2025-12-15,6.55,0.56,14.62
2025-12-16,6.58,0.56,14.56
2025-12-17,6.59,0.56,14.53
2025-12-18,6.48,0.55,14.79
2025-12-19,6.68,0.57,14.34
2025-12-22,6.73,0.57,14.23
2025-12-23,6.74,0.58,14.2
2025-12-24,7.06,0.6,13.56
2025-12-26,7.16,0.61,13.37
2025-12-29,7.23,0.62,13.25
2025-12-30,7.19,0.61,13.32
2025-12-31,7.11,0.61,13.46
2026-01-02,7.15,0.61,13.39
2026-01-05,7.01,0.6,13.66
2026-01-06,7.09,0.61,13.51
2026-01-07,7.36,0.63,13.02
2026-01-08,7.19,0.61,13.32
2026-01-09,7.18,0.61,13.35
2026-01-12,7.16,0.61,13.37
2026-01-13,7.08,0.6,13.54
2026-01-14,7.08,0.6,13.54
2026-01-15,7.09,0.61,13.51
2026-01-16,6.96,0.59,13.76
2026-01-19,6.9,0.59,13.89
2026-01-20,7.04,0.6,13.61
2026-01-21,7.05,0.6,13.59
2026-01-22,7.09,0.61,13.51
2026-01-23,6.93,0.59,13.81
2026-01-26,6.93,0.59,13.81
2026-01-27,6.88,0.59,13.91
2026-01-28,7.0,0.6,13.69
2026-01-29,6.99,0.6,13.71
2026-01-30,6.82,0.58,14.04
2026-02-02,6.68,0.57,14.34
2026-02-03,6.69,0.57,14.31
2026-02-04,6.74,0.58,14.2
2026-02-05,6.74,0.58,14.2
2026-02-06,6.67,0.57,14.37
2026-02-09,6.67,0.57,14.37
2026-02-10,6.74,0.58,14.2
2026-02-11,6.81,0.58,14.07
2026-02-23,7.09,0.61,13.51
2026-02-24,7.14,0.61,13.42
2026-02-25,7.19,0.61,13.32
2026-02-26,7.33,0.63,13.07
2026-03-02,7.66,0.65,12.5
2026-03-03,8.43,0.72,11.36
2026-03-04,8.12,0.69,11.79
2026-03-05,7.66,0.65,12.5
2026-03-06,7.75,0.66,12.36
2026-03-09,7.87,0.67,12.18
2026-03-10,7.66,0.65,12.5
2026-03-11,7.78,0.66,12.32
2026-03-12,7.93,0.68,12.08
2026-03-13,12.08,0.63,3.38
2026-03-16,12.1,0.64,3.37
2026-03-17,11.94,0.63,3.42
2026-03-18,11.9,0.62,3.43
2026-03-19,11.53,0.61,3.54
2026-03-20,11.45,0.6,3.57
2026-03-23,10.78,0.57,3.79
2026-03-24,10.69,0.56,3.82
2026-03-25,10.96,0.58,3.72
2026-03-26,10.73,0.56,3.8
2026-03-27,10.69,0.56,3.82
2026-03-30,10.82,0.57,3.77
2026-03-31,10.61,0.56,3.85
2026-04-01,10.76,0.56,3.8
2026-04-02,10.63,0.56,3.84
2026-04-07,10.55,0.55,3.87
2026-04-08,10.55,0.55,3.87
2026-04-09,10.47,0.55,3.9
2026-04-10,10.47,0.55,3.9
2026-04-13,10.33,0.54,3.95
2026-04-14,10.29,0.54,3.97
2026-04-15,10.51,0.55,3.88
2026-04-16,10.41,0.55,3.92
2026-04-17,10.35,0.54,3.94
2026-04-20,10.22,0.54,3.99
2026-04-21,10.35,0.54,3.94
2026-04-22,10.31,0.54,3.96
2026-04-23,10.22,0.54,3.99
2026-04-24,10.22,0.54,3.99
2026-04-27,10.07,0.53,4.05
2026-04-28,10.1,0.53,4.04
2026-04-29,10.07,0.53,4.05
2026-04-30,10.03,0.53,4.07
2026-05-04,10.19,0.54,4.0
2026-05-05,10.22,0.54,3.99
2026-05-06,10.33,0.54,3.95
2026-05-07,10.35,0.54,3.94
2026-05-08,10.18,0.53,4.01
2026-05-11,10.37,0.54,3.94
2026-05-12,10.22,0.54,3.99
2026-05-13,10.05,0.53,4.06
2026-05-14,15.78,0.52,4.12
2026-05-15,15.6,0.51,4.16
2026-05-18,15.76,0.52,4.12
2026-05-19,16.07,0.53,4.04
2026-05-20,16.33,0.53,3.98
2026-05-21,16.59,0.54,3.91
2026-05-22,17.21,0.56,3.77
2026-05-25,16.82,0.55,3.86
2026-05-26,16.88,0.55,3.85
2026-05-27,17.08,0.56,3.8
2026-05-28,16.98,0.56,3.82
2026-05-29,17.11,0.56,3.8
2026-06-01,17.82,0.58,3.64
2026-06-02,17.4,0.57,3.73
2026-06-03,17.44,0.57,3.72
2026-06-04,17.27,0.56,3.76
2026-06-05,17.69,0.58,3.67
2026-06-08,16.79,0.55,3.87
2026-06-09,16.75,0.55,3.88
2026-06-10,16.43,0.54,3.95
2026-06-11,16.59,0.54,3.91
2026-06-12,17.01,0.56,3.82
2026-06-15,16.62,0.54,3.91
2026-06-16,16.56,0.54,3.92
2026-06-17,16.75,0.55,3.88
2026-06-18,16.66,0.54,3.9
2026-06-22,16.98,0.56,3.82
2026-06-23,16.66,0.54,3.9
2026-06-24,16.75,0.55,3.88
2026-06-25,16.69,0.55,3.89
2026-06-26,16.27,0.53,3.99
2026-06-29,16.69,0.55,3.89
2026-06-30,16.88,0.55,3.85
2026-07-01,16.46,0.54,3.94
2026-07-02,16.56,0.54,3.92
2026-07-03,17.01,0.56,3.82
2026-07-06,17.21,0.56,3.77
2026-07-07,16.59,0.54,3.91
2026-07-08,16.98,0.56,3.82
2026-07-09,16.75,0.55,3.88
2026-07-13,16.27,0.53,3.99
2026-07-14,15.58,0.51,4.17
2026-07-15,16.3,0.53,3.98
2026-07-16,16.3,0.53,3.98
2026-07-17,15.97,0.52,4.07
2026-07-20,15.91,0.52,4.08
2026-07-21,16.53,0.54,3.93
2026-07-22,16.69,0.55,3.89
2026-07-23,16.4,0.54,3.96
2026-07-24,16.72,0.55,3.88
2026-07-27,16.59,0.54,3.91
2026-07-28,16.46,0.54,3.94
2026-07-29,16.27,0.53,3.99
2026-07-30,16.23,0.53,4.0
2026-07-31,16.49,0.54,3.94
2026-08-03,16.49,0.54,3.94
2026-08-04,16.56,0.54,3.92
2026-08-05,16.43,0.54,3.95
2026-08-06,16.36,0.54,3.97
2026-08-07,16.4,0.54,3.96
2026-08-10,16.75,0.55,3.88
2026-08-11,16.88,0.55,3.85
2026-08-12,16.79,0.55,3.87
2026-08-13,11.58,0.55,3.89
2026-08-14,11.62,0.55,3.88
2026-08-17,12.32,0.58,3.66
2026-08-18,12.66,0.6,3.56
2026-08-19,13.29,0.63,3.39
2026-08-20,13.58,0.64,3.32
2026-08-21,14.41,0.68,3.13
2026-08-24,14.53,0.69,3.1
2026-08-25,14.32,0.68,3.14
2026-08-26,12.97,0.61,3.47
2026-08-27,13.04,0.62,3.45
2026-08-28,12.66,0.6,3.56
2026-08-31,13.4,0.64,3.36
2026-09-01,12.97,0.61,3.47
2026-09-02,12.95,0.61,3.48
2026-09-03,13.02,0.62,3.46
2026-09-04,13.11,0.62,3.44
