date,per,pbr,dividend_yield
2025-01-02,5.32,0.83,2.61
2025-01-03,5.37,0.83,2.58
2025-01-06,5.31,0.82,2.61
2025-01-07,5.48,0.85,2.53
2025-01-08,5.39,0.84,2.58
2025-01-09,5.04,0.78,2.75
2025-01-10,5.01,0.78,2.77
2025-01-13,4.85,0.75,2.86
2025-01-14,5.0,0.78,2.78
2025-01-15,4.92,0.76,2.82
2025-01-16,4.84,0.75,2.87
2025-01-17,4.77,0.74,2.91
2025-01-20,4.66,0.72,2.98
2025-01-21,4.65,0.72,2.99
2025-01-22,4.71,0.73,2.95
2025-02-03,4.59,0.71,3.03
2025-02-04,4.48,0.69,3.1
2025-02-05,4.7,0.73,2.95
2025-02-06,4.65,0.72,2.99
2025-02-07,4.68,0.73,2.97
2025-02-10,4.71,0.73,2.95
2025-02-11,4.71,0.73,2.95
2025-02-12,4.75,0.74,2.92
2025-02-13,4.86,0.76,2.85
2025-02-14,4.88,0.76,2.84
2025-02-17,4.94,0.77,2.81
2025-02-18,4.96,0.77,2.8
2025-02-19,4.98,0.77,2.79
2025-02-20,4.97,0.77,2.79
2025-02-21,4.95,0.77,2.8
2025-02-24,5.02,0.78,2.76
2025-02-25,5.07,0.79,2.74
2025-02-26,5.14,0.8,2.7
2025-02-27,5.06,0.79,2.74
2025-03-03,5.04,0.78,2.75
2025-03-04,5.04,0.78,2.75
2025-03-05,5.08,0.79,2.73
2025-03-06,5.11,0.79,2.72
2025-03-07,5.19,0.81,2.67
2025-03-10,5.14,0.8,2.7
2025-03-11,5.11,0.79,2.71
2025-03-12,5.06,0.79,2.74
2025-03-13,5.16,0.8,2.69
2025-03-14,5.15,0.8,10.11
2025-03-17,4.13,0.78,9.88
2025-03-18,4.21,0.79,9.69
2025-03-19,4.19,0.79,9.73
2025-03-20,4.24,0.8,9.62
2025-03-21,4.18,0.79,9.77
2025-03-24,4.2,0.79,9.72
2025-03-25,4.24,0.8,9.63
2025-03-26,4.21,0.79,9.69
2025-03-27,4.17,0.79,9.79
2025-03-28,4.09,0.77,9.97
2025-03-31,4.05,0.76,10.08
2025-04-01,4.19,0.79,9.74
2025-04-02,4.21,0.79,9.69
2025-04-07,3.79,0.71,10.76
2025-04-08,3.42,0.64,11.94
2025-04-09,3.08,0.58,13.25
2025-04-10,3.38,0.64,12.06
2025-04-11,3.72,0.7,10.96
2025-04-14,4.0,0.75,10.19
2025-04-15,3.98,0.75,10.25
2025-04-16,3.94,0.74,10.34
2025-04-17,3.86,0.73,10.56
2025-04-18,3.92,0.74,10.4
2025-04-21,3.8,0.72,10.73
2025-04-22,3.78,0.71,10.79
2025-04-23,3.88,0.73,10.5
2025-04-24,3.86,0.73,10.58
2025-04-25,3.8,0.72,10.74
2025-04-28,3.8,0.72,10.73
2025-04-29,3.76,0.71,10.85
2025-04-30,3.7,0.7,11.03
2025-05-02,3.86,0.73,10.58
2025-05-05,3.83,0.72,10.65
2025-05-06,3.87,0.73,10.53
2025-05-07,3.86,0.73,10.56
2025-05-08,3.84,0.72,10.64
2025-05-09,3.91,0.74,10.45
2025-05-12,3.94,0.74,10.34
2025-05-13,4.24,0.8,9.62
2025-05-14,4.43,0.79,9.45
2025-05-15,4.44,0.79,9.43
2025-05-16,4.69,0.84,8.93
2025-05-19,4.65,0.83,9.0
2025-05-20,4.66,0.83,8.98
2025-05-21,4.65,0.83,9.0
2025-05-22,4.85,0.87,8.63
2025-05-23,4.67,0.84,8.96
2025-05-26,4.63,0.83,9.04
2025-05-27,4.58,0.82,9.15
2025-05-28,4.54,0.81,9.23
2025-05-29,4.44,0.79,9.42
2025-06-02,4.41,0.79,9.48
2025-06-03,4.46,0.8,9.38
2025-06-04,4.38,0.78,9.55
2025-06-05,4.15,0.74,10.09
2025-06-06,4.1,0.73,10.2
2025-06-09,3.98,0.71,10.5
2025-06-10,4.03,0.72,10.39
2025-06-11,4.03,0.72,10.37
2025-06-12,4.02,0.72,10.42
2025-06-13,4.14,0.74,10.12
2025-06-16,4.11,0.73,10.19
2025-06-17,4.25,0.76,9.84
2025-06-18,4.2,0.75,9.97
2025-06-19,4.14,0.74,10.12
2025-06-20,4.07,0.73,10.27
2025-06-23,4.01,0.72,10.43
2025-06-24,4.08,0.73,10.26
