date,per,pbr,dividend_yield
2025-07-15,43.07,13.15,1.33
2025-07-16,44.14,13.48,1.3
2025-07-17,44.14,13.48,1.3
2025-07-18,44.32,13.53,1.29
2025-07-21,42.71,13.04,1.34
2025-07-22,41.82,12.77,1.37
2025-07-23,42.71,13.04,1.34
2025-07-24,42.53,12.99,1.34
2025-07-25,43.78,13.37,1.31
2025-07-28,44.14,13.48,1.3
2025-07-29,43.25,13.21,1.32
2025-07-30,42.89,13.1,1.33
2025-07-31,44.93,15.07,1.32
2025-08-01,46.41,15.57,1.27
2025-08-04,46.23,15.51,1.28
2025-08-05,48.08,16.13,1.23
2025-08-06,46.78,15.69,1.26
2025-08-07,47.34,15.88,1.25
2025-08-08,45.49,15.26,1.3
2025-08-11,44.38,14.89,1.33
2025-08-12,43.82,14.7,1.35
2025-08-13,43.08,14.45,1.37
2025-08-14,44.56,14.95,1.33
2025-08-15,44.56,14.95,1.33
2025-08-18,44.38,14.89,1.33
2025-08-19,44.19,14.82,1.34
2025-08-20,42.9,14.39,1.38
2025-08-21,43.64,14.64,1.36
2025-08-22,44.01,14.76,1.34
2025-08-25,48.08,16.13,1.23
2025-08-26,51.59,17.31,1.15
2025-08-27,49.74,16.69,1.19
2025-08-28,49.93,16.75,1.19
2025-08-29,49.19,16.5,1.2
2025-09-01,49.37,16.56,1.2
2025-09-02,48.45,16.25,1.22
2025-09-03,48.45,16.25,1.22
2025-09-04,48.08,16.13,1.23
2025-09-05,49.74,16.69,1.19
2025-09-08,49.74,16.69,1.19
2025-09-09,51.78,17.37,1.14
2025-09-10,51.22,17.18,1.16
2025-09-11,51.41,17.24,1.15
2025-09-12,50.85,17.06,1.16
2025-09-15,49.19,16.5,1.2
2025-09-16,48.63,16.31,1.22
2025-09-17,47.71,16.0,1.24
2025-09-18,48.45,16.25,1.22
2025-09-19,47.71,16.0,1.24
2025-09-22,48.08,16.13,1.23
2025-09-23,48.63,16.31,1.22
2025-09-24,48.08,16.13,1.23
2025-09-25,48.45,16.25,1.22
2025-09-26,46.41,15.57,1.27
2025-09-30,49.56,16.62,1.19
2025-10-01,49.56,16.62,1.19
2025-10-02,51.04,17.12,1.16
2025-10-03,50.85,17.06,1.16
2025-10-07,51.22,17.18,1.16
2025-10-08,54.92,18.42,1.08
2025-10-09,56.03,18.79,1.06
2025-10-13,55.47,18.61,1.07
2025-10-14,53.44,17.93,1.11
2025-10-15,54.55,18.3,1.08
2025-10-16,54.36,18.24,1.09
2025-10-17,55.29,18.55,1.07
2025-10-20,56.4,18.92,1.05
2025-10-21,61.95,20.78,0.96
2025-10-22,61.58,20.66,0.96
2025-10-23,59.73,20.03,0.99
2025-10-27,59.17,19.85,1.0
2025-10-28,54.73,18.36,1.08
2025-10-29,54.36,18.24,1.09
2025-10-30,55.81,16.48,1.11
2025-10-31,59.3,17.51,1.05
2025-11-03,61.24,18.08,1.01
2025-11-04,63.37,18.71,0.98
2025-11-05,62.21,18.37,1.0
2025-11-06,67.25,19.86,0.92
2025-11-07,66.67,19.69,0.93
2025-11-10,73.26,21.63,0.85
2025-11-11,74.03,21.86,0.84
2025-11-12,73.06,21.57,0.85
2025-11-13,72.67,21.46,0.85
2025-11-14,72.87,21.52,0.85
2025-11-17,75.19,22.2,0.82
2025-11-18,72.48,21.4,0.86
2025-11-19,73.64,21.75,0.84
2025-11-20,76.16,22.49,0.81
2025-11-21,71.71,21.17,0.86
2025-11-24,76.74,22.66,0.81
2025-11-25,84.3,24.89,0.74
2025-11-26,84.11,24.84,0.74
2025-11-27,82.75,24.44,0.75
2025-11-28,87.6,25.87,0.71
2025-12-01,84.69,25.01,0.73
2025-12-02,84.11,24.84,0.74
2025-12-03,83.14,24.55,0.75
2025-12-04,82.36,24.32,0.75
2025-12-05,86.05,25.41,0.72
2025-12-08,83.53,24.67,0.74
2025-12-09,81.98,24.21,0.76
2025-12-10,83.72,24.72,0.74
2025-12-11,84.69,25.01,0.73
2025-12-12,88.18,26.04,0.7
2025-12-15,85.27,25.18,0.73
2025-12-16,78.29,23.12,0.79
2025-12-17,77.91,23.01,0.8
2025-12-18,78.29,23.12,0.79
2025-12-19,79.26,23.41,0.78
2025-12-22,77.91,23.01,0.8
2025-12-23,78.49,23.18,0.79
2025-12-24,78.49,23.18,0.79
2025-12-26,81.98,24.21,0.76
2025-12-29,79.65,23.52,0.78
2025-12-30,79.46,23.46,0.78
2025-12-31,82.36,24.32,0.75
2026-01-02,84.69,25.01,0.73
2026-01-05,89.92,26.55,0.69
2026-01-06,96.32,28.44,0.64
2026-01-07,96.51,28.5,0.64
2026-01-08,94.96,28.04,0.65
2026-01-09,91.67,27.07,0.68
2026-01-12,94.38,27.87,0.66
2026-01-13,93.8,27.7,0.66
2026-01-14,93.8,27.7,0.66
2026-01-15,97.09,28.67,0.64
2026-01-16,97.29,28.73,0.64
2026-01-19,104.46,30.85,0.59
2026-01-20,104.65,30.9,0.59
2026-01-21,101.74,30.04,0.61
2026-01-22,99.81,29.47,0.62
2026-01-23,105.62,31.19,0.59
2026-01-26,101.55,29.99,0.61
2026-01-27,100.19,29.59,0.62
2026-01-28,100.0,29.53,0.62
2026-01-29,104.46,30.85,0.59
2026-01-30,93.14,27.19,0.61
2026-02-02,95.45,27.86,0.6
2026-02-03,96.16,28.07,0.59
2026-02-04,89.94,26.26,0.63
2026-02-05,83.19,24.28,0.68
2026-02-06,84.43,24.65,0.67
2026-02-09,86.92,25.37,0.65
2026-02-10,89.05,26.0,0.64
2026-02-11,87.98,25.68,0.65
2026-02-23,84.25,24.6,0.68
2026-02-24,88.87,25.94,0.8
2026-02-25,91.54,26.72,0.78
2026-02-26,98.47,28.75,0.72
2026-03-02,94.03,27.45,0.76
2026-03-03,88.52,25.84,0.8
2026-03-04,81.05,23.66,0.88
2026-03-05,83.72,24.44,0.85
2026-03-06,84.78,24.75,0.84
2026-03-09,77.85,22.73,0.91
2026-03-10,79.81,23.3,0.89
2026-03-11,84.43,24.65,0.84
2026-03-12,81.41,23.77,0.87
2026-03-13,81.23,23.71,0.88
2026-03-16,80.34,23.45,0.88
2026-03-17,81.41,23.77,0.87
2026-03-18,89.41,26.1,0.8
2026-03-19,92.78,27.09,0.77
2026-03-20,94.03,27.45,0.76
2026-03-23,92.07,26.88,0.77
2026-03-24,89.05,26.0,0.8
2026-03-25,87.98,25.68,0.81
2026-03-26,90.3,26.36,0.79
2026-03-27,87.45,25.53,0.81
2026-03-30,82.12,23.97,0.87
2026-03-31,76.96,22.47,0.92
2026-04-01,83.72,24.44,0.85
2026-04-02,82.47,24.08,0.86
2026-04-07,84.07,24.54,0.85
2026-04-08,89.23,26.05,0.8
2026-04-09,94.38,27.55,0.75
2026-04-10,94.74,27.66,0.75
2026-04-13,98.65,28.8,0.72
2026-04-14,108.43,31.65,0.66
2026-04-15,109.14,31.86,0.65
2026-04-16,118.91,34.71,0.6
2026-04-17,115.71,33.78,0.61
2026-04-20,127.27,37.15,0.56
2026-04-21,132.78,38.76,0.54
2026-04-22,130.64,38.14,0.54
2026-04-23,139.0,40.58,0.51
2026-04-24,143.44,41.87,0.5
2026-04-27,140.6,41.04,0.51
2026-04-28,148.95,43.48,0.48
2026-04-29,146.46,42.76,0.49
2026-04-30,151.44,44.21,0.47
2026-05-04,140.94,43.05,0.43
2026-05-05,145.46,44.43,0.41
2026-05-06,149.07,45.53,0.4
2026-05-07,163.96,50.08,0.37
2026-05-08,156.74,47.87,0.38
2026-05-11,172.38,52.65,0.35
2026-05-12,167.57,51.18,0.36
2026-05-13,160.35,48.98,0.38
2026-05-14,152.68,46.63,0.39
2026-05-15,145.76,44.52,0.41
2026-05-18,142.6,43.55,0.42
2026-05-19,134.33,41.03,0.45
2026-05-20,138.54,42.31,0.43
2026-05-21,152.38,46.54,0.39
2026-05-22,154.63,47.23,0.39
2026-05-25,159.75,48.79,0.38
2026-05-26,159.0,48.56,0.38
2026-05-27,153.43,46.86,0.39
2026-05-28,138.09,42.18,0.44
2026-05-29,140.49,42.91,0.43
2026-06-01,140.04,42.77,0.43
2026-06-02,136.43,41.67,0.44
2026-06-03,138.54,42.31,0.43
2026-06-04,132.37,40.43,0.45
2026-06-05,132.67,40.52,0.45
2026-06-08,128.01,39.1,0.47
2026-06-09,129.66,39.6,0.46
2026-06-10,121.09,36.98,0.5
2026-06-11,123.5,37.72,0.49
2026-06-12,131.77,40.25,0.46
2026-06-15,144.86,44.24,0.42
2026-06-16,148.01,45.21,0.41
2026-06-17,152.68,46.63,0.39
2026-06-18,146.21,44.66,0.41
2026-06-22,143.05,43.69,0.42
2026-06-23,142.15,43.42,0.42
2026-06-24,146.81,44.84,0.41
2026-06-25,145.91,44.56,0.41
2026-06-26,132.97,40.61,0.45
2026-06-29,132.97,40.61,0.45
2026-06-30,145.76,44.52,0.41
2026-07-01,151.77,46.36,0.4
2026-07-02,160.35,48.98,0.38
2026-07-03,151.62,46.31,0.4
2026-07-06,138.54,42.31,0.43
2026-07-07,134.78,41.17,0.45
2026-07-08,132.37,40.43,0.45
2026-07-09,130.57,39.88,0.46
2026-07-13,128.46,39.24,0.47
2026-07-14,120.94,36.94,0.5
2026-07-15,123.95,37.86,0.49
2026-07-16,125.9,38.45,0.48
2026-07-17,115.37,35.24,0.52
2026-07-20,112.67,34.41,0.53
2026-07-21,123.8,37.81,0.49
2026-07-22,131.47,40.15,0.46
2026-07-23,131.77,40.25,0.46
2026-07-24,122.44,37.4,0.49
2026-07-27,121.84,37.21,0.49
2026-07-28,110.11,33.63,0.55
2026-07-29,99.13,30.28,0.61
2026-07-30,88.7,34.43,0.58
2026-07-31,97.54,37.87,0.53
2026-08-03,107.28,41.65,0.48
2026-08-04,106.25,41.25,0.48
2026-08-05,112.54,43.69,0.46
2026-08-06,114.84,44.59,0.45
2026-08-07,116.51,45.23,0.44
2026-08-10,116.12,45.08,0.44
2026-08-11,127.02,49.31,0.4
2026-08-12,131.5,51.05,0.39
2026-08-13,142.01,55.14,0.36
2026-08-14,140.09,54.39,0.37
2026-08-17,149.96,58.22,0.34
2026-08-18,141.89,55.09,0.36
2026-08-19,135.73,52.7,0.38
2026-08-20,144.32,56.03,0.36
2026-08-21,143.55,55.73,0.36
2026-08-24,137.53,53.39,0.37
2026-08-25,142.78,55.43,0.36
2026-08-26,157.01,60.96,0.33
2026-08-27,151.76,58.92,0.34
2026-08-28,154.19,59.86,0.33
2026-08-31,156.37,60.71,0.33
2026-09-01,153.68,59.66,0.33
2026-09-02,151.12,58.67,0.34
