date,per,pbr,dividend_yield
2026-03-20,101.0,20.08,0.5
2026-03-23,90.91,18.07,0.56
2026-03-24,85.59,17.02,0.59
2026-03-25,90.91,18.07,0.56
2026-03-26,93.68,18.62,0.54
2026-03-27,95.9,19.07,0.53
2026-03-30,99.22,19.73,0.51
2026-03-31,93.79,18.65,0.54
2026-04-01,100.67,20.01,0.5
2026-04-02,96.01,19.09,0.53
2026-04-07,100.22,19.93,0.5
2026-04-08,102.11,20.3,0.5
2026-04-09,111.97,22.26,0.45
2026-04-10,115.3,22.92,0.44
2026-04-13,121.4,24.13,0.42
2026-04-14,123.61,24.58,0.41
2026-04-15,121.95,24.25,0.41
2026-04-16,123.61,24.58,0.41
2026-04-17,135.25,26.89,0.37
2026-04-20,133.04,26.45,0.38
2026-04-21,134.7,26.78,0.38
2026-04-22,132.48,26.34,0.38
2026-04-23,134.15,26.67,0.38
2026-04-24,124.72,24.8,0.41
2026-04-27,118.63,23.58,0.43
2026-04-28,130.27,25.9,0.39
2026-04-29,126.39,25.13,0.4
2026-04-30,138.58,27.55,0.36
2026-05-04,138.03,27.44,0.37
2026-05-05,131.93,26.23,0.38
2026-05-06,129.16,25.68,0.39
2026-05-07,119.18,23.69,0.42
2026-05-08,112.53,22.37,0.45
2026-05-11,116.96,23.25,0.43
2026-05-12,116.96,23.25,0.43
2026-05-13,113.64,22.59,0.44
2026-05-14,75.96,21.33,0.43
2026-05-15,74.18,20.82,0.44
2026-05-18,74.54,20.93,0.44
2026-05-19,74.18,20.82,0.44
2026-05-20,70.9,19.9,0.46
2026-05-21,75.96,21.33,0.43
2026-05-22,83.45,23.43,0.39
2026-05-25,80.96,22.73,0.4
2026-05-26,88.8,24.93,0.37
2026-05-27,86.66,24.33,0.38
2026-05-28,78.1,21.93,0.42
2026-05-29,77.75,21.83,0.42
2026-06-01,74.54,20.93,0.44
2026-06-02,74.89,21.03,0.43
2026-06-03,78.1,21.93,0.42
2026-06-04,79.89,22.43,0.41
2026-06-05,80.24,22.53,0.41
2026-06-08,86.31,24.23,0.38
2026-06-09,94.86,26.63,0.34
2026-06-10,87.02,24.43,0.37
2026-06-11,81.31,22.83,0.4
2026-06-12,81.67,22.93,0.4
2026-06-15,89.51,25.13,0.36
2026-06-16,98.43,27.63,0.33
2026-06-17,108.06,30.34,0.3
2026-06-18,113.41,31.84,0.29
2026-06-22,110.91,31.14,0.29
2026-06-23,103.42,29.03,0.31
2026-06-24,103.42,29.03,0.31
2026-06-25,104.14,29.24,0.31
2026-06-26,97.72,27.43,0.33
2026-06-29,105.21,29.54,0.31
2026-06-30,110.56,31.04,0.29
2026-07-01,110.91,31.14,0.29
2026-07-02,100.93,28.33,0.32
2026-07-03,98.43,27.63,0.33
2026-07-06,101.64,28.53,0.32
2026-07-07,95.22,26.73,0.34
2026-07-08,94.15,26.43,0.35
2026-07-09,87.73,24.63,0.37
2026-07-13,88.45,24.83,0.37
2026-07-14,83.81,23.53,0.39
2026-07-15,84.52,23.73,0.38
2026-07-16,80.24,22.53,0.41
2026-07-17,72.4,20.32,0.45
2026-07-20,69.26,19.44,0.47
2026-07-21,70.11,19.68,0.46
2026-07-22,77.03,21.63,0.42
2026-07-23,76.68,21.53,0.42
2026-07-24,71.68,20.12,0.45
2026-07-27,70.97,19.92,0.46
2026-07-28,64.62,18.14,0.5
2026-07-29,61.27,17.2,0.53
2026-07-30,55.49,15.58,0.59
2026-07-31,60.98,17.12,0.53
2026-08-03,67.05,18.82,0.49
2026-08-04,73.47,20.62,0.44
2026-08-05,73.82,20.72,0.44
2026-08-06,80.96,22.73,0.4
2026-08-07,74.54,20.93,0.44
2026-08-10,76.68,21.53,0.42
2026-08-11,75.96,21.33,0.43
2026-08-12,83.45,23.43,0.39
2026-08-13,91.65,25.73,0.35
2026-08-14,86.2,23.24,0.36
2026-08-17,81.82,22.06,0.38
2026-08-18,79.12,21.34,0.39
2026-08-19,76.43,20.61,0.4
2026-08-20,76.43,20.61,0.4
2026-08-21,73.4,19.79,0.42
2026-08-24,77.1,20.79,0.4
2026-08-25,81.82,22.06,0.38
2026-08-26,80.47,21.7,0.38
2026-08-27,88.22,23.79,0.35
2026-08-28,85.19,22.97,0.36
2026-08-31,79.12,21.34,0.39
2026-09-01,79.12,21.34,0.39
