key,date,type,value
2024-03-31_EPS,2024-03-31,EPS,-0.83
2024-03-31_GrossProfit,2024-03-31,GrossProfit,-14498000.0
2024-03-31_IncomeAfterTaxes,2024-03-31,IncomeAfterTaxes,-89902000.0
2024-03-31_OperatingExpenses,2024-03-31,OperatingExpenses,80881000.0
2024-03-31_OperatingIncome,2024-03-31,OperatingIncome,-95287000.0
2024-03-31_PreTaxIncome,2024-03-31,PreTaxIncome,-89902000.0
2024-03-31_Revenue,2024-03-31,Revenue,148198000.0
2024-03-31_TotalNonoperatingIncomeAndExpense,2024-03-31,TotalNonoperatingIncomeAndExpense,5385000.0
2024-06-30_EPS,2024-06-30,EPS,-0.47
2024-06-30_GrossProfit,2024-06-30,GrossProfit,17401000.0
2024-06-30_IncomeAfterTaxes,2024-06-30,IncomeAfterTaxes,-55830000.0
2024-06-30_OperatingExpenses,2024-06-30,OperatingExpenses,76387000.0
2024-06-30_OperatingIncome,2024-06-30,OperatingIncome,-59035000.0
2024-06-30_PreTaxIncome,2024-06-30,PreTaxIncome,-55830000.0
2024-06-30_Revenue,2024-06-30,Revenue,146017000.0
2024-06-30_TotalNonoperatingIncomeAndExpense,2024-06-30,TotalNonoperatingIncomeAndExpense,3205000.0
2024-09-30_EPS,2024-09-30,EPS,-0.5
2024-09-30_GrossProfit,2024-09-30,GrossProfit,9083000.0
2024-09-30_IncomeAfterTaxes,2024-09-30,IncomeAfterTaxes,-57631000.0
2024-09-30_OperatingExpenses,2024-09-30,OperatingExpenses,63272000.0
2024-09-30_OperatingIncome,2024-09-30,OperatingIncome,-54225000.0
2024-09-30_PreTaxIncome,2024-09-30,PreTaxIncome,-57631000.0
2024-09-30_Revenue,2024-09-30,Revenue,132246000.0
2024-09-30_TotalNonoperatingIncomeAndExpense,2024-09-30,TotalNonoperatingIncomeAndExpense,-3406000.0
2024-12-31_EPS,2024-12-31,EPS,-0.43
2024-12-31_GrossProfit,2024-12-31,GrossProfit,11629000.0
2024-12-31_IncomeAfterTaxes,2024-12-31,IncomeAfterTaxes,-51512000.0
2024-12-31_OperatingExpenses,2024-12-31,OperatingExpenses,58671000.0
2024-12-31_OperatingIncome,2024-12-31,OperatingIncome,-46946000.0
2024-12-31_PreTaxIncome,2024-12-31,PreTaxIncome,-51512000.0
2024-12-31_Revenue,2024-12-31,Revenue,147291000.0
2024-12-31_TotalNonoperatingIncomeAndExpense,2024-12-31,TotalNonoperatingIncomeAndExpense,-4566000.0
2025-03-31_EPS,2025-03-31,EPS,0.07
2025-03-31_GrossProfit,2025-03-31,GrossProfit,60819000.0
2025-03-31_IncomeAfterTaxes,2025-03-31,IncomeAfterTaxes,6291000.0
2025-03-31_OperatingExpenses,2025-03-31,OperatingExpenses,56580000.0
2025-03-31_OperatingIncome,2025-03-31,OperatingIncome,4141000.0
2025-03-31_PreTaxIncome,2025-03-31,PreTaxIncome,6291000.0
2025-03-31_Revenue,2025-03-31,Revenue,206119000.0
2025-03-31_TotalNonoperatingIncomeAndExpense,2025-03-31,TotalNonoperatingIncomeAndExpense,2150000.0
2025-06-30_EPS,2025-06-30,EPS,-0.55
2025-06-30_GrossProfit,2025-06-30,GrossProfit,13326000.0
2025-06-30_IncomeAfterTaxes,2025-06-30,IncomeAfterTaxes,-63269000.0
2025-06-30_OperatingExpenses,2025-06-30,OperatingExpenses,61438000.0
2025-06-30_OperatingIncome,2025-06-30,OperatingIncome,-48142000.0
2025-06-30_PreTaxIncome,2025-06-30,PreTaxIncome,-63269000.0
2025-06-30_Revenue,2025-06-30,Revenue,153216000.0
2025-06-30_TotalNonoperatingIncomeAndExpense,2025-06-30,TotalNonoperatingIncomeAndExpense,-15127000.0
2025-09-30_EPS,2025-09-30,EPS,-0.46
2025-09-30_GrossProfit,2025-09-30,GrossProfit,3684000.0
2025-09-30_IncomeAfterTaxes,2025-09-30,IncomeAfterTaxes,-51602000.0
2025-09-30_OperatingExpenses,2025-09-30,OperatingExpenses,56593000.0
2025-09-30_OperatingIncome,2025-09-30,OperatingIncome,-52836000.0
2025-09-30_PreTaxIncome,2025-09-30,PreTaxIncome,-51602000.0
2025-09-30_Revenue,2025-09-30,Revenue,150883000.0
2025-09-30_TotalNonoperatingIncomeAndExpense,2025-09-30,TotalNonoperatingIncomeAndExpense,1234000.0
2025-12-31_EPS,2025-12-31,EPS,-0.46
2025-12-31_GrossProfit,2025-12-31,GrossProfit,14505000.0
2025-12-31_IncomeAfterTaxes,2025-12-31,IncomeAfterTaxes,-51955000.0
2025-12-31_OperatingExpenses,2025-12-31,OperatingExpenses,70537000.0
2025-12-31_OperatingIncome,2025-12-31,OperatingIncome,-56152000.0
2025-12-31_PreTaxIncome,2025-12-31,PreTaxIncome,-51955000.0
2025-12-31_Revenue,2025-12-31,Revenue,173058000.0
2025-12-31_TotalNonoperatingIncomeAndExpense,2025-12-31,TotalNonoperatingIncomeAndExpense,4197000.0
2026-03-31_EPS,2026-03-31,EPS,-0.32
2026-03-31_GrossProfit,2026-03-31,GrossProfit,17887000.0
2026-03-31_IncomeAfterTaxes,2026-03-31,IncomeAfterTaxes,-36366000.0
2026-03-31_OperatingExpenses,2026-03-31,OperatingExpenses,57773000.0
2026-03-31_OperatingIncome,2026-03-31,OperatingIncome,-39839000.0
2026-03-31_PreTaxIncome,2026-03-31,PreTaxIncome,-36366000.0
2026-03-31_Revenue,2026-03-31,Revenue,182685000.0
2026-03-31_TotalNonoperatingIncomeAndExpense,2026-03-31,TotalNonoperatingIncomeAndExpense,3473000.0
2026-06-30_EPS,2026-06-30,EPS,-0.16
2026-06-30_GrossProfit,2026-06-30,GrossProfit,38904000.0
2026-06-30_IncomeAfterTaxes,2026-06-30,IncomeAfterTaxes,-17770000.0
2026-06-30_OperatingExpenses,2026-06-30,OperatingExpenses,56091000.0
2026-06-30_OperatingIncome,2026-06-30,OperatingIncome,-17082000.0
2026-06-30_PreTaxIncome,2026-06-30,PreTaxIncome,-17770000.0
2026-06-30_Revenue,2026-06-30,Revenue,196311000.0
2026-06-30_TotalNonoperatingIncomeAndExpense,2026-06-30,TotalNonoperatingIncomeAndExpense,-688000.0
