date,per,pbr,dividend_yield
2025-08-04,18.67,2.06,3.59
2025-08-05,18.54,2.04,3.62
2025-08-06,18.35,2.02,3.66
2025-08-07,18.73,2.06,3.58
2025-08-08,18.86,2.08,3.56
2025-08-11,19.26,2.24,3.51
2025-08-12,18.88,2.19,3.58
2025-08-13,18.94,2.2,3.57
2025-08-14,18.88,2.19,3.58
2025-08-15,18.88,2.19,3.58
2025-08-18,19.2,2.23,3.52
2025-08-19,18.94,2.2,3.57
2025-08-20,18.49,2.15,3.66
2025-08-21,18.37,2.13,3.68
2025-08-22,18.3,2.12,3.69
2025-08-25,18.94,2.2,3.57
2025-08-26,19.01,2.21,3.56
2025-08-27,19.2,2.23,3.52
2025-08-28,18.81,2.18,3.59
2025-08-29,19.26,2.24,3.51
2025-09-01,19.9,2.31,3.4
2025-09-02,20.03,2.32,3.38
2025-09-03,20.03,2.32,3.38
2025-09-04,19.64,2.28,3.44
2025-09-05,19.9,2.31,3.4
2025-09-08,21.88,2.54,3.09
2025-09-09,21.3,2.47,3.17
2025-09-10,21.56,2.5,3.14
2025-09-11,21.24,2.46,3.18
2025-09-12,21.3,2.47,3.17
2025-09-15,21.24,2.46,3.18
2025-09-16,21.62,2.51,3.13
2025-09-17,21.56,2.5,3.14
2025-09-18,21.68,2.52,3.12
2025-09-19,21.68,2.52,3.12
2025-09-22,22.0,2.55,3.07
2025-09-23,22.26,2.58,3.04
2025-09-24,21.94,2.55,3.08
2025-09-25,21.94,2.55,3.08
2025-09-26,21.11,2.45,3.2
2025-09-30,20.92,2.43,3.23
2025-10-01,20.79,2.41,3.25
2025-10-02,20.98,2.44,3.22
2025-10-03,21.11,2.45,3.2
2025-10-07,22.13,2.57,3.05
2025-10-08,22.26,2.58,3.04
2025-10-09,22.83,2.65,2.96
2025-10-13,22.07,2.56,3.06
2025-10-14,21.62,2.51,3.13
2025-10-15,22.7,2.64,2.98
2025-10-16,24.43,2.83,2.77
2025-10-17,25.0,2.9,2.7
2025-10-20,25.51,2.96,2.65
2025-10-21,24.87,2.89,2.72
2025-10-22,24.62,2.86,2.75
2025-10-23,25.0,2.9,2.7
2025-10-27,25.83,3.0,2.62
2025-10-28,25.89,3.01,2.61
2025-10-29,28.19,3.27,2.4
2025-10-30,28.7,3.33,2.36
2025-10-31,31.57,3.66,2.14
2025-11-03,31.38,3.64,2.15
2025-11-04,30.48,3.54,2.22
2025-11-05,29.97,3.48,2.26
2025-11-06,29.85,3.46,2.26
2025-11-07,29.15,3.38,2.32
2025-11-10,29.15,3.38,2.32
2025-11-11,28.18,3.14,2.32
2025-11-12,28.06,3.12,2.33
2025-11-13,28.62,3.19,2.29
2025-11-14,27.5,3.06,2.38
2025-11-17,27.19,3.03,2.41
2025-11-18,26.58,2.96,2.47
2025-11-19,25.9,2.88,2.53
2025-11-20,27.5,3.06,2.38
2025-11-21,25.83,2.88,2.54
2025-11-24,26.02,2.9,2.52
2025-11-25,26.21,2.92,2.5
2025-11-26,26.89,2.99,2.44
2025-11-27,28.49,3.17,2.3
2025-11-28,28.37,3.16,2.31
2025-12-01,27.75,3.09,2.36
2025-12-02,28.24,3.15,2.32
2025-12-03,28.31,3.15,2.31
2025-12-04,28.18,3.14,2.32
2025-12-05,28.55,3.18,2.29
2025-12-08,29.36,3.27,2.23
2025-12-09,29.67,3.3,2.21
2025-12-10,30.22,3.37,2.17
2025-12-11,30.22,3.37,2.17
2025-12-12,30.1,3.35,2.18
2025-12-15,28.92,3.22,2.26
2025-12-16,28.31,3.15,2.31
2025-12-17,28.24,3.15,2.32
2025-12-18,27.44,3.06,2.39
2025-12-19,28.37,3.16,2.31
2025-12-22,28.68,3.19,2.28
2025-12-23,28.99,3.23,2.26
2025-12-24,28.99,3.23,2.26
2025-12-26,29.73,3.31,2.2
2025-12-29,31.03,3.45,2.11
2025-12-30,30.78,3.43,2.13
2025-12-31,30.96,3.45,2.12
2026-01-02,31.89,3.55,2.05
2026-01-05,32.57,3.63,2.01
2026-01-06,33.56,3.74,1.95
2026-01-07,33.99,3.79,1.93
2026-01-08,33.81,3.76,1.94
2026-01-09,33.62,3.74,1.95
2026-01-12,34.98,3.9,1.87
2026-01-13,35.78,3.98,1.83
2026-01-14,36.4,4.05,1.8
2026-01-15,36.9,4.11,1.78
2026-01-16,37.52,4.18,1.75
2026-01-19,36.96,4.12,1.77
2026-01-20,36.59,4.07,1.79
2026-01-21,35.97,4.01,1.82
2026-01-22,36.84,4.1,1.78
2026-01-23,38.01,4.23,1.72
2026-01-26,38.57,4.29,1.7
2026-01-27,37.89,4.22,1.73
2026-01-28,38.81,4.32,1.69
2026-01-29,38.32,4.27,1.71
2026-01-30,36.71,4.09,1.78
2026-02-02,36.09,4.02,1.82
2026-02-03,37.33,4.16,1.75
2026-02-04,37.39,4.16,1.75
2026-02-05,35.11,3.91,1.87
2026-02-06,37.64,4.19,1.74
2026-02-09,40.42,4.5,1.62
2026-02-10,42.52,4.74,1.54
2026-02-11,43.82,4.88,1.5
2026-02-23,43.14,4.8,1.52
2026-02-24,47.16,5.25,1.39
2026-02-25,48.08,5.35,1.36
2026-02-26,47.9,5.33,1.37
2026-03-02,45.8,5.1,1.43
2026-03-03,44.44,4.95,1.47
2026-03-04,40.48,4.51,1.62
2026-03-05,43.7,4.87,1.5
2026-03-06,42.27,4.71,1.55
2026-03-09,39.56,4.4,1.66
2026-03-10,36.11,4.23,1.58
2026-03-11,37.19,4.36,1.53
2026-03-12,36.06,4.22,1.58
2026-03-13,36.76,4.31,1.55
2026-03-16,36.33,4.26,1.57
2026-03-17,36.81,4.31,1.55
2026-03-18,38.48,4.51,1.48
2026-03-19,37.35,4.38,1.53
2026-03-20,37.03,4.34,1.54
2026-03-23,35.47,4.16,1.61
2026-03-24,35.79,4.19,1.59
2026-03-25,37.89,4.44,1.51
2026-03-26,38.64,4.53,1.48
2026-03-27,38.05,4.46,1.5
2026-03-30,38.05,4.46,1.87
2026-03-31,35.36,4.14,2.01
2026-04-01,38.86,4.55,1.83
2026-04-02,38.86,4.55,1.83
2026-04-07,37.89,4.44,1.88
2026-04-08,41.23,4.83,1.72
2026-04-09,42.2,4.94,1.68
2026-04-10,42.3,4.96,1.68
2026-04-13,44.94,5.27,1.58
2026-04-14,45.64,5.35,1.56
2026-04-15,48.06,5.63,1.48
2026-04-16,48.49,5.68,1.47
2026-04-17,47.58,5.57,1.49
2026-04-20,49.68,5.82,1.43
2026-04-21,50.81,5.95,1.4
2026-04-22,50.05,5.86,1.42
2026-04-23,50.0,5.86,1.42
2026-04-24,53.39,6.26,1.33
2026-04-27,53.34,6.25,1.33
2026-04-28,53.34,6.25,1.33
2026-04-29,52.58,6.16,1.35
2026-04-30,51.45,6.03,1.38
2026-05-04,56.51,6.62,1.26
2026-05-05,55.97,6.56,1.27
2026-05-06,56.4,6.61,1.26
2026-05-07,58.13,6.81,1.22
2026-05-08,55.54,6.51,1.28
2026-05-11,57.8,6.77,1.23
2026-05-12,51.53,6.95,1.19
2026-05-13,50.88,6.86,1.2
2026-05-14,50.88,6.86,1.2
2026-05-15,50.79,6.85,1.21
2026-05-18,47.35,6.38,1.29
2026-05-19,43.83,5.91,1.4
2026-05-20,44.2,5.96,1.39
2026-05-21,47.35,6.38,1.29
2026-05-22,52.09,7.02,1.18
2026-05-25,57.29,7.72,1.07
2026-05-26,56.73,7.65,1.08
2026-05-27,59.61,8.04,1.03
2026-05-28,58.22,7.85,1.05
2026-05-29,56.73,7.65,1.08
2026-06-01,55.8,7.52,1.1
2026-06-02,54.78,7.38,1.12
2026-06-03,57.38,7.73,1.07
2026-06-04,55.06,7.42,1.11
2026-06-05,53.57,7.22,1.14
2026-06-08,50.14,6.76,1.22
2026-06-09,52.83,7.12,1.16
2026-06-10,50.05,6.75,1.22
2026-06-11,50.51,6.81,1.21
2026-06-12,54.78,7.38,1.12
2026-06-15,54.78,7.38,1.12
2026-06-16,54.97,7.41,1.11
2026-06-17,55.25,7.45,1.11
2026-06-18,56.92,7.67,1.08
2026-06-22,62.58,8.44,0.98
2026-06-23,61.47,8.29,1.0
2026-06-24,60.63,8.17,1.01
2026-06-25,59.52,8.02,1.03
2026-06-26,58.68,7.91,1.04
2026-06-29,58.22,7.85,1.05
2026-06-30,63.14,8.51,0.97
2026-07-01,65.27,8.8,0.94
2026-07-02,67.5,9.1,0.91
2026-07-03,63.32,8.54,0.96
2026-07-06,63.05,8.5,0.97
2026-07-07,60.45,8.15,1.01
2026-07-08,58.03,7.82,1.05
2026-07-09,62.86,8.47,0.97
2026-07-13,62.21,8.39,0.98
2026-07-14,59.52,8.02,1.03
2026-07-15,63.42,8.55,0.96
2026-07-16,63.32,8.54,0.96
2026-07-17,57.01,7.68,1.07
2026-07-20,55.43,7.47,1.1
2026-07-21,58.77,7.92,1.04
2026-07-22,60.91,8.21,1.0
2026-07-23,60.26,8.12,1.01
2026-07-24,56.92,7.67,1.07
2026-07-27,56.45,7.61,1.08
2026-07-28,51.44,6.93,1.19
2026-07-29,46.33,6.25,1.32
2026-07-30,46.89,6.32,1.3
2026-07-31,51.53,6.95,1.19
2026-08-03,56.64,7.63,1.08
2026-08-04,54.32,7.32,1.12
2026-08-05,55.06,7.42,1.11
2026-08-06,55.25,7.45,1.11
2026-08-07,54.32,7.32,1.12
2026-08-10,45.59,7.12,1.04
2026-08-11,45.51,7.11,1.05
2026-08-12,44.93,7.02,1.06
2026-08-13,45.3,7.07,1.05
2026-08-14,44.57,6.96,1.07
2026-08-17,44.5,6.95,1.07
2026-08-18,43.34,6.77,1.1
2026-08-19,42.55,6.64,1.12
2026-08-20,42.69,6.67,1.12
2026-08-21,42.47,6.63,1.12
2026-08-24,42.84,6.69,1.11
2026-08-25,42.76,6.68,1.11
2026-08-26,42.84,6.69,1.11
2026-08-27,43.78,6.84,1.09
2026-08-28,44.93,7.02,1.06
2026-08-31,42.26,6.6,1.13
2026-09-01,44.14,6.89,1.08
