date,per,pbr,dividend_yield
2025-01-02,19.88,5.18,4.07
2025-01-03,20.1,5.24,4.03
2025-01-06,20.98,5.47,3.86
2025-01-07,21.94,5.72,3.69
2025-01-08,21.64,5.64,3.74
2025-01-09,21.2,5.53,3.82
2025-01-10,21.57,5.62,3.75
2025-01-13,20.47,5.34,3.96
2025-01-14,20.61,5.38,3.93
2025-01-15,20.91,5.45,3.87
2025-01-16,21.5,5.61,3.77
2025-01-17,21.05,5.49,3.85
2025-01-20,21.28,5.55,3.81
2025-01-21,21.57,5.62,3.75
2025-01-22,21.57,5.62,3.75
2025-02-03,22.08,5.76,3.67
2025-02-04,21.94,5.72,3.69
2025-02-05,22.45,5.86,3.61
2025-02-06,22.45,5.86,3.61
2025-02-07,22.45,5.86,3.61
2025-02-10,21.79,5.68,3.72
2025-02-11,22.23,5.8,3.64
2025-02-12,21.86,5.7,3.7
2025-02-13,22.38,5.84,3.62
2025-02-14,22.16,5.78,3.66
2025-02-17,22.75,5.93,3.56
2025-02-18,22.6,5.89,3.58
2025-02-19,22.67,5.91,3.57
2025-02-20,22.08,5.76,3.67
2025-02-21,22.23,5.8,3.64
2025-02-24,22.75,5.93,3.56
2025-02-25,22.82,5.95,3.55
2025-02-26,22.97,5.99,3.53
2025-02-27,22.31,5.82,3.63
2025-03-03,22.02,5.91,3.74
2025-03-04,22.55,6.05,3.66
2025-03-05,22.55,6.05,3.66
2025-03-06,22.4,6.01,3.68
2025-03-07,21.95,5.89,3.75
2025-03-10,20.9,5.61,3.94
2025-03-11,20.75,5.57,3.97
2025-03-12,21.12,5.67,3.83
2025-03-13,20.82,5.59,3.88
2025-03-14,20.97,5.63,3.86
2025-03-17,21.35,5.73,3.79
2025-03-18,22.1,5.93,3.66
2025-03-19,21.95,5.89,3.69
2025-03-20,22.25,5.97,3.64
2025-03-21,22.17,5.95,3.65
2025-03-24,22.17,5.95,3.65
2025-03-25,22.85,6.13,3.54
2025-03-26,22.7,6.09,3.56
2025-03-27,22.25,5.97,3.64
2025-03-28,21.95,5.89,3.69
2025-03-31,20.82,5.59,3.88
2025-04-01,21.87,5.87,3.7
2025-04-02,21.5,5.77,3.76
2025-04-07,19.4,5.2,4.17
2025-04-08,18.88,5.06,4.29
2025-04-09,17.75,4.76,4.56
2025-04-10,19.48,5.22,4.15
2025-04-11,20.75,5.57,3.9
2025-04-14,20.97,5.63,3.86
2025-04-15,20.75,5.57,3.9
2025-04-16,20.45,5.49,3.96
2025-04-17,20.07,5.38,4.03
2025-04-18,20.45,5.49,3.96
2025-04-21,20.15,5.41,4.01
2025-04-22,19.48,5.22,4.15
2025-04-23,20.52,5.51,3.94
2025-04-24,19.93,5.34,4.06
2025-04-25,20.67,5.55,3.91
2025-04-28,20.22,5.43,4.0
2025-04-29,20.52,5.51,3.94
2025-04-30,20.22,5.43,4.0
2025-05-02,19.48,5.22,4.15
2025-05-05,19.4,5.2,4.17
2025-05-06,19.18,5.14,4.22
2025-05-07,19.1,5.12,4.24
2025-05-08,19.33,5.18,4.19
2025-05-09,19.85,5.32,4.08
2025-05-12,19.7,5.28,4.11
2025-05-13,20.3,5.45,3.99
2025-05-14,20.81,5.59,3.97
2025-05-15,20.96,5.63,3.94
2025-05-16,20.88,5.61,3.96
2025-05-19,20.04,5.38,4.12
2025-05-20,20.12,5.41,4.11
2025-05-21,20.5,5.51,4.03
2025-05-22,20.27,5.45,4.08
2025-05-23,20.12,5.41,4.11
2025-05-26,19.58,5.26,4.22
2025-05-27,19.58,5.26,4.22
2025-05-28,19.58,5.26,4.22
2025-05-29,19.28,5.18,4.29
2025-06-02,19.28,5.18,4.29
2025-06-03,19.51,5.24,4.24
2025-06-04,19.51,5.24,4.24
2025-06-05,19.05,5.12,4.34
2025-06-06,19.58,5.26,4.22
2025-06-09,19.66,5.28,4.2
2025-06-10,20.43,5.49,4.04
2025-06-11,20.12,5.41,4.11
2025-06-12,19.66,5.28,4.2
2025-06-13,19.12,5.14,4.32
2025-06-16,19.2,5.16,4.3
2025-06-17,19.51,5.24,4.24
2025-06-18,19.66,5.28,4.2
2025-06-19,19.35,5.2,4.27
2025-06-20,19.12,5.14,4.32
2025-06-23,19.2,5.16,4.3
2025-06-24,19.43,5.22,4.25
2025-06-25,19.81,5.32,4.17
2025-06-26,19.74,5.3,4.19
2025-06-27,19.66,5.28,4.2
2025-06-30,19.12,5.14,4.32
2025-07-01,19.51,5.24,4.24
2025-07-02,19.81,5.32,4.17
2025-07-03,19.43,5.22,4.25
2025-07-04,19.74,5.3,4.19
2025-07-07,19.58,5.26,4.22
2025-07-08,19.43,5.22,4.25
2025-07-09,20.73,5.57,3.99
2025-07-10,21.42,5.75,3.86
2025-07-11,21.73,5.84,3.8
2025-07-14,21.19,5.69,3.9
2025-07-15,21.34,5.73,3.87
2025-07-16,21.57,5.8,3.83
2025-07-17,21.27,5.71,3.88
2025-07-18,21.57,5.8,3.83
2025-07-21,21.8,5.86,3.79
2025-07-22,21.88,5.88,3.78
2025-07-23,21.88,5.88,3.78
2025-07-24,21.88,5.88,3.78
2025-07-25,21.88,5.88,3.78
2025-07-28,21.42,5.75,3.86
2025-07-29,20.81,5.59,3.97
2025-07-30,21.11,5.67,3.91
2025-07-31,20.96,5.63,3.94
2025-08-01,20.65,5.55,4.0
2025-08-04,20.35,5.47,4.06
2025-08-05,20.5,5.51,4.03
2025-08-06,20.2,5.43,4.09
2025-08-07,20.73,5.57,3.99
2025-08-08,20.65,5.55,4.0
2025-08-11,20.73,5.57,3.99
2025-08-12,20.81,5.59,3.97
2025-08-13,20.54,5.8,3.94
2025-08-14,20.84,5.89,3.88
2025-08-15,20.54,5.8,3.94
2025-08-18,21.14,5.97,3.83
2025-08-19,20.84,5.89,3.88
2025-08-20,20.31,5.74,3.99
2025-08-21,20.46,5.78,3.96
2025-08-22,20.46,5.78,3.96
2025-08-25,21.14,5.97,3.83
2025-08-26,20.99,5.93,3.86
2025-08-27,20.99,5.93,3.86
2025-08-28,20.76,5.86,3.9
2025-08-29,20.54,5.8,3.94
2025-09-01,20.39,5.76,3.97
2025-09-02,20.39,5.76,3.97
2025-09-03,20.91,5.91,3.87
2025-09-04,20.76,5.86,3.9
2025-09-05,21.51,6.08,3.76
2025-09-08,21.44,6.06,3.78
2025-09-09,22.64,6.39,3.58
2025-09-10,22.34,6.31,3.62
2025-09-11,22.19,6.27,3.65
2025-09-12,22.26,6.29,3.64
2025-09-15,22.26,6.29,3.64
2025-09-16,23.01,6.5,3.52
2025-09-17,22.64,6.39,3.58
2025-09-18,22.64,6.39,3.58
2025-09-19,21.59,6.1,3.75
2025-09-22,21.06,5.95,3.84
2025-09-23,20.61,5.82,3.93
2025-09-24,19.94,5.63,4.06
2025-09-25,20.16,5.7,4.01
2025-09-26,19.64,5.55,4.12
2025-09-30,19.72,5.57,4.11
2025-10-01,19.27,5.44,4.2
2025-10-02,19.19,5.42,4.22
2025-10-03,19.79,5.59,4.09
2025-10-07,19.87,5.61,4.08
2025-10-08,20.01,5.65,4.04
2025-10-09,20.16,5.7,4.01
2025-10-13,19.72,5.57,4.11
2025-10-14,19.57,5.53,4.14
2025-10-15,19.72,5.57,4.11
2025-10-16,19.94,5.63,4.06
2025-10-17,19.94,5.63,4.06
2025-10-20,20.09,5.67,4.03
2025-10-21,20.09,5.67,4.03
2025-10-22,19.94,5.63,4.06
2025-10-23,19.42,5.48,4.17
2025-10-27,20.01,5.65,4.04
2025-10-28,19.72,5.57,4.11
2025-10-29,19.49,5.5,4.15
2025-10-30,19.64,5.55,4.12
2025-10-31,19.64,5.55,4.12
2025-11-03,19.49,5.5,4.15
2025-11-04,19.72,5.57,4.11
2025-11-05,19.94,5.63,4.06
2025-11-06,19.34,5.46,4.19
2025-11-07,18.89,5.34,4.29
2025-11-10,18.74,5.29,4.32
2025-11-11,18.59,5.25,4.35
2025-11-12,18.67,5.27,4.34
2025-11-13,18.71,4.73,4.34
2025-11-14,18.49,4.67,4.39
2025-11-17,18.49,4.67,4.39
2025-11-18,17.59,4.44,4.62
2025-11-19,17.44,4.41,4.66
2025-11-20,17.81,4.5,4.56
2025-11-21,17.21,4.35,4.72
2025-11-24,17.29,4.37,4.7
2025-11-25,17.81,4.5,4.56
2025-11-26,19.54,4.94,4.15
2025-11-27,20.14,5.09,4.03
2025-11-28,20.97,5.3,3.87
2025-12-01,21.72,5.49,3.74
2025-12-02,21.27,5.38,3.82
2025-12-03,21.04,5.32,3.86
2025-12-04,21.12,5.34,3.84
2025-12-05,21.42,5.41,3.79
2025-12-08,21.64,5.47,3.75
2025-12-09,21.34,5.39,3.8
2025-12-10,21.94,5.55,3.7
2025-12-11,20.97,5.3,3.87
2025-12-12,21.12,5.34,3.84
2025-12-15,21.34,5.39,3.8
2025-12-16,21.34,5.39,3.8
2025-12-17,21.42,5.41,3.79
2025-12-18,21.34,5.39,3.8
2025-12-19,21.19,5.36,3.83
2025-12-22,21.04,5.32,3.86
2025-12-23,20.89,5.28,3.88
2025-12-24,20.74,5.24,3.91
2025-12-26,20.82,5.26,3.9
2025-12-29,21.34,5.39,3.8
2025-12-30,21.34,5.39,3.8
2025-12-31,21.49,5.43,3.78
2026-01-02,22.1,5.58,3.67
2026-01-05,22.92,5.79,3.54
2026-01-06,22.32,5.64,3.64
2026-01-07,22.4,5.66,3.62
2026-01-08,21.72,5.49,3.74
2026-01-09,21.34,5.39,3.8
2026-01-12,21.72,5.49,3.74
2026-01-13,22.32,5.64,3.64
2026-01-14,22.55,5.7,3.6
2026-01-15,22.4,5.66,3.62
2026-01-16,22.62,5.72,3.59
2026-01-19,22.32,5.64,3.64
2026-01-20,22.32,5.64,3.64
2026-01-21,22.02,5.57,3.69
2026-01-22,22.32,5.64,3.64
2026-01-23,24.5,6.19,3.31
2026-01-26,26.6,6.72,3.05
2026-01-27,26.68,6.74,3.04
2026-01-28,26.75,6.76,3.03
2026-01-29,26.75,6.76,3.03
2026-01-30,26.45,6.69,3.07
2026-02-02,25.63,6.48,3.17
2026-02-03,26.98,6.82,3.01
2026-02-04,27.06,6.84,3.0
2026-02-05,26.6,6.72,3.05
2026-02-06,25.7,6.5,3.16
2026-02-09,27.51,6.95,2.95
2026-02-10,27.73,7.01,2.93
2026-02-11,27.88,7.05,2.91
2026-02-23,26.98,6.82,3.01
2026-02-24,27.43,6.93,2.96
2026-02-25,28.11,7.1,2.89
2026-02-26,29.48,7.75,2.78
2026-03-02,28.8,7.57,2.84
2026-03-03,27.51,7.23,2.98
2026-03-04,26.07,6.85,3.14
2026-03-05,26.9,7.07,3.04
2026-03-06,26.75,7.03,3.06
2026-03-09,25.23,6.63,3.21
2026-03-10,25.84,6.79,3.14
2026-03-11,26.75,7.03,3.03
2026-03-12,27.05,7.11,3.0
2026-03-13,26.07,6.85,3.11
2026-03-16,25.92,6.81,3.13
2026-03-17,26.22,6.89,3.09
2026-03-18,26.22,6.89,3.09
2026-03-19,25.46,6.69,3.18
2026-03-20,25.77,6.77,3.15
2026-03-23,24.63,6.47,3.29
2026-03-24,24.55,6.45,3.3
2026-03-25,24.55,6.45,3.3
2026-03-26,24.1,6.34,3.36
2026-03-27,24.02,6.32,3.38
2026-03-30,22.89,6.02,3.54
2026-03-31,22.58,5.94,3.59
2026-04-01,22.2,5.84,3.65
2026-04-02,22.2,5.84,3.65
2026-04-07,22.28,5.86,3.64
2026-04-08,23.95,6.3,3.39
2026-04-09,23.87,6.28,3.4
2026-04-10,23.87,6.28,3.4
2026-04-13,24.55,6.45,3.3
2026-04-14,26.07,6.85,3.11
2026-04-15,27.13,7.13,2.99
2026-04-16,28.72,7.55,2.82
2026-04-17,29.18,7.67,2.78
2026-04-20,28.8,7.57,2.82
2026-04-21,31.68,8.33,2.56
2026-04-22,34.78,9.14,2.33
2026-04-23,33.57,8.83,2.42
2026-04-24,36.91,9.7,2.2
2026-04-27,36.91,9.7,2.2
2026-04-28,39.63,10.42,2.05
2026-04-29,39.03,10.26,2.08
2026-04-30,39.56,10.4,2.05
2026-05-04,43.5,11.44,1.86
2026-05-05,47.82,12.57,1.7
2026-05-06,51.99,13.67,1.56
2026-05-07,51.83,13.63,1.56
2026-05-08,55.02,14.46,1.47
2026-05-11,58.81,15.46,1.38
2026-05-12,56.08,14.74,1.45
2026-05-13,52.97,13.93,1.53
2026-05-14,54.26,13.93,1.57
2026-05-15,51.95,13.33,1.64
2026-05-18,54.18,13.9,1.57
2026-05-19,50.28,12.9,1.7
2026-05-20,51.47,13.21,1.66
2026-05-21,56.57,14.52,1.51
2026-05-22,61.51,15.79,1.39
2026-05-25,67.65,17.36,1.26
2026-05-26,67.97,17.44,1.25
2026-05-27,73.94,18.98,1.15
2026-05-28,70.28,18.04,1.21
2026-05-29,68.69,17.63,1.24
2026-06-01,72.59,18.63,1.17
2026-06-02,72.11,18.51,1.18
2026-06-03,72.43,18.59,1.18
2026-06-04,70.6,18.12,1.21
2026-06-05,68.53,17.59,1.24
2026-06-08,64.86,16.64,1.31
2026-06-09,71.31,18.3,1.2
2026-06-10,66.22,16.99,1.29
2026-06-11,65.1,16.71,1.31
2026-06-12,66.61,17.09,1.28
2026-06-15,71.24,18.28,1.2
2026-06-16,72.67,18.65,1.17
2026-06-17,71.08,18.24,1.2
2026-06-18,69.96,17.95,1.22
2026-06-22,71.16,18.26,1.2
2026-06-23,72.27,18.55,1.18
2026-06-24,68.29,17.52,1.25
2026-06-25,68.69,17.63,1.24
2026-06-26,61.83,15.87,1.38
2026-06-29,62.31,15.99,1.37
2026-06-30,67.65,17.36,1.26
2026-07-01,69.08,17.73,1.23
2026-07-02,69.24,17.77,1.23
2026-07-03,66.85,17.16,1.28
2026-07-06,65.74,16.87,1.3
2026-07-07,64.22,16.48,1.33
2026-07-08,63.67,16.34,1.34
2026-07-09,62.55,16.05,1.36
2026-07-13,60.96,15.64,1.4
2026-07-14,58.33,14.97,1.46
2026-07-15,59.6,15.3,1.43
2026-07-16,58.96,15.13,1.45
2026-07-17,53.71,13.78,1.59
2026-07-20,53.23,13.66,1.6
2026-07-21,58.49,15.01,1.46
2026-07-22,61.35,15.75,1.39
2026-07-23,61.75,15.85,1.38
2026-07-24,59.76,15.34,1.43
2026-07-27,58.65,15.05,1.45
2026-07-28,52.83,13.56,1.61
2026-07-29,50.2,12.88,1.7
2026-07-30,51.55,13.23,1.65
2026-07-31,58.71,13.38,1.5
2026-08-03,64.57,14.71,1.37
2026-08-04,63.83,14.54,1.38
2026-08-05,66.06,15.05,1.34
2026-08-06,64.74,14.75,1.36
2026-08-07,64.41,14.67,1.37
2026-08-10,65.4,14.9,1.35
2026-08-11,66.39,15.13,1.33
2026-08-12,66.31,15.11,1.33
2026-08-13,69.78,15.9,1.27
2026-08-14,69.53,15.84,1.27
2026-08-17,66.89,15.24,1.32
2026-08-18,64.16,14.62,1.38
2026-08-19,63.5,14.47,1.39
2026-08-20,61.11,13.92,1.45
