date,margin_balance,short_balance,margin_limit,offset
2026-01-02,2030,0,17083,0
2026-01-05,2059,0,17083,0
2026-01-06,2047,0,17083,0
2026-01-07,2051,0,17083,0
2026-01-08,2047,0,17083,0
2026-01-09,2043,0,17083,0
2026-01-12,2083,0,17083,0
2026-01-13,2201,1,17083,0
2026-01-14,1868,24,17083,0
2026-01-15,1655,4,17083,9
2026-01-16,1718,5,17083,3
2026-01-19,1753,4,17083,1
2026-01-20,1822,2,17083,0
2026-01-21,1891,1,17083,0
2026-01-22,1955,0,17083,0
2026-01-23,2027,1,17083,0
2026-01-26,1996,1,17083,0
2026-01-27,2039,6,17083,0
2026-01-28,2033,5,17083,0
2026-01-29,2036,0,17083,9
2026-01-30,2051,0,17083,0
2026-02-02,2093,2,17083,0
2026-02-03,2072,7,17083,1
2026-02-04,1986,6,17083,5
2026-02-05,1924,23,17083,7
2026-02-06,1986,24,17083,2
2026-02-09,1992,14,17083,0
2026-02-10,2200,8,17083,2
2026-02-11,2115,10,17083,0
2026-02-23,2366,21,17083,4
2026-02-24,2447,17,17083,3
2026-02-25,2080,19,17083,18
2026-02-26,2590,47,17083,1
2026-03-02,2840,95,17083,35
2026-03-03,2427,80,17083,50
2026-03-04,2250,39,17083,130
2026-03-05,2179,31,17083,67
2026-03-06,2209,33,17083,61
2026-03-09,2146,15,17083,31
2026-03-10,2101,16,17083,71
2026-03-11,2128,16,17083,42
2026-03-12,2112,17,17083,31
2026-03-13,2099,16,17083,32
2026-03-16,2129,18,17083,74
2026-03-17,2011,17,17083,132
2026-03-18,2050,15,17083,1
2026-03-19,2161,13,17083,5
2026-03-20,2252,9,17083,0
2026-03-23,2330,0,17083,0
2026-03-24,2473,0,17083,0
2026-03-25,2448,0,17083,0
2026-03-26,2371,0,17083,0
2026-03-27,2633,10,17083,35
2026-03-30,2816,17,17083,471
2026-03-31,2659,10,17083,16
2026-04-01,2743,13,17083,0
2026-04-02,2703,47,17083,1
2026-04-07,2686,15,17083,0
2026-04-08,2695,21,17083,0
2026-04-09,2629,25,17083,1
2026-04-10,2818,17,17083,7
2026-04-13,3578,25,17083,3
2026-04-14,3445,14,17083,0
2026-04-15,3814,41,17083,22
2026-04-16,3761,113,17083,0
2026-04-17,4875,81,17083,51
2026-04-20,5123,181,17083,25
2026-04-21,4527,292,17083,12
2026-04-22,4260,167,17083,285
2026-04-23,3784,66,17083,80
2026-04-24,3814,38,17083,98
2026-04-27,3913,29,17083,106
2026-04-28,3876,29,17083,88
2026-04-29,3804,26,17083,85
2026-04-30,3807,28,17083,23
2026-05-04,3778,28,17083,77
2026-05-05,3703,30,17083,28
2026-05-06,3660,33,17083,104
2026-05-07,3503,58,17083,15
2026-05-08,3722,107,17083,82
2026-05-11,3913,126,17083,3
2026-05-12,4106,167,17083,4
2026-05-13,4540,158,17083,29
2026-05-14,4950,158,17083,11
2026-05-15,5019,153,17083,1
2026-05-18,5154,98,17083,15
2026-05-19,5170,75,17083,8
2026-05-20,5051,81,17083,5
2026-05-21,4915,102,17083,14
2026-05-22,4221,191,17083,17
2026-05-25,4044,107,17083,17
2026-05-26,4021,96,17083,15
2026-05-27,4194,111,17083,4
2026-05-28,3679,135,17083,48
2026-05-29,3899,130,17083,8
2026-06-01,3710,105,17083,2
2026-06-02,3716,93,17083,7
2026-06-03,3879,93,17083,23
2026-06-04,3885,95,17083,1
2026-06-05,3847,81,17083,4
2026-06-08,3763,75,17083,14
2026-06-09,3967,60,17083,16
2026-06-10,4135,0,17083,0
2026-06-11,4118,0,17083,0
2026-06-12,4416,0,17083,0
2026-06-15,4197,0,17083,0
2026-06-16,3906,34,17083,49
2026-06-17,4108,95,17083,51
2026-06-18,4270,87,17083,1
2026-06-22,4430,99,17083,0
2026-06-23,4258,103,17083,3
2026-06-24,4361,78,17083,0
2026-06-25,4414,81,17083,0
2026-06-26,4493,124,17083,26
2026-06-29,4385,139,17083,3
2026-06-30,4480,116,17083,1
2026-07-01,4614,140,17083,11
2026-07-02,4503,154,17083,12
2026-07-03,4448,169,17083,8
2026-07-06,4320,158,17083,2
2026-07-07,4235,132,17083,2
2026-07-08,4159,141,17083,8
2026-07-09,4129,92,17083,2
2026-07-13,4102,110,17083,2
2026-07-14,4124,67,17083,1
2026-07-15,4152,71,17083,0
2026-07-16,4153,84,17083,4
2026-07-17,3955,72,17083,3
2026-07-20,3630,69,17083,3
2026-07-21,3552,55,17083,0
2026-07-22,3582,34,17083,0
2026-07-23,3603,33,17083,0
2026-07-24,3606,29,17083,0
2026-07-27,3584,29,17083,2
2026-07-28,3487,30,17083,0
2026-07-29,3295,34,17083,0
2026-07-30,3301,23,17083,2
2026-07-31,3255,23,17083,0
2026-08-03,3254,29,17083,1
2026-08-04,3235,31,17083,0
2026-08-05,3162,45,17083,0
2026-08-06,3168,34,17083,2
2026-08-07,3168,36,17083,0
2026-08-10,3169,47,17083,0
2026-08-11,3153,47,17083,0
2026-08-12,3124,54,17083,0
2026-08-13,3174,54,17083,1
2026-08-14,3221,46,17083,0
2026-08-17,3245,46,17083,0
2026-08-18,3281,49,17083,1
2026-08-19,3218,49,17083,1
2026-08-20,3212,49,17083,0
2026-08-21,3238,49,17083,5
2026-08-24,3235,36,17083,0
2026-08-25,3215,38,17083,0
2026-08-26,3258,38,17083,0
2026-08-27,3267,38,17083,0
2026-08-28,3227,38,17083,0
2026-08-31,3240,38,17083,0
2026-09-01,3238,39,17083,0
2026-09-02,3235,39,17083,2
2026-09-03,3244,41,17083,0
