date,per,pbr,dividend_yield
2025-01-02,1195.0,1.04,4.18
2025-01-03,1187.5,1.04,4.21
2025-01-06,1255.0,1.1,3.98
2025-01-07,1232.5,1.08,4.06
2025-01-08,1230.0,1.07,4.07
2025-01-09,1215.0,1.06,4.12
2025-01-10,1202.5,1.05,4.16
2025-01-13,1150.0,1.0,4.35
2025-01-14,1170.0,1.02,4.27
2025-01-15,1167.5,1.02,4.28
2025-01-16,1170.0,1.02,4.27
2025-01-17,1165.0,1.02,4.29
2025-01-20,1170.0,1.02,4.27
2025-01-21,1170.0,1.02,4.27
2025-01-22,1175.0,1.03,4.26
2025-02-03,1175.0,1.03,4.26
2025-02-04,1177.5,1.03,4.25
2025-02-05,1177.5,1.03,4.25
2025-02-06,1210.0,1.06,4.13
2025-02-07,1210.0,1.06,4.13
2025-02-10,1205.0,1.05,4.15
2025-02-11,1215.0,1.06,4.12
2025-02-12,1220.0,1.07,4.1
2025-02-13,1220.0,1.07,4.1
2025-02-14,1215.0,1.06,4.12
2025-02-17,1217.5,1.06,4.11
2025-02-18,1337.5,1.17,3.74
2025-02-19,1295.0,1.13,3.86
2025-02-20,1292.5,1.13,3.87
2025-02-21,1315.0,1.15,3.8
2025-02-24,1322.5,1.16,3.78
2025-02-25,1315.0,1.15,3.8
2025-02-26,1315.0,1.15,3.8
2025-02-27,1317.5,1.15,3.8
2025-03-03,1302.5,1.14,3.84
2025-03-04,1310.0,1.14,3.82
2025-03-05,1305.0,1.14,3.83
2025-03-06,1305.0,1.14,3.83
2025-03-07,1295.0,1.13,3.86
2025-03-10,1282.5,1.12,3.9
2025-03-11,1260.0,1.1,3.97
2025-03-12,1265.0,1.1,3.95
2025-03-13,1260.0,1.1,3.97
2025-03-14,62.13,1.06,1.21
2025-03-17,62.0,1.06,1.21
2025-03-18,62.13,1.06,1.21
2025-03-19,61.75,1.06,1.21
2025-03-20,62.0,1.06,1.21
2025-03-21,62.0,1.06,1.21
2025-03-24,61.88,1.06,1.21
2025-03-25,61.75,1.06,1.21
2025-03-26,61.5,1.05,1.22
2025-03-27,61.13,1.04,1.23
2025-03-28,60.0,1.03,1.25
2025-03-31,56.38,0.96,1.33
2025-04-01,57.13,0.98,1.31
2025-04-02,56.63,0.97,1.32
2025-04-07,51.0,0.87,1.47
2025-04-08,46.0,0.79,1.63
2025-04-09,41.5,0.71,1.81
2025-04-10,45.63,0.78,1.64
2025-04-11,45.13,0.77,1.66
2025-04-14,46.5,0.79,1.61
2025-04-15,48.13,0.82,1.56
2025-04-16,47.13,0.81,1.59
2025-04-17,48.25,0.82,1.55
2025-04-18,47.5,0.81,1.58
2025-04-21,46.75,0.8,1.6
2025-04-22,46.75,0.8,1.6
2025-04-23,47.5,0.81,1.58
2025-04-24,50.13,0.86,1.5
2025-04-25,50.25,0.86,1.49
2025-04-28,50.75,0.87,1.48
2025-04-29,51.38,0.88,1.46
2025-04-30,50.88,0.87,1.47
2025-05-02,50.63,0.87,1.48
2025-05-05,50.0,0.85,1.5
2025-05-06,50.13,0.86,1.5
2025-05-07,49.75,0.85,1.51
2025-05-08,49.88,0.85,1.5
2025-05-09,54.75,0.94,1.37
2025-05-12,146.0,0.92,1.37
2025-05-13,144.0,0.91,1.39
2025-05-14,143.67,0.91,1.39
2025-05-15,142.67,0.9,1.4
2025-05-16,142.67,0.9,1.4
2025-05-19,141.33,0.9,1.42
2025-05-20,141.33,0.9,1.42
2025-05-21,141.33,0.9,1.42
2025-05-22,141.0,0.89,1.42
2025-05-23,140.33,0.89,1.43
2025-05-26,139.33,0.88,1.44
2025-05-27,138.67,0.88,1.44
2025-05-28,138.67,0.88,1.44
2025-05-29,138.33,0.88,1.45
2025-06-02,137.33,0.87,1.46
2025-06-03,136.67,0.87,1.46
2025-06-04,137.0,0.87,1.46
2025-06-05,137.67,0.87,1.45
2025-06-06,137.0,0.87,1.46
2025-06-09,136.67,0.87,1.46
2025-06-10,144.67,0.92,1.38
2025-06-11,140.67,0.89,1.42
2025-06-12,141.0,0.89,1.42
2025-06-13,138.67,0.88,1.44
2025-06-16,136.67,0.87,1.46
2025-06-17,138.0,0.87,1.45
2025-06-18,138.67,0.88,1.44
2025-06-19,137.33,0.87,1.46
2025-06-20,135.0,0.86,1.48
2025-06-23,134.33,0.85,1.49
2025-06-24,136.33,0.86,1.47
2025-06-25,136.67,0.87,1.46
2025-06-26,137.67,0.87,1.45
2025-06-27,137.67,0.87,1.45
2025-06-30,136.33,0.86,1.47
2025-07-01,137.33,0.87,1.46
2025-07-02,136.67,0.87,1.46
2025-07-03,136.33,0.86,1.47
2025-07-04,134.33,0.85,1.49
2025-07-07,133.0,0.84,1.5
2025-07-08,131.0,0.83,1.53
2025-07-09,129.67,0.82,1.54
2025-07-10,129.67,0.82,1.54
2025-07-11,130.0,0.82,1.54
2025-07-14,130.33,0.83,1.53
2025-07-15,133.0,0.84,1.5
2025-07-16,131.67,0.83,1.52
2025-07-17,132.33,0.84,1.51
2025-07-18,131.33,0.83,1.52
2025-07-21,130.67,0.83,1.53
2025-07-22,129.0,0.82,1.55
2025-07-23,130.0,0.82,1.54
2025-07-24,130.0,0.82,1.54
2025-07-25,130.0,0.82,1.54
2025-07-28,130.0,0.82,1.54
2025-07-29,132.0,0.84,1.52
2025-07-30,132.0,0.84,1.52
2025-07-31,132.33,0.84,1.51
2025-08-01,132.33,0.84,1.51
2025-08-04,132.33,0.84,1.51
2025-08-05,134.33,0.85,1.49
2025-08-06,135.0,0.86,1.48
2025-08-07,136.33,0.86,1.47
2025-08-08,136.0,0.86,1.47
2025-08-11,133.67,0.85,1.5
2025-08-12,0.0,0.95,1.49
2025-08-13,0.0,0.94,1.5
2025-08-14,0.0,0.95,1.5
2025-08-15,0.0,0.95,1.5
2025-08-18,0.0,0.95,1.49
2025-08-19,0.0,0.96,1.47
2025-08-20,0.0,0.94,1.51
2025-08-21,0.0,0.95,1.49
2025-08-22,0.0,0.94,1.5
2025-08-25,0.0,0.94,1.5
2025-08-26,0.0,0.94,1.5
2025-08-27,0.0,0.94,1.51
2025-08-28,0.0,0.94,1.51
2025-08-29,0.0,0.94,1.51
2025-09-01,0.0,0.95,1.5
2025-09-02,0.0,0.94,1.5
2025-09-03,0.0,0.94,1.51
2025-09-04,0.0,0.94,1.51
2025-09-05,0.0,0.94,1.5
2025-09-08,0.0,0.94,1.5
2025-09-09,0.0,0.94,1.5
2025-09-10,0.0,0.94,1.5
2025-09-11,0.0,0.93,1.52
2025-09-12,0.0,0.93,1.52
2025-09-15,0.0,0.93,1.52
2025-09-16,0.0,0.93,1.53
2025-09-17,0.0,0.92,1.53
2025-09-18,0.0,0.94,1.5
2025-09-19,0.0,0.97,1.46
2025-09-22,0.0,0.99,1.43
2025-09-23,0.0,1.06,1.34
2025-09-24,0.0,1.05,1.35
2025-09-25,0.0,1.06,1.34
2025-09-26,0.0,1.03,1.37
2025-09-30,0.0,1.03,1.37
2025-10-01,0.0,1.04,1.36
2025-10-02,0.0,1.03,1.37
2025-10-03,0.0,1.04,1.36
2025-10-07,0.0,1.03,1.38
2025-10-08,0.0,1.0,1.41
2025-10-09,0.0,1.02,1.39
2025-10-13,0.0,0.98,1.44
2025-10-14,0.0,0.98,1.45
2025-10-15,0.0,0.98,1.44
2025-10-16,0.0,0.99,1.43
2025-10-17,0.0,1.0,1.42
2025-10-20,0.0,1.04,1.36
2025-10-21,0.0,1.03,1.37
2025-10-22,0.0,1.02,1.39
2025-10-23,0.0,1.03,1.38
2025-10-27,0.0,1.01,1.4
2025-10-28,0.0,0.99,1.44
2025-10-29,0.0,0.99,1.43
2025-10-30,0.0,1.0,1.41
2025-10-31,0.0,1.02,1.38
2025-11-03,0.0,1.03,1.38
2025-11-04,0.0,0.99,1.42
2025-11-05,0.0,0.99,1.44
2025-11-06,0.0,1.0,1.42
2025-11-07,0.0,0.99,1.44
2025-11-10,0.0,0.95,1.48
2025-11-11,0.0,0.92,1.48
2025-11-12,0.0,0.94,1.45
2025-11-13,0.0,0.96,1.43
2025-11-14,0.0,0.94,1.45
2025-11-17,0.0,0.93,1.47
2025-11-18,0.0,0.93,1.47
2025-11-19,0.0,0.91,1.5
2025-11-20,0.0,0.91,1.5
2025-11-21,0.0,0.89,1.53
2025-11-24,0.0,0.9,1.51
2025-11-25,0.0,0.9,1.52
2025-11-26,0.0,0.92,1.49
2025-11-27,0.0,0.91,1.5
2025-11-28,0.0,0.91,1.5
2025-12-01,0.0,0.9,1.52
2025-12-02,0.0,0.91,1.51
2025-12-03,0.0,0.91,1.5
2025-12-04,0.0,0.91,1.5
2025-12-05,0.0,0.91,1.5
2025-12-08,0.0,0.92,1.49
2025-12-09,0.0,0.91,1.5
2025-12-10,0.0,0.92,1.49
2025-12-11,0.0,0.92,1.48
2025-12-12,0.0,0.92,1.49
2025-12-15,0.0,0.92,1.49
2025-12-16,0.0,0.96,1.43
2025-12-17,0.0,0.94,1.45
2025-12-18,0.0,0.94,1.45
2025-12-19,0.0,0.93,1.47
2025-12-22,0.0,0.94,1.46
2025-12-23,0.0,0.93,1.46
2025-12-24,0.0,0.92,1.48
2025-12-26,0.0,0.94,1.45
2025-12-29,0.0,0.95,1.44
2025-12-30,0.0,0.95,1.44
2025-12-31,0.0,0.94,1.46
2026-01-02,0.0,0.94,1.45
2026-01-05,0.0,0.94,1.45
2026-01-06,0.0,0.94,1.46
2026-01-07,0.0,0.94,1.45
2026-01-08,0.0,0.94,1.46
2026-01-09,0.0,0.93,1.46
2026-01-12,0.0,0.94,1.45
2026-01-13,0.0,1.04,1.32
2026-01-14,0.0,1.14,1.2
2026-01-15,0.0,1.2,1.14
2026-01-16,0.0,1.14,1.2
2026-01-19,0.0,1.17,1.17
2026-01-20,0.0,1.16,1.18
2026-01-21,0.0,1.11,1.23
2026-01-22,0.0,1.11,1.23
2026-01-23,0.0,1.18,1.16
2026-01-26,0.0,1.15,1.19
2026-01-27,0.0,1.13,1.21
2026-01-28,0.0,1.11,1.23
2026-01-29,0.0,1.12,1.21
2026-01-30,0.0,1.07,1.27
2026-02-02,0.0,1.03,1.33
2026-02-03,0.0,1.13,1.21
2026-02-04,0.0,1.24,1.1
2026-02-05,0.0,1.32,1.03
2026-02-06,0.0,1.26,1.09
2026-02-09,0.0,1.2,1.14
2026-02-10,0.0,1.28,1.07
2026-02-11,0.0,1.24,1.1
2026-02-23,0.0,1.33,1.03
2026-02-24,0.0,1.41,0.97
2026-02-25,0.0,1.46,0.94
2026-02-26,0.0,1.61,0.85
2026-03-02,0.0,1.76,0.77
2026-03-03,0.0,1.84,0.74
2026-03-04,0.0,1.66,0.82
2026-03-05,0.0,1.66,0.82
