date,per,pbr,dividend_yield
2026-03-06,0.0,1.63,0.84
2026-03-09,0.0,1.48,0.92
2026-03-10,0.0,1.45,0.94
2026-03-11,0.0,1.51,0.45
2026-03-12,0.0,1.53,0.45
2026-03-13,0.0,1.57,0.43
2026-03-16,0.0,1.73,0.39
2026-03-17,0.0,1.76,0.39
2026-03-18,0.0,1.73,0.4
2026-03-19,0.0,1.66,0.41
2026-03-20,0.0,1.58,0.43
2026-03-23,835.0,1.46,0.45
2026-03-24,917.5,1.6,0.41
2026-03-25,970.0,1.7,0.39
2026-03-26,908.75,1.59,0.41
2026-03-27,998.75,1.75,0.38
2026-03-30,968.75,1.69,0.39
2026-03-31,935.0,1.64,0.4
2026-04-01,926.25,1.62,0.4
2026-04-02,893.75,1.56,0.42
2026-04-07,885.0,1.55,0.42
2026-04-08,921.25,1.61,0.41
2026-04-09,908.75,1.59,0.41
2026-04-10,943.75,1.65,0.4
2026-04-13,1037.5,1.81,0.36
2026-04-14,1008.75,1.76,0.37
2026-04-15,1073.75,1.88,0.35
2026-04-16,1180.0,2.06,0.32
2026-04-17,1241.25,2.17,0.3
2026-04-20,1365.0,2.39,0.27
2026-04-21,1415.0,2.47,0.27
2026-04-22,1307.5,2.29,0.29
2026-04-23,1195.0,2.09,0.31
2026-04-24,1123.75,1.97,0.33
2026-04-27,1052.5,1.84,0.36
2026-04-28,1150.0,2.01,0.33
2026-04-29,1131.25,1.98,0.33
2026-04-30,1133.75,1.98,0.33
2026-05-04,1170.0,2.05,0.32
2026-05-05,1233.75,2.16,0.3
2026-05-06,1195.0,2.09,0.31
2026-05-07,1312.5,2.3,0.29
2026-05-08,1220.0,2.13,0.31
2026-05-11,199.8,2.13,0.3
2026-05-12,219.6,2.34,0.27
2026-05-13,217.2,2.31,0.28
2026-05-14,212.0,2.26,0.28
2026-05-15,216.0,2.3,0.28
2026-05-18,224.4,2.39,0.27
2026-05-19,215.6,2.3,0.28
2026-05-20,221.2,2.36,0.27
2026-05-21,243.2,2.59,0.25
2026-05-22,267.2,2.84,0.22
2026-05-25,271.6,2.89,0.22
2026-05-26,278.0,2.96,0.22
2026-05-27,275.6,2.93,0.22
2026-05-28,302.8,3.22,0.2
2026-05-29,296.8,3.16,0.2
2026-06-01,280.4,2.99,0.21
2026-06-02,279.2,2.97,0.21
2026-06-03,288.8,3.07,0.21
2026-06-04,272.8,2.9,0.22
2026-06-05,269.6,2.87,0.22
2026-06-08,264.0,2.81,0.23
2026-06-09,280.4,2.99,0.21
2026-06-10,272.8,2.9,0.22
2026-06-11,290.4,3.09,0.21
2026-06-12,272.0,2.9,0.22
2026-06-15,277.6,2.96,0.22
2026-06-16,260.8,2.78,0.23
2026-06-17,274.8,2.93,0.22
2026-06-18,268.4,2.86,0.22
2026-06-22,268.8,2.86,0.22
2026-06-23,244.8,2.61,0.25
2026-06-24,242.8,2.59,0.25
2026-06-25,232.0,2.47,0.26
2026-06-26,234.0,2.49,0.26
2026-06-29,233.6,2.49,0.26
2026-06-30,234.4,2.5,0.26
2026-07-01,246.8,2.63,0.24
2026-07-02,248.8,2.65,0.24
2026-07-03,262.4,2.79,0.23
2026-07-06,254.0,2.7,0.24
2026-07-07,242.0,2.58,0.25
2026-07-08,240.0,2.56,0.25
2026-07-09,240.0,2.56,0.25
2026-07-13,221.6,2.36,0.27
2026-07-14,213.6,2.27,0.28
2026-07-15,210.8,2.24,0.28
2026-07-16,209.6,2.23,0.29
2026-07-17,189.2,2.01,0.32
2026-07-20,178.8,1.9,0.34
2026-07-21,178.4,1.9,0.34
2026-07-22,181.0,1.93,0.33
2026-07-23,176.4,1.88,0.34
2026-07-24,174.2,1.85,0.34
2026-07-27,174.4,1.86,0.34
2026-07-28,160.8,1.71,0.37
2026-07-29,150.4,1.6,0.4
2026-07-30,146.6,1.56,0.41
2026-07-31,159.4,1.7,0.38
2026-08-03,161.0,1.71,0.37
2026-08-04,168.2,1.79,0.36
2026-08-05,174.0,1.85,0.34
2026-08-06,171.4,1.82,0.35
2026-08-07,167.6,1.78,0.36
2026-08-10,178.6,1.9,0.34
2026-08-11,179.0,1.91,0.34
2026-08-12,44.53,1.96,0.32
2026-08-13,45.09,1.99,0.31
2026-08-14,44.43,1.96,0.32
2026-08-17,45.47,2.01,0.31
2026-08-18,43.63,1.92,0.32
2026-08-19,44.34,1.96,0.32
2026-08-20,43.4,1.91,0.33
2026-08-21,43.82,1.93,0.32
2026-08-24,42.64,1.88,0.33
2026-08-25,44.34,1.96,0.32
2026-08-26,44.43,1.96,0.32
2026-08-27,44.34,1.96,0.32
2026-08-28,43.73,1.93,0.32
2026-08-31,42.92,1.89,0.33
2026-09-01,44.43,1.96,0.32
