key,date,type,value
2024-03-31_EPS,2024-03-31,EPS,0.32
2024-03-31_GrossProfit,2024-03-31,GrossProfit,96162000.0
2024-03-31_IncomeAfterTaxes,2024-03-31,IncomeAfterTaxes,21822000.0
2024-03-31_OperatingExpenses,2024-03-31,OperatingExpenses,85064000.0
2024-03-31_OperatingIncome,2024-03-31,OperatingIncome,11098000.0
2024-03-31_PreTaxIncome,2024-03-31,PreTaxIncome,33228000.0
2024-03-31_Revenue,2024-03-31,Revenue,392527000.0
2024-03-31_TotalNonoperatingIncomeAndExpense,2024-03-31,TotalNonoperatingIncomeAndExpense,22130000.0
2024-06-30_EPS,2024-06-30,EPS,0.19
2024-06-30_GrossProfit,2024-06-30,GrossProfit,84370000.0
2024-06-30_IncomeAfterTaxes,2024-06-30,IncomeAfterTaxes,12690000.0
2024-06-30_OperatingExpenses,2024-06-30,OperatingExpenses,85893000.0
2024-06-30_OperatingIncome,2024-06-30,OperatingIncome,-1523000.0
2024-06-30_PreTaxIncome,2024-06-30,PreTaxIncome,15172000.0
2024-06-30_Revenue,2024-06-30,Revenue,384102000.0
2024-06-30_TotalNonoperatingIncomeAndExpense,2024-06-30,TotalNonoperatingIncomeAndExpense,16695000.0
2024-09-30_EPS,2024-09-30,EPS,-0.26
2024-09-30_GrossProfit,2024-09-30,GrossProfit,70201000.0
2024-09-30_IncomeAfterTaxes,2024-09-30,IncomeAfterTaxes,-17456000.0
2024-09-30_OperatingExpenses,2024-09-30,OperatingExpenses,87065000.0
2024-09-30_OperatingIncome,2024-09-30,OperatingIncome,-16864000.0
2024-09-30_PreTaxIncome,2024-09-30,PreTaxIncome,-17624000.0
2024-09-30_Revenue,2024-09-30,Revenue,350799000.0
2024-09-30_TotalNonoperatingIncomeAndExpense,2024-09-30,TotalNonoperatingIncomeAndExpense,-760000.0
2024-12-31_EPS,2024-12-31,EPS,0.15
2024-12-31_GrossProfit,2024-12-31,GrossProfit,89331000.0
2024-12-31_IncomeAfterTaxes,2024-12-31,IncomeAfterTaxes,10311000.0
2024-12-31_OperatingExpenses,2024-12-31,OperatingExpenses,88744000.0
2024-12-31_OperatingIncome,2024-12-31,OperatingIncome,587000.0
2024-12-31_PreTaxIncome,2024-12-31,PreTaxIncome,16410000.0
2024-12-31_Revenue,2024-12-31,Revenue,376024000.0
