r,w_med,w_p10,w_p90,w_min,w_max,w_spread,w_edge_frac,cagr_cost0,mdd_cost0,cagr_shift1,mdd_shift1,placebo_same5,placebo_same7,placebo_len,compose_dev_w0,compose_dev_w1,compose_turn_w0,shuf_mdd_med,shuf_cagr_med
14,0.4093129449730557,0.33799517760443193,0.5025180235809165,0.2565926722584431,0.5623759578312973,0.16452284597648453,0.0,0.24810258070008606,-0.3373918666701949,0.24567077711437735,-0.3380939483096381,True,False,22,8.229182079839406e-15,3.184256834476803e-15,0.0,-0.34890089261598045,0.24125000418563003
15,0.39896231703044627,0.3288575473413885,0.49587861259598937,0.25028534193162155,0.5412417166477667,0.16702106525460086,0.0,0.29065399037954043,-0.32471451374161553,0.2875001867639091,-0.3257030435303256,True,False,22,8.229182079839406e-15,4.2192889692793205e-15,0.0,-0.33085178624489087,0.28452494721581334
16,0.40381758441584914,0.33189383123459076,0.5,0.28661214770639787,0.6329976246557248,0.16810616876540924,0.0,0.2940599851538088,-0.3271715487004617,0.29078740873999087,-0.3278132390167225,True,False,22,8.229182079839406e-15,3.013390372693315e-15,0.0,-0.33065502471102887,0.28004159739181367
17,0.4092493949445495,0.3226339894436285,0.5,0.24604074894831499,0.5462361985227413,0.17736601055637152,0.0,0.27154694826366677,-0.3532547006811334,0.2690981890406432,-0.3533549810695918,True,False,22,8.229182079839406e-15,2.087552435697934e-15,0.0,-0.3351683275685599,0.2681820939585754
18,0.42861868524002683,0.3572280147295257,0.4996318035553094,0.27440763785430683,0.5503662170680429,0.1424037888257837,0.0,0.2432683656050918,-0.31888669605524966,0.2411040414805612,-0.319740572880372,True,False,22,8.229182079839406e-15,4.476980741160997e-15,0.0,-0.32730558834547435,0.23441686917934434
19,0.39503421758264046,0.33158050759331215,0.4919691461661481,0.2836542166952958,0.5143372357537306,0.16038863857283597,0.0,0.2859371384766374,-0.3217675943749182,0.28323523941863016,-0.322500186563114,True,False,22,8.229182079839406e-15,3.229096385724237e-15,0.0,-0.32361067117082254,0.26699789413476915
20,0.40239834493629184,0.3476781369294823,0.48310548244394297,0.28951240184070837,0.5,0.13542734551446067,0.0,0.2881141721900218,-0.31817581595936256,0.2859101538825657,-0.3182844935117879,True,False,22,8.229182079839406e-15,2.6121540801188373e-15,0.0,-0.3094012348143147,0.28094024472901546
21,0.4071839830420909,0.33080916586958126,0.5,0.28229547723376913,0.5702496716980969,0.16919083413041874,0.0,0.3157823472608179,-0.3270057335914021,0.31291491912471603,-0.32727929974872,True,False,22,8.229182079839406e-15,3.1147073112598777e-15,0.0,-0.31597692188272813,0.31485858386209364
22,0.4243693108477982,0.3576227342906125,0.5265762858646513,0.2736634375783371,0.5855097160657791,0.16895355157403885,0.0,0.2286976356740289,-0.33996109475405684,0.2263321500427502,-0.34015677692733093,True,False,22,8.229182079839406e-15,2.15322111487057e-15,0.0,-0.3259162691010165,0.21975645657339204
23,0.4142036444952427,0.3680860679897879,0.4920544304920481,0.29238001940954067,0.5293719689962525,0.12396836250226023,0.0,0.2817678626887299,-0.3137709878230683,0.2789732450698972,-0.31395874431010123,True,False,22,8.229182079839406e-15,5.32606968075113e-15,0.0,-0.3143837512936398,0.2759205127924751
24,0.40747845250263004,0.3545070568738508,0.5,0.2680706768578523,0.5620919388895688,0.1454929431261492,0.0,0.27688098153870166,-0.32202133555597584,0.27424502766773307,-0.32281847067967595,True,False,22,8.229182079839406e-15,5.285308762512961e-15,0.0,-0.32286028101432673,0.2704141931062449
25,0.42237063900945854,0.35409010154565623,0.5347765693585464,0.2892547245933486,0.5976252240202615,0.18068646781289022,0.0,0.2616036130886401,-0.38506359246577726,0.2594918822529806,-0.385308008803761,True,False,22,8.229182079839406e-15,4.015601586805728e-15,0.0,-0.36501714440384614,0.2527037856442005
26,0.4104715589797984,0.3364623156337102,0.5091919738810705,0.2556792707120317,0.5656870673187744,0.1727296582473603,0.0,0.26758641132074,-0.3564043649040675,0.2648687287508851,-0.35653649376495467,True,False,22,8.229182079839406e-15,4.102943232311152e-15,0.0,-0.3424600942572611,0.2631506409941706
27,0.39210555234908706,0.342019459685204,0.49045653923579174,0.3016110675053409,0.5339276185407201,0.14843707955058777,0.0,0.24807618292698908,-0.32927183426785356,0.2455380652778134,-0.32996573815518326,True,False,22,8.229182079839406e-15,5.025218076473799e-15,0.0,-0.3310297409307412,0.2482143686010243
28,0.40306618419025647,0.3315111805176577,0.5075025064816305,0.23023324641924225,0.5601727451609642,0.17599132596397282,0.0,0.30709746973963203,-0.33960961789389016,0.3041096069079907,-0.33981199239923865,True,False,22,8.229182079839406e-15,8.307992523363495e-15,0.0,-0.32474801233395195,0.2978391611812633
29,0.4101594368825121,0.3440102006401266,0.5,0.2931646666258807,0.5322900822713857,0.1559897993598734,0.0,0.2717479660145725,-0.34184600914721663,0.26897888298417993,-0.34188989089115523,True,False,22,8.229182079839406e-15,2.2289645028439716e-15,0.0,-0.33053410792009696,0.2574573083458578
30,0.40854469052910064,0.33679452620864264,0.500882614940829,0.24589249463292717,0.5216424914992307,0.16408808873218633,0.0,0.2898232372092837,-0.31447743540493095,0.2869613386403569,-0.3147728613856281,True,False,22,8.229182079839406e-15,2.782513695885993e-15,0.0,-0.3122545029913444,0.27440003635944044
31,0.41264005855781205,0.33778575384434384,0.5,0.2525171844174131,0.5489645238272031,0.16221424615565616,0.0,0.282314020692058,-0.3253378069597203,0.2797663120998555,-0.3257823563214395,True,False,22,8.229182079839406e-15,6.22045736680858e-15,0.0,-0.324943621825331,0.27020815277900234
32,0.4146184244284096,0.3593429509758937,0.5034335898165186,0.3461587989504271,0.5718168363970563,0.14409063884062495,0.0,0.20841759175446795,-0.29591030456089357,0.20607598405367877,-0.2962772050810609,True,False,22,8.229182079839406e-15,2.36063123025887e-15,0.0,-0.29685799032335014,0.20638296369346298
33,0.4111983007437798,0.3261152025781189,0.5054872859986881,0.2430225759762361,0.5307474601119765,0.1793720834205692,0.0,0.27607563916309696,-0.30745059398831176,0.27292186614559766,-0.3080062115028442,True,False,22,8.229182079839406e-15,2.0376729607049656e-15,0.0,-0.31092295992605656,0.2606570895400646
34,0.4142606878080121,0.35372880431482945,0.5,0.25046242462354185,0.5667626605928316,0.14627119568517055,0.0,0.24666584996831187,-0.33335021294936784,0.24444723417757075,-0.33348622067399236,True,False,22,8.229182079839406e-15,2.9718445688348944e-15,0.0,-0.3189863204681279,0.23785071283281223
35,0.41484329157295535,0.3592363196598742,0.4994639144597652,0.3084932244546151,0.5378541719879344,0.140227594799891,0.0,0.2780775837113396,-0.3040628761217005,0.2755644485320623,-0.30455962996006214,True,False,22,8.229182079839406e-15,5.510961001186221e-15,0.0,-0.306287556260022,0.2703275511229436
36,0.41796921686416344,0.35556237255398215,0.5,0.27596681302441334,0.5419192155953916,0.14443762744601785,0.0,0.26291217964532354,-0.33160401859875843,0.2601626997843083,-0.33136900953519766,True,False,22,8.229182079839406e-15,3.0030600075217192e-15,0.0,-0.3254676887340803,0.2451832368307474
37,0.4080042595639074,0.34503264172559767,0.5,0.3247924975738683,0.5308991538588126,0.15496735827440233,0.0,0.2988984210133201,-0.3300252865449029,0.2962329352074464,-0.33056889651531696,True,False,22,8.229182079839406e-15,2.0469730142147218e-15,0.0,-0.331958087783478,0.2893557378399514
38,0.42716108097048133,0.3707004134107945,0.5170101820986437,0.32618918321142565,0.5426892861557112,0.14630976868784917,0.0,0.2005526671642972,-0.3605636024072758,0.19839232866257883,-0.3605647673897442,True,False,22,8.229182079839406e-15,2.466650945306091e-15,0.0,-0.34787601163559834,0.19545792090175296
39,0.40408278905086087,0.36471243789624386,0.5,0.3347499084769221,0.5448743763222511,0.13528756210375614,0.0,0.2646084152221868,-0.37101310095697093,0.26240955584097736,-0.37105191688571276,True,False,22,8.229182079839406e-15,5.278534357063061e-15,0.0,-0.35524541712932345,0.26097307457291263
40,0.4252390835366996,0.34788808185844305,0.5,0.26145595132509813,0.5325372198685212,0.15211191814155695,0.0,0.27025386562092124,-0.30393732935468726,0.2676400897056104,-0.3044515147618891,True,False,22,8.229182079839406e-15,2.5254857021695828e-15,0.0,-0.304466629567329,0.2593169491847327
41,0.4185564134397609,0.35912984117356456,0.5064090862045888,0.31892900440674316,0.5768610213589991,0.14727924503102424,0.0,0.23656543436624844,-0.3407928220970839,0.23398266556784653,-0.3409665475589528,True,False,22,8.229182079839406e-15,5.0037403106792434e-15,0.0,-0.33257615441765603,0.22623370457610426
42,0.4158238565342578,0.3600812992355704,0.5097688862881854,0.2725852526002927,0.5471538043293863,0.14968758705261498,0.0,0.20685421537760296,-0.34274031049720305,0.20378404323465182,-0.3430666644403036,True,False,22,8.229182079839406e-15,4.788974831337147e-15,0.0,-0.3376758640814271,0.19815344147437286
43,0.4174768047644594,0.3501850342941023,0.5,0.29443508856363526,0.5314974976641189,0.1498149657058977,0.0,0.2855563189208912,-0.3149150898072068,0.28304347860038304,-0.315292891124424,True,False,22,8.229182079839406e-15,6.806528937498857e-15,0.0,-0.3128480774864792,0.2692260916980792
44,0.4194912602407611,0.34088582301645565,0.5068932388225336,0.27808855881580147,0.5551530254931036,0.16600741580607792,0.0,0.284751915650735,-0.3665170309240086,0.28229715666373956,-0.36657756809578323,True,False,22,8.229182079839406e-15,2.4361026546042034e-15,0.0,-0.3497401368103509,0.2716586631399939
45,0.39782780728048256,0.3196098917626765,0.5,0.2289361228335935,0.5357983395822485,0.1803901082373235,0.0,0.303193087832093,-0.3123046255485116,0.3004876830474821,-0.3130445928204684,True,False,22,8.229182079839406e-15,3.2813744941179055e-15,0.0,-0.31542156894288176,0.2854558013668377
46,0.4037342241976165,0.33565995042151864,0.5192091874802723,0.24337119852430983,0.5589448511748619,0.1835492370587537,0.0,0.30072101351501535,-0.39514586509129374,0.29770310282865475,-0.3950472442335529,True,False,22,8.229182079839406e-15,5.785383978771906e-15,0.0,-0.3763421507873971,0.28434528134505743
47,0.4145498086122603,0.34312450333890054,0.49519193703760406,0.2669724968328593,0.5134041004662414,0.1520674336987035,0.0,0.2711999701505452,-0.36861278522738034,0.2690445984762664,-0.3687752871047128,True,False,22,8.229182079839406e-15,4.408939852650633e-15,0.0,-0.35728948855705117,0.2591569928901317
48,0.4214365194563251,0.3578021095067507,0.5,0.30652435040565384,0.5371130218169343,0.14219789049324932,0.0,0.2722993370193654,-0.3490457503232082,0.27038050249228784,-0.34889196328361805,True,False,22,8.229182079839406e-15,5.6253963862166e-15,0.0,-0.3362195852390156,0.26310089785032187
49,0.43402487887203384,0.3619776652364127,0.5386983677946902,0.32888403042069253,0.5664083822677553,0.17672070255827743,0.0,0.24212837244300478,-0.32107467008668183,0.2394911253643408,-0.32171866079533695,True,False,22,8.229182079839406e-15,4.249765037626019e-15,0.0,-0.3349231872080896,0.23222361188765572
50,0.4013996231399636,0.33585898276521686,0.5,0.2409093207526118,0.5605936298976483,0.16414101723478314,0.0,0.27887782287018625,-0.3499603668725395,0.27611942377793586,-0.35040637438356936,True,False,22,8.229182079839406e-15,5.063672195903204e-15,0.0,-0.350261477114332,0.27049385335098797
51,0.42571328641719314,0.35756081309356624,0.5,0.2795735461308589,0.5781376346354052,0.14243918690643376,0.0,0.25427139297877344,-0.3119148468947282,0.2515271410104829,-0.312442950388908,True,False,22,8.229182079839406e-15,7.751360149790221e-15,0.0,-0.3158822506668054,0.24548918481111803
52,0.4185574606913392,0.3516936915971199,0.5175125587235349,0.28522782260341173,0.5709350324638788,0.16581886712641497,0.0,0.22019309280433896,-0.36715787209958406,0.2174583573248643,-0.36698116494834787,True,False,22,8.229182079839406e-15,4.329822360240467e-15,0.0,-0.3501199446452686,0.20774585243488253
53,0.43607843458865386,0.37411369422312996,0.5058474568257745,0.3262504346173588,0.6269537794205906,0.13173376260264452,0.0,0.21485735772802328,-0.29407680341207465,0.21250578089694927,-0.29426597559344647,True,False,22,8.229182079839406e-15,7.412619805621866e-15,0.0,-0.29523384540361663,0.20662029617022537
54,0.4254303577839033,0.3578021095067505,0.5,0.3265378407876364,0.5777611026656302,0.1421978904932495,0.0,0.2687767678729409,-0.35815977216548633,0.2662242735562008,-0.35839645193764375,True,False,22,8.229182079839406e-15,4.948675442703383e-15,0.0,-0.34044173877514744,0.25511676936965266
55,0.41282515764886035,0.302260197446301,0.5039172569716225,0.1995515489861906,0.5516384988295456,0.20165705952532148,0.0,0.3430089553216946,-0.3082019416354087,0.33958026854935563,-0.3083452914705028,True,False,22,8.229182079839406e-15,2.0120333810327635e-15,0.0,-0.30750496877679345,0.339905975015959
