r,n_hold,same7,same5,sha_R_eq,sha_R_tv,sha_R_rp,sha_W_fix,sha_W_shuf,sha_W0,sha_W1
39,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,8cebd6705af7f8f0db0acd335f4006fdd08d79d61c54258b140717d37b1ef84e,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
40,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,9086e6e549e6656407e2b7c184a5c771c226189e45a6839b68d6f1ddc9989dab,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
41,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,22ec78c5ec1e3a8ba6244c0487df998da80c7d9a3b58c01a4e8668dc243d5a3f,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
42,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,a22ee345c85c57763cd04b1b43404a2b9a1022d330b550d55ae70091ab821aa7,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
43,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,203773478553d67bcfc52ba4a0840671fb329fbc4126af6c2c825d9dea5a25f5,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
44,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,e6d11415053a8d8730d31db0ed423dc50bce201698b41fef27489101319dc763,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
45,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,9c4d33cd12afd7d38dad46bd7e1a0ee14b79a04daa3528f66c7ce9125fe6fa90,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
46,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,77ba8788360fd482dbdda8051d7b6de046cac71d94120030eeeceb9ad847fd83,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
47,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,be19e4e09f3471c8897678a9cd666f6ba443f115cec94fff0a2c1146f0cf6d74,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
48,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,d9e1d35f3a3bd48dd0d8d54edad2229367cbb652707e1e6d82b7fc01412452f4,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
49,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,3e03063b2ecac375bc8fd4cc2596bf2f4597034136d7a4b3240ad04e6d45a4f0,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
50,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,14d05bd21d0036721c361c2de89ea0f64b5c8b2a112131970997f5174c1e7690,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
51,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,9a37fa9275236a1239afeb8e91d4b32715da0761c45134fe67a9140922ec6beb,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
52,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,ccac9836730b736553c3d2aa858596fb2a8e74b12d1342704fc37c053db2b270,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
53,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6ea43e1fd811c07cf6eb704c7ddf3989ec3ed415ffaa5043514cb3453deaac06,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
54,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6a4f85f002781c6a151b7de081b297e3d0fd43c6bddb014e848fca6470887b15,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
55,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,5fe900c649cee1a1c1dc3b52786aedc070533f522181bd6c619a3c70c83d9fc9,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
56,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,0ab0e62547717e59b2ede7641cde16d66efcf00f7b6057673ab22e35892136a2,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
57,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,989595ae4b460c3609384c9f8c42da0064d6e8a8fb473b63c898387394b7cabf,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
58,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,a65e38198a45e8f22bff40be278f3b1c38a1abdf3bc4eeb3f8b6e59a8e4c9ea3,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
59,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,a5aae217c1308bb4bdbbca0ab9c6e15cbd70edf3ae0006ee7dc4af6b7480fbfc,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
60,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,38bd13d689b494e1238eb0210ff3c812ab2cafd2fc5c08e7d3079035697ab4cc,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
61,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,ebaf290221693f3752f1fc994e7d2fd0438a1a8854ddcac2d6a8388943f6dc3d,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
62,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,42daa6110f02dd456330f2b0d2e70daf0124cb09c795e9b0f4e2344ed6b8a919,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
63,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,a433ed545a700f961ea06e147a82a2cb09f3a8388adec1733b477cddea48cc9f,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
64,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,3dfaabc01b233c7104e1f63bc986a69214523d51b8e13b90cd3ab6e2cdf8a134,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
65,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,afaf93f4b77aa1ef1611a0527a6f005a18d332fca15ff672a839707524d9df25,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
66,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,da4a993b8d428c1fb1a2d3d2c0c9c08f357dfcef16d59520c8a46ab3f4580494,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
67,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,8c0afbf88da5835b46e07e2c60801c3761c82e77e794ec6b75c8e4ed615fc5ee,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
68,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,33df3ffed6ffb2c0200e9254199eef821595695219e7c5dd577745a23be5e5d4,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
69,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,4663f97075082974d8e0bb8af8ddb94ead0a6d728d460a1d26e48fa0d3315bc1,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
70,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,bf5d6d0357974a75eab6da8c2b994def670dd22aa3dff8d169ceadcecf48351a,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
71,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7b082689229f0be6a8863a9b119ce5c1062a0a258c7d316badff2e4e3ef43ccd,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
72,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7961dbe84048b2023cfeac18e56cd84ad88dda2c56926b1e0e8ec2af7c76bd9b,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
73,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,cd922a2e58e3626037f157b50496e4d5d410529a031a86389bd9e555ec05d3a2,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
74,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,73905aa630b288de15ddc7ba0eb05ca880e33952dd7281e50b247bbf5446c313,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
75,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,3bf9351e821f5f77b5e0fa67975a6f4bdfe6cab60682a55b2af3a73905a855ca,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
76,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,4b415142584ab3c98258f0e058196131c8d8d0ee5f7c2bbcedf019d1e3145b24,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
77,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,0c1cbe38f4a21b0105064b8c963a77ef2e4e7dcb189b54ce0ec4382f164a5ca8,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
78,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,0adead6de754d137f1635bfdec779516d3476f9e929ba2f5abeeadb9ffee077b,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
79,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,87b949d7a1478b9ef84205f251843308bd10f3c8cb8f0e7f2a85b7153fe9defd,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
80,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6da5260536ab26b7290beec4c8e628455a9db0baaaddb0dd670f3742a4febe05,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
81,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,6b6cc92514fa9d081cd843e760e0c979acd665a5ef814bf1f0e712e7fc2bf3fd,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
82,8,False,False,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,7c2d63f5530dbe44870169698f6b2320b76ca1befc27b0bcc02701499a808ce9,1a36be605db9cf684f6652b6ee1cde6497eda402e4ceff211fe83d12c579e7dc,a751e26f15215776ce36bf8b3c8d4d11a75bf4711cad13d81cbf05e3f1b2c4f2,1ee93c7c4b597c18a8f60305a595ac7bd93dd3364a2f85cab0413a2b14936576
