r,全期_營飆×#13,全期_營飆×0050,2017_營飆×#13,2018_營飆×#13,2019_營飆×#13,2020_營飆×#13,2021_營飆×#13,2022_營飆×#13,2023_營飆×#13,2024_營飆×#13,2025_營飆×#13,2026_營飆×#13
10,0.7664003351867051,0.4846845454109295,0.7737852551285965,0.6813696392704862,0.6970330023365077,0.7988222062086677,0.8641118367715823,0.5181158406119782,0.7774539350147932,0.7919750996189494,0.8047627494157132,0.8272696225422742
11,0.7590313117282845,0.48468549228436386,0.7641179845579785,0.6538516488585651,0.6961212337040985,0.794216435058294,0.8391128705705759,0.5180798158441332,0.7774539350147928,0.7941407813067206,0.8056165786034098,0.8247492251950749
12,0.7634495820915234,0.4769875844408592,0.7808021385673946,0.6673299842356429,0.6962550120624721,0.7993574589020933,0.8590040754849222,0.5183498679717509,0.7725989797458886,0.782051718640152,0.8107673705953028,0.8370465082183158
13,0.7600771260222867,0.4774215869835014,0.7728348594098354,0.6439252629499711,0.6939661414272186,0.8016091371694867,0.851170487107914,0.5182599951699025,0.7745014183202867,0.792921256436312,0.8042539376244704,0.8183961390702573
14,0.7661152245048556,0.4907249926520624,0.7744979843514216,0.6546087651764574,0.6969148007810353,0.7995964458987439,0.8549274590401034,0.5183687286214514,0.7745014183202874,0.7852442340179112,0.8068338359874099,0.8499728292581477
15,0.7624625996847916,0.4882090444873519,0.7737852551285963,0.6811085298667287,0.6969969299453529,0.7942412473989987,0.8440851483215361,0.5177638367674563,0.7774539350147935,0.7892869275631594,0.8150907116488939,0.8317142742317202
16,0.753709879352496,0.4861635542822717,0.780932144384884,0.636030810332414,0.6537207696219077,0.7748119716968749,0.8361828146165798,0.5176284568432616,0.772598979745889,0.7851113901806942,0.8115690036661907,0.8345724002889783
17,0.7574752869207686,0.48293301378366366,0.7767507564718977,0.6793987295168477,0.6537869784119821,0.776145509404638,0.8515249623198101,0.5181641322521796,0.7745014183202868,0.7826640563171132,0.8069397522231344,0.8234025911621294
18,0.7603075776972095,0.480870282099664,0.7833878713082397,0.637258702455378,0.6537419518155453,0.774872190167505,0.8723706666539092,0.5176380532417874,0.7725989797458902,0.7887199387165758,0.8091702208981248,0.8204745912324957
19,0.7599755123304486,0.49557520999572446,0.7767507564718977,0.6574681879709804,0.6536962138098777,0.7744251429876459,0.8630106361319045,0.5180592369568194,0.7727928772641115,0.7883896313603593,0.8068060660690436,0.8274184205344447
20,0.7548722673309076,0.4819634236791098,0.7722973154615823,0.6712736548965244,0.6537807003406101,0.7730650328846649,0.8355516551951506,0.518266496901048,0.7727928772641107,0.7905348215608999,0.8131867364479941,0.8220043455658211
21,0.7574488373544166,0.48717968220293884,0.7813822912185552,0.6434005503076332,0.6962516202027593,0.7964267424376276,0.8293049479023062,0.5183408696354354,0.7725989797458896,0.7821670715774963,0.8117944696256486,0.8289984084564253
22,0.7620854039779145,0.4822648584868644,0.774903809949324,0.671334470218386,0.6970039609195067,0.794628802586551,0.8490672442474959,0.5180355789108075,0.7727928772641107,0.7820141801930991,0.8066238277270326,0.8321195875109113
23,0.7643606371843997,0.4892319282082024,0.7670445259661947,0.6781235380776515,0.6939572323564421,0.8024534368768048,0.8473170366873035,0.5176641386488356,0.7745014183202866,0.7837216617068358,0.8016880771830831,0.8436755435361938
24,0.7576987886009109,0.4930893442197312,0.773083578548185,0.6366067813834871,0.6537179651333815,0.7761455082040721,0.849648227809787,0.5181280726819518,0.7727928772641105,0.7858736077338815,0.814068116130636,0.836838607738185
25,0.7635089133581947,0.4921333818373102,0.7730835785481849,0.6640828211636013,0.6939731338924616,0.7957985243059849,0.8522761997980215,0.5177510992481483,0.7745014183202874,0.7820673129733361,0.8120395937747173,0.8362527821308215
26,0.7646104676682072,0.4844848345821473,0.7670445259661947,0.6494613429585308,0.6969993466626383,0.8005313424676838,0.8561440141950679,0.5182876911209287,0.7774539350147932,0.7862087217998501,0.8123253853432518,0.8379081102013082
27,0.7587514326400389,0.4847919315736401,0.7676935030733204,0.6554583844532758,0.6962368300919509,0.794642800175312,0.8459536539679615,0.5183458475459202,0.774501418320287,0.7882744042313911,0.8144288476632204,0.8189913844880523
28,0.7581752514865756,0.4817607796751695,0.7767507564718977,0.6815756034219921,0.6537793308011379,0.7720689983456291,0.867343170595834,0.5173113460812961,0.7745014183202863,0.7842472303001697,0.8075922853411308,0.8160499468792873
29,0.7605443169454342,0.48607712523718,0.7640978058019869,0.6554356700493983,0.693952708992753,0.7959131613080586,0.840129672656488,0.5183002316352616,0.7774539350147928,0.7965940435870023,0.8061978407785568,0.8325637739466563
30,0.76102181320592,0.4853290130218567,0.780932144384884,0.6404370955907834,0.6939252244915463,0.7972760155282546,0.848908065918945,0.5180831150707538,0.7725989797458888,0.778868890969755,0.8119627272974695,0.8371567314378571
31,0.7555203016812541,0.4869856316447895,0.7670445259661947,0.6771421588168255,0.6537973560209838,0.7710438952242488,0.8340037072350328,0.5183423667048034,0.774501418320287,0.7876118820026939,0.8103105912863269,0.8331548032637168
32,0.7566015133963969,0.48351077056641845,0.7640978058019869,0.6554356700493982,0.6537241200299826,0.770584887389194,0.853244175662176,0.5183477017518514,0.7774539350147933,0.7965940435870018,0.8061978407785566,0.8244233174431899
33,0.7558385769041928,0.502605461631505,0.7737852551285965,0.6517275207822332,0.6939118138920981,0.7992134129320798,0.8307462777012621,0.5183690837213139,0.7745014183202873,0.7840049597334221,0.8129759584660792,0.80587780337314
34,0.7522222581925208,0.47255178106086304,0.7640978058019869,0.6583287201769868,0.6537251225261783,0.7707939545882119,0.8391028149297431,0.5182691596034844,0.7727928772641105,0.7807198758844891,0.8077223752154827,0.8317997852550897
35,0.7595575404168464,0.48934912387052243,0.7833878713082397,0.6467988240024488,0.6969907968592614,0.8013922311640128,0.8311790133640509,0.5182966220673771,0.7774539350147938,0.7925454924716343,0.8111961760689534,0.8255085363340459
36,0.7598661390942533,0.48993899972827737,0.7641179845579785,0.6538516488585657,0.6537363958864864,0.7758089743222866,0.8545677912816273,0.5181242975044708,0.7745014183202865,0.7935742051462066,0.814441506482204,0.8382880943556463
37,0.7654931822243789,0.4845951356010268,0.7808021385673946,0.6436207655064978,0.6939624396523577,0.8008817847245812,0.8665320057223335,0.5183531287466785,0.7725989797458896,0.793526734929693,0.8057475261478813,0.8324547970677562
38,0.7718938849646295,0.48869281536715203,0.7733382226572816,0.6817102589812349,0.6962584987047458,0.7966695354019163,0.8717453356653646,0.5177048483931023,0.7745014183202875,0.7873105906897604,0.8146609753053697,0.8496748557185293
39,0.7551082450297119,0.48016650551890583,0.7670445259661947,0.6583046677040518,0.6537251242888411,0.7723881135352835,0.86042924549567,0.5182712643938284,0.7745014183202874,0.7847581388088666,0.8099828045237661,0.8207274641307004
40,0.7651350833327588,0.4870526069981654,0.7737852551285965,0.6776365487970845,0.6970589129801431,0.7955773054468553,0.8615587078769211,0.5176065744456707,0.7725989797458892,0.7852847641082473,0.8070696411285343,0.8248292356463685
41,0.7656760081393141,0.48660429091706575,0.7728348594098357,0.662623948523452,0.6939180736785734,0.7951653571529589,0.8741204236246938,0.5176570064707515,0.7745014183202861,0.7795141024948047,0.8079347021396076,0.8260219919133093
42,0.763710347334038,0.4766661394135903,0.7833878713082397,0.6467988240024487,0.6939371242082785,0.7956563426667649,0.8584825104049691,0.5183771879865823,0.7725989797458893,0.790934274954134,0.81111232756572,0.8347707875637317
43,0.7649735054847862,0.485990492535453,0.7767507564718977,0.6772361865234663,0.6962521510189548,0.7892363003610323,0.8564094698530536,0.5181766873685802,0.7774539350147933,0.7803029268310762,0.8142064024224746,0.8372755534647186
44,0.7588438964742709,0.4906470293244137,0.7808021385673946,0.6362224530129097,0.6939561540552627,0.8005680779808844,0.8486782958598775,0.5182784797518921,0.7774539350147934,0.7875522137467222,0.8118229757833287,0.8156797394808823
45,0.7654430663116614,0.4839368946927392,0.7646994291275881,0.6770178465818633,0.6938952552768746,0.7970948461230059,0.868272451231076,0.5176716569803077,0.7727928772641104,0.7884861669366539,0.8035974316119907,0.8243558733357461
46,0.753749553018608,0.48360121638197917,0.7670445259661947,0.6509608182853819,0.6537446092665072,0.7697995712746175,0.8436100808297795,0.518074009886096,0.7774539350147933,0.7898419058210902,0.8073582230052536,0.8183718297341728
47,0.7524959123370778,0.47553473531987733,0.773083578548185,0.6380825301013802,0.6537407649237016,0.7753255649119467,0.8599363337465706,0.5180586232935066,0.7725989797458896,0.7848362420507264,0.8043985663818681,0.8039599933373778
48,0.7606171981535753,0.4715533168838049,0.7838923323175621,0.6436701091008582,0.6970166378910806,0.7964642390688724,0.8654950430273772,0.5180778393711645,0.7727928772641107,0.7850360794959178,0.8041563788881579,0.8268012066597972
49,0.7628208464075253,0.48392359255305095,0.780932144384884,0.6654567726216316,0.6961369506318804,0.7917797695590117,0.8524885579742681,0.5181776775560333,0.7745014183202874,0.7847299665471711,0.8089483321999312,0.8295842381397405
50,0.7630681421849604,0.48878167611908463,0.773083578548185,0.6380825301013804,0.6969623879733088,0.7969276589398528,0.8593570252429829,0.5183492082974022,0.7725989797458893,0.786708276799528,0.8149887445947186,0.8328427492975683
51,0.7675125854811741,0.48088667146077,0.7838923323175621,0.662354942901941,0.6961813880054241,0.7957204073319141,0.8735367001110492,0.5177824277456969,0.7725989797458892,0.7834778387588855,0.8128079803259907,0.8405779116126861
52,0.7598621665208039,0.47658954877772214,0.7733382226572812,0.6516244056826902,0.696958313715688,0.8000937663007093,0.8519477838601098,0.5183292289750732,0.7774539350147941,0.7884178239954751,0.8118086662132908,0.826200818814009
53,0.7671245649804508,0.4942399642848495,0.78173540256445,0.6375554712107613,0.6969567050435617,0.800531342269162,0.8749713920976513,0.5176708226074346,0.7727928772641096,0.7905678480884133,0.8068382273467563,0.8315287097073253
54,0.7589152698208408,0.47455073147583304,0.7813822912185551,0.635963647180147,0.6970108940602738,0.7940477965648706,0.8522253133614761,0.5183072925052228,0.7727928772641107,0.7859933082885349,0.8161658604206214,0.8152921010792887
55,0.7629222769712788,0.47688978376400126,0.7721149544567635,0.6413438048954322,0.6969229429010219,0.7990367993340298,0.8710677155936852,0.5180729654218859,0.7727928772641112,0.7816581906788421,0.8070313893308719,0.8282652185687276
56,0.7563010739186535,0.487747304658324,0.773083578548185,0.6716874179027658,0.653780770865788,0.7753255649982671,0.8458191480313041,0.5183319634840132,0.7774539350147938,0.7867987691857565,0.8105913919602231,0.815813634505479
57,0.7598507068076975,0.4755168451483669,0.7813822912185551,0.6371333526878966,0.6961815306502165,0.7914971198670178,0.8650647990693343,0.5183309352179691,0.7774539350147938,0.7864376321373304,0.8084669586278143,0.8162793495667253
58,0.7633018535477825,0.48482298128911827,0.7646994291275881,0.6582750689570953,0.696207726784999,0.7975350733545681,0.8553526212549741,0.5181087036950068,0.7745014183202874,0.7883601548397371,0.8142803414878623,0.8349874801894818
59,0.7608694589742274,0.47233919650290884,0.7641179845579783,0.6801141166470768,0.6962418823283949,0.7914954707256875,0.8589139084203503,0.5180549748959461,0.774501418320287,0.7824968211347261,0.8072233777239927,0.8346107263461534
60,0.7576731563846698,0.4823319011623929,0.7670445259661947,0.6494613429585308,0.6969993466626384,0.8011310757268074,0.845790564535656,0.5180359717091154,0.7774539350147933,0.783433827707871,0.8079979860676991,0.814520976160368
61,0.7603142660523902,0.48682025455304645,0.7646994291275881,0.6533384523119424,0.6969664618996573,0.7995614239122204,0.8530408995720794,0.5180473163163046,0.7725989797458896,0.7935864611232738,0.8129102596273655,0.8217811393998811
62,0.7587541001709005,0.49230039018137384,0.7676935030733204,0.6583459083397434,0.6537251188044166,0.7729621666446689,0.8611448739678975,0.5181888055057197,0.7725989797458901,0.7799668173988499,0.8105111014393147,0.8232910908539862
63,0.7646246634509396,0.4802430269379459,0.7767507564718977,0.6609821591019732,0.6939627196628795,0.7993816299885346,0.8690804189189155,0.5183387884771873,0.7745014183202877,0.783638555238785,0.8056014908195529,0.8233612422680319
64,0.7620297334965255,0.48324923699881966,0.7753566052420171,0.6639710173111608,0.6970249380735489,0.7987434470830224,0.8548765310254552,0.5183231912842673,0.7725989797458895,0.7799759307123851,0.8132934977782825,0.8273697241394897
65,0.7541174654673208,0.48994741371395556,0.7813822912185552,0.6371333526878966,0.6537419376786143,0.7734596987371117,0.8453854836279826,0.5181034798537621,0.7725989797458896,0.7778627621245011,0.8131060421303907,0.8248009638386171
66,0.7593416461128878,0.4877572063347176,0.7808021385673946,0.6408173654292072,0.6961394101213404,0.7966784039195908,0.8400381522660635,0.5180548047410213,0.7774539350147931,0.7888495967700766,0.8089087466363629,0.8268411442934273
67,0.7707731327074695,0.48830927427342713,0.7676935030733202,0.6539211047292312,0.696121240662873,0.7953673092756066,0.8886630416556028,0.517708457953363,0.777453935014793,0.7836448123991581,0.8141593626795408,0.8389812566432222
68,0.758109064897571,0.48966033953394433,0.780932144384884,0.64343764809029,0.6962485519749171,0.7972742465329583,0.8454957028857057,0.5180264589236488,0.7774539350147932,0.7886838342269645,0.8071131360844895,0.8140798764808421
69,0.7588567588834616,0.494922816432031,0.7722973154615823,0.6407499688034068,0.696982557639268,0.7933868618336628,0.838766377447799,0.5181651411658985,0.7727928772641115,0.784326560848517,0.8101387986303531,0.836096191987329
70,0.7629459590456269,0.49627223146996685,0.7733382226572816,0.6506996471302152,0.6970166085592897,0.7994113450698558,0.8471605923551828,0.518248313586044,0.7727928772641113,0.7937526771085862,0.8133007610937911,0.8315955688721719
71,0.7577528943747454,0.482565704032426,0.7640978058019869,0.6494966220921733,0.6537274123153823,0.7707263755191484,0.8636587379895095,0.5180982535951695,0.7725989797458895,0.7994706589297185,0.8101902993158951,0.8239167594393064
72,0.7628054856719445,0.4801558259171504,0.7808021385673946,0.6406105412278268,0.6969784424073916,0.7994113449483593,0.8606887686130544,0.5177153267846095,0.7725989797458903,0.7838459029462415,0.806599715836545,0.835104492996033
73,0.7579342940894226,0.47886446318034775,0.7838923323175624,0.6362711977320593,0.6939561399025488,0.7997314787879799,0.8498350038640002,0.5182719428546066,0.7727928772641112,0.7828896979955174,0.8132704246533725,0.8280143835533869
74,0.7573446950212215,0.48668109767903134,0.7760492927891732,0.6610994524751365,0.6939651667843065,0.7983934960722588,0.8404568020451566,0.5183352847868103,0.772598979745889,0.7834211753464944,0.8007539423733873,0.8189416151851265
75,0.7605028543229322,0.4899235924853952,0.7721149544567635,0.6474803591969428,0.6969944901181186,0.800212818814133,0.8528941826389453,0.5183124424209943,0.777453935014793,0.7882744585447014,0.8084725672396023,0.8193701571908784
76,0.7676681106525438,0.49712753249537145,0.7760492927891732,0.6815501500987404,0.6970311265527226,0.7996542766025291,0.8581924913042034,0.5182877856897068,0.7745014183202866,0.7820697398236965,0.8039851511635588,0.8457105989441384
77,0.7589092162195854,0.4869996233839297,0.7838923323175624,0.6680271281973269,0.6537825642583799,0.7751068026778153,0.8712342974298622,0.5176000000644524,0.7745014183202871,0.7837957656747119,0.8078788970473826,0.8034988572237279
78,0.7618109876133983,0.4770415445986911,0.7646994291275881,0.6582750689570951,0.6962077267849984,0.794876359145327,0.8516212011686083,0.5180971972728853,0.7774539350147935,0.7883194631777977,0.8039726056722553,0.8308844562647286
79,0.759345309138819,0.48379986778636297,0.7808021385673946,0.6622610734406013,0.6537962970286424,0.7762735962041253,0.8752258390710754,0.5176154425128031,0.7727928772641104,0.7893093122152058,0.8026290577647878,0.8038893816689417
80,0.7641713236448991,0.48897196571214707,0.7646994291275881,0.6538338344830813,0.6961212354170578,0.7965753932116255,0.8552565742250037,0.5183408637319984,0.7774539350147932,0.7809791598670471,0.8143116829933146,0.8358913519537197
81,0.7681972928961444,0.4861339056335705,0.7646994291275881,0.6553629271730516,0.6939526958707336,0.799982546545404,0.8653982563121655,0.5182406400307852,0.7727928772641118,0.7891064532429674,0.8104032807510725,0.8544102663409445
82,0.7585645183267787,0.4754231727548791,0.7640978058019874,0.653389584636678,0.6961932821401955,0.7916711989719731,0.844615228097963,0.518071071467483,0.7727928772641111,0.7804204505883824,0.8151665803174646,0.8285467934240418
83,0.7594198070549674,0.4860717649263497,0.7767507564718977,0.6762423862324698,0.6969604133938224,0.7936359669992991,0.8486453355070258,0.5181520414585741,0.77279287726411,0.784022128028879,0.8067934087035421,0.8104964615038294
84,0.761820950107197,0.49404199834082324,0.765305024629211,0.6510534234200105,0.6969408658331406,0.8029716794592259,0.8433602828346628,0.5183140565876485,0.774501418320287,0.7931747357171355,0.8110210349106722,0.8286289396545815
85,0.7601642405426543,0.49621569584740316,0.7641179845579785,0.6533517589343915,0.6961932688267732,0.7938535600204322,0.8403914883222645,0.5182980712829247,0.7725989797458888,0.782167071577496,0.8065433237138542,0.8401490775040865
86,0.767310879527238,0.48725709464514516,0.780932144384884,0.6404370955907831,0.6969785216523536,0.8017009336111198,0.8601859534899107,0.5175834448364101,0.7745014183202871,0.794325379225946,0.80546807497528,0.8536860876443567
87,0.7636363231203614,0.4903476643428784,0.7838923323175621,0.6406532042572531,0.6939251320767773,0.7956880563561339,0.8420039030254416,0.518339842840109,0.7725989797458905,0.7884918280375852,0.8128309080796934,0.8543071704485343
88,0.7578119247138622,0.48402558904606346,0.7653050246292108,0.6783700140978906,0.6537875404829655,0.7725821062550505,0.8548493203771029,0.5177415532431945,0.774501418320287,0.782643853142599,0.8106040242186723,0.8154429976702773
89,0.755582792432898,0.48409322418338857,0.7722973154615828,0.6439915692960702,0.6970205042208951,0.8004842579969531,0.8335784377890499,0.5182742971708215,0.777453935014793,0.7845912182474704,0.8069420364298469,0.8139627713333638
90,0.7594141564401908,0.4940714840467841,0.7733041315042596,0.6790324096754301,0.6938759688363635,0.795878450539568,0.8386859411311167,0.5183627430321797,0.7727928772641104,0.7858443571705032,0.8120917673772768,0.8124036909965852
91,0.7595223411381112,0.4909875134353426,0.7646994291275881,0.6799952412388743,0.6961175219572436,0.7968631240531835,0.8494893312154629,0.5183529290209463,0.7725989797458892,0.7761484563655898,0.8118093318330271,0.8072288737354737
92,0.7615373261468175,0.48532312957278084,0.7721149544567635,0.6680923126262754,0.6962599318929512,0.7914518241691045,0.8662907597294618,0.517700912283282,0.7774539350147934,0.7875522137467227,0.8118229757833295,0.8009578169087704
93,0.759476091713022,0.49263511067336146,0.7744979843514216,0.6574588554091381,0.6962762283044859,0.7962319417466034,0.842643623953914,0.5183169650166197,0.7774539350147933,0.7842713920104424,0.8116879894336544,0.8180861319223015
94,0.7615309204914481,0.49081829560711493,0.7721149544567635,0.6441588815971337,0.6970204231004327,0.7978119927247614,0.853577249886691,0.5181183851769513,0.7725989797458893,0.7826813752096845,0.8050600459481188,0.840962071084642
95,0.7617469402833172,0.4886362883309469,0.7744979843514214,0.6506059065868633,0.6970141599829146,0.802529158419187,0.8484977688821379,0.5183486225764972,0.7774539350147933,0.7801242367567738,0.8144320681274551,0.8399846408618332
96,0.7669487150493027,0.48033581853446977,0.7744979843514216,0.6763430337828543,0.6939094685249219,0.7944105012653686,0.8611953540731454,0.5181216062308152,0.7727928772641113,0.7946847412135043,0.8113823370666271,0.8417327496100748
97,0.7574089770462774,0.49591975980909864,0.7838923323175624,0.6408645025960059,0.6938662828144647,0.8005364219831453,0.8421135762565727,0.5182461656245503,0.7745014183202871,0.7815823706128077,0.8149566527878116,0.8092345794004077
98,0.7658367256115779,0.4916153636222878,0.7640978058019874,0.680273523040142,0.693965208140009,0.8015163971002168,0.8630720620352157,0.5176715276948708,0.774501418320287,0.7937384321750259,0.8071365126719997,0.8313072603578964
99,0.7595011806814067,0.48913839436444845,0.7721149544567635,0.6409055451551345,0.6939290014716527,0.7979688839267196,0.8471469816559033,0.5181067422637566,0.7725989797458901,0.7917741989341123,0.8079104343530858,0.835929741375374
100,0.7669000816976628,0.48381392021396374,0.7730835785481849,0.6414513771759834,0.6938714035893796,0.7999026907434192,0.8689734347913035,0.517677789647729,0.7727928772641104,0.7940231944277008,0.804584095238807,0.8438382731977113
101,0.760729955031006,0.49316594259624563,0.7833878713082397,0.6655272756147576,0.6537881138110707,0.7758089746339655,0.8534282216912427,0.5183112358011932,0.7774539350147931,0.7945806180886907,0.8104587383741931,0.8262108571021656
102,0.758614680255777,0.48690541408486276,0.7670445259661947,0.64946134295853,0.6537274141479053,0.771329094144737,0.8636697233696328,0.5181149584850416,0.7745014183202863,0.786688964188981,0.8078009302668218,0.8283979175598
103,0.766226707590598,0.4913151144539519,0.7640978058019874,0.6772659313254551,0.6961626792316321,0.7953673090614231,0.8611549837977099,0.5181375658222757,0.7774539350147928,0.779532332542852,0.8087428378898261,0.8470907019665823
104,0.7540799924224179,0.4739581305700846,0.7808021385673946,0.6408173654292071,0.6969175849983302,0.8010722185482485,0.8282916195081343,0.5183549371275277,0.7745014183202871,0.7882429709095148,0.8050155362791285,0.8286661920412128
105,0.763000299512231,0.4894985180198977,0.7646994291275881,0.6553629271730512,0.6970064503945309,0.8016336057324,0.8553806974327965,0.5180697642932,0.7774539350147928,0.7858203414793226,0.8127177459806495,0.8312133441531107
106,0.7628780224550112,0.4758100448712521,0.765305024629211,0.6534143701330225,0.6961932939789268,0.7910489958064808,0.8611061023964927,0.5181108379761044,0.7725989797458905,0.7861919604991743,0.8118694390844559,0.8296901055615726
107,0.7696746526539531,0.4841732873407613,0.765305024629211,0.6773974600790681,0.6969444264610498,0.7951004300919657,0.8667506444110722,0.5183501260777615,0.7745014183202863,0.7905385576982767,0.8159867077957154,0.8542782104272886
108,0.7627611818350238,0.4828507435809469,0.7733041315042596,0.6507979223140514,0.6962516091439946,0.7961278782338368,0.8524282424656588,0.5176190263692647,0.7725989797458902,0.7953331270165487,0.8056250295658973,0.8350977124703832
109,0.7641323062284389,0.49458062062614133,0.7676935030733202,0.6803368312981397,0.6962419074387955,0.7975234230900298,0.8566265141239146,0.5183588947517943,0.774501418320287,0.7796235639765529,0.8119456107191366,0.8228930072592566
110,0.7675136929768577,0.4921178941779582,0.7808021385673946,0.667329984235643,0.6970281990393707,0.8014462061561268,0.8638037800743757,0.5183041223387037,0.7745014183202875,0.7891208155726979,0.8119229187459002,0.834130883131271
111,0.7610362754602953,0.4794287329656181,0.7744979843514214,0.6816594438508149,0.6537797357153425,0.7691801996409866,0.8744337283849466,0.518144552586821,0.7774539350147938,0.7844758370396899,0.805850776621185,0.8238872759419646
112,0.7568946178916939,0.4782800062241339,0.7730835785481849,0.6380825301013802,0.6939102603083012,0.8017714660423965,0.8590202689496439,0.5182120330830843,0.7774539350147932,0.7813325160959265,0.8014798323230619,0.7994073889472877
113,0.7567969414125598,0.4882788736408353,0.7744979843514214,0.654777097933033,0.6939288731068228,0.7959131612265079,0.8310417163140819,0.5180663224842681,0.7745014183202862,0.7822987737618651,0.805608795737061,0.8266217798057511
114,0.7535647571203088,0.4841705335932916,0.7676935030733202,0.6495167408291501,0.6537274080429383,0.7773359802901655,0.8362440972331017,0.5183624712057189,0.7745014183202876,0.7893458652031474,0.8048463988182007,0.8253417429408022
115,0.7557880222114534,0.4800828164109767,0.7646994291275881,0.6533384523119419,0.6537270571818778,0.7757710762711456,0.8661227626424974,0.5176357149213583,0.7725989797458898,0.7796353084291135,0.811945525111941,0.8111620497251334
116,0.7559544315957419,0.507303726298512,0.7670445259661947,0.64946134295853,0.6939458718712079,0.7999419513688025,0.837864747168459,0.5182910315052679,0.7745014183202871,0.7917624299235785,0.80791049082497,0.7985527796600932
117,0.7631010710565298,0.4918761773086585,0.7728348594098357,0.6376959003403194,0.6537406960155618,0.7745692123259045,0.8683156316103693,0.5176257294626864,0.7774539350147939,0.7904473420370787,0.810678177619204,0.8467799415031918
118,0.7573200731764477,0.4781956022223088,0.7733041315042595,0.6507979223140514,0.6939653634883755,0.7967673002983965,0.8531292601771154,0.5179912502641343,0.7745014183202868,0.7883659393041402,0.8131936996814059,0.8169709277090393
119,0.761402489277915,0.4934700469344779,0.7670445259661947,0.6509608182853819,0.6961638190745528,0.7957204075911227,0.8554956312572035,0.5181053045646852,0.774501418320287,0.7842053802369481,0.8046426316137844,0.8291640325870725
120,0.7638618875888985,0.47178689211297287,0.7653050246292108,0.6773974600790679,0.6961626837148315,0.7944629276563671,0.8557707606645312,0.5181161416583752,0.7745014183202881,0.7810197476765549,0.8080977902807469,0.8347582143924097
121,0.7539314234844932,0.48613700889348255,0.7833878713082393,0.6406691621825223,0.6537353477393429,0.7747812971676297,0.8493421657188824,0.5183123215723544,0.7727928772641113,0.7793568133790573,0.8074408749371923,0.8184341774659422
122,0.7582558300619094,0.48723589564809894,0.7760492927891732,0.6550055427780059,0.6939330775969944,0.8017637000210076,0.8430932721734629,0.5181758231535014,0.774501418320287,0.7851888320036626,0.8023613212838951,0.8196938349207907
123,0.7594547668674043,0.4857629227975529,0.775356605242017,0.6365374754173502,0.6939599234931222,0.8027631913741015,0.8325269411163413,0.5181190270354225,0.7774539350147935,0.7874239033525853,0.8061600061668731,0.8403016840697859
124,0.7669313845229476,0.47424381482932043,0.7670445259661947,0.6801700560041344,0.697016532971532,0.8024393991193598,0.8693112479381043,0.5181607422840308,0.7774539350147935,0.784128736007244,0.805372715448797,0.8384704304424976
125,0.7586210939236699,0.4802660024950125,0.7646994291275881,0.6553629271730512,0.6537241283086532,0.7764127980728671,0.8596848749322796,0.518300752300161,0.7745014183202871,0.7869167281535572,0.8117649809008434,0.8244953324785593
