r,全期_營飆×#13,全期_營飆×0050,2017_營飆×#13,2018_營飆×#13,2019_營飆×#13,2020_營飆×#13,2021_營飆×#13,2022_營飆×#13,2023_營飆×#13,2024_營飆×#13,2025_營飆×#13,2026_營飆×#13
126,0.7632825120394329,0.4806989991465095,0.7640978058019869,0.6802735230401427,0.6970165377754701,0.7998873385901946,0.8547606140119716,0.5176656736073202,0.7725989797458888,0.7796074254721664,0.8150864509549414,0.8240908445228152
127,0.7582662494907,0.4893054317346669,0.7760492927891735,0.6516574151287106,0.6537432137451022,0.7703537878712219,0.8604529905349098,0.5181979375274841,0.7725989797458902,0.7853348030096694,0.8016094861697144,0.8306878352276483
128,0.7602361442096501,0.4700247245046019,0.7817354025644495,0.6659476954866893,0.6537881145283937,0.7759611564243781,0.8707604233955046,0.5176557248356736,0.7725989797458895,0.7860790130780321,0.8035385661948677,0.818177827349804
129,0.759056846976113,0.47866648262506145,0.7641179845579783,0.6538516488585657,0.6938501904291341,0.8025262554976421,0.8416681634423837,0.5182688177303578,0.7745014183202873,0.7838585274516899,0.803366451395371,0.8344144830736248
130,0.766097771517915,0.47439226305092846,0.7733041315042595,0.6575542842198873,0.6939889796279259,0.7997396574141238,0.8710717357962827,0.5180674443656214,0.7745014183202873,0.7820034649291588,0.8050665900579349,0.8422665078955236
131,0.7618920043705768,0.5001809622829329,0.7653050246292108,0.6495331459005099,0.6939458845596861,0.7968598835270765,0.8640588414584084,0.5183160415779562,0.7725989797458904,0.7866311179250762,0.809831153211271,0.8146323806943132
132,0.7604925255482833,0.4803186855101467,0.7722973154615823,0.6473303930482259,0.6969945771447964,0.7969470915308577,0.858752244072327,0.5183556760025124,0.7727928772641108,0.7933787644853632,0.8143581324160035,0.8174571526915257
133,0.7559883375351907,0.48813407921985835,0.7838923323175621,0.6634705045824444,0.6537826626638195,0.7764295832030876,0.8492198667553451,0.5183279674325867,0.7745014183202868,0.7796235639765521,0.8119456107191365,0.8230670499504334
134,0.7663802374326466,0.488996844851606,0.7817354025644495,0.6470386127363588,0.6969906915878649,0.801446206298818,0.8792884102459082,0.5181642521022237,0.7745014183202862,0.7865315443354002,0.8060863296329862,0.8187635971360256
135,0.7610915412579546,0.486957051706421,0.7813822912185552,0.6403869903699726,0.693926013239554,0.7992703793796756,0.8438764316512241,0.5181198822932217,0.7727928772641107,0.7887960795931983,0.8104181421942559,0.8352025567631312
136,0.7563785432078838,0.48284332315523126,0.7640978058019869,0.6494966220921733,0.6962288171249481,0.7923536927907314,0.8272984698690622,0.518040367988643,0.7727928772641113,0.7922719086757458,0.8045819449834155,0.8378508210061162
137,0.760956934393808,0.47554992182606376,0.780932144384884,0.640631076895234,0.6938664297568069,0.8022785146098502,0.8417672439378296,0.5180506355685517,0.7745014183202876,0.788495904324558,0.808429995973209,0.8479772703392797
138,0.7685893700448512,0.5003979885237239,0.7760492927891735,0.6812943378079269,0.6969944117944067,0.8009694007198519,0.8552699185937883,0.518330728022543,0.7725989797458896,0.7906383645949909,0.8118175975760004,0.8467739859971983
139,0.7673626625732614,0.49058148190507883,0.7760492927891735,0.6812943378079267,0.6969944117944061,0.7984752830046099,0.8629095087935937,0.5182693343416539,0.7745014183202865,0.7823412272601055,0.8045111778191137,0.8399170118622433
140,0.7600681281928394,0.491053255915216,0.7733382226572812,0.6814648065855041,0.6537785362039219,0.7758485772748578,0.869872421573794,0.517617182062158,0.7725989797458893,0.789390312790524,0.8098912924571225,0.800856224482263
141,0.7667547609745852,0.4947478269653687,0.7641179845579785,0.6770804459935098,0.6961626767984842,0.794642799304352,0.8595962875859239,0.5183594434375014,0.7727928772641104,0.7821864399221684,0.8075955716666576,0.8529428217651717
142,0.7619355936843503,0.47461882461136606,0.7733382226572812,0.6610523241897507,0.6970186897077878,0.7933340512138373,0.8570284749517719,0.5182695874092429,0.7727928772641113,0.7853330174415968,0.806705517124586,0.8230071486291706
143,0.7557137760596387,0.4827892407841322,0.7767507564718977,0.6548212882324058,0.6537225714756886,0.7713603727259275,0.82936830702645,0.5183521594437512,0.7745014183202873,0.7863475031113559,0.8092002153776595,0.8466414274003133
144,0.7577452334964414,0.49410823343847887,0.7641179845579785,0.6770804459935099,0.6537973565737831,0.7698443187811623,0.851649133321059,0.5182801787205278,0.7745014183202871,0.7798251174922034,0.8083017653677419,0.8316656769683831
145,0.7601476543966376,0.48791078461062626,0.7838923323175624,0.6674157362252475,0.6962549944555553,0.7961117693936278,0.8521063416089165,0.517749925822291,0.7725989797458901,0.7890745453730674,0.809696105309489,0.8166589531345446
146,0.7589470259550406,0.48700497892071254,0.7721149544567635,0.6630390401912983,0.6969677236720433,0.7994130975710164,0.8431069249731875,0.518155632377894,0.7745014183202865,0.7857069656990383,0.8110144954282016,0.8217081197374999
147,0.7645787072643212,0.4759928324451279,0.7753566052420171,0.6475183986295937,0.6962244965311085,0.7916777443082593,0.8660196539153671,0.518047993837042,0.7774539350147935,0.7874613797091599,0.8136929579121416,0.8345959553181618
148,0.7615347289946279,0.471693202128297,0.7646994291275881,0.6582750689570953,0.6969796325215617,0.8006668315329075,0.8616304325218733,0.5176630187318142,0.7727928772641112,0.7820932580461911,0.8039838213628465,0.816845140450172
149,0.7548810234361328,0.48157927398353334,0.7722973154615828,0.6363195124641092,0.653717853917594,0.7769496252607566,0.8426477776532947,0.5182470036810836,0.7745014183202877,0.7836385552387837,0.8056014908195537,0.8474408297295353
150,0.7647607015165275,0.4917016789290673,0.7753566052420171,0.6665779474120505,0.6969255272945343,0.8020682738006526,0.856128530276386,0.5181315754397635,0.7727928772641108,0.7906396969304965,0.8118176824187942,0.82713191640243
151,0.7592899976086496,0.49341725369418504,0.765305024629211,0.6803282143562861,0.6537876390871792,0.7721688091975853,0.8477854110273901,0.5183018991432614,0.7725989797458895,0.7870705471488081,0.8106298609101144,0.8440681691800483
152,0.7688934570402928,0.47219200444008896,0.7676935030733202,0.6833139115227042,0.6939364581607305,0.7983855650860011,0.8743321790940763,0.5176499304090127,0.7774539350147927,0.7829466535945817,0.8091341974365232,0.8408942796441808
153,0.7586988282154018,0.4838910990421139,0.7753566052420171,0.6631271159495344,0.6961881503130155,0.7969518562972135,0.8423622934124898,0.5180708039419332,0.7727928772641101,0.7860381080877823,0.8106555692385816,0.8143377955471017
154,0.7604098508885554,0.48675782167674336,0.7670445259661947,0.653365296462952,0.6939136307788458,0.8027755964375283,0.8579968282834852,0.517686049720141,0.7727928772641115,0.7900231186060988,0.8123091642911903,0.8098280244316918
155,0.7643638132578907,0.4837796249437704,0.7813822912185552,0.6669655749434432,0.6970313493270939,0.8013635525637547,0.8774791390820847,0.5176849673956414,0.7725989797458892,0.7884918280375848,0.8128309080796934,0.8022371742217406
156,0.7589065629610448,0.4783520460620689,0.7730835785481849,0.6686384472832041,0.6537807381868628,0.7762735959016414,0.8575325256342944,0.5180653758644915,0.7727928772641116,0.7852901541741321,0.8033667770519073,0.8368292208952626
157,0.763150440596169,0.4878928212872719,0.7808021385673946,0.6362224530129095,0.6970100850358489,0.8029716797447579,0.8458601242491565,0.5181926820214366,0.7774539350147941,0.7884178239954752,0.8131425042052475,0.8369288918235331
158,0.7560246264840753,0.4808767954798445,0.7767507564718977,0.6818208508685766,0.6962568697644385,0.7980570089991221,0.8311374362702019,0.5177604833618479,0.7727928772641112,0.7846683061156231,0.8129187032236111,0.8139959612286007
159,0.7569337099838277,0.4847195443217753,0.7813822912185551,0.6434005503076351,0.6537146119429794,0.7754390228822006,0.8507008663870728,0.5183202575625772,0.77259897974589,0.7734543253314704,0.8132712541304064,0.8348326734088489
160,0.7614100568629754,0.4778120698551643,0.7833878713082393,0.6406691621825223,0.6961395195781408,0.7930921531585188,0.8485665311532291,0.5181782774702961,0.7774539350147938,0.7873609316699699,0.8058443106397489,0.8385898127801884
161,0.7581774377962197,0.4769873343986636,0.7730835785481849,0.6632409364301579,0.696188083817661,0.7976823428853407,0.8424894886568545,0.5172262706294459,0.7745014183202871,0.7898597254150699,0.8072078987943395,0.8131713824927125
162,0.7613880073654524,0.48645276283271416,0.7737852551285963,0.6611786161015141,0.653701886914145,0.7770385406033137,0.8636155336863915,0.5172291970244994,0.7745014183202873,0.7884919149588997,0.80925932875977,0.8279951244681043
163,0.7644770406861785,0.49460751086581944,0.7813822912185552,0.6467690468679655,0.6939399378033552,0.7987475334240077,0.8612635755720996,0.517560744670679,0.7745014183202873,0.7761414067839247,0.8104135931194003,0.8424597033123659
164,0.7576097255577663,0.48635806985676727,0.7641179845579785,0.6494425203387552,0.6939458649650432,0.7955120490296157,0.8539142400483549,0.518227767727124,0.7745014183202868,0.7814244316190478,0.8040366480028314,0.8164032549882247
165,0.7532462745413793,0.48535428258053837,0.7670445259661947,0.6554020133622537,0.6537241224980737,0.769846884078966,0.8413369884318518,0.5182428141120363,0.7725989797458896,0.782908698762686,0.8164141136029468,0.8341203105484922
166,0.760935912000918,0.49366234396147723,0.7640978058019869,0.6802131002728897,0.6537876394561539,0.7769940157301255,0.8743017676273379,0.5173147811990747,0.7725989797458894,0.7857683908752644,0.8091703102744185,0.8120134619534125
167,0.7631360913885682,0.47962098166990885,0.7808021385673943,0.6633786438081982,0.6939689168318949,0.7952543812001194,0.8565512356118474,0.5179161111125812,0.7774539350147935,0.782668976320346,0.8052184619075142,0.8391691607092517
168,0.7635914083460565,0.48303787942595616,0.7833878713082397,0.6467988240024487,0.6939371242082786,0.8005088703239103,0.852605560724478,0.518370735373248,0.7725989797458894,0.7861386851840731,0.8054968414326276,0.8435794705446744
169,0.7603880606274123,0.47835885564543457,0.7753566052420171,0.6442028881535827,0.6939660137881133,0.7987475335414297,0.8595962278166642,0.5183594434279603,0.7727928772641116,0.7819567453869425,0.8137307566886635,0.8143767231126477
170,0.7573888374165356,0.47912945824330777,0.7730835785481849,0.6414513771759842,0.65373466187088,0.7705848879033939,0.8714501650851366,0.5176350788449802,0.7774539350147933,0.784316914843977,0.8026960817559504,0.8221276748658091
171,0.7680432807822528,0.48658638294711243,0.7641179845579785,0.6509374636292539,0.6938894179916599,0.8018229302379837,0.8684621589378528,0.518315692912475,0.7745014183202877,0.7809546425363973,0.814309549718994,0.8511433589872732
172,0.7620909152184452,0.4726530235698453,0.7721149544567635,0.6474803591969429,0.6969944901181182,0.7948996512762444,0.8520295455050342,0.5181983608023312,0.7774539350147932,0.7842784147038958,0.8072784683993272,0.8355650476470297
173,0.7640341712591839,0.4851289741952072,0.7676935030733202,0.6495167408291513,0.6962288259999417,0.7948763592226947,0.8489676174176505,0.5183302583494929,0.7727928772641111,0.7946847412135027,0.8072584408460679,0.8476190173217693
174,0.7616777277895096,0.49504722868158785,0.7641179845579783,0.6770804459935099,0.6537973565737831,0.7770122975614445,0.8613872486318161,0.5183316412993813,0.7725989797458892,0.7923006301285079,0.8038641736505333,0.8324772700140166
175,0.7615017698447312,0.4762672705508603,0.7808021385673943,0.6408173654292072,0.6961394101213405,0.7930633583795198,0.8627799048388805,0.5173127145849408,0.7725989797458895,0.7864610044748853,0.8115215199840811,0.8228003602661758
176,0.7620855075870474,0.5021610472787491,0.7670445259661947,0.678123538077651,0.6939572323564404,0.7994644257724859,0.8524619481675946,0.51781156681908,0.7745014183202873,0.7838585274516896,0.8049911111898568,0.821009429252526
177,0.768718674082973,0.4864680863058654,0.7653050246292108,0.6534143701330233,0.6961932939789272,0.796033375516786,0.8769599346714271,0.5181860208738752,0.7745014183202871,0.7922598616995383,0.8120255473823351,0.8398579294571804
178,0.7624845845629985,0.4780860810861489,0.774903809949324,0.6473614112531647,0.6537172830915796,0.7749664208757155,0.8853433062178983,0.517718401794998,0.7725989797458892,0.7871283977065566,0.8127695807745585,0.8343080597163388
179,0.7590120908695978,0.486012426708904,0.7733041315042596,0.6811949956998081,0.6939446737179888,0.8009616240835234,0.8407818246458242,0.5182150467183774,0.7774539350147939,0.7841144723006129,0.8109314959348366,0.8056521729543219
180,0.7616301050155273,0.48608729584477,0.7753566052420171,0.6715944914961645,0.696228787016342,0.7929427377057228,0.8415465793085116,0.5176792933629999,0.7727928772641105,0.7791261368085896,0.8063583391959768,0.8500265648255217
181,0.7627934612818039,0.4901379386297196,0.7722973154615828,0.6635892818699098,0.6939732926410828,0.7976245990571799,0.8482149396189232,0.5176095865933666,0.7774539350147938,0.7852757089168996,0.8025085801586584,0.8406052558390879
182,0.7532631357055494,0.47740054574704044,0.7676935030733202,0.6583459083397444,0.6537251188044164,0.7723684937629117,0.8485092402452472,0.5176111171684232,0.7774539350147934,0.7896064707625107,0.8059951341071145,0.8149525634401706
183,0.7644783281459442,0.4861857576059524,0.7833878713082397,0.6404714425211882,0.696206748700663,0.7982914455654935,0.861995661449298,0.5177691103704776,0.7774539350147941,0.7829382653603899,0.8124755310366449,0.8296072245364625
184,0.7602229308252229,0.4698533512700083,0.7733382226572812,0.6547417956511519,0.6537368496264365,0.7720689984229465,0.8761792497152427,0.5176881180397067,0.7745014183202871,0.7873669083132563,0.8050561096873893,0.8277153878128917
185,0.7666911588169444,0.4885102841279662,0.775356605242017,0.6631271159495347,0.6961881503130155,0.7973239194497102,0.8692062421448916,0.5183221647889553,0.7745014183202881,0.7788215197250423,0.8148857561028234,0.8373121996313446
186,0.7546156718131173,0.4913431191862007,0.7728348594098357,0.6661175133739687,0.6537875657629107,0.7756802468872893,0.8386258756908638,0.5183072687521708,0.7774539350147928,0.7852203132300122,0.8027595824747579,0.822908202140531
187,0.7632693608170313,0.49445548732167277,0.7641179845579785,0.680114116647077,0.6962418823283956,0.7962319410122459,0.8586548156996501,0.5183557833086773,0.7725989797458904,0.7807400351688604,0.8120649198408745,0.8200039151424784
188,0.7682518194534103,0.48755502542407153,0.7767507564718977,0.6815756034219921,0.6939395377947039,0.801345477092639,0.8678339511028282,0.5183412778998197,0.7727928772641101,0.7863549254235884,0.8103561071302422,0.831216881764647
189,0.7630131436781956,0.49423514270111196,0.7653050246292108,0.6783700140978898,0.6962330138341878,0.7989368372546936,0.8619971814112332,0.5176200039220448,0.7745014183202871,0.7887352264241776,0.8087912265963089,0.8104867637477913
190,0.7592902480330727,0.4853284549561997,0.7641179845579785,0.6533517589343917,0.6537270566175717,0.775325564765243,0.8599535036660034,0.5182992980641967,0.7725989797458896,0.7844637879295415,0.8096413431028875,0.8370050680244855
191,0.7642180237378925,0.49131142392171556,0.7640978058019869,0.6822696197761472,0.6969727544228506,0.794047796067282,0.8557734916057538,0.5181582941010017,0.7774539350147933,0.7867253642679098,0.8081843607150104,0.8290983200221868
192,0.7670570728393545,0.4725890754900105,0.7676935030733204,0.6803368312981397,0.6939652170060269,0.7988535556385209,0.8635716400701218,0.5183688456052401,0.7727928772641113,0.7880472172642514,0.8104024592435092,0.8386061354901864
193,0.7565787796005549,0.48614791217192627,0.7640978058019869,0.6494966220921735,0.6969993501803672,0.79643837295283,0.839336585011243,0.5180975714697081,0.7745014183202875,0.7840903087781946,0.8053838335556924,0.8252165601837835
194,0.7601260727256668,0.4808888741206131,0.780932144384884,0.6630668794817428,0.6970205748891511,0.7986673422560521,0.840346220062799,0.5183156322672772,0.7727928772641113,0.787275068062428,0.8056626331210762,0.8314458449192423
195,0.762318502680136,0.4848030942119694,0.7676935030733202,0.6510318392460428,0.6938894250937924,0.8008524578451205,0.8630377156706374,0.5176596941030949,0.7725989797458894,0.7860308599736479,0.803844073080363,0.8212022368612224
196,0.7622893191574418,0.480751341976721,0.773083578548185,0.6442678368711716,0.6939659828351287,0.804179205502879,0.8545696607985782,0.5181272830697746,0.774501418320287,0.7788083754578765,0.8107080514941586,0.8384542465064942
197,0.7618440803204325,0.49169977762288075,0.7670445259661947,0.6538691247533881,0.6938501948979241,0.7967520223529982,0.8543515678229512,0.5183590937595657,0.7774539350147933,0.7893245727333689,0.8078923888471155,0.8200590099452073
198,0.7578257498312698,0.48633673879026146,0.7767507564718977,0.6762423862324697,0.6969604133938226,0.7996628758861123,0.8179193766876008,0.5182606427242145,0.7774539350147932,0.7917746874142858,0.8096653988437703,0.8361749618937515
199,0.7577903478892226,0.48564806606408906,0.7737852551285963,0.6508139691171421,0.6537165147350213,0.774569211797472,0.8561204699400916,0.5181448905263711,0.7774539350147924,0.7917684188992121,0.8085302750957668,0.8338138133615763
