r,天數_營飆有持股,天數_營飆空手,重疊÷營飆_逐日均值,重疊÷營飆_逐日中位,重疊÷#13_逐日均值,重疊÷#13_逐日中位,同時持有檔數_逐日均值,營飆持股數_逐日均值,#13持股數_逐日均值,營飆進場數,營飆進場_同檔同週也在#13進場,#13進場_同檔同週也在營飆進場
145,2156,157,0.35103899785022236,0.3,0.17634620556713557,0.1,2.8201469952442717,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
146,2156,157,0.35450330565126487,0.3,0.17818147624463213,0.10526315789473684,2.8521400778210118,8.386078685689581,17.830955469087765,163,0.5460122699386503,0.12732474964234622
147,2156,157,0.3537111273080661,0.3,0.17765518912643075,0.1,2.843925637699957,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
148,2156,157,0.34861663280030625,0.2857142857142857,0.17535714067769473,0.1,2.7955036748811066,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
149,2156,157,0.3487835718703066,0.3,0.17547847629328067,0.10526315789473684,2.8024210981409423,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
150,2156,157,0.34797427629060285,0.2857142857142857,0.1751946412080705,0.1,2.79031560743623,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
151,2156,157,0.3445055511382042,0.2857142857142857,0.17332342122745606,0.1,2.762645914396887,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
152,2156,157,0.34889069264069267,0.3,0.17542675506423444,0.10526315789473684,2.7972330306960655,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
153,2156,157,0.3449997423211709,0.2857142857142857,0.17383353147566488,0.1,2.7665369649805447,8.386078685689581,17.830955469087765,163,0.5153374233128835,0.12017167381974249
154,2156,157,0.3503268840003534,0.3,0.17585758556256326,0.1,2.8140942498919155,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
155,2156,157,0.3549952881585535,0.3,0.1783334641634469,0.10526315789473684,2.8521400778210118,8.386078685689581,17.830955469087765,163,0.5460122699386503,0.12732474964234622
156,2156,157,0.34832159054097833,0.3,0.17527627265313728,0.10526315789473684,2.7959360138348464,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
157,2156,157,0.3499302426598345,0.3,0.17610121818884034,0.10526315789473684,2.8089061824470383,8.38651102464332,17.830955469087765,163,0.5214723926380368,0.12160228898426323
158,2156,157,0.3485041743970315,0.3,0.1754306485980926,0.1,2.7972330306960655,8.386078685689581,17.830955469087765,163,0.5337423312883436,0.12446351931330472
159,2156,157,0.3509210177577525,0.2857142857142857,0.17609430677949234,0.1,2.816688283614354,8.386078685689581,17.830955469087765,163,0.5276073619631901,0.12303290414878398
160,2156,157,0.35020006920517127,0.3,0.17629789282014768,0.10818713450292397,2.8119325551232164,8.386078685689581,17.830955469087765,163,0.5398773006134969,0.12589413447782546
