cell,r,seed,cagr,mdd,vol,first,end,trades,eq_sha
1,0,1000,0.4245474925809207,-0.3779174551837645,0.2858868790271357,526,2859,163,ea98c4b878bf35b6
13,0,7000,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,1,1001,0.37154827317964134,-0.4450722379745732,0.28306297149907655,526,2859,163,469805073227539f
13,1,7001,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,2,1002,0.4371455969386213,-0.3407715731344233,0.2840347252652851,526,2859,163,6d062c39413a87fd
13,2,7002,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,3,1003,0.37964691804997663,-0.3716907206603616,0.28073781645355544,526,2859,163,b00d91851d0521b7
13,3,7003,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,4,1004,0.36110753129829765,-0.40915949898760773,0.27997285947448525,526,2859,163,28a9be99e60f0998
13,4,7004,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,5,1005,0.3629288658238661,-0.3772896807240475,0.27867203222853704,526,2859,163,862ff0904ad997e4
13,5,7005,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,6,1006,0.40608065576235286,-0.3759275163057537,0.28913826393343656,526,2859,163,7309dca4cfa70448
13,6,7006,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,7,1007,0.38850567796269675,-0.4418143661252927,0.2850051870461571,526,2859,163,3bf29e8500eae651
13,7,7007,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,8,1008,0.3999006422506848,-0.3732840193676708,0.2877319401454195,526,2859,163,6815546863fd0aef
13,8,7008,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,9,1009,0.3890721412723608,-0.3610793738076328,0.28160418175091506,526,2859,163,61edec561b1b61fb
13,9,7009,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,10,1010,0.37484851618420567,-0.41876211344399256,0.28431624802512967,526,2859,163,2b785c59ff968961
13,10,7010,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,11,1011,0.4282380395346925,-0.3770291882845814,0.2841464246191341,526,2859,163,5f55e7c7437c0c06
13,11,7011,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,12,1012,0.37413571440142324,-0.3724641373437118,0.2811078066519777,526,2859,163,dd62f2d351f01d6b
13,12,7012,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,13,1013,0.391500024738062,-0.38426392662825415,0.28225390298744346,526,2859,163,2e8c448105dcbf82
13,13,7013,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,14,1014,0.4073073240690659,-0.3665960686001029,0.28962945227655645,526,2859,163,891c683fd70a2fa5
13,14,7014,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,15,1015,0.360432874522564,-0.3906959783862837,0.2785772826468421,526,2859,163,94defc8ca9e705b0
13,15,7015,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,16,1016,0.39390087801270046,-0.3944711386690046,0.2817924590165112,526,2859,163,26c08cd917c69049
13,16,7016,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,17,1017,0.3897347216020439,-0.37203184493706437,0.28360355612616406,526,2859,163,3dff5e8e187fac5d
13,17,7017,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,18,1018,0.44329784876785694,-0.3920102707555435,0.28957817637005767,526,2859,163,c53a2ae91b0cc673
13,18,7018,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,19,1019,0.4270265137864946,-0.3686267060008421,0.28745870392011996,526,2859,163,88ddd13268885d72
13,19,7019,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,20,1020,0.37951550194193917,-0.43262467650861774,0.28470835659506155,526,2859,163,eadcc4f8ad1b6092
13,20,7020,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,21,1021,0.41010389844611916,-0.38973244196571505,0.2869963437517541,526,2859,163,928169f049abeb76
13,21,7021,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,22,1022,0.3979041891863262,-0.39500040320697294,0.2841640222294046,526,2859,163,cdcc39ff96d1f3b5
13,22,7022,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,23,1023,0.4093027490233616,-0.40461017483688644,0.28522280526960564,526,2859,163,4316ae5cb8551769
13,23,7023,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,24,1024,0.4335305939990399,-0.3612069657591807,0.2876298960036636,526,2859,163,552226ac3b3867d6
13,24,7024,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
1,25,1025,0.37388946208296403,-0.3732840193531702,0.285823636787001,526,2859,163,2ac809f040360f09
13,25,7025,0.3612317362788622,-0.32131436013029513,0.2711818357992697,526,2859,699,e46ce57aa36c67d7
