sid,t,grp,站回,s_first,R,X,a_R_from_t0,mech
1101,528,站回,1,3,-0.025198938992042397,-0.02356706128849677,-0.020000000000000018,0.008000000000000007
1101,634,未站回,0,0,-0.010233918128654929,-0.08667173714040491,-0.015988372093023062,-0.0043604651162789665
1101,710,未站回,0,0,0.0848214285714286,0.07553901913630401,0.0848214285714286,0.0029761904761906877
1101,749,站回,1,2,-0.04699738903394246,-0.02984602804934936,-0.021447721179624568,0.024128686327077986
1101,785,站回,1,2,0.09959072305593453,0.12816759859532834,0.08918918918918917,0.0
1101,838,站回,1,2,-0.03547671840354771,-0.006377384499901259,-0.024663677130044803,0.006726457399103047
1101,895,站回,1,1,-0.03597122302158262,-0.004911490651470212,-0.042857142857142705,0.0023809523809523725
1101,953,未站回,0,0,0.06389301634472488,0.05058854350945857,0.027259684361549352,-0.038737446197991354
1101,982,站回,1,1,0.04311543810848395,-0.008233136948863011,0.06685633001422464,0.01137980085348489
1101,1020,站回,1,1,0.09819121447028412,0.06880861060445528,0.12285336856010565,0.019815059445178473
1101,1048,站回,1,1,0.011947431302269829,0.06509499770338141,0.03292682926829271,0.019512195121951015
1101,1073,站回,1,1,0.082063305978898,0.049106175670370115,0.09101654846335694,0.014184397163120588
1101,1104,未站回,0,0,-0.010759546567829736,0.0027026183836719696,-0.010759546567829736,-0.0011160714285712858
1101,1160,未站回,0,0,0.026415094339622636,0.006800482437257154,0.0394904458598726,0.001273885350318471
1101,1186,站回,1,2,0.021739130434782705,0.00661108761825524,0.048327137546468224,0.019826517967781898
1101,1236,未站回,0,0,0.008235294117647118,0.012508398819197759,0.0238948626045401,0.013142174432496878
1101,1262,未站回,0,0,0.04615384615384599,0.009198178291843807,-0.02508960573476715,-0.02628434886499409
1101,1308,站回,1,2,-0.0034883720930232176,-0.07194436055826278,0.013002364066194039,0.014184397163120588
1101,1357,站回,1,2,0.07299252219462016,0.03417513187199142,0.09103611841986581,0.01681614349775784
1101,1382,未站回,0,0,-0.030732860520094496,-0.037648739938148865,-0.04428904428904423,-0.004662004662004615
1101,1453,未站回,0,0,-0.010465116279069875,-0.043945977808186085,-0.00815850815850827,0.0034965034965035446
1101,1549,未站回,0,0,0.06431535269709543,-0.0720982586224006,0.03427419354838723,-0.03427419354838712
1101,1575,未站回,0,0,0.015686274509803866,-0.028056616693276422,0.015686274509803866,0.0
1101,1611,未站回,0,0,0.003121748178980477,0.017368426842509416,-0.015245218744579292,-0.027503577017468195
1101,1649,站回,1,1,-0.044642857142857095,-0.0922505256214566,-0.03700000000000003,0.008000000000000007
1101,1712,站回,1,3,-0.00945378151260523,0.02305459976520661,-0.006322444678609207,0.0031612223393044925
