date,stock_id,name,reason,adjust_from,restore_date,margin_cut,margin_cum,short_raise,short_cum
2020-07-24,1233,天仁,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1233,天仁,成交量過度異常,2020-05-18,,1,0,1,0
2020-07-24,1233,天仁,股權過度集中,,,1,0,1,0
2020-07-24,1233,天仁,監視第二次處置,,,,,,
2020-07-24,1233,天仁,,,,1,1,1,1
2020-07-24,1325,恆大,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1325,恆大,成交量過度異常,2020-07-24,,1,0,1,0
2020-07-24,1325,恆大,股權過度集中,,,1,0,1,0
2020-07-24,1325,恆大,監視第二次處置,,,,,,
2020-07-24,1325,恆大,,,,1,1,1,1
2020-07-24,1470,大統新創,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1470,大統新創,成交量過度異常,2017-09-06,,1,0,1,0
2020-07-24,1470,大統新創,股權過度集中,2011-05-11,,1,0,1,0
2020-07-24,1470,大統新創,監視第二次處置,,,,,,
2020-07-24,1470,大統新創,,,,1,1,1,1
2020-07-24,1474,弘裕,股價波動過度劇烈,2020-06-24,,1,0,1,0
2020-07-24,1474,弘裕,成交量過度異常,,,1,0,1,0
2020-07-24,1474,弘裕,股權過度集中,,,1,0,1,0
2020-07-24,1474,弘裕,監視第二次處置,,,,,,
2020-07-24,1474,弘裕,,,,1,1,1,1
2020-07-24,1583,程泰,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1583,程泰,成交量過度異常,2018-07-17,,1,0,1,0
2020-07-24,1583,程泰,股權過度集中,,,1,0,1,0
2020-07-24,1583,程泰,監視第二次處置,,,,,,
2020-07-24,1583,程泰,,,,1,1,1,1
2020-07-24,1725,元禎,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1725,元禎,成交量過度異常,2018-11-20,,1,0,1,0
2020-07-24,1725,元禎,股權過度集中,,,1,0,1,0
2020-07-24,1725,元禎,監視第二次處置,,,,,,
2020-07-24,1725,元禎,,,,1,1,1,1
2020-07-24,1726,永記,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1726,永記,成交量過度異常,2020-05-06,,1,0,1,0
2020-07-24,1726,永記,股權過度集中,,,1,0,1,0
2020-07-24,1726,永記,監視第二次處置,,,,,,
2020-07-24,1726,永記,,,,1,1,1,1
2020-07-24,1734,杏輝,股價波動過度劇烈,2020-07-13,,1,0,1,0
2020-07-24,1734,杏輝,成交量過度異常,,,1,0,1,0
2020-07-24,1734,杏輝,股權過度集中,,,1,0,1,0
2020-07-24,1734,杏輝,監視第二次處置,2020-07-22,2020-08-05,6,0,1,0
2020-07-24,1734,杏輝,,,,6,1,2,1
2020-07-24,1735,日勝化,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1735,日勝化,成交量過度異常,2019-12-10,,1,0,1,0
2020-07-24,1735,日勝化,股權過度集中,,,1,0,1,0
2020-07-24,1735,日勝化,監視第二次處置,,,,,,
2020-07-24,1735,日勝化,,,,1,1,1,1
2020-07-24,1760,寶齡富錦,股價波動過度劇烈,,,1,0,1,0
2020-07-24,1760,寶齡富錦,成交量過度異常,2020-05-19,,1,0,1,0
2020-07-24,1760,寶齡富錦,股權過度集中,,,1,0,1,0
2020-07-24,1760,寶齡富錦,監視第二次處置,,,,,,
2020-07-24,1760,寶齡富錦,,,,1,1,1,1
2020-07-24,2008,高興昌,股價波動過度劇烈,,,1,0,1,0
2020-07-24,2008,高興昌,成交量過度異常,2020-05-07,,1,0,1,0
2020-07-24,2008,高興昌,股權過度集中,,,1,0,1,0
2020-07-24,2008,高興昌,監視第二次處置,,,,,,
2020-07-24,2008,高興昌,,,,1,1,1,1
2020-07-24,2390,云辰,股價波動過度劇烈,2020-06-23,,1,0,1,0
2020-07-24,2390,云辰,成交量過度異常,,,1,0,1,0
2020-07-24,2390,云辰,股權過度集中,,,1,0,1,0
2020-07-24,2390,云辰,監視第二次處置,,,,,,
2020-07-24,2390,云辰,,,,1,1,1,1
2020-07-24,2417,圓剛,股價波動過度劇烈,2020-07-01,,1,0,1,0
2020-07-24,2417,圓剛,成交量過度異常,,,1,0,1,0
2020-07-24,2417,圓剛,股權過度集中,,,1,0,1,0
2020-07-24,2417,圓剛,監視第二次處置,,,,,,
2020-07-24,2417,圓剛,,,,1,1,1,1
2020-07-24,2712,遠雄來,股價波動過度劇烈,,,1,0,1,0
2020-07-24,2712,遠雄來,成交量過度異常,2020-07-24,,1,0,1,0
2020-07-24,2712,遠雄來,股權過度集中,2018-07-31,,1,0,1,0
2020-07-24,2712,遠雄來,監視第二次處置,,,,,,
2020-07-24,2712,遠雄來,,,,1,1,1,1
2020-07-24,2910,統領,股價波動過度劇烈,,,1,0,1,0
2020-07-24,2910,統領,成交量過度異常,2020-02-06,,1,0,1,0
2020-07-24,2910,統領,股權過度集中,2002-06-05,,1,0,1,0
2020-07-24,2910,統領,監視第二次處置,,,,,,
2020-07-24,2910,統領,,,,1,1,1,1
2020-07-24,2936,客思達-KY,股價波動過度劇烈,,,1,0,1,0
2020-07-24,2936,客思達-KY,成交量過度異常,2018-06-22,,1,0,1,0
2020-07-24,2936,客思達-KY,股權過度集中,,,1,0,1,0
