date,stock_id,name,reason,adjust_from,restore_date,margin_cut,margin_cum,short_raise,short_cum
2023-03-23,1203,味王,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1203,味王,成交量過度異常,2023-03-16,,1,0,1,0
2023-03-23,1203,味王,股權過度集中,,,1,0,1,0
2023-03-23,1203,味王,監視第二次處置,,,,,,
2023-03-23,1203,味王,,,,1,1,1,1
2023-03-23,1225,福懋油,股價波動過度劇烈,,,,,,
2023-03-23,1225,福懋油,成交量過度異常,2022-12-15,2023-03-24,,,,
2023-03-23,1225,福懋油,股權過度集中,,,,,,
2023-03-23,1225,福懋油,監視第二次處置,,,,,,
2023-03-23,1225,福懋油,,,,,,,
2023-03-23,1233,天仁,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1233,天仁,成交量過度異常,2022-05-16,,1,0,1,0
2023-03-23,1233,天仁,股權過度集中,,,1,0,1,0
2023-03-23,1233,天仁,監視第二次處置,,,,,,
2023-03-23,1233,天仁,,,,1,1,1,1
2023-03-23,1235,興泰,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1235,興泰,成交量過度異常,2022-10-19,,1,0,1,0
2023-03-23,1235,興泰,股權過度集中,,,1,0,1,0
2023-03-23,1235,興泰,監視第二次處置,,,,,,
2023-03-23,1235,興泰,,,,1,1,1,1
2023-03-23,1315,達新,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1315,達新,成交量過度異常,2023-01-03,,1,0,1,0
2023-03-23,1315,達新,股權過度集中,,,1,0,1,0
2023-03-23,1315,達新,監視第二次處置,,,,,,
2023-03-23,1315,達新,,,,1,1,1,1
2023-03-23,1324,地球,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1324,地球,成交量過度異常,2022-10-27,,1,0,1,0
2023-03-23,1324,地球,股權過度集中,,,1,0,1,0
2023-03-23,1324,地球,監視第二次處置,,,,,,
2023-03-23,1324,地球,,,,1,1,1,1
2023-03-23,1418,東華,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1418,東華,成交量過度異常,2022-09-27,,1,0,1,0
2023-03-23,1418,東華,股權過度集中,,,1,0,1,0
2023-03-23,1418,東華,監視第二次處置,,,,,,
2023-03-23,1418,東華,,,,1,1,1,1
2023-03-23,1436,華友聯,股價波動過度劇烈,,,,,,
2023-03-23,1436,華友聯,成交量過度異常,2023-01-04,2023-03-24,,,,
2023-03-23,1436,華友聯,股權過度集中,,,,,,
2023-03-23,1436,華友聯,監視第二次處置,,,,,,
2023-03-23,1436,華友聯,,,,,,,
2023-03-23,1617,榮星,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1617,榮星,成交量過度異常,2023-02-21,,1,0,1,0
2023-03-23,1617,榮星,股權過度集中,,,1,0,1,0
2023-03-23,1617,榮星,監視第二次處置,,,,,,
2023-03-23,1617,榮星,,,,1,1,1,1
2023-03-23,1725,元禎,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1725,元禎,成交量過度異常,2023-02-01,,1,0,1,0
2023-03-23,1725,元禎,股權過度集中,,,1,0,1,0
2023-03-23,1725,元禎,監視第二次處置,,,,,,
2023-03-23,1725,元禎,,,,1,1,1,1
2023-03-23,1726,永記,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1726,永記,成交量過度異常,2022-05-10,,1,0,1,0
2023-03-23,1726,永記,股權過度集中,,,1,0,1,0
2023-03-23,1726,永記,監視第二次處置,,,,,,
2023-03-23,1726,永記,,,,1,1,1,1
2023-03-23,1730,花仙子,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1730,花仙子,成交量過度異常,2023-02-06,,1,0,1,0
2023-03-23,1730,花仙子,股權過度集中,,,1,0,1,0
2023-03-23,1730,花仙子,監視第二次處置,,,,,,
2023-03-23,1730,花仙子,,,,1,1,1,1
2023-03-23,1776,展宇,股價波動過度劇烈,,,1,0,1,0
2023-03-23,1776,展宇,成交量過度異常,2022-10-12,,1,0,1,0
2023-03-23,1776,展宇,股權過度集中,,,1,0,1,0
2023-03-23,1776,展宇,監視第二次處置,,,,,,
2023-03-23,1776,展宇,,,,1,1,1,1
2023-03-23,2024,志聯,股價波動過度劇烈,,,1,0,1,0
2023-03-23,2024,志聯,成交量過度異常,2023-03-24,,1,0,1,0
2023-03-23,2024,志聯,股權過度集中,,,1,0,1,0
2023-03-23,2024,志聯,監視第二次處置,,,,,,
2023-03-23,2024,志聯,,,,1,1,1,1
2023-03-23,2114,鑫永銓,股價波動過度劇烈,,,1,0,1,0
2023-03-23,2114,鑫永銓,成交量過度異常,2022-12-08,,1,0,1,0
2023-03-23,2114,鑫永銓,股權過度集中,,,1,0,1,0
2023-03-23,2114,鑫永銓,監視第二次處置,,,,,,
2023-03-23,2114,鑫永銓,,,,1,1,1,1
2023-03-23,2115,六暉-KY,股價波動過度劇烈,,,1,0,1,0
2023-03-23,2115,六暉-KY,成交量過度異常,2023-01-05,,1,0,1,0
2023-03-23,2115,六暉-KY,股權過度集中,,,1,0,1,0
2023-03-23,2115,六暉-KY,監視第二次處置,,,,,,
2023-03-23,2115,六暉-KY,,,,1,1,1,1
2023-03-23,2250,IKKA-KY,股價波動過度劇烈,,,1,0,1,0
2023-03-23,2250,IKKA-KY,成交量過度異常,2023-01-11,,1,0,1,0
2023-03-23,2250,IKKA-KY,股權過度集中,,,1,0,1,0
2023-03-23,2250,IKKA-KY,監視第二次處置,,,,,,
2023-03-23,2250,IKKA-KY,,,,1,1,1,1
2023-03-23,2433,互盛電,股價波動過度劇烈,,,1,0,1,0
2023-03-23,2433,互盛電,成交量過度異常,2022-08-11,,1,0,1,0
2023-03-23,2433,互盛電,股權過度集中,,,1,0,1,0
2023-03-23,2433,互盛電,監視第二次處置,,,,,,
2023-03-23,2433,互盛電,,,,1,1,1,1
2023-03-23,2453,凌群,股價波動過度劇烈,2023-03-02,,1,0,1,0
2023-03-23,2453,凌群,成交量過度異常,2023-03-20,,1,0,1,0
2023-03-23,2453,凌群,股權過度集中,,,1,0,1,0
2023-03-23,2453,凌群,監視第二次處置,,,,,,
2023-03-23,2453,凌群,,,,1,1,1,1
2023-03-23,2466,冠西電,股價波動過度劇烈,,,1,0,1,0
2023-03-23,2466,冠西電,成交量過度異常,2023-03-08,,1,0,1,0
2023-03-23,2466,冠西電,股權過度集中,2022-07-22,,1,0,1,0
2023-03-23,2466,冠西電,監視第二次處置,,,,,,
2023-03-23,2466,冠西電,,,,1,1,1,1
