date,stock_id,name,reason,adjust_from,restore_date,margin_cut,margin_cum,short_raise,short_cum
2023-01-09,1203,味王,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1203,味王,成交量過度異常,2022-10-04,,1,0,1,0
2023-01-09,1203,味王,股權過度集中,,,1,0,1,0
2023-01-09,1203,味王,監視第二次處置,,,,,,
2023-01-09,1203,味王,,,,1,1,1,1
2023-01-09,1218,泰山,股價波動過度劇烈,2022-12-27,,1,0,1,0
2023-01-09,1218,泰山,成交量過度異常,,,1,0,1,0
2023-01-09,1218,泰山,股權過度集中,,,1,0,1,0
2023-01-09,1218,泰山,監視第二次處置,,,,,,
2023-01-09,1218,泰山,,,,1,1,1,1
2023-01-09,1225,福懋油,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1225,福懋油,成交量過度異常,2022-12-15,,1,0,1,0
2023-01-09,1225,福懋油,股權過度集中,,,1,0,1,0
2023-01-09,1225,福懋油,監視第二次處置,,,,,,
2023-01-09,1225,福懋油,,,,1,1,1,1
2023-01-09,1233,天仁,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1233,天仁,成交量過度異常,2022-05-16,,1,0,1,0
2023-01-09,1233,天仁,股權過度集中,,,1,0,1,0
2023-01-09,1233,天仁,監視第二次處置,,,,,,
2023-01-09,1233,天仁,,,,1,1,1,1
2023-01-09,1235,興泰,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1235,興泰,成交量過度異常,2022-10-19,,1,0,1,0
2023-01-09,1235,興泰,股權過度集中,,,1,0,1,0
2023-01-09,1235,興泰,監視第二次處置,,,,,,
2023-01-09,1235,興泰,,,,1,1,1,1
2023-01-09,1256,鮮活果汁-KY,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1256,鮮活果汁-KY,成交量過度異常,2022-07-01,,1,0,1,0
2023-01-09,1256,鮮活果汁-KY,股權過度集中,,,1,0,1,0
2023-01-09,1256,鮮活果汁-KY,監視第二次處置,,,,,,
2023-01-09,1256,鮮活果汁-KY,,,,1,1,1,1
2023-01-09,1315,達新,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1315,達新,成交量過度異常,2023-01-03,,1,0,1,0
2023-01-09,1315,達新,股權過度集中,,,1,0,1,0
2023-01-09,1315,達新,監視第二次處置,,,,,,
2023-01-09,1315,達新,,,,1,1,1,1
2023-01-09,1324,地球,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1324,地球,成交量過度異常,2022-10-27,,1,0,1,0
2023-01-09,1324,地球,股權過度集中,,,1,0,1,0
2023-01-09,1324,地球,監視第二次處置,,,,,,
2023-01-09,1324,地球,,,,1,1,1,1
2023-01-09,1342,八貫,股價波動過度劇烈,2022-12-13,,1,0,1,0
2023-01-09,1342,八貫,成交量過度異常,,,1,0,1,0
2023-01-09,1342,八貫,股權過度集中,,,1,0,1,0
2023-01-09,1342,八貫,監視第二次處置,,,,,,
2023-01-09,1342,八貫,,,,1,1,1,1
2023-01-09,1417,嘉裕,股價波動過度劇烈,2022-12-15,,1,0,1,0
2023-01-09,1417,嘉裕,成交量過度異常,,,1,0,1,0
2023-01-09,1417,嘉裕,股權過度集中,,,1,0,1,0
2023-01-09,1417,嘉裕,監視第二次處置,,,,,,
2023-01-09,1417,嘉裕,,,,1,1,1,1
2023-01-09,1418,東華,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1418,東華,成交量過度異常,2022-09-27,,1,0,1,0
2023-01-09,1418,東華,股權過度集中,,,1,0,1,0
2023-01-09,1418,東華,監視第二次處置,,,,,,
2023-01-09,1418,東華,,,,1,1,1,1
2023-01-09,1436,華友聯,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1436,華友聯,成交量過度異常,2023-01-04,,1,0,1,0
2023-01-09,1436,華友聯,股權過度集中,,,1,0,1,0
2023-01-09,1436,華友聯,監視第二次處置,,,,,,
2023-01-09,1436,華友聯,,,,1,1,1,1
2023-01-09,1439,雋揚,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1439,雋揚,成交量過度異常,2023-01-05,,1,0,1,0
2023-01-09,1439,雋揚,股權過度集中,,,1,0,1,0
2023-01-09,1439,雋揚,監視第二次處置,,,,,,
2023-01-09,1439,雋揚,,,,1,1,1,1
2023-01-09,1521,大億,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1521,大億,成交量過度異常,2022-08-30,,1,0,1,0
2023-01-09,1521,大億,股權過度集中,,,1,0,1,0
2023-01-09,1521,大億,監視第二次處置,,,,,,
2023-01-09,1521,大億,,,,1,1,1,1
2023-01-09,1525,江申,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1525,江申,成交量過度異常,2023-01-04,,1,0,1,0
2023-01-09,1525,江申,股權過度集中,,,1,0,1,0
2023-01-09,1525,江申,監視第二次處置,,,,,,
2023-01-09,1525,江申,,,,1,1,1,1
2023-01-09,1541,錩泰,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1541,錩泰,成交量過度異常,2022-12-23,,1,0,1,0
2023-01-09,1541,錩泰,股權過度集中,,,1,0,1,0
2023-01-09,1541,錩泰,監視第二次處置,,,,,,
2023-01-09,1541,錩泰,,,,1,1,1,1
2023-01-09,1583,程泰,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1583,程泰,成交量過度異常,2021-08-13,,1,0,1,0
2023-01-09,1583,程泰,股權過度集中,,,1,0,1,0
2023-01-09,1583,程泰,監視第二次處置,,,,,,
2023-01-09,1583,程泰,,,,1,1,1,1
2023-01-09,1614,三洋電,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1614,三洋電,成交量過度異常,2023-01-05,,1,0,1,0
2023-01-09,1614,三洋電,股權過度集中,,,1,0,1,0
2023-01-09,1614,三洋電,監視第二次處置,,,,,,
2023-01-09,1614,三洋電,,,,1,1,1,1
2023-01-09,1615,大山,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1615,大山,成交量過度異常,2022-12-28,,1,0,1,0
2023-01-09,1615,大山,股權過度集中,,,1,0,1,0
2023-01-09,1615,大山,監視第二次處置,,,,,,
2023-01-09,1615,大山,,,,1,1,1,1
2023-01-09,1617,榮星,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1617,榮星,成交量過度異常,2022-11-17,,1,0,1,0
2023-01-09,1617,榮星,股權過度集中,,,1,0,1,0
2023-01-09,1617,榮星,監視第二次處置,,,,,,
2023-01-09,1617,榮星,,,,1,1,1,1
2023-01-09,1701,中化,股價波動過度劇烈,2023-01-05,,1,0,1,0
2023-01-09,1701,中化,成交量過度異常,,,1,0,1,0
2023-01-09,1701,中化,股權過度集中,,,1,0,1,0
2023-01-09,1701,中化,監視第二次處置,,,,,,
2023-01-09,1701,中化,,,,1,1,1,1
2023-01-09,1726,永記,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1726,永記,成交量過度異常,2022-05-10,,1,0,1,0
2023-01-09,1726,永記,股權過度集中,,,1,0,1,0
2023-01-09,1726,永記,監視第二次處置,,,,,,
2023-01-09,1726,永記,,,,1,1,1,1
2023-01-09,1735,日勝化,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1735,日勝化,成交量過度異常,2022-08-18,,1,0,1,0
2023-01-09,1735,日勝化,股權過度集中,,,1,0,1,0
2023-01-09,1735,日勝化,監視第二次處置,,,,,,
2023-01-09,1735,日勝化,,,,1,1,1,1
2023-01-09,1752,南光,股價波動過度劇烈,2022-12-30,,1,0,1,0
2023-01-09,1752,南光,成交量過度異常,2023-01-03,,1,0,1,0
2023-01-09,1752,南光,股權過度集中,,,1,0,1,0
2023-01-09,1752,南光,監視第二次處置,,,,,,
2023-01-09,1752,南光,,,,1,1,1,1
2023-01-09,1760,寶齡富錦,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1760,寶齡富錦,成交量過度異常,2022-07-13,,1,0,1,0
2023-01-09,1760,寶齡富錦,股權過度集中,,,1,0,1,0
2023-01-09,1760,寶齡富錦,監視第二次處置,,,,,,
2023-01-09,1760,寶齡富錦,,,,1,1,1,1
2023-01-09,1776,展宇,股價波動過度劇烈,,,1,0,1,0
2023-01-09,1776,展宇,成交量過度異常,2022-10-12,,1,0,1,0
2023-01-09,1776,展宇,股權過度集中,,,1,0,1,0
2023-01-09,1776,展宇,監視第二次處置,,,,,,
2023-01-09,1776,展宇,,,,1,1,1,1
2023-01-09,1795,美時,股價波動過度劇烈,2022-12-08,2023-01-10,,,,
2023-01-09,1795,美時,成交量過度異常,,,,,,
2023-01-09,1795,美時,股權過度集中,,,,,,
2023-01-09,1795,美時,監視第二次處置,,,,,,
2023-01-09,1795,美時,,,,,,,
2023-01-09,1810,和成,股價波動過度劇烈,2022-12-01,,1,0,1,0
2023-01-09,1810,和成,成交量過度異常,,,1,0,1,0
2023-01-09,1810,和成,股權過度集中,,,1,0,1,0
2023-01-09,1810,和成,監視第二次處置,,,,,,
2023-01-09,1810,和成,,,,1,1,1,1
2023-01-09,2114,鑫永銓,股價波動過度劇烈,,,1,0,1,0
2023-01-09,2114,鑫永銓,成交量過度異常,2022-12-08,,1,0,1,0
2023-01-09,2114,鑫永銓,股權過度集中,,,1,0,1,0
2023-01-09,2114,鑫永銓,監視第二次處置,,,,,,
2023-01-09,2114,鑫永銓,,,,1,1,1,1
2023-01-09,2115,六暉-KY,股價波動過度劇烈,,,1,0,1,0
2023-01-09,2115,六暉-KY,成交量過度異常,2023-01-05,,1,0,1,0
2023-01-09,2115,六暉-KY,股權過度集中,,,1,0,1,0
2023-01-09,2115,六暉-KY,監視第二次處置,,,,,,
2023-01-09,2115,六暉-KY,,,,1,1,1,1
2023-01-09,2364,倫飛,股價波動過度劇烈,,,1,0,1,0
2023-01-09,2364,倫飛,成交量過度異常,2022-07-11,,1,0,1,0
2023-01-09,2364,倫飛,股權過度集中,,,1,0,1,0
