date,stock_id,name,reason,adjust_from,restore_date,margin_cut,margin_cum,short_raise,short_cum
2016-01-12,1213,大  飲,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1213,大  飲,成交量過度異常,2015-12-10,,1,0,1,0
2016-01-12,1213,大  飲,股權過度集中,,,1,0,1,0
2016-01-12,1213,大  飲,監視第二次處置,,,,,,
2016-01-12,1213,大  飲,,,,1,1,1,1
2016-01-12,1233,天仁,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1233,天仁,成交量過度異常,2015-09-14,,1,0,1,0
2016-01-12,1233,天仁,股權過度集中,,,1,0,1,0
2016-01-12,1233,天仁,監視第二次處置,,,,,,
2016-01-12,1233,天仁,,,,1,1,1,1
2016-01-12,1236,宏亞,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1236,宏亞,成交量過度異常,2015-10-27,,1,0,1,0
2016-01-12,1236,宏亞,股權過度集中,,,1,0,1,0
2016-01-12,1236,宏亞,監視第二次處置,,,,,,
2016-01-12,1236,宏亞,,,,1,1,1,1
2016-01-12,1315,達新,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1315,達新,成交量過度異常,2015-10-20,,1,0,1,0
2016-01-12,1315,達新,股權過度集中,,,1,0,1,0
2016-01-12,1315,達新,監視第二次處置,,,,,,
2016-01-12,1315,達新,,,,1,1,1,1
2016-01-12,1324,地球,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1324,地球,成交量過度異常,2016-01-12,,1,0,1,0
2016-01-12,1324,地球,股權過度集中,,,1,0,1,0
2016-01-12,1324,地球,監視第二次處置,,,,,,
2016-01-12,1324,地球,,,,1,1,1,1
2016-01-12,1410,南染,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1410,南染,成交量過度異常,2015-12-01,,1,0,1,0
2016-01-12,1410,南染,股權過度集中,,,1,0,1,0
2016-01-12,1410,南染,監視第二次處置,,,,,,
2016-01-12,1410,南染,,,,1,1,1,1
2016-01-12,1436,華友聯,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1436,華友聯,成交量過度異常,2016-01-06,,1,0,1,0
2016-01-12,1436,華友聯,股權過度集中,,,1,0,1,0
2016-01-12,1436,華友聯,監視第二次處置,,,,,,
2016-01-12,1436,華友聯,,,,1,1,1,1
2016-01-12,1470,大統染,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1470,大統染,成交量過度異常,2014-09-19,,1,0,1,0
2016-01-12,1470,大統染,股權過度集中,2011-05-11,,1,0,1,0
2016-01-12,1470,大統染,監視第二次處置,,,,,,
2016-01-12,1470,大統染,,,,1,1,1,1
2016-01-12,1535,中宇,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1535,中宇,成交量過度異常,2015-12-30,,1,0,1,0
2016-01-12,1535,中宇,股權過度集中,,,1,0,1,0
2016-01-12,1535,中宇,監視第二次處置,,,,,,
2016-01-12,1535,中宇,,,,1,1,1,1
2016-01-12,1541,錩泰,股價波動過度劇烈,2016-01-07,,1,0,1,0
2016-01-12,1541,錩泰,成交量過度異常,,,1,0,1,0
2016-01-12,1541,錩泰,股權過度集中,,,1,0,1,0
2016-01-12,1541,錩泰,監視第二次處置,,,,,,
2016-01-12,1541,錩泰,,,,1,1,1,1
2016-01-12,1583,程泰,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1583,程泰,成交量過度異常,2015-12-28,,1,0,1,0
2016-01-12,1583,程泰,股權過度集中,,,1,0,1,0
2016-01-12,1583,程泰,監視第二次處置,,,,,,
2016-01-12,1583,程泰,,,,1,1,1,1
2016-01-12,1592,F-英瑞,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1592,F-英瑞,成交量過度異常,2015-12-17,,1,0,1,0
2016-01-12,1592,F-英瑞,股權過度集中,,,1,0,1,0
2016-01-12,1592,F-英瑞,監視第二次處置,,,,,,
2016-01-12,1592,F-英瑞,,,,1,1,1,1
2016-01-12,1615,大山,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1615,大山,成交量過度異常,2015-07-30,,1,0,1,0
2016-01-12,1615,大山,股權過度集中,,,1,0,1,0
2016-01-12,1615,大山,監視第二次處置,,,,,,
2016-01-12,1615,大山,,,,1,1,1,1
2016-01-12,1617,榮星,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1617,榮星,成交量過度異常,2015-10-13,,1,0,1,0
2016-01-12,1617,榮星,股權過度集中,,,1,0,1,0
2016-01-12,1617,榮星,監視第二次處置,,,,,,
2016-01-12,1617,榮星,,,,1,1,1,1
2016-01-12,1725,元禎,股價波動過度劇烈,,,1,0,1,0
2016-01-12,1725,元禎,成交量過度異常,2015-03-06,,1,0,1,0
2016-01-12,1725,元禎,股權過度集中,,,1,0,1,0
2016-01-12,1725,元禎,監視第二次處置,,,,,,
2016-01-12,1725,元禎,,,,1,1,1,1
2016-01-12,2033,佳大,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2033,佳大,成交量過度異常,,,1,0,1,0
2016-01-12,2033,佳大,股權過度集中,2015-07-27,,1,0,1,0
2016-01-12,2033,佳大,監視第二次處置,,,,,,
2016-01-12,2033,佳大,,,,1,1,1,1
2016-01-12,2406,國碩,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2406,國碩,成交量過度異常,2015-12-30,,1,0,1,0
2016-01-12,2406,國碩,股權過度集中,,,1,0,1,0
2016-01-12,2406,國碩,監視第二次處置,,,,,,
2016-01-12,2406,國碩,,,,1,1,1,1
2016-01-12,2408,南亞科,股價波動過度劇烈,2015-12-31,,1,0,1,0
2016-01-12,2408,南亞科,成交量過度異常,,,1,0,1,0
2016-01-12,2408,南亞科,股權過度集中,,,1,0,1,0
2016-01-12,2408,南亞科,監視第二次處置,,,,,,
2016-01-12,2408,南亞科,,,,1,1,1,1
2016-01-12,2424,隴華,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2424,隴華,成交量過度異常,2015-07-01,,1,0,1,0
2016-01-12,2424,隴華,股權過度集中,,,1,0,1,0
2016-01-12,2424,隴華,監視第二次處置,,,,,,
2016-01-12,2424,隴華,,,,1,1,1,1
2016-01-12,2433,互盛電,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2433,互盛電,成交量過度異常,2015-12-23,,1,0,1,0
2016-01-12,2433,互盛電,股權過度集中,,,1,0,1,0
2016-01-12,2433,互盛電,監視第二次處置,,,,,,
2016-01-12,2433,互盛電,,,,1,1,1,1
2016-01-12,2457,飛宏,股價波動過度劇烈,2015-12-22,,1,0,1,0
2016-01-12,2457,飛宏,成交量過度異常,,,1,0,1,0
2016-01-12,2457,飛宏,股權過度集中,,,1,0,1,0
2016-01-12,2457,飛宏,監視第二次處置,,,,,,
2016-01-12,2457,飛宏,,,,1,1,1,1
2016-01-12,2528,皇普,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2528,皇普,成交量過度異常,2015-10-08,,1,0,1,0
2016-01-12,2528,皇普,股權過度集中,,,1,0,1,0
2016-01-12,2528,皇普,監視第二次處置,,,,,,
2016-01-12,2528,皇普,,,,1,1,1,1
2016-01-12,2539,櫻花建,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2539,櫻花建,成交量過度異常,2015-12-15,,1,0,1,0
2016-01-12,2539,櫻花建,股權過度集中,,,1,0,1,0
2016-01-12,2539,櫻花建,監視第二次處置,,,,,,
2016-01-12,2539,櫻花建,,,,1,1,1,1
2016-01-12,2540,愛山林,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2540,愛山林,成交量過度異常,2015-02-13,,1,0,1,0
2016-01-12,2540,愛山林,股權過度集中,,,1,0,1,0
2016-01-12,2540,愛山林,監視第二次處置,,,,,,
2016-01-12,2540,愛山林,,,,1,1,1,1
2016-01-12,2546,根基,股價波動過度劇烈,,,1,0,1,0
2016-01-12,2546,根基,成交量過度異常,2015-12-28,,1,0,1,0
