date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2013-07-17,1256,,1.22,101,22.04,5.91,
2013-07-17,1258,,4.12,101,9.85,1.11,
2013-07-17,1259,,3.54,101,28.35,1.47,
2013-07-17,1333,,0.00,101,,1.16,
2013-07-17,1336,,0.00,101,,0.44,
2013-07-17,1558,,5.39,101,11.47,2.84,
2013-07-17,1565,,2.02,101,32.99,12.33,
2013-07-17,1569,,0.00,101,29.89,1.03,
2013-07-17,1570,,0.00,101,31.28,1.94,
2013-07-17,1580,,6.10,101,13.50,3.88,
2013-07-17,1584,,0.00,101,,0.89,
2013-07-17,1586,,2.40,101,34.18,0.92,
2013-07-17,1591,,4.02,101,13.13,2.33,
2013-07-17,1593,,2.19,101,13.07,1.04,
2013-07-17,1595,,4.58,101,10.32,1.82,
2013-07-17,1597,,1.28,101,80.91,2.49,
2013-07-17,1599,,6.28,101,16.54,1.89,
2013-07-17,1742,,0.00,101,32.36,1.36,
2013-07-17,1752,,0.00,101,41.26,2.38,
2013-07-17,1777,,2.38,101,25.51,2.71,
2013-07-17,1781,,0.22,101,13.22,3.30,
2013-07-17,1784,,2.13,101,37.21,2.26,
2013-07-17,1785,,5.54,101,15.94,1.15,
2013-07-17,1787,,3.40,101,18.15,0.95,
2013-07-17,1788,,4.49,101,15.21,2.18,
2013-07-17,1795,,0.00,101,,4.91,
2013-07-17,1799,,0.00,101,,2.57,
2013-07-17,1813,,4.11,101,14.64,2.32,
2013-07-17,1815,,0.00,101,,0.79,
2013-07-17,2035,,0.00,101,,1.48,
2013-07-17,2061,,0.00,101,,1.41,
2013-07-17,2063,,4.77,101,12.26,1.57,
2013-07-17,2221,,2.21,101,22.95,1.07,
2013-07-17,2230,,3.60,101,29.41,1.81,
2013-07-17,2233,,3.43,101,18.28,3.31,
2013-07-17,2596,,6.76,101,6.08,1.32,
2013-07-17,2636,,4.01,101,14.61,1.11,
2013-07-17,2640,,2.85,101,30.75,4.57,
2013-07-17,2718,,2.25,101,38.61,1.77,
2013-07-17,2719,,1.41,101,36.94,1.73,
2013-07-17,2724,,1.59,101,35.14,3.65,
2013-07-17,2729,,3.72,101,21.58,2.91,
2013-07-17,2916,,2.48,101,178.89,1.00,
2013-07-17,2924,,6.76,101,12.10,2.18,
2013-07-17,2926,,2.88,101,27.67,6.08,
2013-07-17,3064,,0.28,101,,2.57,
2013-07-17,3066,,0.00,101,,1.18,
2013-07-17,3067,,0.00,101,,1.51,
2013-07-17,3068,,1.32,101,52.50,2.24,
2013-07-17,3071,,2.67,101,,0.70,
2013-07-17,3073,,0.00,101,,1.77,
2013-07-17,3078,,2.85,101,18.36,0.85,
2013-07-17,3083,,1.00,101,91.50,2.63,
2013-07-17,3085,,0.00,101,,1.83,
2013-07-17,3086,,0.00,101,,1.24,
2013-07-17,3088,,5.25,101,12.52,2.21,
2013-07-17,3089,,1.23,101,34.71,2.27,
2013-07-17,3092,,2.87,101,,0.59,
2013-07-17,3093,,5.19,101,19.90,1.83,
2013-07-17,3095,,0.00,101,,0.69,
2013-07-17,3105,,4.44,101,12.10,1.67,
2013-07-17,3114,,3.94,101,14.77,0.83,
2013-07-17,3115,,0.00,101,20.41,1.23,
2013-07-17,3118,,4.73,101,20.66,2.36,
2013-07-17,3126,,0.00,101,,13.96,
2013-07-17,3128,,0.00,101,,0.71,
2013-07-17,3131,,3.85,101,15.98,4.84,
2013-07-17,3144,,4.11,101,8.25,2.04,
2013-07-17,3152,,4.31,101,18.93,2.58,
2013-07-17,3162,,0.76,101,,0.81,
2013-07-17,3163,,3.02,101,14.43,2.98,
2013-07-17,3169,,8.26,101,12.28,1.54,
2013-07-17,3171,,0.00,101,15.74,1.58,
2013-07-17,3176,,0.00,101,86.30,12.09,
2013-07-17,3188,,0.00,101,,1.54,
2013-07-17,3191,,0.00,101,,1.63,
2013-07-17,3202,,0.00,101,,0.52,
2013-07-17,3205,,0.00,101,,2.62,
2013-07-17,3206,,6.49,101,13.75,0.97,
2013-07-17,3207,,0.00,101,,0.97,
2013-07-17,3211,,7.49,101,9.57,1.76,
2013-07-17,3213,,5.43,101,15.14,1.91,
2013-07-17,3217,,5.86,101,10.76,0.84,
2013-07-17,3218,,0.00,101,,1.85,
