date,stock_id,close,yield_pct,dividend_year,per,pbr,fs_quarter
2013-04-18,1256,,1.66,101,11.89,2.77,
2013-04-18,1258,,8.98,101,9.04,1.48,
2013-04-18,1259,,3.59,101,26.46,1.76,
2013-04-18,1333,,0.00,101,,0.79,
2013-04-18,1336,,3.00,101,,0.43,
2013-04-18,1558,,6.02,101,11.76,2.67,
2013-04-18,1565,,2.67,101,24.33,9.04,
2013-04-18,1569,,5.30,101,20.21,1.34,
2013-04-18,1570,,0.00,101,,1.28,
2013-04-18,1580,,6.00,101,13.37,4.19,
2013-04-18,1584,,3.42,101,,0.87,
2013-04-18,1586,,2.89,101,101.76,0.79,
2013-04-18,1591,,2.81,101,11.80,2.35,
2013-04-18,1593,,6.53,101,16.21,1.06,
2013-04-18,1595,,7.45,101,10.15,1.66,
2013-04-18,1597,,3.33,101,45.19,2.42,
2013-04-18,1599,,5.26,101,15.04,1.93,
2013-04-18,1742,,0.00,101,86.25,1.58,
2013-04-18,1752,,0.55,101,29.44,2.55,
2013-04-18,1777,,3.18,101,25.88,2.31,
2013-04-18,1781,,0.00,101,30.10,4.56,
2013-04-18,1784,,0.00,101,31.11,1.66,
2013-04-18,1785,,6.12,101,14.93,1.39,
2013-04-18,1787,,2.84,101,24.60,1.03,
2013-04-18,1788,,4.35,101,14.97,2.04,
2013-04-18,1795,,0.00,101,,3.36,
2013-04-18,1799,,0.00,101,,2.24,
2013-04-18,1813,,2.43,101,14.79,2.76,
2013-04-18,1815,,1.49,101,,0.74,
2013-04-18,2035,,0.00,101,,1.38,
2013-04-18,2061,,1.23,101,,1.39,
2013-04-18,2063,,13.27,101,18.68,1.60,
2013-04-18,2221,,8.72,101,21.29,1.13,
2013-04-18,2230,,3.41,101,22.04,1.50,
2013-04-18,2233,,4.08,101,19.72,3.43,
2013-04-18,2596,,4.55,101,8.66,1.46,
2013-04-18,2636,,8.72,101,24.30,1.34,
2013-04-18,2640,,2.59,101,20.53,2.99,
2013-04-18,2718,,3.06,101,35.99,1.92,
2013-04-18,2719,,3.15,101,43.02,1.51,
2013-04-18,2724,,1.47,101,21.20,1.85,
2013-04-18,2729,,4.32,101,23.27,2.54,
2013-04-18,2916,,8.65,101,33.37,1.06,
2013-04-18,2924,,5.03,101,13.36,2.52,
2013-04-18,2926,,2.56,101,27.29,8.69,
2013-04-18,3064,,0.00,101,84.17,2.69,
2013-04-18,3066,,0.00,101,,1.13,
2013-04-18,3067,,3.34,101,,1.60,
2013-04-18,3068,,5.56,101,43.90,2.41,
2013-04-18,3071,,2.82,101,236.00,0.66,
2013-04-18,3073,,0.00,101,,1.42,
2013-04-18,3078,,3.59,101,21.17,0.69,
2013-04-18,3083,,6.55,101,93.33,2.41,
2013-04-18,3085,,0.00,101,,0.93,
2013-04-18,3086,,9.24,101,83.00,1.23,
2013-04-18,3087,,0.00,99,27.29,1.03,
2013-04-18,3088,,4.08,101,16.00,2.24,
2013-04-18,3089,,0.00,101,22.67,1.81,
2013-04-18,3092,,4.95,101,,0.58,
