seed,Δ_β,Δ_ind,Δ_stk,Δ_vol
102000,14.228070920973773,-7.817748992065971,15.724334520800799,61.49886898935379
102001,1.1091830582814155,-31.237568671040982,-4.118829701426468,9.77988548872235
102002,15.603075392839273,-17.238745847846495,9.267864052356124,41.82420109692584
102003,2.242474458753707,-13.848942427486326,17.40548234765803,42.272849577065074
102004,0.0,-3.647190288664742,5.646081586405311,36.90164417969084
102005,3.4653467552377637,-27.48229658458505,-11.650607261829855,6.294970726863166
102006,12.732552040281764,-3.144208752473687,22.13059307339214,56.2529401436226
102007,6.4174502887398175,-11.162374327195097,2.0557915700811114,38.488540981554664
102008,10.098855336949352,21.28304844450193,29.56266301414921,57.64210976573341
102009,0.0,-22.028569566751848,4.830384933318594,47.84480105917626
102010,4.818375813878167,-6.334068677095727,11.52193416689129,16.235249205816377
102011,1.8573090230095068,6.7417861176003555,11.759422082428799,-2.1824466275257466
102012,1.3764200064356191,11.860916734649166,18.962950263441773,3.3498241779987357
102013,15.807761451722369,-6.882921224638394,-2.093005311818957,32.104778476592266
102014,10.440350211720872,-5.033756371141564,11.613998204327576,46.37075914386662
102015,7.971496419530267,0.1818474385695159,17.84040262303497,54.712675583462406
102016,8.400487200852425,-0.18410096117630892,10.4572252690879,33.91950998555582
102017,23.984790318234943,4.829527059703062,6.211901062028547,49.73114210337078
102018,0.0,2.568385705832871,8.246591843390272,55.895661132101225
102019,2.603989887931779,-4.385767241249151,25.617317678565442,39.881765356376675
102020,3.943867441512283,-13.7344894069482,-15.321377517728923,1.2144563027956385
102021,6.8027523227458255,-14.174774519699689,6.17768097380948,22.96731456426974
102022,0.0,-9.350354438252527,0.9945854483677435,35.84561856409309
102023,0.0,-13.565287064361645,-2.5268031163326157,15.572854733760108
102024,0.0,6.441178449456365,16.309770095060202,28.920128647200944
102025,0.0,-15.47607321962623,0.9912675728102724,12.894871747850269
102026,0.0,2.226879190183266,5.415730553017374,25.122578904690922
102027,1.4605669958657308,-21.056712321963875,1.199024837226994,13.299331100016973
102028,9.38725655057136,0.26024451472408927,20.54606628995353,56.74916323789648
102029,0.0,15.254466788005654,44.449507187651726,53.5584756264943
102030,11.523726555257802,-2.1951907360920564,7.834746311834199,29.536497010032704
102031,3.1586756091587564,3.672523149983082,16.666776062355755,40.252243720144456
102032,1.2696909901635078,-19.808515454367065,2.091435609656775,22.01439431070108
102033,10.536655600754614,-10.258210452956144,5.580808048379783,23.377350929870882
102034,11.983702653608763,-10.553875741667046,13.075825104018696,33.04828229296524
102035,0.0,0.11237695944667436,5.448587334299821,13.453391122768577
102036,1.1834513451711548,-2.2655473237345123,25.097140187682903,38.35988908192428
102037,0.0,-6.979022396514373,3.2939274129884453,38.63081570861149
102038,2.8409542599309057,-11.611517368661268,7.449251190556683,58.03776400600662
102039,0.22506425380375839,-16.126515298296475,8.919278998631691,20.45140855991158
102040,7.489740671394168,-7.9612687875654835,12.163990231256728,32.3520570146305
102041,1.947535711027898,-17.69201902141935,-2.6295053018727947,-4.330671546742618
102042,2.917544215335921,-11.961306537934218,12.507010497961417,65.21850126152552
102043,11.757419659050045,11.928242354146787,5.039348774932928,54.713794590838305
