seed,段,sid,vol60,回看無成交日比,段內無成交日比,段內報酬
102004,3,6239,0.020455669295221846,0.0,0.0,-0.3820627767944269
102004,3,3587,0.021929221882518925,0.0,0.0,-0.43014709099962034
102004,3,2444,0.022810540049713432,0.0,0.0,-0.3274111935606363
102004,3,5457,0.027689021213587243,0.0,0.0,-0.4715115906013264
102005,1,3045,0.006073272096487073,0.0,0.0,-0.0783410775801584
102005,1,5434,0.013679655310630144,0.0,0.0,-0.3368421042770564
102005,1,6121,0.01685095643794744,0.0,0.0,-0.3293233191571615
102005,1,4551,0.020324584589246623,0.0,0.0,-0.5248677256974699
102005,1,6239,0.020455669295221846,0.0,0.0,-0.3820627767944269
102005,1,3587,0.021929221882518925,0.0,0.0,-0.43014709099962034
102005,1,2444,0.022810540049713432,0.0,0.0,-0.3274111935606363
102005,1,5457,0.027689021213587243,0.0,0.0,-0.4715115906013264
102005,2,4904,0.007275701072163305,0.0,0.0,0.01892854631419838
102005,2,1303,0.007302441754366092,0.0,0.0,-0.005132239935271454
102005,2,1504,0.007703488847189511,0.0,0.0,-0.3544352177487786
102005,2,1101,0.010068998879103726,0.0,0.0,0.025111825395938592
102005,2,4958,0.016162959252736836,0.0,0.0,0.08722223748290925
102005,2,2392,0.017751237196250078,0.0,0.0,-0.5286987742405909
102005,2,5289,0.025369799927646333,0.0,0.0,-0.10157267855756869
102005,2,6202,0.027857397692818434,0.0,0.0,-0.16882261575804736
102005,3,2912,0.007066831879868646,0.0,0.0,-0.08480827015007875
102005,3,2884,0.010056057339144341,0.0,0.0,-0.08394868428664948
102005,3,2409,0.018135784357655123,0.0,0.0,-0.418428559039705
102005,3,2515,0.01907414066965365,0.0,0.0,-0.4251979774135425
102005,3,2206,0.019138731048718955,0.0,0.0,-0.1703650760862374
102005,3,1314,0.019707541216893935,0.0,0.0,-0.44566207512393197
102005,3,8155,0.020528654502698043,0.0,0.0,-0.29859576869710613
102005,3,6274,0.02544697347465147,0.0,0.0,-0.30357139084640605
102006,1,2801,0.005054256768089063,0.0,0.0,0.05890910930710347
102006,1,2892,0.006823945357858899,0.0,0.0,0.021178472701799178
102006,1,2002,0.007972373350947892,0.0,0.0,0.054214361654646215
102006,1,1409,0.012658958405354302,0.0,0.0,-0.0960586245907592
102006,1,5871,0.015196489240589585,0.0,0.0,-0.018210421251862452
102006,1,1718,0.01606798605984335,0.0,0.0,0.06839553178599234
102006,1,3078,0.016878542933513062,0.0,0.0,-0.2943808138223043
102006,1,2014,0.018497837927757593,0.0,0.0,-0.03745324617021406
102006,2,2912,0.007923309559466452,0.0,0.0,-0.08969361362829065
102006,2,2884,0.010821037650540178,0.0,0.0,-0.07781096804134036
102006,2,2409,0.017128117341489363,0.0,0.0,-0.40919723969523647
102006,2,2206,0.019814329080792146,0.0,0.0,-0.15701695220546885
102006,2,1314,0.020379952670469326,0.0,0.0,-0.42464454389374096
102006,2,8155,0.023506008330786195,0.0,0.0,-0.30585166803558006
102006,2,2515,0.02400951481678761,0.0,0.0,-0.40398042695595504
102006,2,2345,0.026161319217823956,0.0,0.0,-0.23235970757463176
102006,3,3045,0.0059476541075453,0.0,0.0,-0.0783410775801584
102006,3,5434,0.01329871351240699,0.0,0.0,-0.31272727872896333
102006,3,6121,0.01677923097801124,0.0,0.0,-0.278317172272078
102006,3,6239,0.01945373520403486,0.0,0.0,-0.3406698441965883
