seed,段,峰_pos,谷_pos,實際深度,檢查,峰日曝險,峰日檔數,峰日,谷日
102006,3,1231,1270,-0.34922816640105236,-0.34922816640105236,0.9784882868992565,8,2020-01-14,2020-03-19
102007,1,2264,2498,-0.3964017536053007,-0.3964017536053007,1.0,8,2024-04-18,2025-04-09
102007,2,839,935,-0.39638262325036944,-0.39638262325036944,0.992571518544751,8,2018-06-12,2018-10-29
102007,3,1540,1907,-0.35634938052209564,-0.35634938052209564,0.7177991581515709,6,2021-04-28,2022-10-21
102008,1,860,1272,-0.41167677822724635,-0.41167677822724635,0.9989809292055355,8,2018-07-12,2020-03-23
102008,2,2326,2498,-0.3872304446287883,-0.3872304446287883,0.9889537391195922,8,2024-07-17,2025-04-09
102008,3,2071,2146,-0.25665837560443017,-0.25665837560443017,1.0,8,2023-07-03,2023-10-20
102009,1,641,1270,-0.38302038570313535,-0.38302038570313535,1.0,8,2017-08-21,2020-03-19
102009,2,1695,1909,-0.36280430378079775,-0.36280430378079775,0.9529060104394369,8,2021-12-08,2022-10-25
102009,3,2227,2498,-0.3612341828793664,-0.3612341828793664,1.0,8,2024-02-22,2025-04-09
102010,1,2264,2498,-0.38378791618769725,-0.38378791618769725,0.9858503721008527,8,2024-04-18,2025-04-09
102010,2,836,923,-0.34779273427730995,-0.34779273427730995,0.9933867290697724,8,2018-06-07,2018-10-11
102010,3,1212,1270,-0.33615479800242676,-0.33615479800242676,0.9858595952608296,8,2019-12-17,2020-03-19
102011,1,2326,2498,-0.4033304234672245,-0.4033304234672245,1.0,8,2024-07-17,2025-04-09
102011,2,852,936,-0.3945456682791372,-0.3945456682791372,0.9998154982845376,8,2018-07-02,2018-10-30
102011,3,1231,1270,-0.2895633660046998,-0.2895633660046998,0.985152087493125,8,2020-01-14,2020-03-19
102012,1,2073,2498,-0.42835656237605013,-0.42835656237605013,0.993140959245055,8,2023-07-05,2025-04-09
102012,2,852,936,-0.4140731984001519,-0.4140731984001519,1.0,8,2018-07-02,2018-10-30
102012,3,1235,1270,-0.36399330361490345,-0.36399330361490345,1.0,8,2020-01-20,2020-03-19
102013,1,2326,2498,-0.4442229334849359,-0.4442229334849359,1.0,8,2024-07-17,2025-04-09
102013,2,839,934,-0.43052284703915644,-0.43052284703915644,1.0,8,2018-06-12,2018-10-26
102013,3,1223,1270,-0.31645794828242435,-0.31645794828242435,0.9714617341746976,8,2020-01-02,2020-03-19
102014,1,1223,1270,-0.4048023902982829,-0.4048023902982829,0.9754920162285904,8,2020-01-02,2020-03-19
102014,2,2291,2498,-0.39187131911412476,-0.39187131911412476,1.0,8,2024-05-28,2025-04-09
102014,3,839,934,-0.38996206443138837,-0.38996206443138837,1.0,8,2018-06-12,2018-10-26
102015,1,839,923,-0.4122538500300803,-0.4122538500300803,0.9872371073782857,8,2018-06-12,2018-10-11
102015,2,1223,1270,-0.40822983776247057,-0.40822983776247057,0.9927980490654064,8,2020-01-02,2020-03-19
102015,3,2326,2498,-0.38838651699164517,-0.38838651699164517,1.0,8,2024-07-17,2025-04-09
102016,1,839,1270,-0.418529301687802,-0.418529301687802,0.927534957633661,8,2018-06-12,2020-03-19
102016,2,2379,2498,-0.3069645067148984,-0.3069645067148984,1.0,8,2024-10-07,2025-04-09
102016,3,1609,1655,-0.24346697849938914,-0.24346697849938914,1.0,8,2021-08-05,2021-10-13
102017,1,1695,2498,-0.47862617363383453,-0.47862617363383453,0.8135340466930159,8,2021-12-08,2025-04-09
102017,2,839,1270,-0.4406189177672942,-0.4406189177672942,0.967746377345484,8,2018-06-12,2020-03-19
102017,3,1601,1649,-0.2377470534389171,-0.2377470534389171,1.0,8,2021-07-26,2021-10-04
102018,1,1223,1270,-0.37714922457546884,-0.37714922457546884,0.9967516881007373,8,2020-01-02,2020-03-19
102018,2,1711,1910,-0.3405940143384757,-0.3405940143384757,0.6950782496124389,6,2021-12-30,2022-10-26
102018,3,2380,2498,-0.29372866739025816,-0.29372866739025816,1.0,8,2024-10-08,2025-04-09
102019,1,860,936,-0.42110623909632505,-0.42110623909632505,0.9987764442579161,8,2018-07-12,2018-10-30
102019,2,2079,2498,-0.39761702739247373,-0.39761702739247373,0.622832951689941,4,2023-07-13,2025-04-09
102019,3,1234,1270,-0.3658630766856279,-0.3658630766856279,0.9905208928390055,8,2020-01-17,2020-03-19
102020,1,2264,2498,-0.39944647116465204,-0.39944647116465204,1.0,8,2024-04-18,2025-04-09
102020,2,861,935,-0.36067106848254415,-0.36067106848254415,1.0,8,2018-07-13,2018-10-29
102020,3,1231,1270,-0.2969781925761873,-0.2969781925761873,0.991880192126642,8,2020-01-14,2020-03-19
102021,1,2264,2498,-0.42531122926217413,-0.42531122926217413,1.0,8,2024-04-18,2025-04-09
102021,2,839,935,-0.3679573435581637,-0.3679573435581637,1.0,8,2018-06-12,2018-10-29
102021,3,1235,1270,-0.338665393303787,-0.338665393303787,0.980301641941919,8,2020-01-20,2020-03-19
102022,1,2325,2498,-0.39611279300764346,-0.39611279300764346,0.9900394867927298,8,2024-07-16,2025-04-09
102022,2,1235,1270,-0.3546745723942911,-0.3546745723942911,0.9859786886499181,8,2020-01-20,2020-03-19
102022,3,861,936,-0.3412864138538091,-0.3412864138538091,0.9930397565545942,8,2018-07-13,2018-10-30
102023,1,2326,2498,-0.38112847989489607,-0.38112847989489607,1.0,8,2024-07-17,2025-04-09
102023,2,1212,1270,-0.3623572382545005,-0.3623572382545005,1.0,8,2019-12-17,2020-03-19
102023,3,818,936,-0.296476842253691,-0.296476842253691,0.8820250758121944,8,2018-05-14,2018-10-30
102024,1,852,923,-0.43027778416365337,-0.43027778416365337,0.9427094827050951,8,2018-07-02,2018-10-11
102024,2,1235,1270,-0.38904543881799725,-0.38904543881799725,0.9851161043529648,8,2020-01-20,2020-03-19
102024,3,2080,2498,-0.3377995253454398,-0.3377995253454398,0.3363474192611031,3,2023-07-14,2025-04-09
102025,1,2326,2498,-0.4858404377041047,-0.4858404377041047,0.9964671282971939,8,2024-07-17,2025-04-09
102025,2,1235,1270,-0.3474628346704204,-0.3474628346704204,0.9942760987561556,8,2020-01-20,2020-03-19
102025,3,823,934,-0.3058778343350035,-0.3058778343350035,0.9156679992526213,8,2018-05-21,2018-10-26
102026,1,1710,2498,-0.5394245666427169,-0.5394245666427169,0.8607686100872641,7,2021-12-29,2025-04-09
102026,2,1235,1270,-0.4090772204042481,-0.4090772204042481,0.9948790819780204,8,2020-01-20,2020-03-19
102026,3,641,935,-0.3212022292937813,-0.3212022292937813,1.0,8,2017-08-21,2018-10-29
102027,1,1235,1270,-0.4152550301613085,-0.4152550301613085,0.9943369712949904,8,2020-01-20,2020-03-19
102027,2,839,935,-0.33865347722781447,-0.33865347722781447,0.9889674374033735,8,2018-06-12,2018-10-29
102027,3,2322,2498,-0.3378571464062031,-0.3378571464062031,1.0,8,2024-07-11,2025-04-09
102028,1,861,935,-0.4371924188874521,-0.4371924188874521,1.0,8,2018-07-13,2018-10-29
102028,2,2318,2498,-0.40719240145951996,-0.40719240145951996,0.9711573062167436,8,2024-07-05,2025-04-09
102028,3,1235,1270,-0.36081129556589653,-0.36081129556589653,0.9999146023074882,8,2020-01-20,2020-03-19
102029,1,2063,2498,-0.4744309363328785,-0.4744309363328785,1.0,8,2023-06-19,2025-04-09
102029,2,1174,1270,-0.33061314025491173,-0.33061314025491173,0.9383456204507629,8,2019-10-24,2020-03-19
102029,3,852,935,-0.30807147737687857,-0.30807147737687857,0.9908287433117804,8,2018-07-02,2018-10-29
102030,1,839,935,-0.4133649520451069,-0.4133649520451069,1.0,8,2018-06-12,2018-10-29
102030,2,2326,2498,-0.38517692671595727,-0.38517692671595727,1.0,8,2024-07-17,2025-04-09
102030,3,1223,1270,-0.3337493168686336,-0.3337493168686336,0.9973166239719322,8,2020-01-02,2020-03-19
102031,1,852,935,-0.4008176046885915,-0.4008176046885915,0.9991463146847142,8,2018-07-02,2018-10-29
102031,2,1235,1270,-0.39535182653309486,-0.39535182653309486,0.9892735599074756,8,2020-01-20,2020-03-19
102031,3,2319,2498,-0.36325753088115065,-0.36325753088115065,0.9523808388025189,8,2024-07-08,2025-04-09
102032,1,1601,2498,-0.39481779878831236,-0.39481779878831236,0.9946525579456268,8,2021-07-26,2025-04-09
102032,2,839,936,-0.3708013344732636,-0.3708013344732636,0.9181309788248178,8,2018-06-12,2018-10-30
102032,3,1231,1270,-0.3168614119880223,-0.3168614119880223,0.9904737829332926,8,2020-01-14,2020-03-19
102033,1,861,936,-0.39602262727095994,-0.39602262727095994,1.0,8,2018-07-13,2018-10-30
102033,2,2318,2498,-0.36323339253330456,-0.36323339253330456,1.0,8,2024-07-05,2025-04-09
102033,3,1231,1270,-0.32299049074599795,-0.32299049074599795,1.0,8,2020-01-14,2020-03-19
102034,1,839,936,-0.45065883934517914,-0.45065883934517914,0.979813259964815,8,2018-06-12,2018-10-30
102034,2,2322,2498,-0.38661201746226403,-0.38661201746226403,0.9747639546486039,8,2024-07-11,2025-04-09
102034,3,1231,1270,-0.3161941767121891,-0.3161941767121891,0.9931663339534514,8,2020-01-14,2020-03-19
102035,1,2263,2498,-0.40180146953853957,-0.40180146953853957,1.0,8,2024-04-17,2025-04-09
102035,2,1235,1270,-0.3423293494218359,-0.3423293494218359,0.9749536887809834,8,2020-01-20,2020-03-19
102035,3,839,933,-0.3262990621962162,-0.3262990621962162,0.9023083155289544,8,2018-06-12,2018-10-25
102036,1,2385,2498,-0.4066713926537274,-0.4066713926537274,1.0,8,2024-10-16,2025-04-09
102036,2,852,923,-0.3370555453603671,-0.3370555453603671,1.0,8,2018-07-02,2018-10-11
102036,3,1235,1270,-0.3003492686435967,-0.3003492686435967,0.997224462886512,8,2020-01-20,2020-03-19
102037,1,1223,1270,-0.41661578944876887,-0.41661578944876887,0.9917974993228168,8,2020-01-02,2020-03-19
102037,2,2307,2498,-0.3744400923759391,-0.3744400923759391,1.0,8,2024-06-20,2025-04-09
102037,3,1710,1832,-0.35954970688593646,-0.35954970688593646,0.7842864398531386,6,2021-12-29,2022-07-06
102038,1,2326,2498,-0.44369677851777045,-0.44369677851777045,0.9990447554084578,8,2024-07-17,2025-04-09
102038,2,1524,1910,-0.3686336207375427,-0.3686336207375427,0.9883921653881896,8,2021-04-06,2022-10-26
102038,3,839,935,-0.35384876731614134,-0.35384876731614134,0.9769122428476276,8,2018-06-12,2018-10-29
102039,1,2326,2498,-0.4649210112775922,-0.4649210112775922,0.9955914312007356,8,2024-07-17,2025-04-09
102039,2,839,936,-0.3804902969271261,-0.3804902969271261,1.0,8,2018-06-12,2018-10-30
102039,3,1235,1270,-0.33310031471729573,-0.33310031471729573,0.9841650223566479,8,2020-01-20,2020-03-19
102040,1,839,934,-0.3965062217851929,-0.3965062217851929,0.9463076557714354,8,2018-06-12,2018-10-26
102040,2,1231,1270,-0.3339058446482581,-0.3339058446482581,0.9780652381985442,8,2020-01-14,2020-03-19
102040,3,2321,2498,-0.27667253926836277,-0.27667253926836277,1.0,8,2024-07-10,2025-04-09
102041,1,2318,2498,-0.4258624196498958,-0.4258624196498958,1.0,8,2024-07-05,2025-04-09
102041,2,839,935,-0.3511035703929274,-0.3511035703929274,1.0,8,2018-06-12,2018-10-29
102041,3,1235,1270,-0.34607777066591494,-0.34607777066591494,0.9979982922520207,8,2020-01-20,2020-03-19
102042,1,1223,1270,-0.4198568920520933,-0.4198568920520933,0.9972775881573902,8,2020-01-02,2020-03-19
102042,2,2321,2498,-0.4062033384182182,-0.4062033384182182,1.0,8,2024-07-10,2025-04-09
102042,3,860,934,-0.388722870083156,-0.388722870083156,1.0,8,2018-07-12,2018-10-26
102043,1,830,934,-0.3935147647705408,-0.3935147647705408,1.0,8,2018-05-30,2018-10-26
102043,2,1223,1270,-0.33647865003713995,-0.33647865003713995,0.9984782645144775,8,2020-01-02,2020-03-19
102043,3,1710,1912,-0.3073507823607122,-0.3073507823607122,0.7423071177974828,6,2021-12-29,2022-10-28
102044,1,2326,2498,-0.4700157078896213,-0.4700157078896213,0.9853030313240645,8,2024-07-17,2025-04-09
102044,2,839,934,-0.3683091215468619,-0.3683091215468619,1.0,8,2018-06-12,2018-10-26
102044,3,1212,1270,-0.3581566072142929,-0.3581566072142929,0.989186950504231,8,2019-12-17,2020-03-19
102045,1,839,1270,-0.4548876235651791,-0.4548876235651791,1.0,8,2018-06-12,2020-03-19
102045,2,2264,2498,-0.3684559309847264,-0.3684559309847264,1.0,8,2024-04-18,2025-04-09
102045,3,1713,1794,-0.2514450030543417,-0.2514450030543417,0.923218997134516,8,2022-01-04,2022-05-12
102046,1,2326,2498,-0.511906616004494,-0.511906616004494,1.0,8,2024-07-17,2025-04-09
102046,2,836,923,-0.3750439767744371,-0.3750439767744371,1.0,8,2018-06-07,2018-10-11
102046,3,1235,1270,-0.3307056563850149,-0.3307056563850149,1.0,8,2020-01-20,2020-03-19
102047,1,2326,2498,-0.4741841919498212,-0.4741841919498212,0.9916587419058147,8,2024-07-17,2025-04-09
102047,2,860,936,-0.38595611718456524,-0.38595611718456524,1.0,8,2018-07-12,2018-10-30
102047,3,1711,1910,-0.2681929945595818,-0.2681929945595818,0.6955448661028879,6,2021-12-30,2022-10-26
102048,1,2326,2498,-0.4331003296081385,-0.4331003296081385,0.9903863834186021,8,2024-07-17,2025-04-09
102048,2,839,1270,-0.4161845436885364,-0.4161845436885364,0.9716469790623898,8,2018-06-12,2020-03-19
102048,3,1693,1910,-0.3504711471070039,-0.3504711471070039,0.877386767222026,8,2021-12-06,2022-10-26
102049,1,1223,1270,-0.38420873198309113,-0.38420873198309113,0.9946505710664608,8,2020-01-02,2020-03-19
102049,2,1541,1909,-0.381101719859925,-0.381101719859925,0.6850839548171177,6,2021-04-29,2022-10-25
102049,3,2390,2498,-0.34890224708598816,-0.34890224708598816,0.9943537917424209,8,2024-10-23,2025-04-09
102050,1,839,934,-0.42853485391337376,-0.42853485391337376,0.982189616978109,8,2018-06-12,2018-10-26
102050,2,1601,2498,-0.4139323952356855,-0.4139323952356855,0.9955660469974965,8,2021-07-26,2025-04-09
102050,3,1231,1270,-0.32481068778987165,-0.32481068778987165,0.9705726085525791,8,2020-01-14,2020-03-19
102051,1,2264,2498,-0.364759726538016,-0.364759726538016,1.0,8,2024-04-18,2025-04-09
102051,2,1223,1270,-0.35074229078462393,-0.35074229078462393,0.9842241392071553,8,2020-01-02,2020-03-19
102051,3,1707,1910,-0.32004325630239494,-0.32004325630239494,0.868020895576729,7,2021-12-24,2022-10-26
102052,1,2326,2498,-0.455831043520723,-0.455831043520723,0.9937662103782986,8,2024-07-17,2025-04-09
102052,2,839,933,-0.3827820150282668,-0.3827820150282668,0.998636563556481,8,2018-06-12,2018-10-25
102052,3,1231,1270,-0.33666053172979604,-0.33666053172979604,0.9759336377674641,8,2020-01-14,2020-03-19
102053,1,2264,2498,-0.37033294570247743,-0.37033294570247743,1.0,8,2024-04-18,2025-04-09
102053,2,839,934,-0.3493026690286556,-0.3493026690286556,0.9164585457106229,8,2018-06-12,2018-10-26
102053,3,1223,1270,-0.31326667112458617,-0.31326667112458617,0.9861129498397496,8,2020-01-02,2020-03-19
102054,1,2318,2498,-0.43887196855245325,-0.43887196855245325,0.999746743159639,8,2024-07-05,2025-04-09
102054,2,839,936,-0.3683351678870802,-0.3683351678870802,0.9786598706430198,8,2018-06-12,2018-10-30
102054,3,1231,1270,-0.354332575467468,-0.354332575467468,0.9859813520333546,8,2020-01-14,2020-03-19
102055,1,860,935,-0.4285570296773673,-0.4285570296773673,1.0,8,2018-07-12,2018-10-29
102055,2,1231,1270,-0.3426985180015756,-0.3426985180015756,0.9952043216396409,8,2020-01-14,2020-03-19
102055,3,2453,2498,-0.2855538090103261,-0.2855538090103261,0.997460666729178,8,2025-01-22,2025-04-09
102056,1,861,936,-0.4211492382877836,-0.4211492382877836,1.0,8,2018-07-13,2018-10-30
102056,2,2273,2498,-0.37419849465980637,-0.37419849465980637,1.0,8,2024-05-02,2025-04-09
102056,3,1223,1270,-0.3101115082199962,-0.3101115082199962,0.996359256679096,8,2020-01-02,2020-03-19
102057,1,2319,2498,-0.44342713588974847,-0.44342713588974847,1.0,8,2024-07-08,2025-04-09
102057,2,1223,1270,-0.40930121858677404,-0.40930121858677404,0.9782222165598602,8,2020-01-02,2020-03-19
102057,3,839,935,-0.29422304694396584,-0.29422304694396584,0.960772483668185,8,2018-06-12,2018-10-29
102058,1,737,936,-0.3622460395778113,-0.3622460395778113,0.9964120277579714,8,2018-01-05,2018-10-30
102058,2,2465,2498,-0.2963915857007655,-0.2963915857007655,1.0,8,2025-02-18,2025-04-09
102058,3,1231,1270,-0.28864633230851533,-0.28864633230851533,1.0,8,2020-01-14,2020-03-19
102059,1,1711,2498,-0.4037043843511403,-0.4037043843511403,0.8690790336470591,7,2021-12-30,2025-04-09
102059,2,1235,1270,-0.3689726945735481,-0.3689726945735481,0.9978827212593065,8,2020-01-20,2020-03-19
102059,3,836,936,-0.36054543142766815,-0.36054543142766815,1.0,8,2018-06-07,2018-10-30
102060,1,2326,2498,-0.49572495260139426,-0.49572495260139426,0.9662096931122712,8,2024-07-17,2025-04-09
102060,2,1234,1270,-0.36239054817791116,-0.36239054817791116,0.9805546267874976,8,2020-01-17,2020-03-19
102060,3,1541,1901,-0.3222960122238402,-0.3222960122238402,0.7235894430510128,6,2021-04-29,2022-10-13
102061,1,2326,2498,-0.42596529621546786,-0.42596529621546786,1.0,8,2024-07-17,2025-04-09
102061,2,1235,1270,-0.3572329785530771,-0.3572329785530771,0.9889121044184382,8,2020-01-20,2020-03-19
102061,3,839,936,-0.33839002677220553,-0.33839002677220553,0.8944965669171828,8,2018-06-12,2018-10-30
102062,1,2318,2498,-0.38636143143899926,-0.38636143143899926,1.0,8,2024-07-05,2025-04-09
102062,2,1235,1270,-0.31120912446422877,-0.31120912446422877,0.9810797182980947,8,2020-01-20,2020-03-19
102062,3,839,923,-0.29220309146668366,-0.29220309146668366,0.9916030196333786,8,2018-06-12,2018-10-11
102063,1,2077,2498,-0.49079528988600074,-0.49079528988600074,1.0,8,2023-07-11,2025-04-09
102063,2,1223,1270,-0.407966352887807,-0.407966352887807,0.9814001249756138,8,2020-01-02,2020-03-19
102063,3,839,934,-0.32162482363366596,-0.32162482363366596,0.9725709959533465,8,2018-06-12,2018-10-26
102064,1,1211,1270,-0.35642414365767294,-0.35642414365767294,0.9957315892930045,8,2019-12-16,2020-03-19
102064,2,2326,2498,-0.34535312007374974,-0.34535312007374974,1.0,8,2024-07-17,2025-04-09
102064,3,839,935,-0.3341543300202289,-0.3341543300202289,0.9519407173327438,8,2018-06-12,2018-10-29
102065,1,2326,2498,-0.4316047302041217,-0.4316047302041217,1.0,8,2024-07-17,2025-04-09
102065,2,861,936,-0.40971368903752614,-0.40971368903752614,1.0,8,2018-07-13,2018-10-30
102065,3,1223,1270,-0.36171512958046226,-0.36171512958046226,0.9801412123643954,8,2020-01-02,2020-03-19
102066,1,2073,2498,-0.4018745245518258,-0.4018745245518258,1.0,8,2023-07-05,2025-04-09
102066,2,839,923,-0.3922015700031596,-0.3922015700031596,1.0,8,2018-06-12,2018-10-11
102066,3,1261,1270,-0.31605956331850704,-0.31605956331850704,0.9779115397349994,8,2020-03-06,2020-03-19
102067,1,836,935,-0.45445446556114777,-0.45445446556114777,1.0,8,2018-06-07,2018-10-29
102067,2,2326,2498,-0.3618835142288441,-0.3618835142288441,0.9816357000399174,8,2024-07-17,2025-04-09
102067,3,1231,1270,-0.3520747172439894,-0.3520747172439894,0.98365009850908,8,2020-01-14,2020-03-19
102068,1,830,936,-0.36708322825059925,-0.36708322825059925,0.9686154655118747,8,2018-05-30,2018-10-30
102068,2,2326,2498,-0.33230502897861225,-0.33230502897861225,1.0,8,2024-07-17,2025-04-09
102068,3,1235,1270,-0.3285902981173302,-0.3285902981173302,0.9853603118041401,8,2020-01-20,2020-03-19
102069,1,839,934,-0.3820525600552077,-0.3820525600552077,1.0,8,2018-06-12,2018-10-26
102069,2,2318,2498,-0.32983388678332504,-0.32983388678332504,1.0,8,2024-07-05,2025-04-09
102069,3,1223,1270,-0.305996317822553,-0.305996317822553,0.9943140023772219,8,2020-01-02,2020-03-19
102070,1,2318,2498,-0.3838088598751237,-0.3838088598751237,1.0,8,2024-07-05,2025-04-09
102070,2,839,936,-0.36619709992340643,-0.36619709992340643,0.9702283838363994,8,2018-06-12,2018-10-30
102070,3,1711,1910,-0.2525766074918846,-0.2525766074918846,0.8053407352410447,6,2021-12-30,2022-10-26
102071,1,860,936,-0.4237314206182744,-0.4237314206182744,1.0,8,2018-07-12,2018-10-30
102071,2,1235,1270,-0.338246495467977,-0.338246495467977,0.9744823526940198,8,2020-01-20,2020-03-19
102071,3,2326,2498,-0.3307459874960641,-0.3307459874960641,1.0,8,2024-07-17,2025-04-09
102072,1,2326,2498,-0.4253271970410273,-0.4253271970410273,0.9928402641064855,8,2024-07-17,2025-04-09
102072,2,1223,1270,-0.33277583032885716,-0.33277583032885716,0.9929579479302928,8,2020-01-02,2020-03-19
102072,3,839,935,-0.2967248464342248,-0.2967248464342248,0.8716388391769926,8,2018-06-12,2018-10-29
102073,1,839,936,-0.4010684572989355,-0.4010684572989355,1.0,8,2018-06-12,2018-10-30
102073,2,2315,2498,-0.3597800787352763,-0.3597800787352763,1.0,8,2024-07-02,2025-04-09
102073,3,1174,1270,-0.27777379199225294,-0.27777379199225294,0.9332995087671221,8,2019-10-24,2020-03-19
102074,1,2326,2498,-0.37451846916160836,-0.37451846916160836,1.0,8,2024-07-17,2025-04-09
102074,2,823,936,-0.33391236155204396,-0.33391236155204396,0.9031979075174729,8,2018-05-21,2018-10-30
102074,3,1223,1270,-0.3191682969993149,-0.3191682969993149,0.9914685816069677,8,2020-01-02,2020-03-19
102075,1,2081,2498,-0.447826655449033,-0.447826655449033,0.5011325457422872,4,2023-07-17,2025-04-09
102075,2,1235,1270,-0.4446405793504036,-0.4446405793504036,0.9917184246289326,8,2020-01-20,2020-03-19
102075,3,1762,1910,-0.31561073592114575,-0.31561073592114575,1.0,8,2022-03-24,2022-10-26
102076,1,860,1270,-0.4813343431604269,-0.4813343431604269,1.0,8,2018-07-12,2020-03-19
102076,2,1693,2498,-0.4227408270671522,-0.4227408270671522,1.0,8,2021-12-06,2025-04-09
102076,3,1609,1617,-0.14169400406834187,-0.14169400406834187,1.0,8,2021-08-05,2021-08-17
102077,1,2261,2498,-0.41166265631289234,-0.41166265631289234,1.0,8,2024-04-15,2025-04-09
102077,2,1235,1270,-0.38886152938811447,-0.38886152938811447,1.0,8,2020-01-20,2020-03-19
102077,3,839,935,-0.34208518715920855,-0.34208518715920855,0.9414068558668581,8,2018-06-12,2018-10-29
102078,1,736,923,-0.2997863391481208,-0.2997863391481208,0.9963649872323914,8,2018-01-04,2018-10-11
102078,2,1609,1910,-0.27943939019740904,-0.27943939019740904,0.997630524566851,8,2021-08-05,2022-10-26
102078,3,2443,2498,-0.2785692017906294,-0.2785692017906294,1.0,8,2025-01-08,2025-04-09
102079,1,860,936,-0.4715729696466926,-0.4715729696466926,1.0,8,2018-07-12,2018-10-30
102079,2,2321,2498,-0.3772540317024087,-0.3772540317024087,1.0,8,2024-07-10,2025-04-09
102079,3,1142,1270,-0.3547588622657937,-0.3547588622657937,1.0,8,2019-09-04,2020-03-19
102080,1,839,923,-0.40738720843220233,-0.40738720843220233,0.9951044545940341,8,2018-06-12,2018-10-11
102080,2,2264,2498,-0.37430724156360284,-0.37430724156360284,0.9983687553478159,8,2024-04-18,2025-04-09
102080,3,1223,1270,-0.3612785145686548,-0.3612785145686548,0.9893298626490884,8,2020-01-02,2020-03-19
102081,1,2318,2498,-0.34887184152514983,-0.34887184152514983,1.0,8,2024-07-05,2025-04-09
102081,2,1223,1270,-0.3457956150162189,-0.3457956150162189,0.983815364679838,8,2020-01-02,2020-03-19
102081,3,839,936,-0.2835629754461929,-0.2835629754461929,0.9235253573742208,8,2018-06-12,2018-10-30
102082,1,839,935,-0.40048015169002127,-0.40048015169002127,0.9962798898365587,8,2018-06-12,2018-10-29
102082,2,1223,1270,-0.3907558507028185,-0.3907558507028185,0.9867905599933097,8,2020-01-02,2020-03-19
102082,3,2326,2498,-0.38388407776832867,-0.38388407776832867,1.0,8,2024-07-17,2025-04-09
102083,1,1212,1270,-0.36727411555567013,-0.36727411555567013,0.976212505909784,8,2019-12-17,2020-03-19
102083,2,861,934,-0.3630443659466629,-0.3630443659466629,0.9963300405176241,8,2018-07-13,2018-10-26
102083,3,2325,2498,-0.3587070752770608,-0.3587070752770608,1.0,8,2024-07-16,2025-04-09
102084,1,1223,1270,-0.43039965203641206,-0.43039965203641206,0.9900578793513255,8,2020-01-02,2020-03-19
102084,2,2325,2498,-0.38025366397806215,-0.38025366397806215,0.974647682890439,8,2024-07-16,2025-04-09
102084,3,839,935,-0.34115724611663145,-0.34115724611663145,1.0,8,2018-06-12,2018-10-29
102085,1,860,1270,-0.4368875248208258,-0.4368875248208258,0.962211802647847,8,2018-07-12,2020-03-19
102085,2,2308,2498,-0.35354980619291676,-0.35354980619291676,0.982792782695124,8,2024-06-21,2025-04-09
102085,3,1713,1794,-0.27156683368637313,-0.27156683368637313,1.0,8,2022-01-04,2022-05-12
102086,1,2074,2498,-0.5098072147553367,-0.5098072147553367,1.0,8,2023-07-06,2025-04-09
102086,2,839,935,-0.3833629760892445,-0.3833629760892445,0.9603786582733637,8,2018-06-12,2018-10-29
