seed,段,峰_pos,谷_pos,實際深度,檢查,峰日曝險,峰日檔數,峰日,谷日
102086,3,1223,1270,-0.372162017654051,-0.372162017654051,0.9915216934302684,8,2020-01-02,2020-03-19
102087,1,2326,2498,-0.4211002839495518,-0.4211002839495518,1.0,8,2024-07-17,2025-04-09
102087,2,1223,1270,-0.36155577761379887,-0.36155577761379887,0.9866566589758372,8,2020-01-02,2020-03-19
102087,3,839,936,-0.30484472025495324,-0.30484472025495324,1.0,8,2018-06-12,2018-10-30
102088,1,839,923,-0.43390311786653424,-0.43390311786653424,0.9723412319200709,8,2018-06-12,2018-10-11
102088,2,2318,2498,-0.3449110728584164,-0.3449110728584164,1.0,8,2024-07-05,2025-04-09
102088,3,1142,1270,-0.32736495927799825,-0.32736495927799825,1.0,8,2019-09-04,2020-03-19
102089,1,839,934,-0.35589505856086545,-0.35589505856086545,0.9259691408538185,8,2018-06-12,2018-10-26
102089,2,2385,2498,-0.35288599647134233,-0.35288599647134233,1.0,8,2024-10-16,2025-04-09
102089,3,1231,1270,-0.2699133529040192,-0.2699133529040192,0.9833354464160629,8,2020-01-14,2020-03-19
102090,1,2290,2498,-0.4808657144271168,-0.4808657144271168,1.0,8,2024-05-27,2025-04-09
102090,2,1707,1910,-0.4152036955117968,-0.4152036955117968,0.7927597876770434,6,2021-12-24,2022-10-26
102090,3,839,936,-0.38055549696871915,-0.38055549696871915,0.9906064729431538,8,2018-06-12,2018-10-30
102091,1,839,934,-0.3964510684572422,-0.3964510684572422,0.992129447614441,8,2018-06-12,2018-10-26
102091,2,1133,1270,-0.35725452710140904,-0.35725452710140904,1.0,8,2019-08-22,2020-03-19
102091,3,2315,2498,-0.3239281520681738,-0.3239281520681738,0.9830617715835073,8,2024-07-02,2025-04-09
102092,1,1711,1907,-0.3406790207362804,-0.3406790207362804,0.6752418399187017,6,2021-12-30,2022-10-21
102092,2,1231,1270,-0.3207795520253912,-0.3207795520253912,0.9886567471663518,8,2020-01-14,2020-03-19
102092,3,794,936,-0.27387322960149396,-0.27387322960149396,0.9975929630264905,8,2018-04-09,2018-10-30
102093,1,1235,1270,-0.40064368321576593,-0.40064368321576593,1.0,8,2020-01-20,2020-03-19
102093,2,2326,2498,-0.39740243579986834,-0.39740243579986834,1.0,8,2024-07-17,2025-04-09
102093,3,839,936,-0.36563544690175165,-0.36563544690175165,0.9202414002520459,8,2018-06-12,2018-10-30
102094,1,641,923,-0.37361097449901004,-0.37361097449901004,1.0,8,2017-08-21,2018-10-11
102094,2,1235,1270,-0.34596310814889464,-0.34596310814889464,1.0,8,2020-01-20,2020-03-19
102094,3,2071,2498,-0.2892110455963661,-0.2892110455963661,1.0,8,2023-07-03,2025-04-09
102095,1,2321,2498,-0.3778241999561409,-0.3778241999561409,1.0,8,2024-07-10,2025-04-09
102095,2,1235,1270,-0.3745482322880209,-0.3745482322880209,0.9856844176278948,8,2020-01-20,2020-03-19
102095,3,1538,1910,-0.32256065809943,-0.32256065809943,0.7714713258642357,6,2021-04-26,2022-10-26
102096,1,839,923,-0.3586889745796632,-0.3586889745796632,1.0,8,2018-06-12,2018-10-11
102096,2,2318,2498,-0.3421648947842999,-0.3421648947842999,1.0,8,2024-07-05,2025-04-09
102096,3,1235,1270,-0.33728686313834266,-0.33728686313834266,1.0,8,2020-01-20,2020-03-19
102097,1,839,936,-0.408183364188237,-0.408183364188237,0.9058931535349973,8,2018-06-12,2018-10-30
102097,2,1235,1270,-0.34899320404626233,-0.34899320404626233,1.0,8,2020-01-20,2020-03-19
102097,3,2063,2153,-0.2639909137684239,-0.2639909137684239,1.0,8,2023-06-19,2023-10-31
102098,1,1609,2498,-0.4524993395175254,-0.4524993395175254,1.0,8,2021-08-05,2025-04-09
102098,2,1235,1270,-0.4074475364582716,-0.4074475364582716,0.9824066301231966,8,2020-01-20,2020-03-19
102098,3,839,936,-0.36134064295966906,-0.36134064295966906,0.994644959746839,8,2018-06-12,2018-10-30
102099,1,2326,2498,-0.46600307459682955,-0.46600307459682955,1.0,8,2024-07-17,2025-04-09
102099,2,836,935,-0.3711665383835152,-0.3711665383835152,0.9908792312898979,8,2018-06-07,2018-10-29
102099,3,1212,1270,-0.36921556307755055,-0.36921556307755055,0.993359972171737,8,2019-12-17,2020-03-19
102100,1,839,923,-0.4213395033730487,-0.4213395033730487,0.9300841437682517,8,2018-06-12,2018-10-11
102100,2,2326,2498,-0.41678390671770604,-0.41678390671770604,0.9569607233014259,8,2024-07-17,2025-04-09
102100,3,1235,1270,-0.37034234939077715,-0.37034234939077715,1.0,8,2020-01-20,2020-03-19
102101,1,2326,2498,-0.45681890322312413,-0.45681890322312413,1.0,8,2024-07-17,2025-04-09
102101,2,839,934,-0.3467215192002039,-0.3467215192002039,0.9675179642371347,8,2018-06-12,2018-10-26
102101,3,1233,1270,-0.31872515155297065,-0.31872515155297065,0.9993774696817996,8,2020-01-16,2020-03-19
102102,1,1235,1270,-0.38416415714583263,-0.38416415714583263,1.0,8,2020-01-20,2020-03-19
102102,2,2318,2498,-0.37514891256590777,-0.37514891256590777,1.0,8,2024-07-05,2025-04-09
102102,3,839,934,-0.35762818818832165,-0.35762818818832165,1.0,8,2018-06-12,2018-10-26
102103,1,1235,1270,-0.34408707415095685,-0.34408707415095685,0.9848815834993149,8,2020-01-20,2020-03-19
102103,2,641,935,-0.34074585720161943,-0.34074585720161943,1.0,8,2017-08-21,2018-10-29
102103,3,2318,2498,-0.31505105399588207,-0.31505105399588207,1.0,8,2024-07-05,2025-04-09
102104,1,2071,2498,-0.4691957785891241,-0.4691957785891241,1.0,8,2023-07-03,2025-04-09
102104,2,1714,1910,-0.3610285459046809,-0.3610285459046809,1.0,8,2022-01-05,2022-10-26
102104,3,1231,1270,-0.3587936838868033,-0.3587936838868033,0.9962625312207786,8,2020-01-14,2020-03-19
102105,1,839,936,-0.42120719453940836,-0.42120719453940836,1.0,8,2018-06-12,2018-10-30
102105,2,2326,2498,-0.3691679712231962,-0.3691679712231962,1.0,8,2024-07-17,2025-04-09
102105,3,1231,1270,-0.3316245124674785,-0.3316245124674785,0.9941590537742035,8,2020-01-14,2020-03-19
102106,1,2318,2498,-0.45647564048155254,-0.45647564048155254,0.9819352179724299,8,2024-07-05,2025-04-09
102106,2,839,1270,-0.3944479617386777,-0.3944479617386777,0.9988219826050928,8,2018-06-12,2020-03-19
102106,3,1747,1910,-0.2676712463898112,-0.2676712463898112,0.9438929070713253,8,2022-03-03,2022-10-26
102107,1,2326,2498,-0.48042052447502137,-0.48042052447502137,0.981915366445736,8,2024-07-17,2025-04-09
102107,2,1235,1270,-0.40343259771847007,-0.40343259771847007,1.0,8,2020-01-20,2020-03-19
102107,3,830,935,-0.3611922089673756,-0.3611922089673756,0.9553471423519412,8,2018-05-30,2018-10-29
102108,1,1532,1910,-0.3762981180312778,-0.3762981180312778,0.7030810859608059,6,2021-04-16,2022-10-26
102108,2,2318,2498,-0.367432194062042,-0.367432194062042,1.0,8,2024-07-05,2025-04-09
102108,3,839,935,-0.32215127819790845,-0.32215127819790845,0.9189831580473257,8,2018-06-12,2018-10-29
102109,1,839,936,-0.42440809876452823,-0.42440809876452823,0.954824812864416,8,2018-06-12,2018-10-30
102109,2,2326,2498,-0.393900501944363,-0.393900501944363,1.0,8,2024-07-17,2025-04-09
102109,3,1231,1270,-0.290456111934858,-0.290456111934858,0.9899782926868033,8,2020-01-14,2020-03-19
102110,1,860,1270,-0.44794154508804584,-0.44794154508804584,0.9871746356474032,8,2018-07-12,2020-03-19
102110,2,2264,2498,-0.41648890600881905,-0.41648890600881905,0.9941908380244637,8,2024-04-18,2025-04-09
102110,3,2081,2146,-0.2102540392560297,-0.2102540392560297,0.4522124467901717,4,2023-07-17,2023-10-20
102111,1,2326,2498,-0.4508243748385997,-0.4508243748385997,0.9975380690125675,8,2024-07-17,2025-04-09
102111,2,1235,1270,-0.3820529401270215,-0.3820529401270215,1.0,8,2020-01-20,2020-03-19
102111,3,799,936,-0.35140829821679465,-0.35140829821679465,0.9752650638382568,8,2018-04-16,2018-10-30
102112,1,1710,1901,-0.32856067188661264,-0.32856067188661264,0.8334487180724103,7,2021-12-29,2022-10-13
102112,2,2079,2498,-0.2975293466543112,-0.2975293466543112,0.5159656379502057,3,2023-07-13,2025-04-09
102112,3,799,936,-0.2898797338965735,-0.2898797338965735,0.8714336171778939,8,2018-04-16,2018-10-30
102113,1,839,934,-0.3733439386216628,-0.3733439386216628,0.980302504274951,8,2018-06-12,2018-10-26
102113,2,2264,2498,-0.35603078910655206,-0.35603078910655206,0.989374490333636,8,2024-04-18,2025-04-09
102113,3,1174,1270,-0.35393813388555684,-0.35393813388555684,0.973616551242091,8,2019-10-24,2020-03-19
102114,1,1710,2498,-0.47586785823804145,-0.47586785823804145,0.7717663969334613,6,2021-12-29,2025-04-09
102114,2,852,934,-0.4245899679107078,-0.4245899679107078,1.0,8,2018-07-02,2018-10-26
102114,3,1235,1270,-0.36557661565366617,-0.36557661565366617,0.9876989474392368,8,2020-01-20,2020-03-19
102115,1,839,935,-0.4098711400954833,-0.4098711400954833,1.0,8,2018-06-12,2018-10-29
102115,2,2320,2498,-0.36197320227487506,-0.36197320227487506,1.0,8,2024-07-09,2025-04-09
102115,3,1174,1270,-0.3405876530025864,-0.3405876530025864,0.9676723136444917,8,2019-10-24,2020-03-19
102116,1,1223,1270,-0.3778020965898754,-0.3778020965898754,0.994786449311696,8,2020-01-02,2020-03-19
102116,2,2318,2498,-0.3773544481785648,-0.3773544481785648,1.0,8,2024-07-05,2025-04-09
102116,3,852,934,-0.340704854526374,-0.340704854526374,0.9465975016727796,8,2018-07-02,2018-10-26
102117,1,2320,2498,-0.3940305381194429,-0.3940305381194429,1.0,8,2024-07-09,2025-04-09
102117,2,1235,1270,-0.38438212063633515,-0.38438212063633515,0.9827783336207734,8,2020-01-20,2020-03-19
102117,3,1609,1912,-0.369460490425763,-0.369460490425763,0.9145703020682203,8,2021-08-05,2022-10-28
102118,1,2326,2498,-0.39863614003358894,-0.39863614003358894,1.0,8,2024-07-17,2025-04-09
102118,2,1707,1910,-0.3716684483211208,-0.3716684483211208,0.8902633510499304,7,2021-12-24,2022-10-26
102118,3,1212,1270,-0.3622595450492363,-0.3622595450492363,0.9937187746737196,8,2019-12-17,2020-03-19
102119,1,2326,2498,-0.4084590271890466,-0.4084590271890466,1.0,8,2024-07-17,2025-04-09
102119,2,839,936,-0.37998654164575385,-0.37998654164575385,0.9636594621448948,8,2018-06-12,2018-10-30
102119,3,1235,1270,-0.2469622410345258,-0.2469622410345258,0.9807272603458934,8,2020-01-20,2020-03-19
102120,1,861,934,-0.3786457986936662,-0.3786457986936662,0.9924108922255372,8,2018-07-13,2018-10-26
102120,2,1174,1270,-0.36498979373890617,-0.36498979373890617,0.9559556359078891,8,2019-10-24,2020-03-19
102120,3,2465,2498,-0.31676420267995353,-0.31676420267995353,0.8804931273306993,8,2025-02-18,2025-04-09
102121,1,836,1270,-0.3950551042446434,-0.3950551042446434,0.9787210625805526,8,2018-06-07,2020-03-19
102121,2,2269,2498,-0.3611305848465596,-0.3611305848465596,1.0,8,2024-04-25,2025-04-09
102121,3,1868,1910,-0.23758045205114176,-0.23758045205114176,1.0,8,2022-08-25,2022-10-26
102122,1,836,936,-0.41623292200004813,-0.41623292200004813,1.0,8,2018-06-07,2018-10-30
102122,2,1223,1270,-0.39205708852599097,-0.39205708852599097,0.9712468227803571,8,2020-01-02,2020-03-19
102122,3,2318,2498,-0.3816138251829837,-0.3816138251829837,1.0,8,2024-07-05,2025-04-09
102123,1,1868,2498,-0.5287736840759131,-0.5287736840759131,0.9857265005168309,8,2022-08-25,2025-04-09
102123,2,1261,1270,-0.3046053948385332,-0.3046053948385332,0.9958850361810994,8,2020-03-06,2020-03-19
102123,3,641,936,-0.2765427997425469,-0.2765427997425469,1.0,8,2017-08-21,2018-10-30
102124,1,860,935,-0.36941780103197486,-0.36941780103197486,0.9937678126221613,8,2018-07-12,2018-10-29
102124,2,2326,2498,-0.36556089799577873,-0.36556089799577873,0.9867852271600879,8,2024-07-17,2025-04-09
102124,3,1223,1270,-0.35143281797994885,-0.35143281797994885,0.987142165901482,8,2020-01-02,2020-03-19
102125,1,1235,1270,-0.3973075404948889,-0.3973075404948889,0.9954347461342244,8,2020-01-20,2020-03-19
102125,2,836,923,-0.3648862558976035,-0.3648862558976035,0.9953070245793487,8,2018-06-07,2018-10-11
102125,3,2261,2498,-0.3549912484771649,-0.3549912484771649,1.0,8,2024-04-15,2025-04-09
102126,1,1235,1270,-0.411321591689365,-0.411321591689365,1.0,8,2020-01-20,2020-03-19
102126,2,839,935,-0.4005479344048066,-0.4005479344048066,1.0,8,2018-06-12,2018-10-29
102126,3,2264,2498,-0.3853728622967927,-0.3853728622967927,0.9660450303681988,8,2024-04-18,2025-04-09
102127,1,2318,2498,-0.3702579385888497,-0.3702579385888497,1.0,8,2024-07-05,2025-04-09
102127,2,836,935,-0.3652159589945938,-0.3652159589945938,1.0,8,2018-06-07,2018-10-29
102127,3,1223,1270,-0.3453624664646532,-0.3453624664646532,0.9864611611332901,8,2020-01-02,2020-03-19
102128,1,2073,2498,-0.3670010784789277,-0.3670010784789277,1.0,8,2023-07-05,2025-04-09
102128,2,839,935,-0.3268919782823456,-0.3268919782823456,0.9721022280509106,8,2018-06-12,2018-10-29
102128,3,1235,1270,-0.2924834458740009,-0.2924834458740009,0.985536387214073,8,2020-01-20,2020-03-19
102129,1,860,935,-0.40756265181846574,-0.40756265181846574,1.0,8,2018-07-12,2018-10-29
102129,2,2318,2498,-0.3848082421406158,-0.3848082421406158,0.9986730875918043,8,2024-07-05,2025-04-09
102129,3,1223,1270,-0.38480501980754966,-0.38480501980754966,0.9990535340039852,8,2020-01-02,2020-03-19
102130,1,839,936,-0.4575745879094727,-0.4575745879094727,1.0,8,2018-06-12,2018-10-30
102130,2,1231,1270,-0.3814174539873112,-0.3814174539873112,0.9982048727907209,8,2020-01-14,2020-03-19
102130,3,2318,2498,-0.2914314778499213,-0.2914314778499213,0.9779973578303656,8,2024-07-05,2025-04-09
102131,1,1747,2498,-0.3754769012781425,-0.3754769012781425,0.9800619495878533,8,2022-03-03,2025-04-09
102131,2,1235,1270,-0.353022099617217,-0.353022099617217,0.9832138170463275,8,2020-01-20,2020-03-19
102131,3,705,934,-0.32969778371715885,-0.32969778371715885,0.9963604404865942,8,2017-11-21,2018-10-26
102132,1,838,936,-0.4035017286457482,-0.4035017286457482,0.9882931727802748,8,2018-06-11,2018-10-30
102132,2,1247,1270,-0.3556452290690211,-0.3556452290690211,0.9961996582972487,8,2020-02-14,2020-03-19
102132,3,2264,2498,-0.29507777825756965,-0.29507777825756965,1.0,8,2024-04-18,2025-04-09
102133,1,839,936,-0.41157219129365585,-0.41157219129365585,0.975992149233806,8,2018-06-12,2018-10-30
102133,2,1235,1270,-0.401237140850323,-0.401237140850323,0.9861716679725299,8,2020-01-20,2020-03-19
102133,3,2320,2498,-0.39221815123088655,-0.39221815123088655,0.9538771971658085,8,2024-07-09,2025-04-09
102134,1,2326,2498,-0.44795146390081764,-0.44795146390081764,1.0,8,2024-07-17,2025-04-09
102134,2,1235,1270,-0.39103027391634115,-0.39103027391634115,1.0,8,2020-01-20,2020-03-19
102134,3,839,936,-0.296306862274477,-0.296306862274477,0.9427322992502736,8,2018-06-12,2018-10-30
102135,1,2073,2498,-0.3625287007259993,-0.3625287007259993,1.0,8,2023-07-05,2025-04-09
102135,2,839,935,-0.32173489374254205,-0.32173489374254205,1.0,8,2018-06-12,2018-10-29
102135,3,1695,1907,-0.26761165898430195,-0.26761165898430195,1.0,8,2021-12-08,2022-10-21
102136,1,1711,2498,-0.4856180083417363,-0.4856180083417363,0.7929270004006221,6,2021-12-30,2025-04-09
102136,2,861,936,-0.42874798914355305,-0.42874798914355305,1.0,8,2018-07-13,2018-10-30
102136,3,1261,1270,-0.29334440419002605,-0.29334440419002605,0.9926680315208046,8,2020-03-06,2020-03-19
102137,1,2326,2498,-0.41159132779346497,-0.41159132779346497,1.0,8,2024-07-17,2025-04-09
102137,2,839,936,-0.38367931426022794,-0.38367931426022794,0.9442548636713761,8,2018-06-12,2018-10-30
102137,3,1711,1912,-0.3613920846648718,-0.3613920846648718,0.9101840771022903,7,2021-12-30,2022-10-28
102138,1,2326,2498,-0.40869189207964085,-0.40869189207964085,0.9831489805025806,8,2024-07-17,2025-04-09
102138,2,1235,1270,-0.3547388383560811,-0.3547388383560811,0.9871174877144782,8,2020-01-20,2020-03-19
102138,3,860,934,-0.33820796163701994,-0.33820796163701994,0.9967614856854314,8,2018-07-12,2018-10-26
102139,1,2315,2498,-0.46052775527646683,-0.46052775527646683,0.9679125770769882,8,2024-07-02,2025-04-09
102139,2,1174,1270,-0.4032977140309426,-0.4032977140309426,0.954685999387584,8,2019-10-24,2020-03-19
102139,3,641,936,-0.3811206511319235,-0.3811206511319235,1.0,8,2017-08-21,2018-10-30
102140,1,2071,2498,-0.3790358184479824,-0.3790358184479824,1.0,8,2023-07-03,2025-04-09
102140,2,860,935,-0.35855686388123065,-0.35855686388123065,1.0,8,2018-07-12,2018-10-29
102140,3,1261,1270,-0.2835318626299925,-0.2835318626299925,1.0,8,2020-03-06,2020-03-19
102141,1,839,936,-0.45517531737825645,-0.45517531737825645,1.0,8,2018-06-12,2018-10-30
102141,2,2264,2498,-0.4295546806745,-0.4295546806745,1.0,8,2024-04-18,2025-04-09
102141,3,1223,1270,-0.38478106235776444,-0.38478106235776444,0.9741825860465823,8,2020-01-02,2020-03-19
102142,1,1235,1270,-0.3747368664084616,-0.3747368664084616,0.995090968141671,8,2020-01-20,2020-03-19
102142,2,839,935,-0.36708490076486666,-0.36708490076486666,0.989335956091145,8,2018-06-12,2018-10-29
102142,3,2326,2498,-0.3446048037684398,-0.3446048037684398,1.0,8,2024-07-17,2025-04-09
102143,1,2326,2498,-0.3956507028318884,-0.3956507028318884,0.9990464362902026,8,2024-07-17,2025-04-09
102143,2,1235,1270,-0.3892835196208734,-0.3892835196208734,0.9812038159604993,8,2020-01-20,2020-03-19
102143,3,641,934,-0.31475571737754837,-0.31475571737754837,1.0,8,2017-08-21,2018-10-26
102144,1,1235,1270,-0.37001445080624185,-0.37001445080624185,0.9780258998053512,8,2020-01-20,2020-03-19
102144,2,860,934,-0.3665407728346083,-0.3665407728346083,0.9630663028421341,8,2018-07-12,2018-10-26
102144,3,2326,2498,-0.3360264483489491,-0.3360264483489491,0.9925051706163662,8,2024-07-17,2025-04-09
102145,1,838,936,-0.45270451702235937,-0.45270451702235937,1.0,8,2018-06-11,2018-10-30
102145,2,2326,2498,-0.41393261979578166,-0.41393261979578166,1.0,8,2024-07-17,2025-04-09
102145,3,1231,1270,-0.3845837535445341,-0.3845837535445341,0.9728286917606164,8,2020-01-14,2020-03-19
102146,1,2309,2498,-0.3527203988741119,-0.3527203988741119,0.986811464367438,8,2024-06-24,2025-04-09
102146,2,1235,1270,-0.3437304751910457,-0.3437304751910457,1.0,8,2020-01-20,2020-03-19
102146,3,839,936,-0.3434998486279065,-0.3434998486279065,0.9973394780576125,8,2018-06-12,2018-10-30
102147,1,839,936,-0.41171397103110097,-0.41171397103110097,0.9532568340245675,8,2018-06-12,2018-10-30
102147,2,1235,1270,-0.3487957275357807,-0.3487957275357807,1.0,8,2020-01-20,2020-03-19
102147,3,2385,2498,-0.31179924817585225,-0.31179924817585225,0.9611238975225883,8,2024-10-16,2025-04-09
102148,1,2326,2498,-0.404790543298444,-0.404790543298444,1.0,8,2024-07-17,2025-04-09
102148,2,1235,1270,-0.39396525458673437,-0.39396525458673437,0.9808764696656195,8,2020-01-20,2020-03-19
102148,3,839,923,-0.39243723417823995,-0.39243723417823995,0.9902438909774203,8,2018-06-12,2018-10-11
102149,1,2326,2498,-0.4751792271074401,-0.4751792271074401,1.0,8,2024-07-17,2025-04-09
102149,2,839,935,-0.35688992173123024,-0.35688992173123024,0.9956108141541922,8,2018-06-12,2018-10-29
102149,3,1609,1909,-0.32270929355410694,-0.32270929355410694,0.9997642750641913,8,2021-08-05,2022-10-25
102150,1,839,935,-0.4133935085478635,-0.4133935085478635,0.9965600782615762,8,2018-06-12,2018-10-29
102150,2,1235,1270,-0.36782413117249946,-0.36782413117249946,0.9758466142010346,8,2020-01-20,2020-03-19
102150,3,2379,2498,-0.2865122582698405,-0.2865122582698405,1.0,8,2024-10-07,2025-04-09
102151,1,2326,2498,-0.4507866072425637,-0.4507866072425637,1.0,8,2024-07-17,2025-04-09
102151,2,860,935,-0.3483371606381447,-0.3483371606381447,0.9968724847218086,8,2018-07-12,2018-10-29
102151,3,1235,1272,-0.34478779148025895,-0.34478779148025895,0.9925493105720417,8,2020-01-20,2020-03-23
102152,1,2326,2498,-0.45636564937892043,-0.45636564937892043,1.0,8,2024-07-17,2025-04-09
102152,2,839,936,-0.4238295197230264,-0.4238295197230264,1.0,8,2018-06-12,2018-10-30
102152,3,1608,1910,-0.3542417527394972,-0.3542417527394972,0.9628010533361768,8,2021-08-04,2022-10-26
102153,1,2079,2498,-0.43515740068143305,-0.43515740068143305,0.6125017924677634,4,2023-07-13,2025-04-09
102153,2,838,936,-0.3324661187572683,-0.3324661187572683,1.0,8,2018-06-11,2018-10-30
102153,3,1711,1910,-0.27488492586091795,-0.27488492586091795,0.7633415498719738,6,2021-12-30,2022-10-26
102154,1,852,936,-0.39613978853150145,-0.39613978853150145,1.0,8,2018-07-02,2018-10-30
102154,2,1231,1270,-0.36337695112910506,-0.36337695112910506,0.9899871306401111,8,2020-01-14,2020-03-19
102154,3,2318,2498,-0.2829891058024392,-0.2829891058024392,0.9810816089486695,8,2024-07-05,2025-04-09
102155,1,2073,2498,-0.4669347835269473,-0.4669347835269473,1.0,8,2023-07-05,2025-04-09
102155,2,838,936,-0.41425540897504287,-0.41425540897504287,1.0,8,2018-06-11,2018-10-30
102155,3,1235,1270,-0.342706764379925,-0.342706764379925,0.9946149642371351,8,2020-01-20,2020-03-19
102156,1,1710,2498,-0.4917858822639567,-0.4917858822639567,0.667376964778729,6,2021-12-29,2025-04-09
102156,2,839,935,-0.3991306055755486,-0.3991306055755486,0.9426442084952587,8,2018-06-12,2018-10-29
102156,3,1235,1270,-0.36997077111486165,-0.36997077111486165,0.9895035314690467,8,2020-01-20,2020-03-19
102157,1,2071,2498,-0.46004352642514923,-0.46004352642514923,1.0,8,2023-07-03,2025-04-09
102157,2,1710,1910,-0.43302043659435996,-0.43302043659435996,0.7619867614510304,6,2021-12-29,2022-10-26
102157,3,641,935,-0.3850142710687481,-0.3850142710687481,1.0,8,2017-08-21,2018-10-29
102158,1,839,935,-0.457076150338638,-0.457076150338638,1.0,8,2018-06-12,2018-10-29
102158,2,2321,2498,-0.4011362968408779,-0.4011362968408779,1.0,8,2024-07-10,2025-04-09
102158,3,1235,1270,-0.3890162978501047,-0.3890162978501047,1.0,8,2020-01-20,2020-03-19
102159,1,2318,2498,-0.4165053087862517,-0.4165053087862517,1.0,8,2024-07-05,2025-04-09
102159,2,1174,1270,-0.38745086792845473,-0.38745086792845473,0.9732432005738278,8,2019-10-24,2020-03-19
102159,3,1711,1910,-0.3568823463228925,-0.3568823463228925,0.7776810083140715,6,2021-12-30,2022-10-26
102160,1,839,1270,-0.49158119924716703,-0.49158119924716703,1.0,8,2018-06-12,2020-03-19
102160,2,2469,2498,-0.2983693501894543,-0.2983693501894543,0.8900638759121813,8,2025-02-24,2025-04-09
102160,3,1710,1910,-0.28473921833364235,-0.28473921833364235,0.770698017271201,6,2021-12-29,2022-10-26
102161,1,2263,2498,-0.38335968294298284,-0.38335968294298284,1.0,8,2024-04-17,2025-04-09
102161,2,839,1270,-0.38151762644992904,-0.38151762644992904,1.0,8,2018-06-12,2020-03-19
102161,3,1609,1910,-0.27238225243893943,-0.27238225243893943,0.9684936792940221,8,2021-08-05,2022-10-26
102162,1,2315,2498,-0.4811758377173334,-0.4811758377173334,0.9685882109033409,8,2024-07-02,2025-04-09
102162,2,852,1072,-0.3635964583050958,-0.3635964583050958,0.9843497842243917,8,2018-07-02,2019-05-27
102162,3,1235,1270,-0.34626583570264036,-0.34626583570264036,1.0,8,2020-01-20,2020-03-19
102163,1,799,936,-0.38902368352265715,-0.38902368352265715,0.9513815661726305,8,2018-04-16,2018-10-30
102163,2,2326,2498,-0.35063433481352235,-0.35063433481352235,1.0,8,2024-07-17,2025-04-09
102163,3,1223,1270,-0.33152769889075717,-0.33152769889075717,0.9740017949612503,8,2020-01-02,2020-03-19
102164,1,1710,1907,-0.40853257258043774,-0.40853257258043774,0.8361887804038364,7,2021-12-29,2022-10-21
102164,2,2326,2498,-0.35644669909303106,-0.35644669909303106,1.0,8,2024-07-17,2025-04-09
102164,3,839,923,-0.3347771443059069,-0.3347771443059069,1.0,8,2018-06-12,2018-10-11
102165,1,2326,2498,-0.3861689458279376,-0.3861689458279376,1.0,8,2024-07-17,2025-04-09
102165,2,839,954,-0.2637603986952758,-0.2637603986952758,0.8965566252884014,8,2018-06-12,2018-11-23
102165,3,1995,2146,-0.2620070034774662,-0.2620070034774662,1.0,8,2023-03-09,2023-10-20
102166,1,2326,2498,-0.47766491386389176,-0.47766491386389176,1.0,8,2024-07-17,2025-04-09
102166,2,1235,1270,-0.3745812770273086,-0.3745812770273086,0.9829261190057165,8,2020-01-20,2020-03-19
102166,3,1711,1910,-0.36196811000488105,-0.36196811000488105,0.7511257079833503,6,2021-12-30,2022-10-26
102167,1,839,936,-0.4162391601569312,-0.4162391601569312,1.0,8,2018-06-12,2018-10-30
102167,2,1223,1270,-0.36104441956861355,-0.36104441956861355,0.9907418251399137,8,2020-01-02,2020-03-19
102167,3,2326,2498,-0.3174866711766249,-0.3174866711766249,1.0,8,2024-07-17,2025-04-09
102168,1,839,936,-0.4307150224072068,-0.4307150224072068,0.9909809092360989,8,2018-06-12,2018-10-30
102168,2,1231,1270,-0.3340991608701762,-0.3340991608701762,0.9875658746405243,8,2020-01-14,2020-03-19
102168,3,2379,2498,-0.3201636757973526,-0.3201636757973526,1.0,8,2024-10-07,2025-04-09
102169,1,1235,1270,-0.41002122004648645,-0.41002122004648645,0.9924155488432213,8,2020-01-20,2020-03-19
102169,2,839,936,-0.39460630322619106,-0.39460630322619106,1.0,8,2018-06-12,2018-10-30
102169,3,2264,2498,-0.36718296700869124,-0.36718296700869124,1.0,8,2024-04-18,2025-04-09
102170,1,2326,2498,-0.41635653457844823,-0.41635653457844823,0.9888617510004939,8,2024-07-17,2025-04-09
102170,2,839,934,-0.3680998744782539,-0.3680998744782539,0.9202586053257236,8,2018-06-12,2018-10-26
102170,3,1235,1270,-0.30808724150575584,-0.30808724150575584,0.9770305024601669,8,2020-01-20,2020-03-19
102171,1,2318,2498,-0.4092215377711186,-0.4092215377711186,1.0,8,2024-07-05,2025-04-09
102171,2,1695,1910,-0.3778602416833158,-0.3778602416833158,0.8381188111626202,8,2021-12-08,2022-10-26
102171,3,836,934,-0.3595622535427818,-0.3595622535427818,1.0,8,2018-06-07,2018-10-26
102172,1,1235,1270,-0.33993309026070384,-0.33993309026070384,0.9930514152670074,8,2020-01-20,2020-03-19
102172,2,839,934,-0.3271651411439602,-0.3271651411439602,0.976953678974099,8,2018-06-12,2018-10-26
102172,3,2326,2498,-0.3151493551812822,-0.3151493551812822,1.0,8,2024-07-17,2025-04-09
102173,1,839,1270,-0.4244789655396781,-0.4244789655396781,1.0,8,2018-06-12,2020-03-19
102173,2,2079,2498,-0.36066999361783336,-0.36066999361783336,0.4736976154534611,3,2023-07-13,2025-04-09
102173,3,1609,1655,-0.27085175137317863,-0.27085175137317863,0.9884057059056902,8,2021-08-05,2021-10-13
