,中位,p10,p90
Δ_β,5.010586913079587,0.0,14.075481084295985
Δ_ind,-7.01290476017131,-21.871655270125167,8.876497130295348
Δ_stk,9.275772347137337,-4.523607839165877,23.856579511889677
Δ_vol,33.49530483196991,2.988727442566418,56.660672606526255
