seed,段,峰_pos,谷_pos,e,n_h,D0,β_筆數,β,Δ_β曝險,Dβ,量測日,缺產業,持有產業不在母體,Dind,stk_排不了名,stk_剔除,Dstk,stk_無法計算,vol_池,vol_池不足,vol_不足60筆,距換股日,Dvol,Δ_β,Δ_ind,Δ_stk,Δ_vol,Δ_stk上界
102029,3,852,935,0.9908287433117806,8,-0.3916580794382567,120,0.979516903896836,0.9908287433117806,-0.3916580794382567,2018-07-02,0,0,-0.3794947348140057,1,1,-0.2223153952569854,0,14,0,0,19,-0.2205634169387286,0.0,1.216334462425106,16.934268418127136,17.109466249952813,14.590404282172042
102030,1,839,935,1.0,8,-0.5040162867596832,120,1.296408137442144,0.7713620202762942,-0.3887790212071052,2018-06-01,0,0,-0.5297541867260842,1,1,-0.3619766232013755,0,14,0,0,6,-0.2319909147467031,11.523726555257802,-2.5737899966400968,14.203966355830772,27.20253720129801,13.046291502556285
102030,2,2326,2498,1.0000000000000002,8,-0.2465280553659442,120,0.0865580270903399,1.0000000000000002,-0.2465280553659442,2024-07-01,0,0,-0.2453376863868524,0,0,-0.3096612211769726,0,19,0,0,11,-0.2788222252054572,0.0,0.1190368979091749,-6.313316581102843,-3.2294169839513027,-6.313316581102846
102030,3,1223,1270,0.997316623971932,8,-0.3337493168686335,120,0.7151641357798555,0.997316623971932,-0.3337493168686335,2020-01-02,0,0,-0.3311536932422449,0,0,-0.3343083514975709,0,29,0,0,21,-0.2781155489417736,0.0,0.2595623626388654,-0.0559034628937304,5.563376792685998,-0.055903462893736044
102031,1,852,935,0.9991463146847142,8,-0.4939057103472226,120,1.0683224336809731,0.9352479019298432,-0.4623189542556351,2018-07-02,0,0,-0.4116328758579524,1,1,-0.3348831499705665,0,14,0,0,19,-0.2224149497843686,3.1586756091587564,8.22728344892702,15.902256037665609,27.1490760562854,17.499365322043666
102031,2,1235,1270,0.9892735599074756,8,-0.3953518265330948,120,0.7624124089378085,0.9892735599074756,-0.3953518265330948,2020-01-02,0,0,-0.4006401300387324,1,0,-0.3925481571578673,0,9,0,0,11,-0.3562011617747151,0.0,-0.5288303505637582,0.2803669375227524,3.915066475837975,-0.31271334069209455
102031,3,2319,2498,0.9523808388025192,8,-0.3301217414621989,120,0.2150178473561274,0.9523808388025192,-0.3301217414621989,2024-07-01,0,0,-0.3703810409460008,2,0,-0.325280210590525,0,19,0,0,4,-0.2382407295819881,0.0,-4.02592994838018,0.4841530871673938,9.18810118802108,1.1934279059491515
102032,1,1601,2498,0.9946525579456268,8,-0.2307319544917375,120,0.8569200540377754,0.9946525579456268,-0.2307319544917375,2021-07-01,0,0,-0.2970974525030878,4,0,-0.1959509571618815,0,33,0,0,16,0.1054227082702074,0.0,-6.636549801135027,3.478099732985604,12.530924622153016,-25.977026150347694
102032,2,839,936,0.9181309788248178,8,-0.3369184637828981,120,1.039161214760833,0.8835308379327163,-0.324221553881263,2018-06-01,0,0,-0.46415424145991,1,0,-0.3398701067626761,0,14,0,0,6,-0.2156494033005719,1.2696909901635078,-12.723577767701194,-0.2951642979778013,12.12690604823262,-1.5351427062022527
102032,3,1231,1270,0.9904737829332926,8,-0.3168614119880223,120,0.5291693236905921,0.9904737829332926,-0.3168614119880223,2020-01-02,0,0,-0.3213452908433308,0,0,-0.3277764102415326,0,9,0,0,7,-0.3432957755848679,0.0,-0.4483878855308432,-1.0914998253510275,-2.643436359684559,-1.0914998253510333
102033,1,861,936,1.0,8,-0.5018385105725848,120,1.2657604271735725,0.7900389193182376,-0.3964719545650386,2018-07-02,0,0,-0.468082141126038,2,2,-0.3217967784154742,0,35,0,0,8,-0.0749648728687063,10.536655600754614,3.3756369446546755,18.004173215711056,42.68736377038784,19.072771248358745
102033,2,2318,2498,1.0,8,-0.1103171155339406,120,-0.0210059497239523,1.0,-0.1103171155339406,2024-07-01,0,0,-0.2563830185563667,3,0,-0.232051320788206,0,19,0,0,3,-0.2798101957091689,0.0,-14.606590302242603,-12.173420525426536,-16.949308017522828,-2.4649613828312753
102033,3,1231,1270,1.0,8,-0.322990490745998,120,0.6747787048800037,1.0,-0.322990490745998,2020-01-02,0,0,-0.3132630616996802,0,0,-0.3254899371650454,0,9,0,0,7,-0.3465975389759393,0.0,0.9727429046317848,-0.2499446419047368,-2.3607048229941308,-0.24994464190474242
102034,1,839,936,0.9798132599648148,8,-0.4585388504830938,120,1.3538127581941737,0.7237435561412274,-0.3387018239470061,2018-06-01,0,0,-0.5379570433773961,0,1,-0.3339085032247773,0,14,0,0,6,-0.2301372568082319,11.983702653608765,-7.941819289430235,12.463034725831651,22.840159367486184,12.463034725831651
102034,2,2322,2498,0.9747639546486035,8,-0.3860592366543803,120,0.170684543862139,0.9747639546486035,-0.3860592366543803,2024-07-01,0,0,-0.4592026193492656,1,0,-0.3862503881832334,0,19,0,0,7,-0.2559431769697566,0.0,-7.3143382694885295,-0.0191151528853072,13.01160596846237,-1.169903514941495
102034,3,1231,1270,0.9931663339534512,8,-0.316194176712189,120,0.8842941976151533,0.9931663339534512,-0.316194176712189,2020-01-02,0,0,-0.2691713585396718,0,0,-0.3098751214014655,0,9,0,0,7,-0.3442290071420221,0.0,4.702281817251719,0.631905531072352,-2.8034830429833124,0.631905531072352
102035,1,2263,2498,1.0,8,-0.4034908886318673,120,0.3351816439404563,1.0,-0.4034908886318673,2024-04-01,0,0,-0.3124038929574197,0,0,-0.368032228635656,0,4,1,0,9,-0.372489311236817,0.0,9.108699567444756,3.545865999621134,3.1001577395050277,3.545865999621128
102035,2,1235,1270,0.9749536887809837,8,-0.3423293494218361,120,0.6197551461761968,0.9749536887809837,-0.3423293494218361,2020-01-02,0,0,-0.3365727993955906,0,0,-0.3338422281975761,0,9,0,0,11,-0.3510451008645279,0.0,0.5756550026245477,0.8487121224260041,-0.8715751442691766,0.8487121224260041
102035,3,839,933,0.9023083155289544,8,-0.3194064358698503,120,0.7254125470740906,0.9023083155289544,-0.3194064358698503,2018-06-01,0,0,-0.4151262119760766,1,0,-0.3088663437473234,0,14,0,0,6,-0.207158350594523,0.0,-9.571977610622628,1.0540092122526823,11.224808527532726,0.5152171105820169
102036,1,2385,2498,1.0,8,-0.4602931300520625,120,0.7204875727895529,1.0,-0.4602931300520625,2024-10-01,0,0,-0.3957063741704738,2,0,-0.4338665168657065,0,28,0,0,7,-0.210562565877847,0.0,6.458675588158869,2.6426613186356027,24.973056417421542,1.6251241324055365
102036,2,852,923,1.0,8,-0.3673983922282016,120,1.0332837899407403,0.9677883363072508,-0.3555638787764901,2018-07-02,0,0,-0.4505588277334637,2,1,-0.1439255034786229,0,14,0,0,19,-0.174815343611714,1.1834513451711548,-8.316043550526203,22.347288874957865,19.25830486164876,25.085803157172638
102036,3,1235,1270,0.997224462886512,8,-0.3003492686435968,120,0.6701625386185197,0.997224462886512,-0.3003492686435968,2020-01-02,0,0,-0.3044310622572686,0,0,-0.2992773687027025,0,9,0,0,11,-0.359063990615057,0.0,-0.408179361367178,0.1071899940894349,-5.871472197146021,0.10718999408942942
102037,1,1223,1270,0.9917974993228168,8,-0.4166157894487688,120,0.7920698831388303,0.9917974993228168,-0.4166157894487688,2020-01-02,0,0,-0.4333759976862734,1,0,-0.4123311034370056,0,29,0,0,21,-0.2765764646183282,0.0,-1.676020823750457,0.4284686011763294,14.003932483044068,-0.685614373288862
102037,2,2307,2498,1.0,8,-0.3693045952002403,120,0.3548388584708528,1.0,-0.3693045952002403,2024-06-03,0,0,-0.4287372157618131,0,0,-0.3718313025993287,0,14,0,0,11,-0.3761066599016655,0.0,-5.943262056157278,-0.252670739908839,-0.6802064701425137,-0.2526707399088446
102037,3,1710,1832,0.7842864398531387,6,-0.2955952796035373,120,0.8885145371761726,0.7842864398531387,-0.2955952796035373,2021-12-01,0,0,-0.2891926747696037,0,1,-0.2644139840863277,0,34,0,0,19,0.0425243826464379,0.0,0.6402604833933623,3.118129551720955,25.30708969570994,3.118129551720955
102038,1,2326,2498,0.9990447554084578,8,-0.4099304584439067,120,0.3231981382452357,0.9990447554084578,-0.4099304584439067,2024-07-01,0,0,-0.4400349754854856,0,0,-0.3987073521632059,0,19,0,0,11,-0.2785558817828278,0.0,-3.0104517041578847,1.122310628070078,13.137457666107888,1.1223106280700723
102038,2,1524,1910,0.9883921653881896,8,-0.4294300798347474,120,0.6415131712547094,0.9883921653881896,-0.4294300798347474,2021-04-01,0,0,-0.4505919115530921,0,0,-0.425649641915752,0,3,1,0,0,-0.1489868368984931,0.0,-2.1161831718344737,0.3780437918995349,28.044324293625422,0.37804379189953496
102038,3,839,935,0.9769122428476276,8,-0.3951945853082076,120,1.0774555646803092,0.9066844841415675,-0.3667850427088985,2018-06-01,0,0,-0.4600434102348967,1,0,-0.3357056176023369,0,14,0,0,6,-0.2266347648454745,2.8409542599309057,-6.484882492668909,5.94889677058707,16.855982046273308,6.977304258362832
102039,1,2326,2498,0.9955914312007356,8,-0.3787448970220249,120,0.2927064299480399,0.9955914312007356,-0.3787448970220249,2024-07-01,0,0,-0.4106342460168872,1,0,-0.3577214954376157,0,19,0,0,11,-0.2775930182428748,0.0,-3.1889348994862345,2.1023401584409185,10.115187877915004,3.8511479784656855
102039,2,839,936,1.0,8,-0.3595023485844494,120,1.00629987904871,0.9937395609600336,-0.3572517060464118,2018-06-01,0,0,-0.5171581026764636,1,0,-0.290934189912469,0,14,0,0,6,-0.2348786919014509,0.2250642538037583,-15.765575409201416,6.856815867198041,12.46236566829985,7.054000734238597
102039,3,1235,1270,0.9841650223566478,8,-0.3331003147172958,120,0.8668235180647004,0.9841650223566478,-0.3331003147172958,2020-01-02,0,0,-0.304820364613384,1,0,-0.3334990849873684,0,9,0,0,11,-0.3543617645803285,0.0,2.8279950103911764,-0.0398770270072679,-2.126144986303274,1.6488006785090437
102040,1,839,934,0.9463076557714352,8,-0.472217218004936,120,1.1885065999366626,0.7962157347900848,-0.3973198112909943,2018-06-01,0,0,-0.5273897576386405,1,1,-0.3502970652436303,0,14,0,0,6,-0.2139676468540719,7.489740671394168,-5.517253963370444,12.192015276130569,25.824957115086413,11.266702745076095
102040,2,1231,1270,0.978065238198544,8,-0.3339058446482579,120,0.7333224489780674,0.978065238198544,-0.3339058446482579,2020-01-02,0,0,-0.3444899815481007,2,0,-0.3337224153049683,0,9,0,0,7,-0.3389950045175313,0.0,-1.058413689984283,0.0183429343289576,-0.5089159869273385,2.0602776407848076
102040,3,2321,2498,1.0,8,-0.3323462194232414,120,0.2826378331033271,1.0,-0.3323462194232414,2024-07-01,0,0,-0.3462022307653489,1,0,-0.3328098992152694,0,19,0,0,6,-0.2619860605585271,0.0,-1.3856011342107566,-0.0463679792027993,7.03601588647143,-0.379026943041183
102041,1,2318,2498,1.0,8,-0.1012579352672346,120,0.1945590023677646,1.0,-0.1012579352672346,2024-07-01,0,0,-0.1961252325381285,0,0,-0.1959871498782546,0,19,0,0,3,-0.2798101957091689,0.0,-9.486729727089385,-9.472921461101992,-17.855226044193426,-9.472921461102
102041,2,839,935,1.0,8,-0.3805013072716361,120,1.0539444798956272,0.9488165829181348,-0.3610259501613572,2018-06-01,0,0,-0.4882305923660489,0,0,-0.3120011188233818,0,14,0,0,6,-0.231990914746703,1.947535711027898,-10.772928509441275,6.850018844825434,14.851039252493308,6.850018844825429
102041,3,1235,1270,0.9979982922520204,8,-0.3460777706659148,120,0.568991772891829,0.9979982922520204,-0.3460777706659148,2020-01-02,0,0,-0.3204013785148017,1,0,-0.3461437975218772,0,9,0,0,11,-0.3593426182163398,0.0,2.567639215111312,-0.0066026855962353,-1.3264847550425007,0.10746321138569992
102042,1,1223,1270,0.9972775881573902,8,-0.4198568920520933,120,0.7129273958343849,0.9972775881573902,-0.4198568920520933,2020-01-02,0,0,-0.41883286835369,0,0,-0.4182974053404,0,29,0,0,21,-0.2781046632644182,0.0,0.1024023698403264,0.1559486711693314,14.175222878767508,0.15594867116933142
102042,2,2321,2498,1.0,8,-0.4045443413844428,120,0.2678197596265876,1.0,-0.4045443413844428,2024-07-01,0,0,-0.448202105793386,2,0,-0.4004072205292122,0,19,0,0,6,-0.2619860605585271,0.0,-4.3657764408943205,0.4137120855230602,14.25582808259157,-0.9820130162270513
102042,3,860,934,1.0,8,-0.4559268551579117,120,1.0683663633307008,0.9360085026286636,-0.4267514130045525,2018-07-02,0,0,-0.532906179826714,3,1,-0.3365533577452214,0,35,0,0,7,-0.0880523521562473,2.917544215335921,-7.697932466880225,11.937349741269026,36.787450300166434,-0.37596391597231604
102043,1,830,934,1.0000000000000002,8,-0.4628107080636572,120,1.3405613041587063,0.7459561878280295,-0.3452365114731568,2018-05-02,0,0,-0.4073091116618923,1,0,-0.4140174840595099,0,29,0,0,19,-0.1601455008444846,11.757419659050043,5.550159640176494,4.879322400414732,30.266520721917267,2.3912913396955005
102043,2,1223,1270,0.9984782645144776,8,-0.33647865003714,120,0.6266670825363271,0.9984782645144776,-0.33647865003714,2020-01-02,0,0,-0.3367798021054815,1,0,-0.3315511481665435,0,29,0,0,21,-0.2784394884905564,0.0,-0.030115206834147,0.492750187059654,5.803916154658362,0.8649689096392021
102043,3,1710,1912,0.7423071177974828,6,-0.2112645820930434,120,0.810724165974567,0.7423071177974828,-0.2112645820930434,2021-12-01,0,0,-0.147182602884999,0,0,-0.214591820218458,0,34,0,0,19,0.0248310049504166,0.0,6.40819792080444,-0.3327238125414578,18.643357714262677,-0.3327238125414578
102044,1,2326,2498,0.9853030313240644,8,-0.4677979354923722,120,0.2413371135348495,0.9853030313240644,-0.4677979354923722,2024-07-01,0,0,-0.4878679142289805,1,0,-0.4586202282062627,0,19,0,0,11,-0.2747243836954579,0.0,-2.0069978736608265,0.9177707286109504,19.30735517969143,1.1542862763342099
102044,2,839,934,1.0,8,-0.4720851188755207,120,1.2174783477488749,0.8213698435368533,-0.3877564802268631,2018-06-01,0,0,-0.5179775944320887,1,0,-0.4178423630172371,0,14,0,0,6,-0.2261079106241028,8.432863864865759,-4.589247555656795,5.424275585828364,24.59772082514179,3.613807544042963
102044,3,1212,1270,0.989186950504231,8,-0.3581566072142929,120,0.6502942421985731,0.989186950504231,-0.3581566072142929,2019-12-02,0,0,-0.355555916105186,1,0,-0.3562926968318721,0,29,0,0,10,-0.2666810621680039,0.0,0.2600691109106878,0.1863910382420786,9.147554504628893,1.0234732892781984
102045,1,839,1270,1.0,8,-0.5320628303355504,120,1.5389931313128635,0.6497754796000508,-0.3457213807586426,2018-06-01,0,0,-0.5470041686404488,2,0,-0.4987806917466166,0,14,0,0,6,-0.3437322596904715,18.63414495769077,-1.494133830489841,3.3282138588933696,18.833057064507884,3.3998223251219706
102045,2,2264,2498,1.0,8,-0.3743406962953065,120,0.2822081499461528,1.0,-0.3743406962953065,2024-04-01,0,0,-0.3734569972305488,1,0,-0.3591259333760004,0,4,1,0,10,-0.3837435773610601,0.0,0.0883699064757659,1.5214762919306124,-0.9402881065753544,2.9301714883229355
102045,3,1713,1794,0.923218997134516,8,-0.2377601303409207,120,0.966641361901433,0.923218997134516,-0.2377601303409207,2022-01-03,0,0,-0.2773461840916787,1,0,-0.2339233222794116,0,36,0,0,0,-0.0379825113257515,0.0,-3.958605375075797,0.3836808061509156,19.97776190151692,0.17090505157090763
102046,1,2326,2498,1.0,8,-0.4529278897320444,120,0.2390901569276045,1.0,-0.4529278897320444,2024-07-01,0,0,-0.4582649167700197,2,0,-0.4317691658660926,0,19,0,0,11,-0.2788222252054571,0.0,-0.5337027037975284,2.1158723865951856,17.41056645265873,3.000128689115572
102046,2,836,923,1.0000000000000002,8,-0.3925369914423959,120,1.3331506882476771,0.7501027519360339,-0.2944430775176325,2018-06-01,0,0,-0.4501485777884131,3,0,-0.3240585211142456,0,14,0,0,3,-0.1936352114529893,9.80939139247634,-5.7611586346017205,6.84784703281503,19.89017799894066,10.931073088193344
102046,3,1235,1270,1.0000000000000002,8,-0.3307056563850149,120,0.8044493344530697,1.0000000000000002,-0.3307056563850149,2020-01-02,0,0,-0.3168658707425097,1,0,-0.3264964236042709,0,9,0,0,11,-0.3600633598334821,0.0,1.383978564250521,0.4209232780743976,-2.935770344846722,0.07155810341975544
102047,1,2326,2498,0.9916587419058148,8,-0.2132208312817195,120,0.1027525139133806,0.9916587419058148,-0.2132208312817195,2024-07-01,0,0,-0.194260339870182,3,0,-0.2406264690302598,0,19,0,0,11,-0.2764964970626233,0.0,1.8960491411537523,-2.7405637748540297,-6.327566578090379,1.3753205999474383
102047,2,860,936,0.9999999999999998,8,-0.3655423033410928,120,0.9661263062979706,0.9999999999999998,-0.3655423033410928,2018-07-02,0,0,-0.5418413406615127,1,1,-0.2122172690278624,0,35,0,0,7,-0.0725768796950208,0.0,-17.629903732041992,15.33250343132304,29.29654236460719,12.653539468071187
102047,3,1711,1910,0.6955448661028879,6,-0.160894793827926,120,0.8057234396886575,0.6955448661028879,-0.160894793827926,2021-12-01,0,0,-0.2143378921135319,0,1,-0.1812959417569744,0,34,0,0,20,0.0281288471378726,0.0,-5.344309828560593,-2.0401147929048404,13.276594669005338,-2.0401147929048404
102048,1,2326,2498,0.990386383418602,8,-0.4260522075183861,120,0.2882138234189071,0.990386383418602,-0.4260522075183861,2024-07-01,0,0,-0.3788801900500135,3,0,-0.4020026902576723,0,19,0,0,11,-0.2761417352379596,0.0,4.717201746837257,2.404951726071375,14.991047228042644,-0.5994246973238804
102048,2,839,1270,0.9716469790623898,8,-0.4732388214450652,120,1.1719412777260023,0.8290918645239143,-0.4038076228216167,2018-06-01,0,0,-0.3070643452014091,2,0,-0.4286007069514927,0,14,0,0,6,-0.3339864117345355,6.943119862344849,16.617447624365617,4.463811449357246,13.925240971052972,3.2974973143531985
102048,3,1693,1910,0.8773867672220259,8,-0.3118572249121764,120,1.1020480913751067,0.7961419960604856,-0.2829796878673861,2021-12-01,0,0,-0.3124275876083567,0,0,-0.3162707886702726,0,34,0,0,2,0.0024019293205802,2.887753704479024,-0.0570362696180382,-0.4413563758096206,30.945529559159617,-0.4413563758096206
102049,1,1223,1270,0.9946505710664608,8,-0.3842087319830909,120,0.5598156587569348,0.9946505710664608,-0.3842087319830909,2020-01-02,0,0,-0.3739113116387079,0,0,-0.3888281399704613,0,29,0,0,21,-0.2773720831762477,0.0,1.0297420344383024,-0.4619407987370372,10.68366488068432,-0.4619407987370372
102049,2,1541,1909,0.6850839548171176,6,-0.1657681661097838,120,0.6228244219368345,0.6850839548171176,-0.1657681661097838,2021-04-01,0,0,-0.1437705349481828,0,0,-0.1812125222140061,0,3,1,0,17,-0.095618121717705,0.0,2.199763116160097,-1.5444356104222343,7.015004439207876,-1.5444356104222372
102049,3,2390,2498,0.9943537917424208,8,-0.3089921178697463,120,0.6169300385404102,0.9943537917424208,-0.3089921178697463,2024-10-01,0,0,-0.2912450900350202,1,0,-0.2983303598793896,0,28,0,0,12,-0.2106617791167566,0.0,1.7747027834726092,1.066175799035668,9.83303387529896,1.6805579600909504
102050,1,839,934,0.982189616978109,8,-0.507757250922654,120,1.2444978500873731,0.7892256438282733,-0.4080017099965304,2018-06-01,0,0,-0.4369209474699567,1,1,-0.3450802112266803,0,14,0,0,6,-0.222080842131608,9.97555409261236,7.083630345269731,16.267703969597363,28.567640879104594,17.347976195994924
102050,2,1601,2498,0.9955660469974964,8,-0.3062022902317945,120,0.9774252389088198,0.9955660469974964,-0.3062022902317945,2021-07-01,0,0,-0.4141120894113561,1,1,-0.3200118165370261,0,33,0,0,16,0.1055195285006024,0.0,-10.790979917956156,-1.380952630523158,20.068276173119216,2.729838399386031
102050,3,1231,1270,0.9705726085525792,8,-0.3248106877898716,120,0.7605604218062078,0.9705726085525792,-0.3248106877898716,2020-01-02,0,0,-0.3427283768791676,2,0,-0.3305476289524343,0,9,0,0,7,-0.3363980775217817,0.0,-1.7917689089295918,-0.5736941162562625,-1.1587389731910036,1.0446742937594455
102051,1,2264,2498,1.0000000000000002,8,-0.4059787997392577,120,0.2955224131277699,1.0000000000000002,-0.4059787997392577,2024-04-01,0,0,-0.3451130859428829,0,0,-0.3631248768142103,0,4,1,0,10,-0.3837435773610601,0.0,6.086571379637479,4.285392292504736,2.2235222378197586,4.285392292504736
102051,2,1223,1270,0.9842241392071552,8,-0.3507422907846239,120,0.759698830097366,0.9842241392071552,-0.3507422907846239,2020-01-02,0,0,-0.3335128904702517,0,0,-0.3487252497832392,0,29,0,0,21,-0.2744645282931193,0.0,1.7229400314372143,0.2017041001384667,7.627776249150453,0.20170410013846674
102051,3,1707,1910,0.868020895576729,7,-0.2900298993010236,120,0.7532141237491848,0.868020895576729,-0.2900298993010236,2021-12-01,0,0,-0.3239228027351085,0,0,-0.2862069027467235,0,34,0,0,16,0.0273168097617291,0.0,-3.389290343408491,0.3822996554300073,26.27130895392944,0.3822996554300073
102052,1,2326,2498,0.9937662103782988,8,-0.4404602639006539,120,0.2536930014602363,0.9937662103782988,-0.4404602639006539,2024-07-01,0,0,-0.403960842486542,1,0,-0.4142397329550347,0,19,0,0,11,-0.2770841061116717,0.0,3.649942141411194,2.622053094561927,16.337615778898222,2.4901511942111707
102052,2,839,933,0.998636563556481,8,-0.4245996721487247,120,1.2664953664292722,0.7885039219464449,-0.3352556064581833,2018-06-01,0,0,-0.5625868007084068,1,0,-0.3804201627146992,0,14,0,0,6,-0.2292740738274895,8.934406569054143,-13.798712855968208,4.417950943402548,19.532559832123525,2.835427833029219
102052,3,1231,1270,0.975933637767464,8,-0.3366605317297959,120,0.6650712900708436,0.975933637767464,-0.3366605317297959,2020-01-02,0,0,-0.3432734473963111,1,0,-0.3437117855640057,0,9,0,0,7,-0.3382561970540389,0.0,-0.6612915666515229,-0.7051253834209792,-0.1595665324242989,0.744804080324829
102053,1,2264,2498,1.0,8,-0.3760903984041386,120,0.2022306813525875,1.0,-0.3760903984041386,2024-04-01,0,0,-0.3643326063135371,1,0,-0.3459582845035472,0,4,1,0,10,-0.3837435773610601,0.0,1.175779209060146,3.01321139005914,-0.7653178956921469,3.4373195493504927
102053,2,839,934,0.9164585457106228,8,-0.3841515952564769,120,0.9769693675772266,0.9164585457106228,-0.3841515952564769,2018-06-01,0,0,-0.3818970510891475,1,0,-0.3019093805863199,0,14,0,0,6,-0.2072185269442328,0.0,0.2254544167329397,8.224221467015703,17.69330683122441,9.37501660446039
102053,3,1223,1270,0.9861129498397496,8,-0.3132666711245861,120,0.5400075899221872,0.9861129498397496,-0.3132666711245861,2020-01-02,0,0,-0.2957119159314784,2,0,-0.3204787041890455,0,29,0,0,21,-0.2749912492895457,0.0,1.755475519310773,-0.7212033064459389,3.8275421835040335,0.10944154644531023
102054,1,2318,2498,0.9997467431596389,8,-0.1308826548922613,120,0.1320129894178553,0.9997467431596389,-0.1308826548922613,2024-07-01,0,0,-0.322402504546559,2,0,-0.2403758443100096,0,19,0,0,3,-0.2797393318631028,0.0,-19.151984965429776,-10.949318941774832,-14.885667697084148,-8.718054375052533
102054,2,839,936,0.9786598706430198,8,-0.3778788490900788,120,1.0769619178109922,0.9087228196817037,-0.3508748478851941,2018-06-01,0,0,-0.5341641518058489,2,0,-0.3064307560203785,0,14,0,0,6,-0.2298663502330756,2.700400120488472,-15.628530271577002,7.144809306970035,14.80124988570032,6.3969452825593685
102054,3,1231,1270,0.9859813520333544,8,-0.3543325754674678,120,0.7146888434295575,0.9859813520333544,-0.3543325754674678,2020-01-02,0,0,-0.3742178769961356,1,0,-0.3547609196834384,0,9,0,0,7,-0.3417387100909299,0.0,-1.98853015286678,-0.0428344215970599,1.2593865376537894,-0.15993175039777374
102055,1,860,935,1.0,8,-0.5333425556340915,120,1.387721189651347,0.720605844644659,-0.3843297627876455,2018-07-02,0,0,-0.5417399179134688,1,3,-0.211020653402097,0,35,0,0,7,-0.0788184419255096,14.901279284644598,-0.8397362279377263,32.23219022319944,45.45241137085818,33.360361977345896
102055,2,1231,1270,0.9952043216396408,8,-0.3426985180015756,120,0.6932385040788791,0.9952043216396408,-0.3426985180015756,2020-01-02,0,0,-0.3517455854532754,3,0,-0.3474879812311216,0,9,0,0,7,-0.3449353686585187,0.0,-0.9047067451699808,-0.4789463229546042,-0.2236850656943123,-1.2743395798468837
102055,3,2453,2498,0.997460666729178,8,-0.2450695735520306,120,0.7418719947271802,0.997460666729178,-0.2450695735520306,2025-01-02,0,0,-0.3003103664798615,0,0,-0.2393242699264702,0,38,0,0,13,-0.2265213613143251,0.0,-5.524079292783085,0.5745303625560472,1.854821223770553,0.5745303625560388
102056,1,861,936,1.0,8,-0.5088531389496153,120,1.1015469354311,0.9078142454353442,-0.4619441283729513,2018-07-02,0,0,-0.4150174525522808,2,2,-0.2392692638226692,0,35,0,0,8,-0.0749648728687063,4.690901057666391,9.383568639733442,26.9583875126946,43.388826608090895,22.35001295550367
102056,2,2273,2498,1.0,8,-0.2787868715931088,120,0.3373562939769931,1.0,-0.2787868715931088,2024-05-02,0,0,-0.2466309663731606,1,0,-0.2662966803712889,0,4,1,0,19,-0.403434439899306,0.0,3.215590521994813,1.249019122181988,-12.464756830619727,-0.417576305708256
102056,3,1223,1270,0.996359256679096,8,-0.3101115082199962,120,0.5220927584542153,0.996359256679096,-0.3101115082199962,2020-01-02,0,0,-0.3150355001297262,0,0,-0.3146175080751388,0,29,0,0,21,-0.2778485738169375,0.0,-0.4923991909729974,-0.450599985514255,3.2262934403058665,-0.45059998551425506
102057,1,2319,2498,1.0,8,-0.3405909890613817,120,0.2479533159363679,1.0,-0.3405909890613817,2024-07-01,0,0,-0.3707472959329937,2,0,-0.3478791468044911,0,19,0,0,4,-0.2501527958936483,0.0,-3.0156306871612024,-0.7288157743109369,9.043819316773344,1.6760842989861802
102057,2,1223,1270,0.9782222165598602,8,-0.4093012185867742,120,0.7483795099095149,0.9782222165598602,-0.4093012185867742,2020-01-02,0,0,-0.416976759521003,0,0,-0.4103914117082674,0,29,0,0,21,-0.2727908090633018,0.0,-0.7675540934228842,-0.1090193121493166,13.651040952347245,-0.1090193121493166
102057,3,839,935,0.9607724836681852,8,-0.393472986939789,120,1.0291150088835732,0.9335909741618394,-0.3823411217825351,2018-06-01,0,0,-0.3964935761465704,1,1,-0.289223265537147,0,14,0,0,6,-0.2228904873496442,1.1131865157253895,-0.3020589206781332,10.4249721402642,17.058249959014486,10.443670052962217
102058,1,737,936,0.9964120277579714,8,-0.2800864695317381,120,0.9643732331160594,0.9964120277579714,-0.2800864695317381,2018-01-02,0,0,-0.2864094993166806,1,0,-0.2870931393453349,0,16,0,0,2,-0.1295595409970974,0.0,-0.632302978494248,-0.7006669813596822,15.052692853464066,-1.7128934859386324
102058,2,2465,2498,1.0,8,-0.3059194477753786,120,0.8821796709902858,1.0,-0.3059194477753786,2025-02-03,0,0,-0.3220364123996193,0,1,-0.3070180453066323,0,41,0,0,10,-0.2228974134173579,0.0,-1.6116964624240726,-0.1098597531253742,8.302203435802063,-0.10985975312537422
102058,3,1231,1270,1.0,8,-0.2886463323085152,120,0.7547943288097108,1.0,-0.2886463323085152,2020-01-02,0,0,-0.3715886831916104,0,0,-0.290858187541836,0,9,0,0,7,-0.3465975389759393,0.0,-8.29423508830952,-0.2211855233320792,-5.7951206667424096,-0.2211855233320792
102059,1,1711,2498,0.8690790336470593,7,-0.2823363229800434,120,0.9659739059973348,0.8690790336470593,-0.2823363229800434,2021-12-01,0,0,-0.2802003480907548,0,0,-0.3256033790243874,0,34,0,0,20,-0.072564184180583,0.0,0.2135974889288572,-4.3267056044344,20.97721387994604,-4.3267056044344
102059,2,1235,1270,0.9978827212593064,8,-0.368972694573548,120,0.739735084525174,0.9978827212593064,-0.368972694573548,2020-01-02,0,0,-0.3788521468189076,0,0,-0.3676031462505168,0,9,0,0,11,-0.3593010053364039,0.0,-0.9879452245359632,0.1369548323031155,0.9671689237144064,0.13695483230311556
