r,arm,seed,cagr,mdd,vol,first,end,trades,eq_sha,expo,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,dd_單日暴跌型,dd_延續下跌型,dd_混合型,ddlog_單日暴跌型,ddlog_延續下跌型,ddlog_混合型,dd_n,n_stop,n_trim,trig_pos_frac,held_mean,turnover_yr,cost_total,cost_drag_yr,stop_ret_mean,stop_ret_med,stop_h120_mean,stop_h120_med,stop_h120_better_frac,stop_h120_ge0_frac,trim_fwd_mean,trim_fwd_med,trim_fwd_p90,trim_fwd_pos_frac,rebuy20_n,rebuy20_ret_mean,rebuy20_ret_med,cash_mean,cash_med,cash_end,nx_n,nx_stop_lots,nx_pending_end,nx_pending_amt_end_frac,nxw_med,nxw_p90,nxw_mean,nxw_max,nxsz_med,nxsz_mean,normal_n,sl_block_days
187,S1,1187,0.28706527884898225,-0.3470144976825212,0.2424340102486779,526,2859,273,fbd96e08f7cfb172,0.6926087874042679,0.2744605038016825,0.031060787001541357,0.17383212222722988,0.3647805664088528,0.6577489354511608,-0.06943766815247421,0.5130358461792714,0.20117611041216676,0.23956666836846852,0.4806397440006418,1,0,3,1,0,3,4,175,0,0.6410256410256411,7.642455685257242,2.15015905269549,0.421737733950575,0.012578430458268614,-0.11571666592561794,-0.10983981585869973,0.005005321075819207,-0.06323564041202567,0.6,0.35428571428571426,,,,,4,-0.10918870153297056,-0.09963917217840734,0.3073912125957321,0.16301072955533372,1.0,173,175,2,0.07784145761873199,2.0,69.0,19.08670520231214,209.0,0.7592430545728969,0.708175141697682,100,0
188,S1,1188,0.2980528540334184,-0.44865481812248564,0.2626864660413282,526,2859,282,6463f8c5394246ef,0.7040088968870719,0.20976715216155073,0.047555846212689934,0.07789178380022754,0.4026315552065094,0.9252705433198047,-0.06797303305338032,0.5190170346713894,0.1063220410212915,0.16711576632266434,0.7405896134621901,2,0,3,1,1,3,5,182,0,0.6453900709219859,7.666234327712927,2.2570898456939466,0.4458206323974809,0.013094802026898712,-0.11731478674615116,-0.10970599990612712,-0.007570713534495507,-0.08266838541150534,0.554945054945055,0.34065934065934067,,,,,6,-0.12408818349931784,-0.10305715028936474,0.2959911031129281,0.14141522734549802,0.9115591826060307,181,182,1,0.02999168803008027,3.0,68.0,17.447513812154696,209.0,0.7765284254726861,0.7149551599418638,101,0
189,S1,1189,0.27898235414533823,-0.4261434573760973,0.2589907703677276,526,2859,286,9a33201cf28cb7b2,0.7011685915281215,0.18228044895672602,0.01509126827657048,0.13466011747294937,0.36349385931400824,0.7780114528266497,-0.04082280092584323,0.5277021389978249,0.07331076269308201,0.20064109394005913,0.6373188504527871,1,0,3,1,0,3,4,188,0,0.6573426573426573,7.719844357976654,2.293499057697323,0.4185918449862278,0.013416969487529325,-0.11650551509047256,-0.10768785044787954,-0.02258883930675941,-0.0871366122486949,0.5585106382978723,0.324468085106383,,,,,6,-0.114468603714475,-0.10305715028936474,0.29883140847187856,0.16119723960636814,1.0,185,188,3,0.1122696618204977,2.0,64.0,15.848648648648648,200.0,0.780196633547167,0.7091784472965886,101,0
190,S1,1190,0.3107572975870718,-0.43030769160129756,0.25744992687608464,526,2859,276,1c85077c51227b94,0.7032116124542968,0.28082438479659166,0.0742353617113427,0.10825872791206859,0.3783093695139166,0.9603571394125712,-0.0838157358093563,0.4896776014459727,0.16825593726635724,0.19543539716993763,0.6385321877991128,1,0,2,1,0,2,3,177,0,0.6413043478260869,7.663207955036749,2.2470584516854517,0.4923244309042228,0.013063376570757134,-0.11683563560433423,-0.10788383020969727,-0.0037897035751021596,-0.08105470801379966,0.5536723163841808,0.3502824858757062,,,,,5,-0.11006605948744626,-0.10335192411369065,0.29678838754570325,0.1365444592956264,0.9329958702553532,176,177,1,0.0390049985988542,2.0,67.5,19.34659090909091,209.0,0.8020520461111631,0.7425984306364746,100,0
191,S1,1191,0.2945540739694108,-0.3972097205934759,0.2555229345538705,526,2859,278,7bccea968b8847a9,0.7007579493812607,0.2107700681648712,0.009093189669020507,0.08023922673638428,0.3401903200765821,0.9752230289522568,-0.09072112015555012,0.5133687149026958,0.18810240262926925,0.2228932221699247,0.6380471375883006,1,0,3,0,0,4,4,176,0,0.6330935251798561,7.683095546908777,2.2365574252845355,0.42068369442211045,0.012915376272082196,-0.11739050403146938,-0.11008926030775656,0.010484450169241917,-0.06861344801304642,0.5795454545454546,0.3806818181818182,,,,,5,-0.02720391379210736,-0.10335192411369065,0.2992420506187393,0.1423461489463783,0.8906292931459636,176,176,0,0.0,2.0,66.5,18.329545454545453,214.0,0.7883802893743469,0.7248461556466321,102,0
192,S1,1192,0.2467460009165381,-0.43544044799284076,0.2520447564642859,526,2859,276,0e36cf1028fb10fd,0.693959085635919,0.1754272597131179,0.007572737804599772,0.15765959114089334,0.3830461525747626,0.5805463179656338,-0.06339026917584212,0.5071452740960085,0.16516293852052977,0.15480521152477444,0.4090170023956643,1,0,4,0,1,4,5,179,0,0.6485507246376812,7.618244703847816,2.258533196750362,0.3731223860424806,0.013132832333243546,-0.1162317933886395,-0.10919537531198242,-0.006492928796002365,-0.10126640200238923,0.5363128491620112,0.3407821229050279,,,,,3,-0.11360946196291939,-0.10335192411369065,0.30604091436408104,0.16681405773173502,0.9212666936453977,177,179,2,0.10295373887452126,2.0,68.0,18.350282485875706,214.0,0.7655982123782907,0.7178569711540845,99,0
193,S1,1193,0.2720642188877551,-0.4410727380297581,0.263490524708583,526,2859,279,ccd89595aabab11b,0.7038213437019618,0.22511009231657853,0.011752665117642724,0.0734561475255231,0.363721903322638,1.0720792994889092,-0.0912316654372568,0.5106575986479067,0.02741470289564507,0.17515218198913862,0.5560571285111167,1,0,3,1,0,3,4,181,0,0.6487455197132617,7.6722870730652835,2.2252352367705344,0.41241878510476304,0.012939629471517144,-0.11715696470725769,-0.10897434539144579,-0.02113502165200578,-0.08428206280921102,0.56353591160221,0.35911602209944754,,,,,6,-0.10578945853958116,-0.10305715028936474,0.2961786562980382,0.14973626833989206,0.9284040382736716,180,181,1,0.05068498439688828,2.0,65.19999999999999,17.016666666666666,187.0,0.7721582982050701,0.7088024341778069,99,0
194,S1,1194,0.31624686866409113,-0.4041354879163371,0.2567088808223365,526,2859,263,1453cb1bdf77d3bd,0.7015865190285536,0.27168141625275855,0.08243229574529432,0.06887628634166298,0.3961087368636256,1.0639212896286208,-0.06637780372600821,0.5487790610780858,0.21258517331325844,0.141036798183926,0.5781583834005803,1,0,3,1,0,3,4,161,0,0.6121673003802282,7.6722870730652835,2.1531202097099755,0.49813144758207795,0.012511074410085272,-0.11935832396085372,-0.11065573917231031,-0.009969484174282199,-0.07092197198294115,0.5714285714285714,0.35403726708074534,,,,,4,-0.11066098477723454,-0.10258373866693532,0.2984134809714462,0.1371760568290999,0.9296557431188572,159,161,2,0.08702814359431105,3.0,67.20000000000002,18.842767295597483,209.0,0.7727822427298492,0.7306146851030669,104,0
195,S1,1195,0.3105679596276192,-0.3579062800936274,0.24795349177656487,526,2859,270,d92e15bd8aa05cbf,0.7077197547342838,0.20235794055738276,0.03320531209812283,0.16370852936748892,0.397408043042631,0.6444673400615857,-0.07451554209063815,0.5278525662540312,0.26533845782132714,0.23840671041681638,0.7457429814328906,1,0,5,1,0,5,6,166,0,0.6148148148148148,7.654128837008215,2.209152921952172,0.43027725912450815,0.012836372143108303,-0.11586533535691541,-0.11008926030775656,-0.005280488708178292,-0.08487610115462307,0.5542168674698795,0.35542168674698793,,,,,3,-0.11360946196291939,-0.10335192411369065,0.2922802452657162,0.13760737810397108,0.9364935450770903,166,166,0,0.0,2.0,68.0,17.83132530120482,209.0,0.7944424765820706,0.7587897573141927,104,0
196,S1,1196,0.2933490667716825,-0.33733671247367436,0.24770414834786714,526,2859,268,2f832b00521db385,0.6941908752189552,0.2870634269133703,0.03744198949809485,0.06590138658930855,0.29718002339655425,0.7770108617708327,-0.044376929806037246,0.6093797018298328,0.07863513023675872,0.2550092846254024,0.6605430420342786,1,0,2,1,0,2,3,168,0,0.6268656716417911,7.599654128837008,2.097591886756789,0.39378768575396245,0.012270912537527209,-0.11802440124494702,-0.1093426429648991,-0.007834642064274916,-0.07060479400462938,0.5952380952380952,0.3392857142857143,,,,,5,-0.10771407187041245,-0.10181555322017999,0.30580912478104477,0.15511498209921842,1.0,167,168,1,0.030829068962200626,3.0,69.0,19.706586826347305,214.0,0.7592461320608077,0.7231545893723205,101,0
197,S1,1197,0.33976368551878644,-0.3832007355698442,0.2561012768656924,526,2859,268,4bafa879fdbb7fac,0.7079802056973991,0.2644674270314953,0.0003772884624870798,0.0883068347801721,0.3011352442979802,1.5991791876260142,-0.0776694690817532,0.5472130704902729,0.19195345700617117,0.21036420994217808,0.6506551608455642,2,0,2,1,0,3,4,167,0,0.6231343283582089,7.715953307392996,2.156987385806581,0.5323177582620607,0.012528273022136214,-0.11551150041122986,-0.10891085197404038,0.012557939186214784,-0.07092197198294115,0.5748502994011976,0.3712574850299401,,,,,3,-0.11360946196291939,-0.10335192411369065,0.29201979430260094,0.14949036158761916,0.9324202643973643,165,167,2,0.08402448582446366,2.0,68.0,18.793939393939393,200.0,0.7836609350774781,0.7449120172215252,103,0
198,S1,1198,0.28200813116875834,-0.44641938926492164,0.25214212101886346,526,2859,278,2be7f259b6c733fd,0.6883579237614035,0.16785072357480968,0.02532912311982649,0.08231632245431197,0.3221321635589456,0.9114481284705318,-0.055935264782823846,0.5053545239598103,-0.017030720984110514,0.2679957443971588,0.7990221215695095,1,0,4,1,1,3,5,180,0,0.6474820143884892,7.561175961954172,2.216793561358333,0.3777277544976315,0.012891295454186207,-0.11590880080220281,-0.10948490463387012,-0.01208291272615326,-0.08773487733171609,0.55,0.3388888888888889,,,,,3,-0.11360946196291939,-0.10335192411369065,0.3116420762385965,0.16829204684083368,0.9396686785203405,180,180,0,0.0,3.0,69.0,19.122222222222224,209.0,0.772103608509507,0.7178365915098257,98,0
199,S1,1199,0.3197619739031705,-0.406951095254255,0.2578763364456052,526,2859,272,d90196a593c19b30,0.7083364917725331,0.2826713702372381,0.005202026139909721,0.07056951318741045,0.31628872605786573,0.9759147149278926,-0.02473638900687347,0.5923050174848974,0.03111561612165148,0.19763553424243052,0.993855242590908,1,0,2,1,0,2,3,169,0,0.6213235294117647,7.66191093817553,2.108589487671661,0.4209956025689289,0.012256967524629948,-0.11573774617927848,-0.10742190556002229,0.011258460103853639,-0.07028761602631761,0.591715976331361,0.3727810650887574,,,,,4,-0.11189198024304811,-0.10504572959856245,0.2916635082274668,0.13884760171604305,0.9452958390177736,169,169,0,0.0,2.0,68.0,17.17751479289941,200.0,0.7851200586513192,0.7368307640728837,103,0
0,S2,1000,0.2717750578140208,-0.3169815589062942,0.2511919851460922,526,2859,878,c89ec0304622efc3,0.5411536601498108,0.25799925450717875,-0.0401441364860311,-0.061572532119369194,0.5335832834689336,0.7230423117044222,-0.1293742699674919,0.4749464084833004,0.21373030757259248,0.4008659560135177,0.48013577017229836,0,0,2,0,0,2,2,878,0,1.0,5.308257674016429,8.825410222961716,1.4830656337285588,0.051628649804326014,0.045577432971523175,-0.019318492948454113,0.18602142526302806,0.009425575868552527,0.5022779043280182,0.5170842824601367,,,,,44,0.05804829202897452,-0.042690073167366505,0.45884633985018924,0.4084362184576537,1.0,868,878,10,1.0000000000000004,3.0,21.0,11.2073732718894,226.0,0.7556892322716753,0.9734908785734045,10,0
1,S2,1001,0.44981113493028224,-0.33854729846058756,0.3484183453376992,526,2859,883,702063a5819658f7,0.5352640105275233,0.32432396326787116,0.07561688289502766,-0.11320295104012001,0.48580595815508576,2.3632710562227968,-0.1874070166436289,0.14683010499533578,1.1397540608487078,1.8857019952317535,-0.08225073275963724,5,0,4,3,1,5,9,883,0,1.0,5.301340250756593,9.886988911971754,4.369073201063704,0.05783888513503472,0.04349888068903882,-0.02054798028082372,0.17877188715974465,0.005046404783145997,0.5005662514156285,0.5152887882219706,,,,,39,0.04315213571363678,-0.025806453892040393,0.46473598947247674,0.397416724004216,1.0,873,883,10,1.0000000000000007,3.0,20.0,11.161512027491408,226.0,0.5695200646967489,1.035755989988628,10,0
2,S2,1002,0.28137770501754034,-0.267493056469598,0.24517978320843054,526,2859,886,342b389007991c01,0.5382174291853986,0.23503795027648944,0.014887421807206813,-0.06519557574728896,0.4878261474808536,1.2772875712165943,-0.15745137197360137,0.27873032661509756,-0.06766147755629881,0.7074981065240296,0.5256802574025785,0,0,3,0,0,3,3,886,0,1.0,5.300043233895374,8.61136819533511,1.5105734400949538,0.05037650394271038,0.044735743183256925,-0.020537926689762898,0.1920851954396246,0.004541368939270152,0.5045146726862303,0.5124153498871332,,,,,49,0.02101334412238282,-0.04782610342724447,0.4617825708146014,0.4250888717590825,1.0,876,886,10,1.0000000000000007,3.0,20.5,11.126712328767123,226.0,0.8926696621005406,0.9682261323120018,10,0
3,S2,1003,0.21573999667484633,-0.283422731872959,0.2409852129188292,526,2859,880,b1647ff022ba7c2b,0.5382218860201271,0.2546871310583081,0.04975552896228752,-0.08420166857920897,0.3721861468858052,0.5238843632769279,-0.14940901717379573,0.32369120275207597,-0.02391971979278984,0.7985433996424505,0.2684200193270292,0,0,4,0,0,4,4,880,0,1.0,5.303501945525292,9.03549039796658,1.1741316942062725,0.0528576188281046,0.041227553484750344,-0.022164737961118786,0.18742839770871572,0.01107308458997347,0.5079545454545454,0.5193181818181818,,,,,44,0.05130289270420571,-0.042690073167366505,0.46177811397987284,0.4051584842539405,1.0,870,880,10,1.0,3.0,20.0,11.194252873563219,226.0,0.8380934620313533,0.97663547046291,10,0
4,S2,1004,0.24946443108926064,-0.2755058811927307,0.24115043266527875,526,2859,905,1d1e25f54a9eefb8,0.5403536538887243,0.20708401986463376,0.007663417895020785,-0.06297587540995708,0.5789249516076684,0.44694846628771256,-0.16431133537672538,0.5061868851297955,-0.1324784439101251,0.7205032842151451,0.6736902232951918,1,0,2,1,0,2,3,905,0,1.0,5.297016861219196,8.734002284502722,1.182785481559631,0.05109391336434089,0.03666375210334087,-0.022598883612690135,0.17455649706536586,0.008146627995184508,0.5104972375690607,0.5171270718232044,,,,,46,0.022648610754750755,-0.04613530319139314,0.4596463461112758,0.4195180583109443,1.0,895,905,10,0.9999999999999998,3.0,20.0,10.898324022346369,226.0,0.8860355651584272,0.9521557551716976,10,0
5,S2,1005,0.4166161161748272,-0.3767602873225742,0.34501491740904505,526,2859,881,d2038d77460f1abe,0.5399522065577088,0.25191107142647007,0.013195075902999065,-0.12195624179200082,0.506275239620791,3.5007978452721327,-0.054706469947419234,0.7304229488237173,0.03367879766086568,0.4052211063106157,0.49320094177468166,1,0,3,0,1,3,4,881,0,1.0,5.320363164721141,7.829492205837017,3.166733539838267,0.04580252940414656,0.04206734109311364,-0.020527873098702076,0.16669833418431013,0.0031545617160524397,0.5028376844494892,0.5096481271282634,,,,,39,0.01947717174135957,-0.04966882507151438,0.4600477934422912,0.3673935307760152,1.0,871,881,10,1.0,3.0,20.0,11.143513203214695,226.0,0.524151360819579,0.9196469981692066,10,0
6,S2,1006,0.2824395772492787,-0.2961200607079015,0.26330399313794606,526,2859,884,800775a1e0f37df3,0.5461186828099388,0.2467798127612828,0.07852888233578392,-0.05921136550981143,0.39366620148000875,0.34342939053420674,-0.19394407830223326,0.6427012208521456,0.4573831387131162,0.7445541746365292,0.3130687776643888,2,0,2,1,0,3,4,884,0,1.0,5.336792044963251,8.60593928711642,1.388395844782664,0.05034474482963106,0.040594792270199,-0.021532185644072166,0.17143408941142052,0.009425575868552527,0.5067873303167421,0.5169683257918553,,,,,38,0.047516487541082786,-0.044380873403217835,0.45388131719006125,0.3901253017546886,1.0,874,884,10,0.9999999999999997,3.0,20.700000000000045,11.061784897025172,226.0,0.7533811584477097,0.9503794723096924,10,0
7,S2,1007,0.3183846840889697,-0.2833457408094931,0.2637250754275146,526,2859,880,43ad982b61247181,0.5358004989879873,0.144442098231784,0.15348514412135383,-0.08686082988648225,0.5937851218073875,0.7994562369921168,-0.22313223583391295,0.4142576068575361,0.34212202593199503,0.8444535097696826,0.44559513987586863,1,0,3,1,0,3,4,880,0,1.0,5.2797233030696065,8.228043550000956,1.5423442657496538,0.04813405476750553,0.04133004149482936,-0.023127245161076004,0.18174742882898082,0.004115273519575746,0.5011363636363636,0.5113636363636364,,,,,36,0.023364811383676482,-0.04613530319139314,0.46419950101201274,0.41869668587094844,1.0,870,880,10,1.0000000000000004,3.0,20.100000000000023,11.264367816091953,226.0,0.6883710156806186,0.9461992089722004,10,0
8,S2,1008,0.24889583813225058,-0.33422957147266963,0.2414010167846687,526,2859,883,5506830b5b17ff99,0.5315894190991041,0.14698964152356786,0.009214613324870058,-0.06306854579486176,0.5519965693805271,0.20398593129656062,-0.17597120266567157,0.620395329384557,0.08129627089443714,0.9167897834363914,0.4535859635363857,1,0,2,1,0,2,3,883,0,1.0,5.293990488543018,8.74793566245044,1.1194208436571706,0.05117542362533513,0.04195566299810635,-0.02011489979313663,0.1859925858498452,0.007307757287317473,0.5084937712344281,0.5164212910532276,,,,,41,0.06823782968268173,-0.04444450295554181,0.468410580900896,0.4229372569498961,1.0,873,883,10,1.0,3.0,21.0,11.18098510882016,226.0,0.9055499158165073,0.9723559812649496,10,0
9,S2,1009,0.3242726272027827,-0.394492996989772,0.2837747736936279,526,2859,890,b24cbefa0e482b8a,0.532346060540634,0.3210158829704892,0.006316269968342114,-0.0660801442385156,0.31154406797927003,1.7634546203698847,-0.25143473402453076,0.10721195316179921,0.16300177834637486,0.8211355235422224,0.7947162756050241,0,0,3,0,0,3,3,890,0,1.0,5.27410289667099,8.663103417648728,1.6927286846548237,0.05067915499324502,0.04059908284369147,-0.022164737961118786,0.18483621857968985,0.004115273519575746,0.5022471910112359,0.5112359550561798,,,,,45,0.046174061387785056,-0.0409356433791912,0.46765393945936595,0.4081962998482834,1.0,880,890,10,1.0,3.0,21.0,11.151136363636363,226.0,0.6570198960487004,0.967326620401421,10,0
10,S2,1010,0.2904954021792441,-0.26161089497441814,0.2567516275919601,526,2859,891,dd15ed766967fdf5,0.5429949425187238,0.4546450143301677,-0.09239394520960043,-0.05143974861331768,0.3931171772002524,0.8008674062355241,-0.21094198293715616,0.43067752006417903,0.08961848168949471,0.669321108027005,0.721780006730937,0,0,4,0,0,4,4,891,0,1.0,5.309122351923908,8.273643252235548,1.3668657747779929,0.04840081302557799,0.04180209687573164,-0.021818262748700468,0.18229927078106972,0.008146627995184508,0.5061728395061729,0.5162738496071829,,,,,40,0.020340771242379343,-0.0710526208003685,0.45700505748127623,0.39980074748017913,1.0,881,891,10,0.9999999999999997,3.0,20.0,11.03972758229285,226.0,0.7412021297484528,0.9481187862617997,10,0
11,S2,1011,0.47357130734409325,-0.2948206947817166,0.3302331540412694,526,2859,887,98f7e28e6f74f72e,0.5371807786340499,0.16003904711532835,0.03034995100758686,-0.1045436841705244,0.3689608155165405,1.3962497340798783,-0.17863799155500382,0.912223662815737,0.25282177482447543,1.1372686757718502,1.6321739662347179,4,0,3,4,0,3,7,887,0,1.0,5.286208387375702,7.52625076893895,2.259355118359621,0.044028566998292835,0.04167900318003515,-0.021802325681736456,0.17950043375056676,0.007307757287317473,0.5050732807215332,0.5163472378804961,,,,,42,0.04313602175548962,-0.044380873403217835,0.46281922136595016,0.3653423112574393,1.0,877,887,10,1.0,3.0,20.0,11.150513112884834,226.0,0.5735245458990339,0.9856638391086191,10,0
12,S2,1012,0.31463416109799947,-0.2898142270467801,0.27471296678006957,526,2859,891,fcf3fae3ff3c5fcc,0.532836892415964,0.2808043769685995,-0.05420516218864868,-0.05759242758213268,0.3052576242015015,1.296105597514888,-0.2244215219743696,0.7630714477999934,-0.11791279487194617,1.0306171887734386,0.5789686893067634,1,0,3,1,0,3,4,891,0,1.0,5.309122351923908,8.91328866610207,1.6229866565111228,0.052142738696697076,0.04168681425204869,-0.021802325681736456,0.18392500021813044,0.004132181513522459,0.500561167227834,0.5129068462401796,,,,,46,0.04647649023947498,-0.033371048635615796,0.467163107584036,0.4094774424434826,1.0,881,891,10,0.9999999999999999,3.0,20.0,11.03972758229285,226.0,0.7871060215158938,1.0125700340201829,10,0
13,S2,1013,0.2647972291416232,-0.3996259354037463,0.27687312651737866,526,2859,897,0363464313a0e4f3,0.5324469983532887,0.24783460220817877,0.06377597142252589,-0.12512370936809802,0.5578493614581235,0.6947752835750727,-0.08748844120539567,0.535376576571647,-0.10858460545685189,0.48233099119238143,0.6184176140585622,1,0,3,1,0,3,4,897,0,1.0,5.304798962386511,9.072278086035144,1.4858009722612506,0.05307282680330559,0.040147710403541134,-0.022377230800878833,0.17733028564220435,0.0031545617160524397,0.5027870680044593,0.5117056856187291,,,,,50,0.04308628843290444,-0.05675149698997739,0.4675530016467113,0.4155404193418703,1.0,887,897,10,1.0,3.0,20.0,10.983089064261556,226.0,0.7050448573882473,0.9785339600926519,10,0
14,S2,1014,0.27205319613714596,-0.334820433273843,0.2446649763127842,526,2859,876,1f521668682a1784,0.5383842666091389,0.2786836595424371,-0.028454631136123565,-0.07177833273698975,0.2723099252078489,0.4610682599941538,-0.15862490507988025,0.42699096936589154,0.20333061039015132,0.946792016782317,0.6082678097396346,1,0,2,1,0,2,3,876,0,1.0,5.295287505404237,8.449630614732346,1.1589414784222187,0.04943033909618421,0.043441686064592304,-0.02139067056640115,0.17199351852774364,0.00297988108473779,0.4988584474885845,0.5068493150684932,,,,,40,0.03397800824216223,-0.048747464249379424,0.4616157333908612,0.4171230132341978,1.0,866,876,10,0.9999999999999998,3.0,21.0,11.274826789838338,226.0,0.8899482412249069,0.9751016063203464,10,0
15,S2,1015,0.3029647951416705,-0.26893795569534407,0.25485551153727554,526,2859,885,87ceeb553eeea456,0.5419179247479624,0.3243914724764443,-0.0048841984916832,-0.04299696131439479,0.607144498879326,1.229998180589467,-0.18796152020804568,0.1842885568674073,0.10795990806194733,0.497139621951729,0.6868446785974638,1,0,3,1,0,3,4,885,0,1.0,5.3220925205361,8.554966766172045,1.6715863282701937,0.05004655558210642,0.04315889963666179,-0.02011489979313663,0.18201278046764474,0.007307757287317473,0.5096045197740113,0.5186440677966102,,,,,41,0.05056932895233732,-0.025806453892040393,0.45808207525203753,0.41480250056007306,1.0,875,885,10,1.0000000000000004,3.0,20.600000000000023,11.088,226.0,0.7764669825978726,0.9660776666668968,10,0
16,S2,1016,0.25692772391407814,-0.2822846502565237,0.2505716254694643,526,2859,884,0b11b6b836610d6d,0.537078262340758,0.3917625225451158,-0.06507863887156162,-0.08198716063911404,0.430764015648466,0.43872740044088787,-0.1464222455469929,0.9154881157219124,-0.15081920397281123,0.44673857402537664,0.753565850166644,0,0,2,0,0,2,2,884,0,1.0,5.2909641158668395,8.422655879486603,1.2145793487052798,0.04927253689499663,0.04040598271674542,-0.022164737961118786,0.17979686186970453,0.006177081035231735,0.503393665158371,0.5147058823529411,,,,,48,0.04873108285559874,-0.033371048635615796,0.46292173765924216,0.4058905154673027,1.0,874,884,10,0.9999999999999998,3.0,21.0,11.176201372997712,226.0,0.803033771314783,0.9435743198857891,10,0
17,S2,1017,0.2876552431951336,-0.3356981126729162,0.24806927136146475,526,2859,881,619ce2d674a3526e,0.5422068997264856,0.38232585134610764,0.05051389978688148,-0.08398596649081091,0.5375794469004087,0.05219173472863203,-0.14997861136275625,0.7300746287529045,0.19724471957764989,0.7457205393031925,0.6447455025526412,1,0,1,0,0,2,2,881,0,1.0,5.323821876351059,8.558269137272868,1.3043464374939175,0.050065874453046263,0.041924453555933335,-0.01931332509526762,0.18228127323915974,0.011888997576380067,0.5051078320090806,0.5232690124858116,,,,,37,0.07109337427697857,-0.04782610342724447,0.45779310027351444,0.41140657348643195,1.0,871,881,10,1.0,3.0,21.0,11.12743972445465,226.0,0.8041299319031895,0.9593954393184168,10,0
18,S2,1018,0.2566456045580283,-0.32892388828999153,0.24927616420280038,526,2859,887,eb8ec79db55f87a5,0.5406563901046447,0.2956608057123409,0.029032230367526335,0.013257648398080413,0.24416324527854694,0.6550293610552791,-0.14067867298756398,0.525045366876959,0.08003177433065756,0.7736017930133243,0.2376439207842156,1,0,1,0,0,2,2,887,0,1.0,5.309554690877648,9.055729376027221,1.448821058770716,0.05297601684975927,0.04035611808432231,-0.021352338760016853,0.1820164758840067,0.016478618356312147,0.5107102593010147,0.5276211950394588,,,,,48,0.05248348387280869,-0.019614631330981624,0.4593436098953554,0.4036754269750643,1.0,877,887,10,1.0,3.0,20.0,11.088939566704674,226.0,0.720099002682563,0.9781752475909895,10,0
19,S2,1019,0.2299612154855406,-0.32950733942979044,0.2383234441480332,526,2859,884,d49a197594c7fcb9,0.5400515730837389,0.32729192965137255,-0.0002427314440976991,-0.05410355898605945,0.7130183417132625,-0.03366430660066766,-0.15266188180234097,0.3988849910456169,0.033687714657413714,0.7498571281965172,0.5842474148681625,1,0,3,1,1,2,4,884,0,1.0,5.337224383916991,8.828755040448977,1.0832436335128,0.05164821698662647,0.04007053351750765,-0.02139067056640115,0.18165248890466712,0.006439390592844929,0.498868778280543,0.5169683257918553,,,,,38,0.04349440753955613,-0.04613530319139314,0.45994842691626103,0.4001654895472002,1.0,874,884,10,0.9999999999999998,3.0,21.0,11.053775743707094,226.0,0.8137061734947084,0.9724568046703415,10,0
20,S2,1020,0.28069180502115687,-0.4228808399226011,0.2684838718786346,526,2859,892,05160f2caf604e7b,0.5420448049862674,0.24477784737232122,0.08269705357060864,-0.013761859235339902,0.3125183788485293,0.6294456059455484,-0.2302753602773251,1.0393523725703022,-0.33609900690872385,1.0692730071698398,0.6861274131437849,0,0,3,0,1,2,3,892,0,1.0,5.316039775183744,8.977279462780922,1.3811767233179248,0.05251708485726839,0.03915600751813282,-0.021846658296035493,0.16957527042249426,0.004115273519575746,0.5,0.5100896860986547,,,,,43,0.030701480147356384,-0.04782610342724447,0.4579551950137326,0.40716315400817193,1.0,882,892,10,0.9999999999999998,3.0,20.0,11.00907029478458,226.0,0.7518655633092881,0.993468062687076,10,0
21,S2,1021,0.28772863406894933,-0.31696288020487917,0.2529581251188777,526,2859,881,9486a4653dfb15e7,0.5385415404649154,0.2858617862061348,0.02063308398306929,-0.05141621017713249,0.5359652873776888,0.7140993812521628,-0.24411978216659824,0.6666375050909288,-0.008794138918929995,0.6068926261576293,0.6551206760197525,1,0,3,1,0,3,4,881,0,1.0,5.326415910073497,8.806204591757101,1.4930492676974683,0.0515162968617791,0.045526677258348386,-0.019323660801640608,0.19054504689019733,0.010704523741920546,0.5005675368898979,0.5198637911464246,,,,,46,0.030467147878101283,-0.048747464249379424,0.4614584595350846,0.40773528741738707,1.0,871,881,10,1.0000000000000002,3.0,20.0,11.12743972445465,226.0,0.8064329966431532,0.9674196090462507,10,0
22,S2,1022,0.3657336002267617,-0.2664875053799747,0.29872500534425006,526,2859,889,6f307d2e703d4cdc,0.5419095060195133,0.2685342907235222,-3.181174313837687e-05,-0.03626549245000221,0.5853804574333317,1.3812031110313838,-0.22145630004498407,0.6115227424120104,0.16203457402607313,1.1128683977912428,0.3340705907161099,3,0,2,3,0,2,5,889,0,1.0,5.282749675745785,8.929459319614324,2.289635899602433,0.05223733701974385,0.03888933140632474,-0.022156584539702484,0.17146194166288364,0.0030099276597046476,0.500562429696288,0.5084364454443194,,,,,37,0.020881291508206702,-0.04444450295554181,0.4580904939804868,0.3945801465623629,1.0,879,889,10,0.9999999999999998,3.0,20.200000000000045,11.13424345847554,226.0,0.679374354868066,0.9790833508861497,10,0
