cell,r,ebar,ebar_realized,cagr,mdd,vol
S2,45,0.5382590338913681,0.5036953775724258,0.25366203656612174,-0.27356147447353835,0.17474926943014712
T1,45,0.3514978658593522,0.32966042358669456,0.16398470677269916,-0.18563044653373384,0.11399708457894323
T2,45,0.5072879069965952,0.4748759358436394,0.23868906978504567,-0.25946920974836163,0.16465272090489583
S1T1,45,0.05609435445822639,0.052838047200238124,0.025687736326737598,-0.03146722288882538,0.018205062108828038
S2T1,45,0.038828253845599535,0.03658472408311116,0.017759966730123367,-0.021858145995577043,0.012603113663815798
S1,46,0.6950944255989043,0.6496188899846386,0.3467228906250419,-0.343038975830835,0.2244769819165093
S2,46,0.5364067629315344,0.5021889101304315,0.264543024387337,-0.273670205238004,0.17302215255921508
T1,46,0.3658662795780268,0.3432707551678837,0.1780286378213125,-0.19343768056931354,0.11797430840567091
T2,46,0.5103025209940273,0.47789899292381005,0.2511720697230009,-0.2617780202715166,0.1645833295342163
S1T1,46,0.057942199701167395,0.05462061203864912,0.027438126463445123,-0.032665588254838,0.018718105032357005
S2T1,46,0.03949362795416317,0.03724141121649342,0.018669407792599513,-0.022350583611739604,0.012761019000682616
S1,47,0.6898364806146875,0.6449046644829834,0.34406299159297293,-0.34433148012046216,0.22128928531338687
S2,47,0.5385274711227923,0.504346627967921,0.2657013835764055,-0.2777089688434205,0.17257957675160354
T1,47,0.35134236829214016,0.32987140566031353,0.1708085372878132,-0.18863268424919863,0.11256362195341094
T2,47,0.49454834238996376,0.46341804586884117,0.24319033147136282,-0.2574565007320166,0.15846093413161438
S1T1,47,0.0560677140148678,0.052890088557047577,0.026555848186059938,-0.03207701131100218,0.017993899072275468
S2T1,47,0.04041659144341439,0.03813653249567503,0.019114672929922527,-0.023200774607808745,0.012973088605090036
S1,48,0.6852212385875986,0.6405752479672597,0.31499728478437716,-0.3503590095356949,0.21914115900261444
S2,48,0.540517227007342,0.506130657953283,0.24626827842524368,-0.2853138183815784,0.17274749820207896
T1,48,0.33604670786926316,0.31550519916370806,0.1509881425592079,-0.18554515874403638,0.10740163940381757
T2,48,0.49834171080749234,0.46687891709737744,0.22642871608819215,-0.26550400677340713,0.15925435507663763
S1T1,48,0.055723450799801656,0.05254308628204787,0.024504266331810465,-0.0327291230648012,0.01784259112516659
S2T1,48,0.03911757696195222,0.03689532285636526,0.017178552187131713,-0.023060520362790094,0.012527637441571742
S1,49,0.6991113429976253,0.6534886232123057,0.35595525568402664,-0.34061390701443817,0.22827948058237987
S2,49,0.5327950948028531,0.49899238661315887,0.26780366056314686,-0.26862215920319643,0.1736833083706037
T1,49,0.33465867870501875,0.3142676019949263,0.1654224647541247,-0.17575275150721587,0.10900381791159279
T2,49,0.4973235795042042,0.46598088871471927,0.24925371023043574,-0.2525760112217652,0.162081474408487
S1T1,49,0.05957680179890691,0.05619473962202445,0.02870734399349617,-0.03311214149581963,0.019422007744782435
S2T1,49,0.03955597939501139,0.037323731397678014,0.019023040451797923,-0.022075660558725948,0.012897226280048496
S1,50,0.6923393808957155,0.6471112540780596,0.33664847779554674,-0.3320408400088923,0.22503486477705104
S2,50,0.5329187491907106,0.49899219168039055,0.25622471054994,-0.26379804595532635,0.1729249642167974
T1,50,0.344273076264785,0.3231413103574363,0.1631272208443184,-0.17691749704719636,0.1116021714536393
T2,50,0.49678368716419613,0.465361476554406,0.23820893895963402,-0.24768057061957097,0.16115570996078016
S1T1,50,0.05593760304785286,0.052737513976133535,0.02585727448594155,-0.030438193823362946,0.01814351767742105
S2T1,50,0.04015058929312075,0.03786383444034273,0.018533077999822067,-0.02191630408606422,0.013024311118477043
S1,51,0.6909812109525291,0.6459044856396977,0.3316130884650803,-0.35944793436675376,0.22553045960870874
S2,51,0.5389180585919492,0.5046298186230307,0.25599508108980107,-0.2903315880921156,0.17567644096339027
T1,51,0.3342268280656519,0.3137984177257408,0.15635431571504643,-0.18875447169250495,0.10889210777560493
T2,51,0.4867761224863727,0.4560978183115382,0.23036409672601632,-0.2654097024575174,0.15863765049455594
S1T1,51,0.05604505616018773,0.05284627700589508,0.025614619937160743,-0.03374897278796746,0.018283840259518635
S2T1,51,0.03998866363765345,0.037716600040012746,0.018250187072753388,-0.02416959298540085,0.01304763399794471
S1,52,0.7020094764179309,0.6559425017900357,0.3122883717734961,-0.3415751545756418,0.22497137090995592
S2,52,0.5418191377686191,0.5070873669548114,0.2387829545317337,-0.27220292346789526,0.17348187891674327
T1,52,0.34646685349717765,0.32500316579435795,0.15077868793494864,-0.1809588062411817,0.1109175344408733
T2,52,0.4967735258561635,0.46516111747573397,0.21832086056005084,-0.2518231366563149,0.15903938769465042
S1T1,52,0.0591224895402444,0.05568408842727154,0.02520080114635337,-0.03268581614716458,0.018958698164858897
S2T1,52,0.03841834962154256,0.036195710381766416,0.01634964074597245,-0.02132639829175609,0.012322076690458294
S1,53,0.6991914090089546,0.6537372388610193,0.3870849460136456,-0.32811043280929564,0.23137265278116512
S2,53,0.5375852704340272,0.5036610101860086,0.2928046028283666,-0.2601506666080559,0.17755000055241127
T1,53,0.33512201837709793,0.31489810533094864,0.17860963310663758,-0.16853707233811793,0.11055602362616809
T2,53,0.4874921310922559,0.45704253095700326,0.2641323867248915,-0.23816739638574713,0.16093919013072935
S1T1,53,0.05731337298383536,0.05411222054266479,0.029586396278541427,-0.030384816956587728,0.01892050074048976
S2T1,53,0.038500836089859894,0.03636336423546872,0.019830389762092837,-0.020484292940410452,0.012711813864338352
S1,54,0.7008602064970941,0.6553282242146956,0.344826678206837,-0.3411294348420527,0.22630861854642867
S2,54,0.5436056601358561,0.5092981962769778,0.26420564866661445,-0.2733461616561389,0.17542437580016154
T1,54,0.34314663531872425,0.322416825015899,0.16398721090168444,-0.1798734802403593,0.1107609220226623
T2,54,0.49478584420728394,0.4638674103300511,0.23952295813999336,-0.2513280458483865,0.15966255909004023
S1T1,54,0.05531139333892563,0.05222289055331839,0.025739407111762036,-0.030781685614546944,0.017894326613146855
S2T1,54,0.0392326369347752,0.03705297172378094,0.018228573986645236,-0.021906814015376818,0.012695032010384192
S1,55,0.6889215074699858,0.6440367721339031,0.33455242235851546,-0.35370778057289126,0.22322116831754946
S2,55,0.5377983568818762,0.5036487299026505,0.2587446468045145,-0.28568178013377765,0.17416551508103292
T1,55,0.33286626689903637,0.3125950621282321,0.157914855038372,-0.1851917754112451,0.107849438657416
T2,55,0.4857930231027161,0.4552469391799911,0.232927921979722,-0.26110103252057854,0.15732253841902175
S1T1,55,0.05711645561217226,0.05387741243741928,0.02652463986674647,-0.033822066262419924,0.018557400945737785
S2T1,55,0.039488040925270695,0.03726040182778768,0.01831142496933258,-0.023476756200928785,0.012833237561910488
S1,56,0.6815768376028476,0.6371512039160138,0.3401140187097731,-0.3404211927544952,0.22354024412664183
S2,56,0.5406763046718417,0.506241875652806,0.26681250275732626,-0.27827114490016847,0.17709513518130032
T1,56,0.3400116637984597,0.31919041163560674,0.16492848603711385,-0.18263186536625267,0.11128799872510961
T2,56,0.49449493341204814,0.4632637299782563,0.2430920293648815,-0.2570175577692523,0.16192261472453112
S1T1,56,0.05765583753712695,0.05436290879107594,0.027231341746002835,-0.03288616351527488,0.018893772291562652
S2T1,56,0.039021505348415864,0.036804603407520384,0.018396030681696596,-0.022345730991527736,0.012789494879257778
S1,57,0.7063805468598472,0.6600846251609246,0.3416926963921123,-0.39056305496665333,0.22246086827242775
S2,57,0.5387526713757684,0.5043317465256091,0.25726084291571727,-0.3111375829560247,0.16952857293496137
T1,57,0.3369090684492428,0.3161590013639807,0.15819078810505371,-0.20509187790613512,0.10600913200569108
T2,57,0.5022430932785187,0.47035081446196264,0.23912185510970274,-0.2928236916119111,0.1580265641751345
S1T1,57,0.05673596626647074,0.053456816255460456,0.025966854603221012,-0.037171655804666054,0.0178815403639895
S2T1,57,0.04114805364612264,0.03877940252686428,0.018804473379977926,-0.027069729105664974,0.012970648010931752
S1,58,0.7029859986046311,0.6568507235661751,0.3238075570963601,-0.30575542289670327,0.22539813861629046
S2,58,0.5508723689854506,0.5155143625154849,0.25132692991716477,-0.24553452195440592,0.17638019164149749
T1,58,0.34094443491739157,0.31985233943457403,0.15329772392398033,-0.15716403551159508,0.10907906413340468
T2,58,0.4992712955851958,0.46749224857936267,0.2270026292555316,-0.22438620284493296,0.15980828856659832
S1T1,58,0.0568562608417105,0.053554149656841944,0.025004326000106714,-0.02742154011364504,0.0182080776338302
S2T1,58,0.03999964015398132,0.03768649669394167,0.01756656939389467,-0.019343308179466175,0.012811490177095188
S1,59,0.7074292691030789,0.6611895349667795,0.31864192582305173,-0.33155682471255754,0.22340010902717697
S2,59,0.5389062291497243,0.5046357927279522,0.24014329222720954,-0.26079000213893355,0.1700828047181946
T1,59,0.3416518705315376,0.32073939264517004,0.1501646650721873,-0.17163503246138695,0.10785904339490059
T2,59,0.5026673494612566,0.47090867066466086,0.2234505667275013,-0.2449317829329759,0.15864157364605863
S1T1,59,0.058916541383267816,0.05554787769729194,0.025336551304316668,-0.0312238171850318,0.01864168418181763
S2T1,59,0.038012860027471236,0.035851898957602185,0.016319237921391894,-0.02022524248859028,0.012030637023003232
S1,60,0.7185252704351549,0.6712260273176885,0.3425697611349703,-0.32789435667202155,0.22756606504948695
S2,60,0.5313508186435293,0.49730544549849054,0.2502373487389451,-0.2507714124377729,0.16803998231657993
T1,60,0.36519837401238076,0.34246663997753535,0.16993787552078987,-0.17754870089514416,0.11544030892522839
T2,60,0.5094113773600129,0.4768871935145339,0.23953914939002385,-0.24136350432156975,0.16108456791518883
S1T1,60,0.059864912628707086,0.05638165997175786,0.027181526439074233,-0.030723046414964924,0.01894529106162675
S2T1,60,0.039759844937713,0.03745837081099027,0.018021764696245945,-0.020477424242941532,0.012584812448969938
S1,61,0.6987128932174901,0.6528628101086162,0.31322409654926053,-0.37010288125611557,0.22144115692234806
S2,61,0.5363909739272349,0.5020112284981745,0.23812995813325855,-0.29537058712664044,0.16987188353833388
T1,61,0.34845784637458804,0.3268369113646605,0.15279174949796626,-0.20072031516770528,0.11035538613773667
T2,61,0.5075665136955311,0.4751835977719344,0.22492289454104597,-0.28143360164839976,0.1607339676789693
S1T1,61,0.057296345149970625,0.05395873856652468,0.02458969157076396,-0.035393038688980215,0.018178725390618673
S2T1,61,0.040152406690022076,0.03782343610546746,0.017208906965241022,-0.024905262091106287,0.012741636507518615
S1,62,0.7023370567335335,0.6564629324014013,0.34717179176972035,-0.3441610952405769,0.2312905919598412
S2,62,0.5362003717034544,0.5021418023595883,0.26214503261974165,-0.2719017026115229,0.1762907904315929
T1,62,0.3489995425832359,0.32765260450155437,0.16828499832578836,-0.18391836594527922,0.11465189777975522
T2,62,0.5002650127329286,0.46870129134937605,0.2439564435155459,-0.2555623999968832,0.1644369943222413
S1T1,62,0.06275759347777585,0.0591890789666765,0.029552014185392217,-0.03507003826370866,0.02063455641535891
S2T1,62,0.039582724643164355,0.037347341543494665,0.018601015037550184,-0.022224530801116672,0.013017048764549998
S1,63,0.7133851558348131,0.6664757138740404,0.32198747437531905,-0.3563689422464077,0.2307632470920746
S2,63,0.529380851405722,0.4955115782215904,0.2370309277293201,-0.27513602985200997,0.17096093040396484
T1,63,0.34241078560985294,0.3212391245166343,0.15184521972103293,-0.18526850224098151,0.11052271278840722
T2,63,0.49390602799759165,0.46249440275355364,0.2207682011682517,-0.2586662655935993,0.1594748295065922
S1T1,63,0.05898081638958226,0.055566928872072326,0.025707630848800234,-0.033918144812987765,0.019064059500322864
S2T1,63,0.03827866787741524,0.03607541546519063,0.016661275156829802,-0.022111073171778683,0.012375139950034841
S1,64,0.7003417436198689,0.6546852884546622,0.33444208267931286,-0.37565458167941534,0.2237563237955909
S2,64,0.5375814897070322,0.5035046260938427,0.25405400024613756,-0.3000680626421048,0.1715521713942767
T1,64,0.34761371230446103,0.3264188988155908,0.16206027219012098,-0.2032858200437773,0.1108894863853736
T2,64,0.50110862458215,0.469563023184714,0.23622763912091393,-0.28222055393498635,0.1598884423920932
S1T1,64,0.05764543310891714,0.054382626846502136,0.026251123571674473,-0.03620272416969398,0.018416625709264656
S2T1,64,0.03779494339646483,0.035668207468902514,0.017181819905899065,-0.023852443664647494,0.01207711577348967
S1,65,0.7030144633609307,0.6574836979467226,0.38162875990009204,-0.33968336922489717,0.23061098899401938
S2,65,0.5382016401469493,0.5044665320805262,0.2875844954479623,-0.2688436743416024,0.17634512947869863
T1,65,0.3203742918594153,0.3013048347779579,0.16739083928125553,-0.16722796133478648,0.10494201284880167
T2,65,0.473349382718126,0.44410127824840384,0.251292784179977,-0.23956396067068578,0.1550601686045349
S1T1,65,0.058895491772329965,0.05565108647990436,0.02988801664890084,-0.03240882763928371,0.019319836343326915
S2T1,65,0.03791652011554361,0.03584250458771983,0.019194864376400167,-0.02095317107535123,0.01244049363979945
S1,66,0.689935482045083,0.6449009602653802,0.35306816599085833,-0.3690209644708281,0.22698986926919543
S2,66,0.5350245101238031,0.5009895768131198,0.2708106429276924,-0.29713051554114617,0.17574691664379027
T1,66,0.3416519181382872,0.3207447847036375,0.17034831332961864,-0.1988778036361611,0.11214542884979936
T2,66,0.48982867978029615,0.458928627947337,0.24709631718715586,-0.2750353218676948,0.16085401165912386
S1T1,66,0.060331065213725235,0.05689570570283324,0.029355113685915812,-0.0376126317817022,0.019829265102636513
S2T1,66,0.03991500137161067,0.03765592183918532,0.01938479793241643,-0.02500883878762543,0.013121710813475256
S1,67,0.6916802947523871,0.6465099332540085,0.3574187386494203,-0.3690779045168228,0.22502320086423486
S2,67,0.532136598133306,0.4982717751453073,0.2713687110471612,-0.29512579555031493,0.17286958048575435
T1,67,0.3387865431561823,0.31801743258555637,0.1698079224940534,-0.19692751448710966,0.10998625591315132
T2,67,0.49307068758023154,0.4619106616661675,0.25059797165384823,-0.27606292911234087,0.16014227093769315
S1T1,67,0.05953577280472672,0.05612509571277287,0.02903760594176319,-0.03704626370284626,0.019349865956598843
S2T1,67,0.03944943610230285,0.03720208051186239,0.019201161401151134,-0.024668394964504327,0.012823802569827378
S1,68,0.6964024951790971,0.6510144542731645,0.3588379507513939,-0.36170134752835126,0.22586411057097167
S2,68,0.5346751564447648,0.5007838877256037,0.27180625878352704,-0.2882323730668055,0.17319136687691586
T1,68,0.3268298497961246,0.3069850884003963,0.16305711217958208,-0.18482303140678022,0.10582333017947265
T2,68,0.4930349049421606,0.46202992258746256,0.2497283489011226,-0.268344844794231,0.15967292685271062
S1T1,68,0.05943287398349863,0.05606664240490363,0.028881016205798637,-0.03574359180195398,0.01927177056491257
S2T1,68,0.038590214928198675,0.03641801879462528,0.018712398713550904,-0.02332019891131626,0.012515919874320946
S1,69,0.6917352966676105,0.6464832943805379,0.3341164774267458,-0.38396804784616023,0.2248748782665909
S2,69,0.5367728289576709,0.5025135654149714,0.2568643466627458,-0.31016020159980484,0.17422283624936294
T1,69,0.3575246900752787,0.33547520371725503,0.16906084160885615,-0.2164397714500181,0.11595599469964611
T2,69,0.5147387051749728,0.4820126116539737,0.24597557214914834,-0.299134440484055,0.16704540243273966
S1T1,69,0.05475538245209998,0.05162128922747746,0.02531074346639639,-0.03587263711062281,0.01778155246439518
S2T1,69,0.039007328189635364,0.03678476323262962,0.018008429584968955,-0.025660830106866494,0.012669410167156834
S1,70,0.6964072468263341,0.6506376410167097,0.31367298313018255,-0.3520449019056094,0.22663089206341394
S2,70,0.5328539933949029,0.49864336555955396,0.23807023291428364,-0.27911485498079985,0.17310138258169366
T1,70,0.35013196221586623,0.328354381850448,0.15484335609857736,-0.19082287982914403,0.11363761344645623
T2,70,0.4962813530932487,0.4646048661732001,0.22129863027725927,-0.26203088566725713,0.16117671599054167
S1T1,70,0.062358217450577805,0.058719745649238576,0.02707485545304067,-0.03617009283810807,0.020253060337304774
S2T1,70,0.04067707455369029,0.038316932736773,0.01763493691300111,-0.02370501306307903,0.013213462136554803
S1,71,0.7023803603104589,0.6561616916066227,0.3304899027620638,-0.3370716234278668,0.22608287317160922
S2,71,0.5364233094993595,0.5019297687149485,0.24983450710175092,-0.265923878383658,0.17241632567671428
T1,71,0.349783467954263,0.32798633845908154,0.16082348921442247,-0.17981653991720745,0.1123572069346094
T2,71,0.5021604277419611,0.4700411783036236,0.2333494585700282,-0.25060826596474717,0.1613726552452941
S1T1,71,0.055941269455542016,0.05266777028401876,0.02513479505643801,-0.030438885053874987,0.01798937419437117
S2T1,71,0.039100803956784926,0.03682228569383024,0.017543377348767653,-0.02134463458438912,0.012575658212342104
S1,72,0.6935355887643928,0.6483371439388333,0.3464937253219964,-0.3344828694773995,0.22582037642648073
S2,72,0.5428597497374893,0.5083741467727761,0.26798325801623113,-0.2698346327200473,0.17658648897906434
T1,72,0.3394085772843196,0.3187163993108543,0.16464417981454837,-0.1757214174175752,0.11038220247758887
T2,72,0.4840714823005172,0.45365896268169753,0.23779343115229112,-0.24346254430061184,0.15743318868302345
S1T1,72,0.05998189611501314,0.056576100874221394,0.028341308848843783,-0.03284057691807918,0.01954132276365638
S2T1,72,0.03711977666584171,0.03502615384529532,0.01749937323128803,-0.020416559006477958,0.012096148732780561
S1,73,0.6980655015524337,0.6526354780834878,0.33207190171117795,-0.34973797634797626,0.2229379678422569
S2,73,0.5392342656104581,0.5051055722082615,0.25354045857842933,-0.27964313658617024,0.17200158798343246
T1,73,0.33657286544220966,0.3161485680007456,0.15570188418082975,-0.18241987419151295,0.10730061074769616
T2,73,0.48948729871907143,0.4588037643864403,0.22926592151175296,-0.2566063511525151,0.1560966647866756
S1T1,73,0.05923516716641344,0.055888618558852556,0.026738305539337315,-0.034111203436000825,0.018905106108221367
S2T1,73,0.03865383984485324,0.036483218045556584,0.017414535354996596,-0.022359806614008996,0.01233855091905333
S1,74,0.6851491776883487,0.6404219073021793,0.326776123186753,-0.3145555268670906,0.21969877147632746
S2,74,0.5492373168522704,0.5141487451020728,0.2593903136110043,-0.2583896726499371,0.1759675762943713
T1,74,0.3602114979167914,0.33800043413884046,0.1676315518938407,-0.17528439482945277,0.11536924869593441
T2,74,0.5105104441204009,0.47811474129363796,0.24039779102455805,-0.2418425454815587,0.16353598410036965
S1T1,74,0.05674920418938013,0.05349413347115314,0.025730467857941974,-0.029140879821009266,0.01820416034731937
S2T1,74,0.03738002754657925,0.03524742312923936,0.0169185913720169,-0.019260379353807103,0.011993119311165578
S1,75,0.6901650708540243,0.6454745861541271,0.3508187332957453,-0.3127896989125736,0.22513406319387913
S2,75,0.5452532447298791,0.5109141790200075,0.2738475572476644,-0.2535238019437164,0.17763723553641902
T1,75,0.34358431490175545,0.3229125155461637,0.16947624302274922,-0.16553675707743384,0.11186750748576774
T2,75,0.4914340537365492,0.46083393314064874,0.2456679639557966,-0.23068029061494771,0.16005673059433342
S1T1,75,0.05847688388742631,0.05523311798341567,0.028049698466553696,-0.029621122166301243,0.0190653609726229
S2T1,75,0.040930458435578305,0.038673021360571935,0.01959774245500623,-0.02079696797918575,0.013346906072706333
S1,76,0.7048576707355501,0.658541320024308,0.3156777729251128,-0.38651551990647853,0.22998927425889956
S2,76,0.539139650576584,0.5045614585830213,0.23970338217411813,-0.30841248979418584,0.17558406150992537
T1,76,0.3372345247609681,0.3163733236569684,0.14838866467591405,-0.20314358718853986,0.10970822706956083
T2,76,0.504598982669023,0.4724183194185212,0.22397398552034664,-0.29121335387328756,0.16428893693594357
S1T1,76,0.05730345322613891,0.05397895790840963,0.024792733953372004,-0.03709014397211792,0.018653481817472655
S2T1,76,0.039283612281512774,0.037015409332313426,0.016976306016579068,-0.025544713125780022,0.012789262898022248
S1,77,0.7002858598407801,0.6548033128169479,0.364765953417979,-0.3874676591950222,0.22594324031553586
S2,77,0.5356529718366512,0.5019097673789853,0.2750031344012105,-0.30927634053883707,0.17261320343290446
T1,77,0.3398652326376283,0.3193573243118749,0.1712840625632066,-0.20647789695588645,0.10947013888876977
T2,77,0.4914469068748181,0.4607672532636616,0.2512854891602372,-0.28702607071513125,0.158336483660323
S1T1,77,0.061246029613925716,0.0578215429318315,0.02999487428065395,-0.04001923806454577,0.019750367854152236
S2T1,77,0.03933284190214831,0.03714864786521366,0.019217603684522855,-0.025848849715651746,0.012686226931250917
S1,78,0.7048300468923404,0.6588377030745467,0.34256608235131103,-0.3410566509372742,0.2311492361792309
S2,78,0.5376803973128224,0.5035938388246742,0.2588410703763251,-0.2688742929510265,0.17627020255509074
T1,78,0.3412409951993096,0.3204759163241747,0.16222465102560824,-0.17733185702182852,0.11196178888692751
T2,78,0.4947657611733632,0.4636579644477106,0.23755770132563248,-0.24950611034923473,0.16221179073385567
S1T1,78,0.05805759394770521,0.05478051074009097,0.027041924325344135,-0.031877704179306784,0.019116891930453715
S2T1,78,0.03982609639062918,0.037590672510345494,0.018524062488647575,-0.021944581672019833,0.013118066887099171
S1,79,0.7085489708879683,0.6625616095416688,0.40595387969081154,-0.3207480662017116,0.2310773416862261
S2,79,0.5466931136684795,0.5123017785920835,0.3076173688008619,-0.2546263787462199,0.17804780960856234
T1,79,0.3474126472238778,0.32653262786696596,0.1909381032710391,-0.16754684008993287,0.11308144587346902
T2,79,0.4906158087019554,0.4601202102749944,0.27428039233326196,-0.23076492083442013,0.15973927429106102
S1T1,79,0.06018837984291239,0.05685766276232355,0.03190066770045097,-0.03050843522956346,0.019616426165290968
S2T1,79,0.03932295355755148,0.03716187520631749,0.02078469505343472,-0.020003897925850254,0.012818481765563631
S1,80,0.6755823985871542,0.6320059930522519,0.3609125641635902,-0.3419546526824828,0.2229414682036712
S2,80,0.5302720550789888,0.49704191430980355,0.27958084368502045,-0.27708341497989164,0.17497900972141406
T1,80,0.34034286095718835,0.3199403510909507,0.17621470990346677,-0.18541165146093058,0.11241359135265727
T2,80,0.49731589681025923,0.46637248312967156,0.2614002693329731,-0.2617476766624182,0.1641175542534065
S1T1,80,0.05682103495251801,0.05368683029169402,0.02857993832194028,-0.032949615982937865,0.018836836739094222
S2T1,80,0.04051102814354012,0.03828878595167873,0.020341119169678734,-0.023576419365403264,0.013433880477347787
S1,81,0.7040437369921134,0.6576486421893369,0.3103806484969249,-0.3467752574061478,0.22599949000312838
S2,81,0.53575653462471,0.5012448689023598,0.2346070150198729,-0.2731918765275971,0.17179350142789854
T1,81,0.36099852226442086,0.3384020262445604,0.15681327556575542,-0.19080627546423903,0.1157350577086694
T2,81,0.5145348498838843,0.48149601362506034,0.2251066641104149,-0.2635180392972551,0.16497657691562578
S1T1,81,0.057483946838699375,0.05410981443999069,0.02456500972761355,-0.03232859249389964,0.01846587320776973
S2T1,81,0.037571590121231964,0.03537715855280759,0.01603691477703917,-0.021215948288355706,0.012072181273830121
S1,82,0.6906646271841342,0.6454970833916311,0.31924765786044595,-0.34937173331637417,0.2229607988692919
S2,82,0.5378578990285007,0.5035148584493295,0.24654663076967376,-0.2812965509124942,0.17359575933324659
T1,82,0.35648526576475503,0.3344792841167193,0.16162185008828556,-0.19397077637528537,0.11514158354901072
T2,82,0.511954142254291,0.47941029873148966,0.2343209978891614,-0.2692670220514911,0.16524180883943096
S1T1,82,0.06439569738762074,0.06068535089358086,0.028618199647216347,-0.03734874029554698,0.020871418968858906
S2T1,82,0.03889789939295915,0.036672339540195054,0.017254421444482748,-0.02268646398367126,0.012612848514117017
S1,83,0.6951296078893239,0.6498224614327407,0.34283940673144797,-0.3511776853089681,0.2253667956891286
S2,83,0.5415468694375825,0.5071600382918664,0.2639686109966468,-0.28291856565323337,0.17544126660388124
T1,83,0.3500550313676811,0.32867039733815384,0.16795242042291636,-0.19068094318151116,0.11341475832319528
T2,83,0.5031887783194916,0.47146611160688107,0.24452038376989282,-0.26508948126214543,0.1630026925621845
S1T1,83,0.055770514226232144,0.052610056380038614,0.026055416085667193,-0.03239062522690955,0.01811153443288675
S2T1,83,0.03992097377632861,0.037669247790084445,0.018622563165296757,-0.02326556621678762,0.012967018468372869
S1,84,0.6956392884941015,0.6499550146671322,0.32301157223651233,-0.36389642255586996,0.22693726540710477
S2,84,0.536874992146915,0.5024175773618222,0.24705684177176446,-0.29144339949002024,0.17477601826170863
T1,84,0.3515926301681012,0.3297452453177619,0.15990269423177472,-0.1993020167959629,0.11429920279409644
T2,84,0.5015021481055848,0.46949783141855606,0.23028502209673452,-0.27449858004327576,0.16320309405894992
S1T1,84,0.059583739678943676,0.056114692562771074,0.02653299290784905,-0.0361604548829756,0.019370528600605872
S2T1,84,0.03963387582812351,0.037338243584439094,0.01762190209527459,-0.02416559940886493,0.01288616544786654
S1,85,0.6904984737622077,0.6451883553680765,0.31681328572093204,-0.3386359392128218,0.22511657576015628
S2,85,0.538298141597486,0.5037505910505778,0.2452967957882537,-0.27234924973785607,0.17521160171910782
T1,85,0.33603586419859083,0.31523006321576325,0.15152887802147097,-0.17719520787409157,0.10926937314304873
T2,85,0.49713816106544084,0.46544491302559865,0.22608591415708146,-0.25365177931452193,0.16176459189213704
S1T1,85,0.058681168348122814,0.055270609075330886,0.026019901663424605,-0.03274548384956159,0.019096963310366366
S2T1,85,0.03956389045169378,0.03727602127864727,0.01752106647743612,-0.0221637974401437,0.012877445303887252
S1,86,0.698260702656921,0.652469982863465,0.3461028078158985,-0.34458969171785203,0.22643595596666563
S2,86,0.538589406023691,0.5041131504067561,0.26414308317106827,-0.274765681266543,0.1742384462046638
T1,86,0.33322554461239373,0.31268724414295784,0.16094772760762943,-0.17739329564481832,0.10760555230135452
T2,86,0.492557084402341,0.4612722488389815,0.24077909977018042,-0.25369512799188415,0.1592623499294228
S1T1,86,0.057404486490268025,0.0540882102010395,0.027089909111758903,-0.03235014298573992,0.018531472624122067
S2T1,86,0.03885935965854351,0.036625663984272944,0.018307693516550483,-0.021982847175948624,0.012545518823614807
S1,87,0.6904166452464013,0.6450873549554715,0.32707810940777016,-0.364291263591823,0.22519706780111032
S2,87,0.5366186930768465,0.5021565341098178,0.252007668311377,-0.2935616778600521,0.1746777332328544
T1,87,0.3480224823399955,0.32639010093631915,0.16146559278853934,-0.1990245951274232,0.11312268977978701
T2,87,0.496368198139471,0.4646954012495853,0.2325319284220344,-0.27412325725245557,0.16151045635509015
S1T1,87,0.05503948715185561,0.05183289320798979,0.024985048579473812,-0.033738263373371796,0.01788876029949339
S2T1,87,0.03947264945322108,0.03718212768902628,0.017896092916818596,-0.024285519415532978,0.012830157415555845
S1,88,0.7055801160187084,0.6594122614784379,0.3570736809809074,-0.33937463009548086,0.23193360182343667
S2,88,0.5348405906454382,0.5008126297146227,0.2674941449371666,-0.2661331556054619,0.175498696668817
T1,88,0.35142682864093017,0.32986720546149517,0.17330858593225584,-0.18134105122909217,0.11522081378767225
T2,88,0.4991760650878553,0.4676243484851927,0.24900273963608965,-0.2501509614429881,0.16375592527685776
S1T1,88,0.057390885661143295,0.05412251654754762,0.027596400830259604,-0.03138308652450374,0.01883462427488326
S2T1,88,0.03693360319130293,0.034842922281921894,0.01772625537871031,-0.020277827125965042,0.01212299834335902
S1,89,0.7001813498749676,0.6543364626538544,0.3240113861384195,-0.3857753652710691,0.22543336060080416
S2,89,0.5453077421233976,0.5104592622410674,0.2501760315197903,-0.312551038035244,0.1752977348845456
T1,89,0.3453049268256721,0.3240555715601234,0.15644586086048418,-0.2082945169002802,0.11090061484813157
T2,89,0.5101618253684994,0.47775731127009696,0.23356293292049957,-0.29504251555988925,0.1639586072257832
S1T1,89,0.05767749384054045,0.05436553169022946,0.025599440148861063,-0.03745031927479335,0.018537605766963845
S2T1,89,0.03919249413070043,0.03695353249436805,0.017370430578295792,-0.025568675988710425,0.012598150453408504
S1,90,0.6926255200905973,0.6472384008026225,0.3322421640238651,-0.37671554387324724,0.2274067498878501
S2,90,0.5413693024709074,0.5066902417053131,0.2569904383345174,-0.30586813384907857,0.17750495966893984
