arm,類,名,kw,n,cagr_med,mdd_med,ratio,label,cagr_p10,cagr_p90,mdd_p10,mdd_p90,vs_v1_both_pos,vs_v1_both_neg,vs_v1,d_cagr_med,d_mdd_med,n_stop,n_stop_p10,n_stop_p90,n_trim,n_trim_p10,n_trim_p90,trig_pos_frac,trig_pos_frac_p10,trig_pos_frac_p90,held_mean,held_mean_p10,held_mean_p90,turnover_yr,turnover_yr_p10,turnover_yr_p90,cost_total,cost_total_p10,cost_total_p90,cost_drag_yr,cost_drag_yr_p10,cost_drag_yr_p90,stop_ret_mean,stop_ret_mean_p10,stop_ret_mean_p90,stop_ret_med,stop_ret_med_p10,stop_ret_med_p90,stop_h120_mean,stop_h120_mean_p10,stop_h120_mean_p90,stop_h120_med,stop_h120_med_p10,stop_h120_med_p90,stop_h120_better_frac,stop_h120_better_frac_p10,stop_h120_better_frac_p90,stop_h120_ge0_frac,stop_h120_ge0_frac_p10,stop_h120_ge0_frac_p90,trim_fwd_mean,trim_fwd_mean_p10,trim_fwd_mean_p90,trim_fwd_med,trim_fwd_med_p10,trim_fwd_med_p90,trim_fwd_p90,trim_fwd_p90_p10,trim_fwd_p90_p90,trim_fwd_pos_frac,trim_fwd_pos_frac_p10,trim_fwd_pos_frac_p90,rebuy20_n,rebuy20_n_p10,rebuy20_n_p90,rebuy20_ret_mean,rebuy20_ret_mean_p10,rebuy20_ret_mean_p90,rebuy20_ret_med,rebuy20_ret_med_p10,rebuy20_ret_med_p90,cash_mean,cash_mean_p10,cash_mean_p90,cash_med,cash_med_p10,cash_med_p90,cash_end,cash_end_p10,cash_end_p90,nx_n,nx_n_p10,nx_n_p90,nx_stop_lots,nx_stop_lots_p10,nx_stop_lots_p90,nx_pending_end,nx_pending_end_p10,nx_pending_end_p90,nx_pending_amt_end_frac,nx_pending_amt_end_frac_p10,nx_pending_amt_end_frac_p90,nxw_med,nxw_med_p10,nxw_med_p90,nxw_p90,nxw_p90_p10,nxw_p90_p90,nxsz_med,nxsz_med_p10,nxsz_med_p90,nxsz_mean,nxsz_mean_p10,nxsz_mean_p90,normal_n,normal_n_p10,normal_n_p90,trades,trades_p10,trades_p90,expo,expo_p10,expo_p90,sl_block_days,sl_block_days_p10,sl_block_days_p90,dd_n,dd_n_p10,dd_n_p90,dd_單日暴跌型,dd_單日暴跌型_p10,dd_單日暴跌型_p90,dd_延續下跌型,dd_延續下跌型_p10,dd_延續下跌型_p90,dd_混合型,dd_混合型_p10,dd_混合型_p90,ddlog_單日暴跌型,ddlog_單日暴跌型_p10,ddlog_單日暴跌型_p90,ddlog_延續下跌型,ddlog_延續下跌型_p10,ddlog_延續下跌型_p90,ddlog_混合型,ddlog_混合型_p10,ddlog_混合型_p90,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,ctrl_ebar_cagr_med,ctrl_ebar_mdd_med,ctrl_ebar_label,ctrl_pair_d_cagr_med,ctrl_pair_d_mdd_med
a_T2,ⓐ閒置,a_T2,"{""trim_rule"": {""kind"": ""gain"", ""x"": 0.3, ""frac"": 0.5}}",200,0.3162574156998048,-0.357322694996158,0.8850750879487386,合格（描述）,0.2942870722867971,0.339120955383182,-0.3728650242807984,-0.324001577297362,0,0,分不出（描述）,-0.0783740296026465,0.04882976062236419,0.0,0.0,0.0,87.0,84.0,90.0,0.5337423312883436,0.5153374233128835,0.5521472392638037,8.386078685689581,8.386078685689581,8.38651102464332,1.5545684974572445,1.535506001408666,1.5739833448118856,0.33875111618738185,0.3071608257561118,0.3829185795150771,0.00909422571012488,0.008982710108240699,0.00920780256714953,,,,,,,,,,,,,,,,,,,0.1663860155910567,0.1492543088649184,0.18462430569278374,0.03616788190096765,0.029126188833983324,0.058594827057784626,0.6907684051696544,0.6768331696937893,0.7274548008558553,0.5357142857142857,0.5160256410256411,0.5568181818181818,0.0,0.0,0.0,,,,,,,0.3172096896340801,0.31270786704211373,0.3212009761537518,0.26197494923819453,0.2532380381886114,0.2676128966640289,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,163.0,163.0,163.0,163.0,163.0,163.0,0.6827903103659199,0.678799023846248,0.6872921329578862,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.2221328062393242,0.04956692393823747,0.14051799952664645,0.34585994470313797,0.8219873030772042,-0.005821134385910698,0.6170687427553816,0.09755926901540635,0.35641382870964633,0.5341548441822982,,,,,
a_S1T1,ⓐ閒置,a_S1T1,"{""stop_line"": ""<stop_line>"", ""stop_line_le"": true, ""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}}",200,0.238268587533096,-0.30538638692896625,0.7802200678595341,不合格（描述）,0.20945731616145122,0.26275132773319276,-0.338360843647077,-0.2642323666437444,0,2,分不出（描述）,-0.15248191585609672,0.09232724591396699,175.0,167.0,184.0,136.5,133.0,139.0,0.9669117647058824,0.9590925484103645,0.9717414024784751,7.644401210549071,7.593947254647643,7.694422827496758,2.68952256177991,2.596994566025392,2.8003144218296807,0.40016036268078853,0.3604479742251377,0.4487133102992536,0.015678554282609714,0.015135299527662049,0.016369506356200946,-0.1170094333601843,-0.11854076301126787,-0.11557278702308622,-0.10948490463387012,-0.11013991707836557,-0.10766011852466094,0.00033306613749334356,-0.020502409012483413,0.02052359339980586,-0.07144216593365249,-0.0871366122486949,-0.06366047773202255,0.5706048521103356,0.5465116279069767,0.5978112740037167,0.3563218390804598,0.3352240985271711,0.3786090005844535,0.18933843289822316,0.16624447955632396,0.21378742944227877,0.04145455045953239,0.032211466555627455,0.04957733885719817,0.8385246442519485,0.7558158762402262,0.8634591074000537,0.5547445255474452,0.5321217652743477,0.5758460517584606,5.0,3.0,6.0,-0.11079155913300083,-0.12376952110620776,-0.033891111863455094,-0.10305715028936474,-0.10504572959856245,-0.09963917217840734,0.42530927491505444,0.41778036616197767,0.43122002298200884,0.3338849892922694,0.3260865652154846,0.3420344640178732,0.9376558741191978,0.9295769606489105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,274.0,268.0,281.1,274.0,268.0,281.1,0.5746907250849456,0.5687799770179912,0.5822196338380223,0.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,0.1592908453007864,0.0021350185381358022,0.11702240655222762,0.27168009985990427,0.6481037580282567,-0.033735448089117215,0.3996730792408113,0.17841392742619921,0.17504126452152957,0.477078996065719,,,,,
a_S2T1,ⓐ閒置,a_S2T1,"{""stop_line"": ""<stop_line>"", ""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}}",200,0.2926011498244776,-0.21761452819691413,1.344584629752798,合格（描述）,0.26968009635265333,0.3176073734274896,-0.26523143328659105,-0.20556378633786954,0,0,分不出（描述）,-0.09910677031829795,0.16579868182223834,885.0,878.9,894.0,296.0,290.0,300.0,1.0,1.0,1.0,5.30566364029399,5.281409424989191,5.327323821876351,8.892405061016454,8.744664484543161,9.073823753855743,1.520033445589921,1.3725323922618706,1.756999614103341,0.052020569606946294,0.05115628723457737,0.05308186896005621,0.041309566114544255,0.0386650151617821,0.04397090131653762,-0.02180630994847746,-0.022473888283367716,-0.019323660801640608,0.18093906986416386,0.17166865709036458,0.18923250079382498,0.00587405246680206,0.0030099276597046476,0.011888997576380067,0.5028248587570622,0.4971009065217055,0.510114637109019,0.515375874159892,0.5089867486269966,0.5214495470006026,0.13809983329652248,0.12468061517152183,0.15020063462825847,-0.02339179647908507,-0.029088120686531393,-0.016826124393804463,0.791344172729201,0.7594237532955697,0.8434417000719916,0.46812044638131595,0.456924944812362,0.47989243966398504,43.0,38.0,48.099999999999994,0.03365870483374499,0.01218325967312885,0.05744644823027442,-0.04592338184265607,-0.06842100812887375,-0.033371048635615796,0.5289820685599287,0.5263176334065623,0.5312636153810212,0.480068129971008,0.47820988244501045,0.48215373492152974,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,885.0,878.9,894.0,885.0,878.9,894.0,0.47101793144007137,0.4687363846189788,0.47368236659343765,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.28691408780581373,0.054328782234234985,-0.03499620039709178,0.42875095118586193,0.5393230110224321,-0.15377479784859144,0.5500914253206273,0.18714975860280147,0.6970747478066962,0.4925424514838964,,,,,
blk_S1,ⓒ跌停賣不掉,blk_S1,"{""stop_line"": ""<stop_line>"", ""stop_line_le"": true, ""stop_proceeds"": ""next"", ""stop_block"": ""<stop_block>""}",200,0.2974128273904858,-0.4011170360023709,0.7414614705836824,合格（描述）,0.2572494726307789,0.3340544928346803,-0.4355017164369963,-0.3476434735180904,0,103,分不出,-0.09524817183166279,-0.002072508931743988,174.0,166.9,185.0,0.0,0.0,0.0,0.6373626373626373,0.6231343283582089,0.6557971014492754,7.64613056636403,7.59031560743623,7.696541288370082,2.1829581461876693,2.0975400227252257,2.272934482625222,0.4258783260445349,0.3603728722090869,0.5119013409616501,0.012742143000830462,0.012204879317522349,0.013261066901810385,-0.11794207095665293,-0.11976307028997059,-0.11623352283020982,-0.10939035163338515,-0.11039782812533794,-0.10787356909944615,-0.0005237103159516272,-0.018067855845775905,0.020840459572838147,-0.07144216593365249,-0.0871366122486949,-0.06366047773202255,0.572289156626506,0.5442886544893234,0.5966092375366568,0.3554886211512718,0.3350093109869646,0.37919761802443364,,,,,,,,,,,,,4.0,3.0,6.0,-0.11089769058844925,-0.12092479792034459,-0.020953502353439846,-0.10335192411369065,-0.10504572959856245,-0.09713834759705964,0.302232868968344,0.2927953497262692,0.31206220702721876,0.14994385756731593,0.1375281150583589,0.1653008506198518,0.9413855723709762,0.9188108934841678,1.0,173.0,166.0,183.0,174.0,166.9,185.0,1.0,0.0,2.0,0.039077844025469266,0.0,0.08660027847873397,2.0,2.0,3.0,68.0,65.0,68.70000000000002,0.7715753490573929,0.7533754423924648,0.7924450132255367,0.7260807746181276,0.7048293207640209,0.7471754714547816,100.0,98.0,103.0,273.0,267.9,282.0,0.697767131031656,0.6879377929727813,0.7072046502737309,6.0,2.0,9.0,4.0,3.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,5.0,0.22640191631011686,0.022568519108372875,0.09353857365791762,0.35928813689126016,0.8477321126066476,-0.06450210223158659,0.5242393623987166,0.15181976049606927,0.20258405105390087,0.6505113593393498,,,,,
blk_S2,ⓒ跌停賣不掉,blk_S2,"{""stop_line"": ""<stop_line>"", ""stop_proceeds"": ""next"", ""stop_block"": ""<stop_block>""}",200,0.29737249980086544,-0.32239071284992554,0.922397848164112,合格（描述）,0.24805894973350945,0.3783603803950983,-0.4085680745583883,-0.2738366387091484,15,24,分不出,-0.09315185921673819,0.07227342322648847,885.5,877.0,894.1,0.0,0.0,0.0,1.0,1.0,1.0,5.307392996108949,5.283614353653264,5.3277129269347165,8.515161513970183,7.880328315646212,8.969665389760046,1.4790536294288232,1.1474622961991703,2.1021839486275833,0.04981369485672556,0.04609992064653032,0.052472542530096276,0.041548918097294135,0.03871561076224146,0.04428401102247407,-0.021818262748700468,-0.022493821170010087,-0.019249474023473583,0.1811107032242168,0.1716297417461417,0.19011614052545614,0.005308714340759191,0.0030099276597046476,0.013090293778655337,0.5027933100380639,0.4971681001847227,0.5095358425662156,0.5151522022561079,0.5079636869215457,0.5220938547226914,,,,,,,,,,,,,42.5,38.0,48.0,0.03515061321645539,0.012992833261158028,0.058091421337988794,-0.04508198585108103,-0.0582156918602726,-0.033371048635615796,0.4623674321848039,0.4567261904735902,0.4676140064214131,0.41129649300631627,0.38318798927818876,0.43354133017614066,1.0,1.0,1.0,875.5,867.0,884.1,885.5,877.0,894.1,10.0,10.0,10.0,1.0,0.9999999999999997,1.0000000000000004,3.0,3.0,3.0,20.700000000000045,20.0,21.0,0.768515094191184,0.6363191905595459,0.8675147558242303,0.9666142420486763,0.9397489597004539,0.9870238393547138,10.0,10.0,10.0,885.5,877.0,894.1,0.5376325678151961,0.5323859935785868,0.5432738095264098,5.0,4.0,5.0,4.0,2.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,4.0,0.2651763281288835,0.0008548365692945259,-0.07379525753957683,0.45368220144326643,0.7282236751954285,-0.1724628928266641,0.5397637029735513,0.11793172121254081,0.836211036225326,0.591724064291533,,,,,
blk_S1T1,ⓒ跌停賣不掉,blk_S1T1,"{""stop_line"": ""<stop_line>"", ""stop_line_le"": true, ""stop_proceeds"": ""next"", ""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}, ""trim_proceeds"": ""next"", ""stop_block"": ""<stop_block>""}",200,0.016701485997934418,-0.09847006110233206,0.16960978607069108,不合格（描述）,0.013121546957624219,0.020323011774501177,-0.11421674395187632,-0.08338335721987182,0,0,分不出,-0.3766802970686015,0.2928922224742283,174.0,166.9,185.0,136.0,133.9,139.1,0.966789667896679,0.9595588235294118,0.9736046922478977,7.64613056636403,7.59031560743623,7.696541288370082,0.26220426939979324,0.2344677951158834,0.28840545995337824,0.016554579996654877,0.015019952186115688,0.018056352335728144,0.0015338826766812435,0.001371617459854825,0.001686912653213603,-0.11794207095665293,-0.11976307028997059,-0.11623352283020982,-0.10939035163338515,-0.11039782812533794,-0.10787356909944615,-0.0005237103159516272,-0.018067855845775905,0.020840459572838147,-0.07144216593365249,-0.0871366122486949,-0.06366047773202255,0.572289156626506,0.5442886544893234,0.5966092375366568,0.3554886211512718,0.3350093109869646,0.37919761802443364,0.1879844598722642,0.16472872121134421,0.20923605977308987,0.04089225060477664,0.03198433388214295,0.04610948560023509,0.8391134058125067,0.7536497844860326,0.8634591074000537,0.5535741619470381,0.5289855072463768,0.5747399366802352,4.0,3.0,6.0,-0.11089769058844925,-0.12092479792034459,-0.020953502353439846,-0.10335192411369065,-0.10504572959856245,-0.09713834759705964,0.9418558247867317,0.9388787981582349,0.9443260676549505,0.9929926633611784,0.9899713463621774,0.9945157590449517,0.9999493606977741,0.9995967529092833,1.0,267.0,261.9,276.0,174.0,166.9,185.0,44.0,39.0,48.0,0.008896357099680594,0.005412670938221494,0.014533100027589127,124.0,108.0,140.1,304.5500000000002,244.34,334.82000000000005,0.011498778775701365,0.008348446997442693,0.01625372008085537,0.07614310376508453,0.06736373199973354,0.08464369549665293,6.0,6.0,6.0,273.0,267.9,282.0,0.058144175213268395,0.055673932345049366,0.06112120184176492,6.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11799518138587495,0.013286419953865258,0.006135551098773062,0.0079553621183166,0.009890349398001375,-0.00035455159761943467,0.002392146549999863,0.00098075540389031,0.0005918094543397867,0.0012184464500951675,,,,,
blk_S2T1,ⓒ跌停賣不掉,blk_S2T1,"{""stop_line"": ""<stop_line>"", ""stop_proceeds"": ""next"", ""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}, ""trim_proceeds"": ""next"", ""stop_block"": ""<stop_block>""}",200,0.0194757819154302,-0.04601655649287546,0.42323423132379645,不合格（描述）,0.01600394799873983,0.022771126867655655,-0.0518137195468791,-0.04234924144905908,0,0,分不出,-0.37445753987946506,0.3428696106936411,885.5,877.0,894.1,295.0,290.0,300.1,1.0,1.0,1.0,5.307392996108949,5.283614353653264,5.3277129269347165,0.705746214762514,0.6916315015135088,0.7204259151666086,0.04447756265215792,0.042941634411974565,0.04587986998140238,0.0041286153563607035,0.00404604428385402,0.004214491603724653,0.041548918097294135,0.03871561076224146,0.04428401102247407,-0.021818262748700468,-0.022493821170010087,-0.019249474023473583,0.1811107032242168,0.1716297417461417,0.19011614052545614,0.005308714340759191,0.0030099276597046476,0.013090293778655337,0.5027933100380639,0.4971681001847227,0.5095358425662156,0.5151522022561079,0.5079636869215457,0.5220938547226914,0.1389055731502194,0.1263283781034674,0.1518122020196252,-0.022582360657659617,-0.029470508426560182,-0.0165441632185247,0.7996831948606564,0.7517373037967081,0.8463965288758799,0.4690717997165801,0.4569330186301244,0.481368487131199,42.5,38.0,48.0,0.03515061321645539,0.012992833261158028,0.058091421337988794,-0.04508198585108103,-0.0582156918602726,-0.033371048635615796,0.9606432459326062,0.9594048869410063,0.9619502365731769,0.9826136948728856,0.9808442596337096,0.9843433774908319,1.0,1.0,1.0,881.5,873.0,890.1,885.5,877.0,894.1,299.0,294.0,304.1,0.5071130638600099,0.49071757746264233,0.5218079575022836,180.0,175.0,188.05,526.0,515.97,536.04,0.03171934643313742,0.02768023662919309,0.035379154823364595,0.07400503723561702,0.07251456347513718,0.07581478436299402,4.0,4.0,4.0,885.5,877.0,894.1,0.03935675406739382,0.03804976342682315,0.0405951130589938,5.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10339739858429609,0.009328717219322491,-0.003799299869628292,0.0235288007410398,0.02160930907794434,-0.005214651915584512,0.01310459046912471,0.004912234371853952,0.01150901377504121,0.008345009936815528,,,,,
D1_T1,ⓓD1,D1_T1,"{""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}, ""trim_proceeds"": ""next"", ""nx_order"": ""after""}",200,0.12652931781409704,-0.17001201125804616,0.7442375210893153,不合格（描述）,0.11662350304926117,0.13699698477213068,-0.18320248839474054,-0.15490830315829213,0,0,分不出（描述）,-0.2659742007365209,0.22232496248688383,0.0,0.0,0.0,111.0,108.0,113.0,0.6809815950920245,0.6625766871165644,0.6932515337423313,8.386078685689581,8.386078685689581,8.38651102464332,0.7285250587072964,0.709423090247787,0.7499773824069156,0.07722993485135173,0.07321405338602846,0.08191911320273759,0.00426187159343769,0.004150125077949554,0.004387367687080458,,,,,,,,,,,,,,,,,,,0.2054521817962992,0.1860193416985994,0.22390017640093254,0.05725186919171987,0.04957733885719817,0.08220677690883538,0.8531034850102159,0.7785783310136485,0.8676133756144582,0.5789473684210527,0.5596330275229358,0.5982142857142857,0.0,0.0,0.0,,,,,,,0.6803836844054174,0.6718511171236077,0.6886216590511354,0.692769772773056,0.6803331160306687,0.7069011617034823,1.0,1.0,1.0,56.0,53.0,57.0,0.0,0.0,0.0,55.0,53.0,57.0,0.8171980327611651,0.789205212055167,0.8407969589474434,506.0,466.0,542.0,972.4,910.0,981.4399999999999,0.30152576040003676,0.285014446445786,0.32384611911362504,0.298352000455275,0.28240386809948775,0.31096795212427586,107.0,106.0,110.0,163.0,163.0,163.0,0.3196163155945826,0.31137834094886474,0.3281488828763923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18103910328970874,-0.008425285997620935,0.09696816038833911,0.21791319138164633,0.4087009429687606,-0.03928175991198529,0.18737985777571942,0.01824042677318316,0.06798304484423978,0.11392454110791805,,,,,
D1_T2,ⓓD1,D1_T2,"{""trim_rule"": {""kind"": ""gain"", ""x"": 0.3, ""frac"": 0.5}, ""trim_proceeds"": ""next"", ""nx_order"": ""after""}",200,0.17717028897931775,-0.2330218054521183,0.7603163516631621,不合格（描述）,0.16104589257847232,0.19048390957233877,-0.2468340074208937,-0.21771737469779862,0,0,分不出（描述）,-0.21712739910375412,0.15979490874558913,0.0,0.0,0.0,87.0,84.0,90.0,0.5337423312883436,0.5153374233128835,0.5521472392638037,8.386078685689581,8.386078685689581,8.38651102464332,0.8526128632417413,0.8278019948845773,0.8753047466873515,0.11128732751992554,0.10153773923056515,0.1208283152882349,0.0049877852499641846,0.004842641670074779,0.005120532768121008,,,,,,,,,,,,,,,,,,,0.1663860155910567,0.1492543088649184,0.18462430569278374,0.03616788190096765,0.029126188833983324,0.058594827057784626,0.6907684051696544,0.6768331696937893,0.7274548008558553,0.5357142857142857,0.5160256410256411,0.5568181818181818,0.0,0.0,0.0,,,,,,,0.5795322930813289,0.5723043317158535,0.5886130668686473,0.5730576211837988,0.5593761556834688,0.5937625316188447,1.0,1.0,1.0,49.0,47.0,50.099999999999994,0.0,0.0,0.0,39.0,36.0,41.0,0.7367107981562884,0.7083717850877532,0.7626137699884288,451.5,405.55,497.0,855.5999999999999,836.2,880.6,0.34654499606439904,0.32655412975087394,0.364582963350243,0.3302213323653833,0.31187325057040055,0.3431499847162849,114.0,112.9,116.0,163.0,163.0,163.0,0.42046770691867114,0.4113869331313526,0.42769566828414657,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.22013478792412178,0.025884903725392316,0.11216338302573337,0.27275989121339617,0.5047816798768948,-0.031244296036810948,0.22050358103057222,0.06870971032325479,0.14235412982215723,0.1992618552357206,,,,,
D1_S1T1,ⓓD1,D1_S1T1,"{""stop_line"": ""<stop_line>"", ""stop_line_le"": true, ""stop_proceeds"": ""next"", ""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}, ""trim_proceeds"": ""next"", ""nx_order"": ""after""}",200,0.057237958735990246,-0.11911078118097101,0.4805438950906193,不合格（描述）,0.04641171768975318,0.07425208525682576,-0.13637320490609112,-0.09807565936738832,0,0,分不出（描述）,-0.33615997491366123,0.2762463580678436,175.0,167.0,184.0,136.5,133.0,139.0,0.9669117647058824,0.9590925484103645,0.9717414024784751,7.644401210549071,7.593947254647643,7.694422827496758,0.7014590917054945,0.675057955288411,0.7393570488460692,0.05344816660179843,0.0501938669646435,0.05653331345548319,0.0040982109866995915,0.003943946433325291,0.004325238735749505,-0.1170094333601843,-0.11854076301126787,-0.11557278702308622,-0.10948490463387012,-0.11013991707836557,-0.10766011852466094,0.00033306613749334356,-0.020502409012483413,0.02052359339980586,-0.07144216593365249,-0.0871366122486949,-0.06366047773202255,0.5706048521103356,0.5465116279069767,0.5978112740037167,0.3563218390804598,0.3352240985271711,0.3786090005844535,0.18933843289822316,0.16624447955632396,0.21378742944227877,0.04145455045953239,0.032211466555627455,0.04957733885719817,0.8385246442519485,0.7558158762402262,0.8634591074000537,0.5547445255474452,0.5321217652743477,0.5758460517584606,5.0,3.0,6.0,-0.11079155913300083,-0.12376952110620776,-0.033891111863455094,-0.10305715028936474,-0.10504572959856245,-0.09963917217840734,0.8334812419153159,0.8264263098938371,0.8415967386248862,0.8745366209590035,0.8590696911394999,0.885065182935341,0.9971634581805594,0.9863811740361568,1.0,195.0,188.0,203.1,175.0,167.0,184.0,116.0,112.0,120.0,0.89383804863771,0.8557711850291799,0.9326760738975519,393.0,353.45,423.55,856.7,799.3600000000001,893.0,0.1534226905859851,0.13972322674760465,0.16520099598122642,0.22979908729642812,0.22024699584364393,0.23851201757321663,79.0,77.0,82.0,274.0,268.0,281.1,0.16651875808468403,0.1584032613751139,0.17357369010616297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14667529452599826,-0.00983471516032347,0.02655775147414219,0.06914697726358021,0.18996082672519066,-0.019318235768558956,0.046437646507690444,0.013221689290534688,0.03434351739891184,0.051555251452030104,,,,,
D1_S2T1,ⓓD1,D1_S2T1,"{""stop_line"": ""<stop_line>"", ""stop_proceeds"": ""next"", ""trim_rule"": {""kind"": ""gain"", ""x"": 0.15, ""frac"": 0.5}, ""trim_proceeds"": ""next"", ""nx_order"": ""after""}",200,0.034743244534818585,-0.07753768464250878,0.44808204803901464,不合格（描述）,0.030508326660339247,0.04008183672196275,-0.08927590714209115,-0.06972360621283906,0,0,分不出（描述）,-0.3588370275401447,0.3126452455875467,885.0,878.9,894.0,296.0,290.0,300.0,1.0,1.0,1.0,5.30566364029399,5.281409424989191,5.327323821876351,1.2196586845568027,1.1899938801678338,1.2541110011158314,0.084446872568136,0.08266293000202414,0.08597635952283603,0.007135003304657309,0.006961464198981824,0.00733654935652761,0.041309566114544255,0.0386650151617821,0.04397090131653762,-0.02180630994847746,-0.022473888283367716,-0.019323660801640608,0.18093906986416386,0.17166865709036458,0.18923250079382498,0.00587405246680206,0.0030099276597046476,0.011888997576380067,0.5028248587570622,0.4971009065217055,0.510114637109019,0.515375874159892,0.5089867486269966,0.5214495470006026,0.13809983329652248,0.12468061517152183,0.15020063462825847,-0.02339179647908507,-0.029088120686531393,-0.016826124393804463,0.791344172729201,0.7594237532955697,0.8434417000719916,0.46812044638131595,0.456924944812362,0.47989243966398504,43.0,38.0,48.099999999999994,0.03365870483374499,0.01218325967312885,0.05744644823027442,-0.04592338184265607,-0.06842100812887375,-0.033371048635615796,0.9308851662547295,0.9297417545012869,0.9324808789204713,0.9634174587492101,0.9611578233949252,0.9653650480346228,1.0,1.0,1.0,875.0,868.9,884.0,885.0,878.9,894.0,306.0,300.0,310.0,1.0000000000000002,0.9999999999999989,1.0000000000000013,191.0,186.95,199.05,538.2,528.99,553.19,0.07403895648609926,0.06921051674821792,0.0778639256354018,0.1303917477408513,0.12831679035713792,0.13282988081752337,10.0,10.0,10.0,885.0,878.9,894.0,0.06911483374527058,0.06751912107952862,0.07025824549871316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1651112824248001,0.019834948004622155,-0.00674171481111302,0.047697494042792,0.04488888524032708,-0.010420108060457678,0.029301689007615983,0.010281915875855585,0.022409117197274897,0.01576683457903416,,,,,
