key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2009-08-05_0015,2009-08-05,0015,富邦,twse,6.52,6.77,6.52,6.60,182000,1207290,-0.1,,,22,,
2009-08-05_0050,2009-08-05,0050,元大台灣50,twse,48.62,48.96,47.81,48.05,7498857,362648816,-0.6,,,2093,,
2009-08-05_0051,2009-08-05,0051,元大中型100,twse,26.79,26.82,26.04,26.20,246010,6497017,-0.59,,,132,,
2009-08-05_0052,2009-08-05,0052,富邦科技,twse,29.82,30.49,29.80,29.80,24000,720800,0.27,,,20,,
2009-08-05_0053,2009-08-05,0053,元大電子,twse,22.08,22.31,21.91,21.91,143000,3165070,-0.09,,,68,,
2009-08-05_0054,2009-08-05,0054,元大台商50,twse,17.62,18.08,17.59,17.59,107010,1908601,-0.31,,,44,,
2009-08-05_0055,2009-08-05,0055,元大MSCI金融,twse,11.81,11.84,11.35,11.50,3562009,41123061,-0.37,,,819,,
2009-08-05_0056,2009-08-05,0056,元大高股息,twse,21.80,22.00,21.50,21.55,268000,5853100,-0.25,,,65,,
2009-08-05_0057,2009-08-05,0057,富邦摩台,twse,25.95,26.12,25.74,25.74,57000,1481500,-0.32,,,10,,
2009-08-05_0058,2009-08-05,0058,富邦發達,twse,26.80,27.33,26.80,27.00,93000,2525970,-0.02,,,24,,
2009-08-05_0059,2009-08-05,0059,富邦金融,twse,24.54,24.74,23.84,23.84,78000,1899260,-1.18,,,11,,
2009-08-05_0060,2009-08-05,0060,新台灣,twse,23.63,23.63,22.97,22.97,8000,185920,-0.31,,,5,,
2009-08-05_01001T,2009-08-05,01001T,土銀富邦R1,twse,10.67,10.67,10.59,10.59,414000,4392480,-0.07,,,50,,
2009-08-05_01002T,2009-08-05,01002T,土銀國泰R1,twse,10.31,10.32,10.30,10.31,2115000,21800130,0.0,,,50,,
2009-08-05_01003T,2009-08-05,01003T,兆豐新光R1,twse,9.32,9.32,9.29,9.29,99000,921400,-0.03,,,14,,
2009-08-05_01004T,2009-08-05,01004T,土銀富邦R2,twse,10.18,10.18,10.11,10.11,201000,2038550,-0.07,,,38,,
2009-08-05_01005T,2009-08-05,01005T,三鼎,twse,7.44,7.44,7.40,7.40,7000,51880,-0.04,,,4,,
2009-08-05_01006T,2009-08-05,01006T,基泰SR,tpex,6.89,6.89,6.88,6.88,13000,89560,-0.02,,247000000,4,,
2009-08-05_01007T,2009-08-05,01007T,兆豐國泰R2,twse,10.06,10.07,10.05,10.05,177000,1780400,-0.01,,,31,,
2009-08-05_01008T,2009-08-05,01008T,駿馬R1,twse,7.54,7.55,7.50,7.53,140000,1055710,-0.02,,,17,,
2009-08-05_1101,2009-08-05,1101,台泥,twse,36.40,37.50,35.95,36.75,33947233,1253191041,0.95,,,9850,,
2009-08-05_1102,2009-08-05,1102,亞泥,twse,36.00,36.50,35.30,35.30,27075715,973233127,-0.2,,,6030,,
2009-08-05_1103,2009-08-05,1103,嘉泥,twse,17.10,17.25,15.70,15.90,6594716,109083345,-0.9,,,1796,,
2009-08-05_1104,2009-08-05,1104,環泥,twse,17.00,17.10,16.20,16.75,5095480,85919463,-0.2,,,1391,,
2009-08-05_1107,2009-08-05,1107,建台,tpex,1.07,1.11,1.07,1.11,143000,156850,0.07,,314035300,16,,
2009-08-05_1108,2009-08-05,1108,幸福,twse,8.20,8.40,8.00,8.00,2911252,23892715,-0.14,,,840,,
2009-08-05_1109,2009-08-05,1109,信大,twse,9.60,9.66,9.52,9.52,331005,3177667,-0.06,,,100,,
2009-08-05_1110,2009-08-05,1110,東泥,twse,11.90,12.10,11.45,11.60,1709012,20214139,-0.2,,,422,,
2009-08-05_1201,2009-08-05,1201,味全,twse,40.80,41.35,40.10,40.30,6743526,274625790,-0.25,,,2673,,
2009-08-05_1203,2009-08-05,1203,味王,twse,26.20,26.40,25.55,25.80,1175040,30547430,-0.25,,,456,,
2009-08-05_1210,2009-08-05,1210,大成,twse,37.10,37.50,35.60,35.80,6582355,240389930,-1.25,,,2188,,
2009-08-05_1213,2009-08-05,1213,大飲,twse,10.15,10.15,9.41,9.44,362050,3535751,-0.56,,,139,,
2009-08-05_1215,2009-08-05,1215,卜蜂,twse,16.70,16.70,15.80,15.85,2712315,43980890,-0.65,,,753,,
2009-08-05_1216,2009-08-05,1216,統一,twse,34.50,34.50,33.60,33.60,15087101,512985479,-0.3,,,4251,,
2009-08-05_1217,2009-08-05,1217,愛之味,twse,14.00,14.20,13.35,13.45,9291621,127291147,-0.55,,,2407,,
2009-08-05_1218,2009-08-05,1218,泰山,twse,13.10,13.20,12.10,12.20,6867694,85721572,-0.8,,,1779,,
2009-08-05_1219,2009-08-05,1219,福壽,twse,11.70,11.75,11.20,11.20,1567274,17907788,-0.4,,,429,,
2009-08-05_1220,2009-08-05,1220,台榮,twse,6.86,7.17,6.72,7.10,1988453,14152622,0.39,,,278,,
2009-08-05_1225,2009-08-05,1225,福懋油,twse,12.50,12.55,11.90,11.95,1443000,17596650,-0.45,,,447,,
2009-08-05_1227,2009-08-05,1227,佳格,twse,30.80,30.95,29.60,29.60,3024002,91939310,-1.1,,,1059,,
2009-08-05_1229,2009-08-05,1229,聯華,twse,16.00,16.10,15.60,15.80,3246843,51366612,-0.2,,,823,,
2009-08-05_1231,2009-08-05,1231,聯華食,twse,13.75,13.75,13.40,13.50,515120,6971982,-0.15,,,134,,
2009-08-05_1232,2009-08-05,1232,大統益,twse,36.00,36.00,34.50,34.60,446733,15696321,-0.6,,,236,,
2009-08-05_1233,2009-08-05,1233,天仁,twse,33.50,35.00,33.50,33.90,135133,4584756,-0.25,,,80,,
2009-08-05_1234,2009-08-05,1234,黑松,twse,17.25,17.30,16.60,16.65,2764100,46727608,-0.45,,,637,,
2009-08-05_1235,2009-08-05,1235,興泰,twse,35.00,35.00,34.55,34.80,161145,5633458,-0.2,,,8,,
2009-08-05_1236,2009-08-05,1236,宏亞,twse,15.80,16.00,15.80,15.80,96011,1520372,0.0,,,42,,
2009-08-05_1301,2009-08-05,1301,台塑,twse,58.80,59.20,57.60,58.70,15989962,938747146,1.1,,,5274,,
2009-08-05_1303,2009-08-05,1303,南亞,twse,43.40,43.45,42.90,43.15,8387906,361979815,0.05,,,2585,,
2009-08-05_1304,2009-08-05,1304,台聚,twse,15.30,15.30,14.40,14.40,8140971,121072527,-0.65,,,1838,,
