key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2014-11-17_0050,2014-11-17,0050,元大台灣50,twse,66.05,66.10,64.80,65.10,17461938,1141481839,-0.6,,,1958,,
2014-11-17_0051,2014-11-17,0051,元大中型100,twse,29.30,29.30,29.00,29.00,35000,1017800,-0.23,,,17,,
2014-11-17_0052,2014-11-17,0052,富邦科技,twse,40.00,40.00,39.75,39.75,4000,159540,-0.15,,,3,,
2014-11-17_0053,2014-11-17,0053,元大電子,twse,28.90,28.90,28.60,28.67,34010,977139,-0.2,,,10,,
2014-11-17_0054,2014-11-17,0054,元大台商50,twse,22.58,22.58,22.45,22.45,4005,90183,-0.15,,,4,,
2014-11-17_0055,2014-11-17,0055,元大MSCI金融,twse,15.20,15.20,14.97,15.06,1187020,17854050,-0.07,,,118,,
2014-11-17_0056,2014-11-17,0056,元大高股息,twse,23.22,23.26,23.01,23.06,1576720,36409604,-0.1,,,545,,
2014-11-17_0057,2014-11-17,0057,富邦摩台,twse,40.33,40.33,39.63,39.85,155000,6183490,-0.28,,,10,,
2014-11-17_0058,2014-11-17,0058,富邦發達,twse,,,,,0,0,0.0,,,0,無成交,
2014-11-17_0059,2014-11-17,0059,富邦金融,twse,33.26,33.26,33.26,33.26,1000,33260,0.0,flat,,1,,
2014-11-17_0060,2014-11-17,0060,新台灣,twse,31.52,31.52,31.12,31.31,8005,250288,-0.32,,,9,,
2014-11-17_0061,2014-11-17,0061,元大寶滬深,twse,14.16,14.26,13.95,14.00,41803022,588778240,0.0,,,4769,,
2014-11-17_006201,2014-11-17,006201,寶富櫃,tpex,11.95,11.95,11.87,11.90,10000,119100,,,46446000,5,,
2014-11-17_006203,2014-11-17,006203,元大MSCI台灣,twse,31.93,31.93,31.86,31.86,2000,63790,-0.24,,,2,,
2014-11-17_006204,2014-11-17,006204,永豐臺灣加權,twse,45.01,45.01,44.48,44.55,37150,1655129,-0.33,,,11,,
2014-11-17_006205,2014-11-17,006205,富邦上証,twse,22.65,22.79,22.22,22.43,17736200,398115435,0.15,,,1900,,
2014-11-17_006206,2014-11-17,006206,元大上證50,twse,20.94,20.94,20.36,20.52,12204000,252326690,0.09,,,1427,,
2014-11-17_006207,2014-11-17,006207,復華滬深,twse,16.65,16.65,16.13,16.30,8352017,136342318,0.06,,,841,,
2014-11-17_006208,2014-11-17,006208,富邦台50,twse,36.75,36.75,36.75,36.75,1000,36750,-0.19,down,,1,,
2014-11-17_00631L,2014-11-17,00631L,元大台灣50正2,twse,20.51,20.60,19.93,20.06,6690000,134705980,-0.26,,,783,,
2014-11-17_00632R,2014-11-17,00632R,元大台灣50反1,twse,19.66,19.93,19.63,19.88,6541000,129418600,0.12,,,621,,
2014-11-17_0080,2014-11-17,0080,恒中國,twse,357.00,357.50,357.00,357.50,600,214300,0.0,,,3,,
