key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2004-11-04_0001,2004-11-04,0001,鴻運,twse,6.65,6.65,6.65,6.65,37000,246050,0.05,up,,10,,
2004-11-04_0015,2004-11-04,0015,富邦,twse,5.55,5.55,5.45,5.50,294000,1615450,-0.05,,,28,,
2004-11-04_0029,2004-11-04,0029,富邦店,twse,4.60,4.60,4.55,4.60,16000,73550,0.0,,,6,,
2004-11-04_0050,2004-11-04,0050,元大台灣50,twse,46.00,46.45,45.85,46.20,10320000,475852030,0.18,,,802,,
2004-11-04_1101,2004-11-04,1101,台泥,twse,18.60,18.60,18.20,18.40,6671030,122963410,-0.2,,,1353,,
2004-11-04_1101A,2004-11-04,1101A,台泥特,twse,27.10,27.50,27.10,27.50,21000,577100,-0.2,,,2,,
2004-11-04_1102,2004-11-04,1102,亞泥,twse,20.60,20.90,20.40,20.60,12866626,266418650,0.1,,,1608,,
2004-11-04_1103,2004-11-04,1103,嘉泥,twse,14.20,14.35,14.15,14.20,1290000,18368150,0.0,,,314,,
2004-11-04_1104,2004-11-04,1104,環泥,twse,12.00,12.05,11.90,11.90,674951,8071389,-0.05,,,219,,
2004-11-04_1107,2004-11-04,1107,建台,twse,0.83,0.83,0.73,0.76,290795,226281,-0.02,,,51,,
2004-11-04_1108,2004-11-04,1108,幸福,twse,9.40,9.50,9.25,9.40,672199,6285409,0.0,,,200,,
2004-11-04_1109,2004-11-04,1109,信大,twse,10.10,10.10,9.90,10.10,130031,1296508,0.1,,,67,,
2004-11-04_1110,2004-11-04,1110,東泥,twse,8.10,8.10,8.00,8.00,392999,3156692,-0.05,,,148,,
2004-11-04_1201,2004-11-04,1201,味全,twse,11.15,11.30,10.90,10.95,724224,8024922,-0.2,,,253,,
2004-11-04_1203,2004-11-04,1203,味王,twse,11.10,11.15,10.80,11.00,322000,3541950,-0.15,,,99,,
2004-11-04_1204,2004-11-04,1204,津津,twse,4.28,4.39,4.16,4.16,54000,229520,-0.12,,,18,,
2004-11-04_1210,2004-11-04,1210,大成,twse,7.80,7.85,7.75,7.80,265663,2072347,0.0,,,142,,
2004-11-04_1212,2004-11-04,1212,中日,twse,0.56,0.57,0.55,0.56,149901,84015,0.01,,,12,,
2004-11-04_1213,2004-11-04,1213,大飲,twse,11.20,11.60,11.20,11.60,11013,126245,0.25,,,13,,
2004-11-04_1215,2004-11-04,1215,卜蜂,twse,7.20,7.20,7.00,7.05,415050,2938155,-0.1,,,122,,
2004-11-04_1216,2004-11-04,1216,統一,twse,15.50,15.60,15.30,15.30,3845834,59381472,-0.4,,,893,,
2004-11-04_1217,2004-11-04,1217,愛之味,twse,6.85,6.90,6.75,6.85,259883,1771259,0.0,,,136,,
2004-11-04_1218,2004-11-04,1218,泰山,twse,6.70,6.75,6.65,6.70,487630,3262059,0.05,,,168,,
2004-11-04_1219,2004-11-04,1219,福壽,twse,5.75,5.80,5.70,5.75,257000,1469950,0.0,,,93,,
2004-11-04_1220,2004-11-04,1220,台榮,twse,4.33,4.53,4.33,4.47,51112,225463,0.03,,,29,,
2004-11-04_1225,2004-11-04,1225,福懋油,twse,4.34,4.42,4.33,4.37,226001,989584,0.04,,,74,,
2004-11-04_1227,2004-11-04,1227,佳格,twse,11.35,11.50,11.35,11.40,714436,8147201,0.05,,,154,,
2004-11-04_1229,2004-11-04,1229,聯華,twse,10.90,11.10,10.90,10.90,1326471,14584953,0.0,,,302,,
2004-11-04_1231,2004-11-04,1231,聯華食,twse,9.10,9.15,9.05,9.05,90000,818200,-0.05,,,44,,
2004-11-04_1232,2004-11-04,1232,大統益,twse,17.00,17.10,16.80,16.80,64100,1088181,-0.1,,,40,,
2004-11-04_1233,2004-11-04,1233,天仁,twse,21.00,21.20,21.00,21.00,16000,337100,0.0,,,9,,
2004-11-04_1234,2004-11-04,1234,黑松,twse,9.85,9.95,9.85,9.90,124000,1227200,-0.05,,,64,,
2004-11-04_1235,2004-11-04,1235,興泰,twse,15.50,15.70,15.50,15.60,38000,593900,0.0,,,10,,
2004-11-04_1236,2004-11-04,1236,宏亞,twse,17.00,17.00,16.80,16.80,18120,306204,0.0,,,14,,
2004-11-04_1301,2004-11-04,1301,台塑,twse,50.50,51.00,50.00,50.50,15575371,784410642,0.0,,,2812,,
2004-11-04_1303,2004-11-04,1303,南亞,twse,47.30,47.50,47.00,47.50,5558493,262636390,0.0,,,1392,,
2004-11-04_1304,2004-11-04,1304,台聚,twse,11.90,12.20,11.90,11.90,6697417,80670087,0.0,,,1530,,
2004-11-04_1305,2004-11-04,1305,華夏,twse,13.90,14.20,13.70,13.85,8762533,122295415,0.2,,,1725,,
2004-11-04_1306,2004-11-04,1306,合發,twse,10.45,10.50,10.25,10.45,155010,1614602,0.15,,,63,,
2004-11-04_1307,2004-11-04,1307,三芳,twse,21.60,22.30,21.10,21.10,73900,1585209,-0.8,,,62,,
2004-11-04_1308,2004-11-04,1308,亞聚,twse,17.30,17.60,17.20,17.20,1818268,31605212,0.0,,,591,,
2004-11-04_1309,2004-11-04,1309,台達化,twse,11.60,11.95,11.60,11.85,3151749,37154205,0.35,,,842,,
2004-11-04_1310,2004-11-04,1310,台苯,twse,23.90,24.30,23.90,23.90,3752966,90302628,0.1,,,1133,,
2004-11-04_1311,2004-11-04,1311,福聚,twse,28.90,29.30,28.70,29.00,4561206,132562261,0.1,,,987,,
2004-11-04_1312,2004-11-04,1312,國喬,twse,13.30,13.60,13.30,13.45,5160269,69333250,0.2,,,1198,,
2004-11-04_1312A,2004-11-04,1312A,國喬特,twse,12.75,12.85,12.75,12.80,4000,51200,0.0,,,4,,
2004-11-04_1313,2004-11-04,1313,聯成,twse,12.85,13.25,12.70,13.10,12253252,159397171,0.4,,,2426,,
2004-11-04_1314,2004-11-04,1314,中石化,twse,6.40,6.70,6.35,6.50,22322457,146722429,0.15,,,3073,,
2004-11-04_1315,2004-11-04,1315,達新,twse,9.15,9.20,9.00,9.20,174010,1580541,0.05,,,72,,
2004-11-04_1316,2004-11-04,1316,上曜,twse,3.38,3.44,3.30,3.39,222000,746820,0.01,,,58,,
2004-11-04_1319,2004-11-04,1319,東陽,twse,46.20,49.00,46.00,48.80,1584002,75890057,2.8,,,868,,
2004-11-04_1321,2004-11-04,1321,大洋,twse,15.70,15.80,15.30,15.50,165000,2565500,-0.1,,,77,,
2004-11-04_1323,2004-11-04,1323,永裕,twse,9.20,9.40,9.00,9.40,27038,251897,0.2,,,21,,
2004-11-04_1324,2004-11-04,1324,地球,twse,9.40,9.40,9.30,9.30,31009,289429,-0.1,,,20,,
2004-11-04_1325,2004-11-04,1325,恆大,twse,7.00,7.15,7.00,7.00,36010,253821,-0.15,,,14,,
2004-11-04_1326,2004-11-04,1326,台化,twse,58.50,58.50,57.50,57.50,6292827,364118498,-1.0,,,1573,,
2004-11-04_1402,2004-11-04,1402,遠東新,twse,23.80,24.40,23.80,23.80,34672500,834650340,0.2,,,5649,,
2004-11-04_1408,2004-11-04,1408,中紡,twse,0.87,0.95,0.87,0.94,364143,335867,0.05,,,86,,
2004-11-04_1409,2004-11-04,1409,新纖,twse,8.95,9.25,8.90,9.05,12584910,113897981,0.1,,,1260,,
2004-11-04_1410,2004-11-04,1410,南染,twse,6.35,6.40,6.25,6.25,82000,519900,-0.1,,,17,,
2004-11-04_1413,2004-11-04,1413,宏洲,twse,4.36,4.36,4.24,4.35,292678,1263167,0.0,,,115,,
2004-11-04_1414,2004-11-04,1414,東和,twse,5.05,5.30,5.05,5.20,375000,1932250,0.15,,,116,,
2004-11-04_1416,2004-11-04,1416,廣豐,twse,3.70,3.75,3.68,3.70,1519000,5646210,0.0,,,252,,
2004-11-04_1417,2004-11-04,1417,嘉裕,twse,5.45,5.55,5.45,5.50,712761,3909395,0.05,,,172,,
2004-11-04_1418,2004-11-04,1418,東華,twse,4.64,4.73,4.60,4.66,346000,1606070,0.04,,,144,,
2004-11-04_1419,2004-11-04,1419,新紡,twse,12.60,12.60,12.40,12.45,624000,7801450,-0.1,,,169,,
2004-11-04_1423,2004-11-04,1423,利華,twse,5.50,5.55,5.45,5.50,281013,1546070,0.0,,,79,,
2004-11-04_1432,2004-11-04,1432,大魯閣,twse,6.30,6.30,6.05,6.10,37283,228426,-0.4,,,31,,
2004-11-04_1434,2004-11-04,1434,福懋,twse,14.90,15.00,14.75,14.75,8761602,130876553,-0.2,,,747,,
2004-11-04_1435,2004-11-04,1435,中福,twse,5.50,5.50,5.20,5.40,187000,991200,-0.15,,,50,,
2004-11-04_1436,2004-11-04,1436,華友聯,twse,6.90,6.90,6.75,6.90,112000,766100,-0.05,,,65,,
2004-11-04_1437,2004-11-04,1437,勤益控,twse,11.55,11.55,11.35,11.50,119010,1365564,-0.05,,,38,,
2004-11-04_1438,2004-11-04,1438,三地開發,twse,,,,,0,0,0.0,,,0,無成交,
2004-11-04_1439,2004-11-04,1439,雋揚,twse,10.40,10.40,10.05,10.05,27000,272500,-0.25,,,21,,
2004-11-04_1440,2004-11-04,1440,南紡,twse,9.35,9.40,9.20,9.20,2431147,22613997,-0.05,,,429,,
2004-11-04_1441,2004-11-04,1441,大東,twse,3.45,3.54,3.38,3.38,88000,302730,-0.07,,,28,,
2004-11-04_1442,2004-11-04,1442,名軒,twse,11.80,11.90,11.75,11.90,218000,2581136,0.15,,,53,,
2004-11-04_1443,2004-11-04,1443,立益物流,twse,3.65,3.73,3.60,3.71,391000,1442980,0.03,,,102,,
2004-11-04_1444,2004-11-04,1444,力麗,twse,6.20,6.35,6.20,6.20,3186351,19889669,0.0,,,500,,
2004-11-04_1445,2004-11-04,1445,大宇,twse,4.82,4.82,4.70,4.80,114614,542484,-0.09,,,16,,
2004-11-04_1446,2004-11-04,1446,宏和,twse,5.15,5.20,4.95,5.15,406623,2060269,-0.05,,,108,,
2004-11-04_1447,2004-11-04,1447,力鵬,twse,8.45,8.85,8.40,8.70,7809000,67738500,0.35,,,1300,,
2004-11-04_1449,2004-11-04,1449,佳和,twse,3.19,3.20,3.11,3.13,488871,1542120,-0.03,,,144,,
2004-11-04_1450,2004-11-04,1450,新藝,twse,0.53,0.57,0.52,0.55,245000,132510,0.0,,,14,,
2004-11-04_1451,2004-11-04,1451,年興,twse,30.30,30.50,29.90,30.50,1060500,31984624,0.5,,,332,,
2004-11-04_1452,2004-11-04,1452,宏益,twse,6.95,7.15,6.95,7.05,426538,3013728,0.0,,,114,,
2004-11-04_1453,2004-11-04,1453,大將,twse,4.16,4.24,4.11,4.12,87000,362190,-0.04,,,39,,
