key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2009-07-23_0015,2009-07-23,0015,富邦,twse,6.70,6.73,6.70,6.73,425000,2857840,0.0,,,20,,
2009-07-23_0050,2009-07-23,0050,元大台灣50,twse,48.48,48.80,48.00,48.51,8035038,390105030,0.03,,,1652,,
2009-07-23_0051,2009-07-23,0051,元大中型100,twse,26.85,27.12,26.70,26.77,336300,9070645,-0.08,,,112,,
2009-07-23_0052,2009-07-23,0052,富邦科技,twse,30.72,30.72,30.72,30.72,2000,61440,-0.01,down,,1,,
2009-07-23_0053,2009-07-23,0053,元大電子,twse,22.05,22.38,22.05,22.27,155000,3458360,0.02,,,42,,
2009-07-23_0054,2009-07-23,0054,元大台商50,twse,17.76,17.82,17.51,17.82,154010,2732690,0.0,,,37,,
2009-07-23_0055,2009-07-23,0055,元大MSCI金融,twse,12.03,12.10,11.83,11.95,3704110,44303812,-0.13,,,663,,
2009-07-23_0056,2009-07-23,0056,元大高股息,twse,21.56,21.67,21.39,21.53,224000,4840640,-0.03,,,51,,
2009-07-23_0057,2009-07-23,0057,富邦摩台,twse,26.10,26.15,25.87,26.10,59000,1535820,0.05,,,13,,
2009-07-23_0058,2009-07-23,0058,富邦發達,twse,26.50,26.95,26.50,26.50,60000,1602390,-0.4,,,20,,
2009-07-23_0059,2009-07-23,0059,富邦金融,twse,24.62,24.83,24.62,24.80,29000,718460,-0.13,,,4,,
2009-07-23_0060,2009-07-23,0060,新台灣,twse,23.20,23.46,23.15,23.41,20000,464480,-0.14,,,10,,
2009-07-23_01001T,2009-07-23,01001T,土銀富邦R1,twse,10.51,10.70,10.51,10.70,55000,582070,0.2,,,18,,
2009-07-23_01002T,2009-07-23,01002T,土銀國泰R1,twse,10.35,10.36,10.34,10.34,263000,2722100,-0.01,,,21,,
2009-07-23_01003T,2009-07-23,01003T,兆豐新光R1,twse,9.32,9.32,9.31,9.32,373000,3475160,-0.03,,,15,,
2009-07-23_01004T,2009-07-23,01004T,土銀富邦R2,twse,10.12,10.13,10.12,10.13,168000,1701180,0.0,,,17,,
2009-07-23_01005T,2009-07-23,01005T,三鼎,twse,7.38,7.38,7.33,7.34,31000,227530,-0.04,,,9,,
2009-07-23_01006T,2009-07-23,01006T,基泰SR,tpex,6.90,7.14,6.88,7.09,54000,375400,0.10,,247000000,12,,
2009-07-23_01007T,2009-07-23,01007T,兆豐國泰R2,twse,10.03,10.04,10.03,10.04,142000,1424980,0.01,,,19,,
2009-07-23_01008T,2009-07-23,01008T,駿馬R1,twse,7.66,7.66,7.60,7.65,365000,2782740,0.0,,,25,,
2009-07-23_1101,2009-07-23,1101,台泥,twse,33.40,35.00,33.20,34.90,48187427,1655411471,1.85,,,14530,,
2009-07-23_1102,2009-07-23,1102,亞泥,twse,34.20,35.10,33.95,34.60,35330594,1221886332,0.35,,,7683,,
2009-07-23_1103,2009-07-23,1103,嘉泥,twse,15.85,16.25,15.80,15.90,2941197,47234915,0.05,,,740,,
2009-07-23_1104,2009-07-23,1104,環泥,twse,14.75,15.10,14.75,14.95,1281140,19129470,0.2,,,348,,
2009-07-23_1107,2009-07-23,1107,建台,tpex,1.13,1.19,1.10,1.12,154000,172580,0.00,,314035300,15,,
2009-07-23_1108,2009-07-23,1108,幸福,twse,7.22,7.33,7.15,7.20,1122814,8136029,0.01,,,267,,
2009-07-23_1109,2009-07-23,1109,信大,twse,9.39,9.42,9.36,9.41,111000,1042150,0.02,,,33,,
2009-07-23_1110,2009-07-23,1110,東泥,twse,11.90,12.10,11.80,11.80,1197525,14317142,-0.15,,,304,,
2009-07-23_1201,2009-07-23,1201,味全,twse,42.60,43.00,42.00,42.00,4657059,197307859,-0.5,,,1828,,
2009-07-23_1203,2009-07-23,1203,味王,twse,25.60,25.85,25.40,25.50,936501,23919374,0.0,,,323,,
2009-07-23_1210,2009-07-23,1210,大成,twse,35.50,35.70,34.90,35.00,6571462,231603857,-0.7,,,2148,,
2009-07-23_1213,2009-07-23,1213,大飲,twse,9.20,9.20,9.10,9.11,28000,255670,-0.13,,,14,,
2009-07-23_1215,2009-07-23,1215,卜蜂,twse,15.90,16.00,15.80,15.95,1571039,24998314,0.05,,,442,,
2009-07-23_1216,2009-07-23,1216,統一,twse,34.55,34.70,34.10,34.35,8724417,300154334,-0.35,,,3181,,
2009-07-23_1217,2009-07-23,1217,愛之味,twse,13.90,14.00,13.50,13.55,12284057,168757158,-0.35,,,3196,,
2009-07-23_1218,2009-07-23,1218,泰山,twse,12.10,12.20,12.00,12.00,2995902,36192924,-0.1,,,782,,
2009-07-23_1219,2009-07-23,1219,福壽,twse,11.40,11.55,11.30,11.40,1407272,16078272,0.0,,,297,,
2009-07-23_1220,2009-07-23,1220,台榮,twse,6.20,6.25,6.20,6.20,59000,366790,0.0,,,22,,
2009-07-23_1225,2009-07-23,1225,福懋油,twse,12.45,12.55,12.30,12.30,1842000,22775950,-0.15,,,445,,
2009-07-23_1227,2009-07-23,1227,佳格,twse,30.30,30.80,30.30,30.35,1012080,30852710,-0.2,,,333,,
2009-07-23_1229,2009-07-23,1229,聯華,twse,15.40,15.40,15.25,15.25,2026947,31079735,0.0,,,539,,
2009-07-23_1231,2009-07-23,1231,聯華食,twse,13.00,13.05,12.95,12.95,190000,2467350,0.0,,,57,,
2009-07-23_1232,2009-07-23,1232,大統益,twse,34.45,34.45,34.10,34.40,333300,11418310,-0.05,,,222,,
2009-07-23_1233,2009-07-23,1233,天仁,twse,34.50,34.60,33.65,34.30,272360,9333840,-0.2,,,93,,
2009-07-23_1234,2009-07-23,1234,黑松,twse,16.85,17.00,16.75,16.80,1653071,27842942,-0.05,,,423,,
2009-07-23_1235,2009-07-23,1235,興泰,twse,34.50,34.50,33.90,34.45,134140,4611761,-0.1,,,16,,
2009-07-23_1236,2009-07-23,1236,宏亞,twse,15.70,15.80,15.55,15.55,190200,2981779,-0.15,,,40,,
2009-07-23_1301,2009-07-23,1301,台塑,twse,56.50,56.70,56.00,56.30,4927676,277251156,-0.2,,,1955,,
2009-07-23_1303,2009-07-23,1303,南亞,twse,43.00,43.00,42.55,42.75,5244893,224598352,-0.25,,,1862,,
2009-07-23_1304,2009-07-23,1304,台聚,twse,14.90,15.20,14.85,14.95,8432238,126872139,0.1,,,2082,,
2009-07-23_1305,2009-07-23,1305,華夏,twse,12.00,12.05,11.75,11.75,4397200,52318189,-0.15,,,918,,
2009-07-23_1307,2009-07-23,1307,三芳,twse,29.60,29.80,29.15,29.70,585733,17317591,-0.2,,,171,,
2009-07-23_1308,2009-07-23,1308,亞聚,twse,20.05,20.10,19.80,20.00,3064404,61228949,0.0,,,903,,
2009-07-23_1309,2009-07-23,1309,台達化,twse,9.36,9.45,9.18,9.30,2761749,25789752,-0.06,,,639,,
2009-07-23_1310,2009-07-23,1310,台苯,twse,12.30,12.40,12.20,12.20,3648844,44765240,-0.05,,,765,,
2009-07-23_1312,2009-07-23,1312,國喬,twse,12.45,12.70,12.20,12.50,39624170,495631597,0.05,,,6631,,
2009-07-23_1312A,2009-07-23,1312A,國喬特,twse,15.20,15.20,15.20,15.20,5000,76000,-0.25,down,,3,,
2009-07-23_1313,2009-07-23,1313,聯成,twse,14.30,14.75,14.15,14.70,11742906,170358583,0.55,,,2235,,
2009-07-23_1314,2009-07-23,1314,中石化,twse,10.80,10.85,10.45,10.45,50659336,537898502,-0.45,,,7230,,
2009-07-23_1315,2009-07-23,1315,達新,twse,22.15,22.20,21.40,22.05,352470,7695992,0.3,,,107,,
2009-07-23_1316,2009-07-23,1316,上曜,twse,6.17,6.35,6.15,6.30,144000,900610,0.13,,,47,,
2009-07-23_1319,2009-07-23,1319,東陽,twse,36.10,36.30,34.50,34.65,4368161,154327751,-1.15,,,1735,,
2009-07-23_1321,2009-07-23,1321,大洋,twse,25.60,27.10,25.35,27.05,2676000,71102750,1.45,,,906,,
2009-07-23_1323,2009-07-23,1323,永裕,twse,11.05,11.20,10.95,11.20,94150,1040050,0.15,,,37,,
2009-07-23_1324,2009-07-23,1324,地球,twse,13.00,13.10,12.65,13.00,380880,4919420,0.2,,,126,,
2009-07-23_1325,2009-07-23,1325,恆大,twse,22.10,22.95,22.10,22.70,1170000,26369100,0.3,,,550,,
2009-07-23_1326,2009-07-23,1326,台化,twse,49.50,50.00,49.10,49.95,6018737,298411835,0.0,,,1678,,
2009-07-23_1333,2009-07-23,1333,恩得利,tpex,4.03,4.09,4.03,4.08,121000,489510,0.00,,102525625,36,,
2009-07-23_1336,2009-07-23,1336,台翰,tpex,17.05,17.30,16.75,17.10,77000,1308700,-0.10,,66253230,39,,
2009-07-23_1402,2009-07-23,1402,遠東新,twse,38.55,39.30,38.30,38.50,10024049,390003252,0.0,,,3405,,
2009-07-23_1409,2009-07-23,1409,新纖,twse,8.75,8.88,8.71,8.73,7552172,66439624,0.02,,,1275,,
2009-07-23_1410,2009-07-23,1410,南染,twse,13.90,14.20,13.90,14.05,724918,10187659,0.25,,,176,,
2009-07-23_1413,2009-07-23,1413,宏洲,twse,2.01,2.03,1.99,2.01,517960,1037270,0.0,,,89,,
2009-07-23_1414,2009-07-23,1414,東和,twse,4.87,4.94,4.84,4.85,858998,4195887,-0.02,,,205,,
2009-07-23_1416,2009-07-23,1416,廣豐,twse,7.00,7.07,6.89,6.89,2179464,15233959,-0.02,,,455,,
2009-07-23_1417,2009-07-23,1417,嘉裕,twse,6.16,6.29,6.16,6.20,3303859,20594526,0.05,,,656,,
2009-07-23_1418,2009-07-23,1418,東華,twse,4.50,4.51,4.44,4.48,128009,571438,-0.03,,,40,,
2009-07-23_1419,2009-07-23,1419,新紡,twse,42.95,43.50,41.35,41.35,10801227,460036217,0.0,,,3793,,
2009-07-23_1423,2009-07-23,1423,利華,twse,5.58,5.64,5.50,5.50,267135,1487178,-0.02,,,74,,
2009-07-23_1432,2009-07-23,1432,大魯閣,twse,6.01,6.89,6.00,6.89,16297,100303,0.44,,,9,,
2009-07-23_1434,2009-07-23,1434,福懋,twse,22.30,22.30,22.00,22.20,761743,16879946,0.0,,,347,,
2009-07-23_1435,2009-07-23,1435,中福,twse,3.02,3.12,2.95,3.05,438407,1346981,0.0,,,65,,
2009-07-23_1436,2009-07-23,1436,華友聯,twse,8.17,8.17,8.06,8.06,120155,974155,-0.11,,,56,,
2009-07-23_1437,2009-07-23,1437,勤益控,twse,22.90,22.90,20.85,21.00,14829216,328676486,-0.6,,,3431,,
