key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2006-10-24_0015,2006-10-24,0015,富邦,twse,9.03,9.10,9.03,9.05,153000,1384420,0.02,,,19,,
2006-10-24_0050,2006-10-24,0050,元大台灣50,twse,57.35,57.65,56.45,57.50,3987000,228470650,0.5,,,573,,
2006-10-24_0051,2006-10-24,0051,元大中型100,twse,28.80,28.93,28.80,28.82,2445000,70527510,0.1,,,271,,
2006-10-24_0052,2006-10-24,0052,富邦科技,twse,35.42,35.75,35.32,35.57,1958000,69630770,0.31,,,213,,
2006-10-24_01001T,2006-10-24,01001T,土銀富邦R1,twse,10.82,10.86,10.82,10.86,404000,4383690,0.05,,,22,,
2006-10-24_01002T,2006-10-24,01002T,土銀國泰R1,twse,10.43,10.45,10.40,10.44,30049000,313396130,0.01,,,227,,
2006-10-24_01003T,2006-10-24,01003T,兆豐新光R1,twse,10.32,10.33,10.31,10.31,1440000,14864110,0.01,,,36,,
2006-10-24_01004T,2006-10-24,01004T,土銀富邦R2,twse,10.56,10.58,10.56,10.57,677000,7155920,0.01,,,28,,
2006-10-24_01005T,2006-10-24,01005T,三鼎,twse,9.85,9.87,9.85,9.86,1200000,11836900,-0.01,,,27,,
2006-10-24_01007T,2006-10-24,01007T,兆豐國泰R2,twse,10.30,10.32,10.29,10.32,3896000,40158750,0.02,,,143,,
2006-10-24_1101,2006-10-24,1101,台泥,twse,27.15,27.35,27.05,27.25,4922302,133863082,0.05,,,1620,,
2006-10-24_1102,2006-10-24,1102,亞泥,twse,28.10,28.60,28.00,28.45,5537864,157573785,0.35,,,1425,,
2006-10-24_1103,2006-10-24,1103,嘉泥,twse,18.90,19.45,18.65,19.15,9670925,184767100,0.45,,,1885,,
2006-10-24_1104,2006-10-24,1104,環泥,twse,12.80,12.90,12.65,12.75,3987799,50963865,0.05,,,621,,
2006-10-24_1107,2006-10-24,1107,建台,twse,1.16,1.32,1.16,1.32,1652479,2033018,0.08,,,185,,
2006-10-24_1108,2006-10-24,1108,幸福,twse,9.15,9.30,9.12,9.15,1006997,9253741,0.0,,,183,,
2006-10-24_1109,2006-10-24,1109,信大,twse,11.80,12.00,11.75,11.80,1716983,20333248,0.0,,,276,,
2006-10-24_1110,2006-10-24,1110,東泥,twse,7.65,7.88,7.63,7.82,6176544,48073137,0.19,,,577,,
2006-10-24_1201,2006-10-24,1201,味全,twse,14.30,14.35,14.10,14.20,4338126,61799682,-0.05,,,907,,
2006-10-24_1203,2006-10-24,1203,味王,twse,11.70,11.80,11.55,11.65,204810,2383593,0.15,,,107,,
2006-10-24_1207,2006-10-24,1207,嘉食化,twse,1.72,1.74,1.71,1.74,553584,953793,0.02,,,129,,
2006-10-24_1210,2006-10-24,1210,大成,twse,16.20,16.20,15.75,15.95,2303755,36656145,-0.1,,,554,,
2006-10-24_1213,2006-10-24,1213,大飲,twse,14.70,15.55,14.70,15.20,651613,10013995,0.5,,,88,,
2006-10-24_1215,2006-10-24,1215,卜蜂,twse,6.91,7.10,6.91,7.00,2350946,16478972,0.14,,,404,,
2006-10-24_1216,2006-10-24,1216,統一,twse,29.30,29.90,29.20,29.90,9723282,287201517,0.65,,,2888,,
2006-10-24_1217,2006-10-24,1217,愛之味,twse,7.64,7.68,7.42,7.50,3017408,22776821,0.0,,,595,,
2006-10-24_1218,2006-10-24,1218,泰山,twse,6.95,7.15,6.77,7.15,5156025,36415963,0.46,,,649,,
2006-10-24_1219,2006-10-24,1219,福壽,twse,5.92,6.06,5.89,5.96,1181334,7050730,0.16,,,215,,
2006-10-24_1220,2006-10-24,1220,台榮,twse,7.88,8.02,7.87,7.95,267678,2130923,0.1,,,80,,
2006-10-24_1225,2006-10-24,1225,福懋油,twse,5.35,5.49,5.35,5.48,675549,3680320,0.13,,,110,,
2006-10-24_1227,2006-10-24,1227,佳格,twse,14.60,14.60,14.55,14.55,74629,1087601,0.0,,,27,,
2006-10-24_1229,2006-10-24,1229,聯華,twse,16.90,16.95,16.35,16.40,7733978,128523861,-0.3,,,1460,,
2006-10-24_1231,2006-10-24,1231,聯華食,twse,9.16,9.16,9.03,9.09,165000,1499880,-0.02,,,62,,
2006-10-24_1232,2006-10-24,1232,大統益,twse,18.05,18.05,18.00,18.00,51500,929547,-0.05,,,24,,
2006-10-24_1233,2006-10-24,1233,天仁,twse,28.60,28.80,28.50,28.50,85163,2432145,0.0,,,45,,
2006-10-24_1234,2006-10-24,1234,黑松,twse,13.75,14.20,13.70,14.05,9187425,128405300,0.5,,,1472,,
2006-10-24_1235,2006-10-24,1235,興泰,twse,15.00,15.00,15.00,15.00,5021,75315,0.0,flat,,5,,
2006-10-24_1236,2006-10-24,1236,宏亞,twse,15.90,16.05,15.90,16.05,72160,1150942,0.05,,,29,,
2006-10-24_1301,2006-10-24,1301,台塑,twse,47.60,48.60,47.60,48.35,14239557,685477379,1.1,,,4263,,
2006-10-24_1303,2006-10-24,1303,南亞,twse,47.70,48.20,47.60,48.10,10660030,511121457,0.65,,,2912,,
2006-10-24_1304,2006-10-24,1304,台聚,twse,8.76,9.18,8.72,9.06,16619647,149114663,0.41,,,2815,,
2006-10-24_1305,2006-10-24,1305,華夏,twse,7.71,8.24,7.60,8.23,14833057,120259653,0.52,,,2591,,
2006-10-24_1307,2006-10-24,1307,三芳,twse,19.00,19.35,18.90,19.30,83301,1592330,0.3,,,47,,
2006-10-24_1308,2006-10-24,1308,亞聚,twse,13.00,13.55,12.95,13.25,5917899,78450213,0.4,,,1219,,
2006-10-24_1309,2006-10-24,1309,台達化,twse,7.69,8.21,7.69,8.21,5390008,43552149,0.53,,,981,,
2006-10-24_1310,2006-10-24,1310,台苯,twse,14.50,15.15,14.45,14.85,27033260,398843154,0.35,,,4654,,
2006-10-24_1311,2006-10-24,1311,福聚,twse,23.60,24.30,23.40,24.00,6083717,145561949,0.7,,,1622,,
2006-10-24_1312,2006-10-24,1312,國喬,twse,9.95,10.55,9.95,10.55,30267692,312855497,0.68,,,4630,,
2006-10-24_1312A,2006-10-24,1312A,國喬特,twse,12.90,13.15,12.90,13.10,139000,1808200,0.35,,,33,,
2006-10-24_1313,2006-10-24,1313,聯成,twse,13.10,13.45,13.10,13.30,21516142,286085346,0.4,,,3777,,
2006-10-24_1314,2006-10-24,1314,中石化,twse,8.31,8.53,8.31,8.36,28598250,240949657,0.06,,,3800,,
2006-10-24_1315,2006-10-24,1315,達新,twse,18.15,18.20,17.75,18.05,641368,11530717,0.05,,,180,,
2006-10-24_1316,2006-10-24,1316,上曜,twse,6.05,6.05,5.70,5.82,2493998,14753496,0.13,,,447,,
2006-10-24_1319,2006-10-24,1319,東陽,twse,25.65,26.25,25.65,25.70,1909883,49579674,0.25,,,741,,
2006-10-24_1321,2006-10-24,1321,大洋,twse,15.25,15.85,15.25,15.65,4277144,67412644,0.8,,,941,,
2006-10-24_1323,2006-10-24,1323,永裕,twse,8.43,8.50,8.43,8.50,165044,1398975,0.07,,,46,,
2006-10-24_1324,2006-10-24,1324,地球,twse,7.14,7.24,7.14,7.20,77589,557168,0.1,,,42,,
2006-10-24_1325,2006-10-24,1325,恆大,twse,11.50,11.55,11.50,11.55,130000,1499950,0.0,,,37,,
2006-10-24_1326,2006-10-24,1326,台化,twse,49.20,49.55,49.20,49.55,6630610,327631840,0.45,,,1842,,
2006-10-24_1402,2006-10-24,1402,遠東新,twse,27.55,27.60,27.10,27.10,5695529,155453913,-0.2,,,1790,,
2006-10-24_1409,2006-10-24,1409,新纖,twse,7.40,7.61,7.40,7.61,26251230,198077669,0.49,,,1950,,
2006-10-24_1410,2006-10-24,1410,南染,twse,7.47,7.65,7.47,7.65,1414520,10764718,0.5,,,173,,
2006-10-24_1413,2006-10-24,1413,宏洲,twse,2.14,2.20,2.14,2.16,769506,1665631,0.04,,,137,,
2006-10-24_1414,2006-10-24,1414,東和,twse,4.53,4.57,4.50,4.50,1565098,7079618,0.02,,,246,,
2006-10-24_1416,2006-10-24,1416,廣豐,twse,5.84,6.00,5.75,5.83,18511431,109399003,-0.01,,,1882,,
2006-10-24_1417,2006-10-24,1417,嘉裕,twse,6.85,6.98,6.85,6.89,3018950,20898248,0.06,,,472,,
2006-10-24_1418,2006-10-24,1418,東華,twse,3.34,3.41,3.31,3.39,664970,2241717,0.05,,,102,,
2006-10-24_1419,2006-10-24,1419,新紡,twse,26.15,26.20,25.40,25.80,2336243,60341098,-0.15,,,663,,
2006-10-24_1423,2006-10-24,1423,利華,twse,5.90,6.14,5.90,6.04,1409119,8555232,0.16,,,289,,
2006-10-24_1432,2006-10-24,1432,大魯閣,twse,7.39,7.39,6.90,7.35,6875,48546,0.12,,,16,,
2006-10-24_1434,2006-10-24,1434,福懋,twse,17.80,18.00,17.65,17.70,3311764,58929549,0.05,,,663,,
2006-10-24_1435,2006-10-24,1435,中福,twse,5.01,5.10,5.01,5.10,14797,74991,-0.1,,,11,,
2006-10-24_1436,2006-10-24,1436,華友聯,twse,9.15,9.25,9.15,9.25,159188,1458171,0.1,,,25,,
2006-10-24_1437,2006-10-24,1437,勤益控,twse,18.05,18.30,17.70,17.70,2153724,38918061,-0.3,,,419,,
2006-10-24_1438,2006-10-24,1438,三地開發,twse,0.84,0.84,0.84,0.84,4091,3429,0.04,up,,4,,
2006-10-24_1439,2006-10-24,1439,雋揚,twse,10.65,10.85,10.55,10.60,111092,1186816,0.15,,,55,,
2006-10-24_1440,2006-10-24,1440,南紡,twse,8.89,8.95,8.72,8.77,5662548,50051254,-0.02,,,888,,
2006-10-24_1441,2006-10-24,1441,大東,twse,3.21,3.35,3.21,3.22,165672,538833,0.01,,,41,,
2006-10-24_1442,2006-10-24,1442,名軒,twse,10.70,11.05,10.70,10.70,228689,2472451,0.0,,,68,,
2006-10-24_1443,2006-10-24,1443,立益物流,twse,3.13,3.19,3.13,3.15,235998,742839,0.0,,,30,,
2006-10-24_1444,2006-10-24,1444,力麗,twse,3.60,3.70,3.60,3.65,3877249,14164266,0.09,,,543,,
2006-10-24_1445,2006-10-24,1445,大宇,twse,4.01,4.15,3.98,4.10,516123,2102972,0.12,,,91,,
2006-10-24_1446,2006-10-24,1446,宏和,twse,3.00,3.04,2.97,3.00,107533,323808,-0.02,,,31,,
2006-10-24_1447,2006-10-24,1447,力鵬,twse,7.30,7.63,7.30,7.42,10277636,76671673,0.27,,,1336,,
2006-10-24_1449,2006-10-24,1449,佳和,twse,3.01,3.05,3.00,3.00,576049,1738185,0.02,,,166,,
2006-10-24_1451,2006-10-24,1451,年興,twse,19.25,19.25,18.90,18.90,1941690,37065319,-0.2,,,468,,
2006-10-24_1452,2006-10-24,1452,宏益,twse,6.60,6.85,6.60,6.78,1164933,7849010,0.18,,,134,,
2006-10-24_1453,2006-10-24,1453,大將,twse,1.07,1.17,1.07,1.17,9482,10389,0.03,,,9,,
2006-10-24_1454,2006-10-24,1454,台富,twse,4.36,4.49,4.36,4.46,227745,1013183,0.1,,,60,,
2006-10-24_1455,2006-10-24,1455,集盛,twse,7.03,7.29,7.00,7.00,3807500,27217972,0.04,,,551,,
2006-10-24_1456,2006-10-24,1456,怡華,twse,1.99,2.01,1.94,1.97,94471,186945,0.01,,,31,,
2006-10-24_1457,2006-10-24,1457,宜進,twse,2.99,3.00,2.92,2.98,431548,1281234,0.06,,,81,,
2006-10-24_1459,2006-10-24,1459,聯發,twse,5.89,6.12,5.89,5.96,940815,5674358,0.11,,,180,,
2006-10-24_1460,2006-10-24,1460,宏遠,twse,5.97,6.23,5.97,6.15,1083204,6636543,0.24,,,279,,
2006-10-24_1463,2006-10-24,1463,強盛新,twse,4.95,4.99,4.90,4.92,309674,1522619,0.02,,,38,,
2006-10-24_1464,2006-10-24,1464,得力,twse,5.30,5.37,5.26,5.30,193253,1023817,0.0,,,38,,
2006-10-24_1465,2006-10-24,1465,偉全,twse,9.05,9.10,8.90,9.02,82108,739864,0.07,,,37,,
2006-10-24_1466,2006-10-24,1466,聚隆,twse,5.19,5.22,5.09,5.14,222211,1152330,-0.05,,,45,,
2006-10-24_1467,2006-10-24,1467,南緯,twse,12.10,12.45,12.10,12.10,2290079,28086848,0.1,,,526,,
2006-10-24_1468,2006-10-24,1468,昶和,twse,13.10,13.20,13.00,13.05,128000,1676600,0.0,,,36,,
2006-10-24_1469,2006-10-24,1469,理隆,twse,8.50,8.60,8.50,8.50,10000,85200,0.22,,,4,,
2006-10-24_1470,2006-10-24,1470,大統新創,twse,3.80,3.80,3.80,3.80,3538,13400,-0.2,down,,4,,
2006-10-24_1471,2006-10-24,1471,首利,twse,29.00,29.10,28.60,28.60,817857,23622644,-0.2,,,369,,
2006-10-24_1472,2006-10-24,1472,三洋實業,twse,5.85,6.05,5.85,6.00,724516,4336158,0.19,,,129,,
2006-10-24_1473,2006-10-24,1473,台南,twse,43.20,44.35,43.20,43.70,1125535,49403419,0.5,,,378,,
2006-10-24_1474,2006-10-24,1474,弘裕,twse,8.78,8.84,8.73,8.78,654420,5754302,0.07,,,196,,
2006-10-24_1475,2006-10-24,1475,業旺,twse,10.55,10.65,10.35,10.65,100414,1055447,0.1,,,38,,
2006-10-24_1476,2006-10-24,1476,儒鴻,twse,15.80,15.80,15.50,15.55,281927,4417021,-0.05,,,112,,
2006-10-24_1477,2006-10-24,1477,聚陽,twse,56.80,57.20,56.00,56.20,583004,33008024,0.1,,,259,,
2006-10-24_1503,2006-10-24,1503,士電,twse,33.65,33.90,33.25,33.30,3280117,110154866,0.0,,,952,,
2006-10-24_1504,2006-10-24,1504,東元,twse,12.90,13.20,12.85,12.95,11755594,152682744,0.25,,,1964,,
2006-10-24_1506,2006-10-24,1506,正道,twse,9.14,9.20,9.10,9.10,119231,1089259,-0.04,,,25,,
2006-10-24_1507,2006-10-24,1507,永大,twse,18.40,18.45,18.00,18.00,1731072,31489436,-0.3,,,461,,
2006-10-24_1512,2006-10-24,1512,瑞利,twse,10.10,10.15,9.93,9.93,282094,2815612,-0.17,,,89,,
2006-10-24_1513,2006-10-24,1513,中興電,twse,19.00,19.00,18.65,18.80,1970667,36905937,-0.05,,,510,,
2006-10-24_1514,2006-10-24,1514,亞力,twse,6.35,6.46,6.35,6.43,954108,6114819,0.1,,,133,,
2006-10-24_1515,2006-10-24,1515,力山,twse,9.26,9.31,8.97,9.03,627100,5762295,-0.22,,,131,,
2006-10-24_1516,2006-10-24,1516,川飛,twse,3.40,3.47,3.40,3.45,189610,653256,0.07,,,44,,
2006-10-24_1517,2006-10-24,1517,利奇,twse,6.20,6.52,6.20,6.52,4781638,30662720,0.42,,,699,,
2006-10-24_1519,2006-10-24,1519,華城,twse,13.80,14.15,13.75,13.95,1211939,16889704,0.05,,,289,,
2006-10-24_1520,2006-10-24,1520,復盛,twse,30.35,30.80,30.20,30.80,871605,26480073,0.45,,,312,,
2006-10-24_1521,2006-10-24,1521,大億,twse,25.95,26.00,25.55,25.90,378000,9756800,-0.25,,,180,,
2006-10-24_1522,2006-10-24,1522,堤維西,twse,23.60,23.70,23.00,23.35,1814124,42472807,0.15,,,616,,
2006-10-24_1523,2006-10-24,1523,開億,twse,21.50,21.50,20.50,20.50,1676623,35042755,-0.7,,,570,,
2006-10-24_1524,2006-10-24,1524,耿鼎,twse,18.10,18.40,17.85,17.90,1311441,23717787,-0.1,,,478,,
2006-10-24_1525,2006-10-24,1525,江申,twse,25.45,25.50,25.05,25.35,105025,2652430,-0.1,,,60,,
2006-10-24_1526,2006-10-24,1526,日馳,twse,3.81,3.85,3.72,3.83,132529,502579,0.07,,,45,,
2006-10-24_1527,2006-10-24,1527,鑽全,twse,39.45,39.50,39.05,39.30,519840,20437110,0.05,,,285,,
2006-10-24_1528,2006-10-24,1528,恩德,twse,16.00,16.25,15.70,15.70,2208840,35153090,-0.15,,,553,,
2006-10-24_1529,2006-10-24,1529,樂事綠能,twse,4.53,4.55,4.44,4.50,343307,1546917,0.1,,,87,,
2006-10-24_1530,2006-10-24,1530,亞崴,twse,60.10,60.50,59.70,59.70,73327,4409488,-0.2,,,50,,
2006-10-24_1531,2006-10-24,1531,高林股,twse,23.00,23.60,23.00,23.45,1774334,41439473,0.55,,,614,,
2006-10-24_1532,2006-10-24,1532,勤美,twse,61.50,62.00,60.20,60.70,2176005,132099779,-0.8,,,742,,
2006-10-24_1533,2006-10-24,1533,車王電,twse,31.10,31.70,30.90,31.50,1072062,33319733,0.6,,,229,,
2006-10-24_1535,2006-10-24,1535,中宇,twse,21.60,22.80,21.50,22.80,4820009,106877696,1.45,,,1493,,
2006-10-24_1536,2006-10-24,1536,和大,twse,46.60,46.90,46.00,46.65,276729,12883551,0.4,,,98,,
2006-10-24_1537,2006-10-24,1537,廣隆,twse,22.80,23.40,22.80,23.40,652127,15135495,0.7,,,198,,
2006-10-24_1538,2006-10-24,1538,正峰,twse,35.40,35.60,35.00,35.40,1001516,35364509,-0.05,,,237,,
2006-10-24_1539,2006-10-24,1539,巨庭,twse,8.19,8.19,8.19,8.19,196100,1606059,0.53,up,,47,,
2006-10-24_1540,2006-10-24,1540,喬福,twse,29.00,29.80,28.35,28.60,2626999,76620869,-0.05,,,933,,
2006-10-24_1541,2006-10-24,1541,錩泰,twse,8.87,8.87,8.20,8.20,82000,690120,-0.45,,,41,,
2006-10-24_1560,2006-10-24,1560,中砂,twse,149.50,151.00,147.00,147.00,743710,111059370,-1.5,,,476,,
2006-10-24_1601,2006-10-24,1601,台光,twse,6.51,6.51,6.51,6.51,25000,162750,-0.49,down,,5,,
2006-10-24_1603,2006-10-24,1603,華電,twse,4.79,4.94,4.75,4.86,1849432,8953246,0.07,,,164,,
2006-10-24_1604,2006-10-24,1604,聲寶,twse,4.64,4.88,4.63,4.73,6686956,31892796,0.11,,,1125,,
2006-10-24_1605,2006-10-24,1605,華新,twse,17.25,17.40,17.10,17.40,25777078,444084147,0.2,,,3354,,
2006-10-24_1606,2006-10-24,1606,歌林,twse,8.52,8.70,8.52,8.62,9089959,78544073,0.14,,,1434,,
2006-10-24_1608,2006-10-24,1608,華榮,twse,10.70,11.10,10.50,11.00,25579708,277449188,0.4,,,3304,,
2006-10-24_1609,2006-10-24,1609,大亞,twse,11.70,12.00,11.70,11.75,19878805,236115896,0.2,,,2522,,
2006-10-24_1611,2006-10-24,1611,中電,twse,17.75,18.05,17.60,17.70,2852917,50813182,0.1,,,703,,
2006-10-24_1612,2006-10-24,1612,宏泰,twse,13.10,13.20,13.05,13.15,1382483,18142279,0.1,,,280,,
2006-10-24_1613,2006-10-24,1613,台一,twse,4.35,4.35,4.23,4.23,281593,1210772,-0.12,,,91,,
2006-10-24_1614,2006-10-24,1614,三洋電,twse,23.85,23.85,23.65,23.70,326000,7729700,-0.15,,,137,,
2006-10-24_1615,2006-10-24,1615,大山,twse,8.49,8.49,8.25,8.49,353853,2962708,0.0,,,78,,
2006-10-24_1616,2006-10-24,1616,億泰,twse,15.10,15.30,14.85,14.95,7692730,115960632,0.1,,,1599,,
2006-10-24_1617,2006-10-24,1617,榮星,twse,9.76,9.80,9.76,9.80,33000,322920,0.04,,,14,,
2006-10-24_1618,2006-10-24,1618,合機,twse,6.88,7.20,6.85,7.12,1167755,8236092,0.29,,,307,,
2006-10-24_1701,2006-10-24,1701,中化,twse,11.10,11.25,11.10,11.10,2498875,27861825,0.1,,,535,,
2006-10-24_1702,2006-10-24,1702,南僑,twse,5.18,5.40,5.18,5.39,972260,5141342,0.23,,,240,,
2006-10-24_1704,2006-10-24,1704,榮化,twse,29.50,30.90,29.40,30.55,9181328,278540610,1.35,,,2321,,
2006-10-24_1707,2006-10-24,1707,葡萄王,twse,9.40,9.52,9.39,9.48,1419124,13444403,0.07,,,292,,
2006-10-24_1708,2006-10-24,1708,東鹼,twse,14.30,14.40,14.30,14.30,204435,2929844,0.0,,,98,,
2006-10-24_1709,2006-10-24,1709,和益,twse,12.10,12.10,11.95,12.00,136448,1643450,0.15,,,62,,
2006-10-24_1710,2006-10-24,1710,東聯,twse,19.80,20.45,19.80,20.35,6717186,136009318,0.55,,,1795,,
2006-10-24_1711,2006-10-24,1711,永光,twse,11.70,11.85,11.65,11.80,748469,8799880,0.15,,,192,,
2006-10-24_1712,2006-10-24,1712,興農,twse,6.80,7.22,6.77,7.22,7547361,53721550,0.47,,,826,,
2006-10-24_1713,2006-10-24,1713,國化,twse,9.74,10.15,9.74,10.10,1475128,14666740,0.36,,,238,,
2006-10-24_1714,2006-10-24,1714,和桐,twse,6.86,6.86,6.86,6.86,8074761,55392847,0.44,up,,844,,
2006-10-24_1715,2006-10-24,1715,萬洲,twse,10.85,11.00,10.65,10.85,2133557,23186982,0.0,,,183,,
2006-10-24_1716,2006-10-24,1716,永信,twse,27.45,27.65,27.35,27.55,694641,19111557,0.25,,,291,,
2006-10-24_1717,2006-10-24,1717,長興,twse,54.50,56.00,54.50,54.70,5373112,297596570,0.2,,,1840,,
2006-10-24_1718,2006-10-24,1718,中纖,twse,6.82,7.16,6.82,7.10,15437542,108987178,0.3,,,2154,,
2006-10-24_1720,2006-10-24,1720,生達,twse,16.70,16.90,16.70,16.85,610825,10279710,0.15,,,239,,
2006-10-24_1721,2006-10-24,1721,國慶科技,twse,5.61,5.76,5.46,5.61,421000,2358630,0.0,,,91,,
2006-10-24_1722,2006-10-24,1722,台肥,twse,55.70,56.90,55.40,56.30,4854129,272832624,0.9,,,1753,,
2006-10-24_1723,2006-10-24,1723,中碳,twse,48.40,48.85,48.30,48.65,238661,11614483,0.05,,,155,,
2006-10-24_1724,2006-10-24,1724,台硝,twse,16.70,16.70,16.65,16.65,42001,699162,-0.05,,,39,,
2006-10-24_1725,2006-10-24,1725,元禎,twse,16.40,16.45,16.40,16.40,16390,269348,0.0,,,9,,
2006-10-24_1726,2006-10-24,1726,永記,twse,57.90,59.80,57.90,58.50,335466,19764911,0.8,,,166,,
2006-10-24_1727,2006-10-24,1727,中華化,twse,9.50,9.50,9.49,9.50,17412,165332,-0.1,,,8,,
2006-10-24_1729,2006-10-24,1729,必翔,twse,78.20,79.90,77.90,79.90,303496,23849431,2.0,,,151,,
2006-10-24_1730,2006-10-24,1730,花仙子,twse,11.70,11.85,11.60,11.80,623011,7321026,0.2,,,157,,
2006-10-24_1731,2006-10-24,1731,美吾華,twse,9.39,9.39,9.28,9.28,150797,1409130,-0.11,,,51,,
2006-10-24_1732,2006-10-24,1732,毛寶,twse,14.05,14.20,14.00,14.10,235100,3315100,0.05,,,70,,
2006-10-24_1733,2006-10-24,1733,五鼎,twse,39.80,42.00,39.80,40.30,3047800,124982486,0.85,,,1147,,
2006-10-24_1734,2006-10-24,1734,杏輝,twse,17.00,17.20,17.00,17.15,131077,2239811,0.1,,,76,,
2006-10-24_1735,2006-10-24,1735,日勝化,twse,13.10,13.20,13.00,13.20,338203,4422918,0.2,,,68,,
2006-10-24_1736,2006-10-24,1736,喬山,twse,225.00,238.00,225.00,238.00,506783,119209892,15.5,,,334,,
2006-10-24_1737,2006-10-24,1737,臺鹽,twse,18.35,18.40,18.30,18.40,705937,12949543,0.05,,,239,,
2006-10-24_1802,2006-10-24,1802,台玻,twse,24.95,25.30,24.95,25.15,888356,22333700,0.2,,,241,,
2006-10-24_1805,2006-10-24,1805,寶徠,twse,1.72,1.73,1.60,1.60,383000,639820,-0.12,,,40,,
