key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2006-12-11_0015,2006-12-11,0015,富邦,twse,9.19,9.20,9.19,9.19,236000,2169920,0.0,,,18,,
2006-12-11_0050,2006-12-11,0050,元大台灣50,twse,56.50,56.55,56.25,56.50,1831000,103271350,-0.05,,,268,,
2006-12-11_0051,2006-12-11,0051,元大中型100,twse,31.40,31.62,31.36,31.51,597000,18790150,0.01,,,152,,
2006-12-11_0052,2006-12-11,0052,富邦科技,twse,37.80,37.90,37.70,37.75,333100,12575731,-0.21,,,94,,
2006-12-11_01001T,2006-12-11,01001T,土銀富邦R1,twse,11.80,12.05,11.77,11.98,2068000,24746530,0.13,,,71,,
2006-12-11_01002T,2006-12-11,01002T,土銀國泰R1,twse,10.82,10.89,10.82,10.89,1875000,20334130,0.05,,,112,,
2006-12-11_01003T,2006-12-11,01003T,兆豐新光R1,twse,11.00,11.16,11.00,11.13,1916000,21203910,0.12,,,117,,
2006-12-11_01004T,2006-12-11,01004T,土銀富邦R2,twse,11.92,12.10,11.90,12.01,3449000,41450710,0.07,,,140,,
2006-12-11_01005T,2006-12-11,01005T,三鼎,twse,10.02,10.07,10.02,10.07,4126000,41472740,0.03,,,114,,
2006-12-11_01007T,2006-12-11,01007T,兆豐國泰R2,twse,11.39,11.70,11.30,11.59,2738000,31440650,0.2,,,155,,
2006-12-11_1101,2006-12-11,1101,台泥,twse,30.60,30.65,30.25,30.40,3950273,119930990,-0.3,,,984,,
2006-12-11_1102,2006-12-11,1102,亞泥,twse,31.35,31.50,30.90,31.20,3622749,113050476,-0.2,,,1184,,
2006-12-11_1103,2006-12-11,1103,嘉泥,twse,21.60,21.95,21.35,21.90,3876067,84275444,0.3,,,950,,
2006-12-11_1104,2006-12-11,1104,環泥,twse,13.85,14.20,13.75,13.95,1943769,27262222,0.0,,,509,,
2006-12-11_1107,2006-12-11,1107,建台,twse,2.14,2.28,2.14,2.28,2095221,4766382,0.14,,,183,,
2006-12-11_1108,2006-12-11,1108,幸福,twse,10.10,10.65,10.05,10.65,11411052,120690300,0.66,,,1450,,
2006-12-11_1109,2006-12-11,1109,信大,twse,13.10,13.30,12.90,13.10,1024451,13480035,0.0,,,198,,
