key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2007-01-19_0015,2007-01-19,0015,富邦,twse,9.62,9.63,9.55,9.63,222000,2134550,0.02,,,23,,
2007-01-19_0050,2007-01-19,0050,元大台灣50,twse,58.00,58.25,57.95,58.00,8632170,501360416,-0.4,,,387,,
2007-01-19_0051,2007-01-19,0051,元大中型100,twse,32.70,32.78,32.60,32.70,1400000,45806880,-0.05,,,209,,
2007-01-19_0052,2007-01-19,0052,富邦科技,twse,39.00,39.19,38.95,39.08,387000,15128280,-0.27,,,78,,
2007-01-19_01001T,2007-01-19,01001T,土銀富邦R1,twse,12.30,12.30,12.20,12.25,230000,2817100,0.05,,,30,,
2007-01-19_01002T,2007-01-19,01002T,土銀國泰R1,twse,10.78,10.82,10.78,10.80,2522000,27235220,0.01,,,108,,
2007-01-19_01003T,2007-01-19,01003T,兆豐新光R1,twse,11.50,11.53,11.50,11.50,592000,6812030,0.0,,,62,,
2007-01-19_01004T,2007-01-19,01004T,土銀富邦R2,twse,12.70,12.70,12.64,12.69,543000,6875400,0.04,,,51,,
2007-01-19_01005T,2007-01-19,01005T,三鼎,twse,10.03,10.03,10.02,10.03,161000,1613750,-0.01,,,22,,
2007-01-19_01007T,2007-01-19,01007T,兆豐國泰R2,twse,11.55,11.64,11.55,11.64,1599000,18552430,0.09,,,119,,
2007-01-19_1101,2007-01-19,1101,台泥,twse,29.70,29.70,29.00,29.10,9410990,274955260,-0.7,,,1542,,
2007-01-19_1102,2007-01-19,1102,亞泥,twse,33.80,33.95,33.40,33.75,3676169,124013856,-0.05,,,989,,
2007-01-19_1103,2007-01-19,1103,嘉泥,twse,19.90,19.95,19.65,19.65,1915534,37781735,-0.25,,,469,,
2007-01-19_1104,2007-01-19,1104,環泥,twse,12.65,12.70,12.50,12.50,742480,9341411,-0.1,,,177,,
2007-01-19_1107,2007-01-19,1107,建台,twse,1.84,1.96,1.72,1.96,841485,1608168,0.12,,,105,,
2007-01-19_1108,2007-01-19,1108,幸福,twse,9.93,10.00,9.91,9.91,343726,3422123,-0.02,,,90,,
2007-01-19_1109,2007-01-19,1109,信大,twse,12.20,12.25,12.10,12.20,209845,2557508,0.0,,,56,,
2007-01-19_1110,2007-01-19,1110,東泥,twse,10.35,10.55,10.20,10.35,901083,9367755,0.0,,,225,,
2007-01-19_1201,2007-01-19,1201,味全,twse,24.15,25.20,24.15,24.90,11709542,289275427,0.75,,,3028,,
2007-01-19_1203,2007-01-19,1203,味王,twse,15.25,15.25,14.75,15.10,222874,3347612,0.0,,,88,,
2007-01-19_1210,2007-01-19,1210,大成,twse,24.10,24.70,23.60,24.25,33586715,811672686,1.15,,,6082,,
2007-01-19_1213,2007-01-19,1213,大飲,twse,14.20,14.70,14.20,14.25,39615,566566,0.05,,,37,,
2007-01-19_1215,2007-01-19,1215,卜蜂,twse,10.00,10.20,9.75,9.82,17249264,172247760,0.08,,,2951,,
2007-01-19_1216,2007-01-19,1216,統一,twse,30.40,30.40,30.00,30.00,10014096,302121452,-0.25,,,2194,,
2007-01-19_1217,2007-01-19,1217,愛之味,twse,8.70,8.74,8.40,8.45,2326498,19825799,-0.2,,,551,,
2007-01-19_1218,2007-01-19,1218,泰山,twse,7.42,7.58,7.42,7.44,1787508,13384353,0.02,,,354,,
2007-01-19_1219,2007-01-19,1219,福壽,twse,8.55,8.64,8.20,8.39,4010993,33868236,-0.08,,,765,,
2007-01-19_1220,2007-01-19,1220,台榮,twse,8.92,8.92,8.80,8.82,3279883,29231350,0.48,,,525,,
2007-01-19_1225,2007-01-19,1225,福懋油,twse,7.53,7.65,7.41,7.47,274341,2063329,-0.06,,,89,,
2007-01-19_1227,2007-01-19,1227,佳格,twse,14.30,14.45,14.15,14.15,397910,5688924,-0.1,,,130,,
2007-01-19_1229,2007-01-19,1229,聯華,twse,16.85,17.10,16.60,16.65,3549376,59667658,-0.2,,,675,,
