key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2005-04-06_0001,2005-04-06,0001,鴻運,twse,6.93,6.94,6.93,6.94,6000,41600,0.0,,,2,,
2005-04-06_0015,2005-04-06,0015,富邦,twse,5.89,5.89,5.85,5.85,236000,1381120,0.0,,,11,,
2005-04-06_0029,2005-04-06,0029,富邦店,twse,5.55,5.58,5.55,5.57,634000,3531600,0.02,,,31,,
2005-04-06_0050,2005-04-06,0050,元大台灣50,twse,46.70,46.74,46.60,46.65,1731000,80815800,-0.05,,,213,,
2005-04-06_01001T,2005-04-06,01001T,土銀富邦R1,twse,10.20,10.20,10.15,10.20,3865000,39394800,0.0,,,177,,
2005-04-06_1101,2005-04-06,1101,台泥,twse,18.90,18.90,18.25,18.60,12136322,225841826,-0.3,,,2598,,
2005-04-06_1101A,2005-04-06,1101A,台泥特,twse,27.40,27.50,27.40,27.50,3000,82300,0.0,,,2,,
2005-04-06_1102,2005-04-06,1102,亞泥,twse,21.00,21.15,20.85,21.10,2857079,60041478,0.1,,,418,,
2005-04-06_1103,2005-04-06,1103,嘉泥,twse,12.95,12.95,12.75,12.80,1816609,23232991,-0.15,,,276,,
2005-04-06_1104,2005-04-06,1104,環泥,twse,12.60,12.65,12.60,12.60,676013,8538527,-0.05,,,107,,
2005-04-06_1107,2005-04-06,1107,建台,twse,0.92,0.92,0.86,0.86,371000,333700,0.0,,,28,,
2005-04-06_1108,2005-04-06,1108,幸福,twse,7.96,7.96,7.81,7.89,380000,2999090,0.0,,,107,,
2005-04-06_1109,2005-04-06,1109,信大,twse,9.89,9.90,9.85,9.85,111000,1094970,-0.04,,,28,,
2005-04-06_1110,2005-04-06,1110,東泥,twse,7.60,7.60,7.50,7.54,309448,2332272,-0.05,,,77,,
2005-04-06_1201,2005-04-06,1201,味全,twse,10.10,10.20,9.92,9.92,1238885,12408508,-0.13,,,281,,
2005-04-06_1203,2005-04-06,1203,味王,twse,9.90,9.99,9.70,9.85,381544,3763723,-0.14,,,107,,
2005-04-06_1204,2005-04-06,1204,津津,twse,3.40,3.55,3.30,3.43,77000,261880,0.04,,,19,,
2005-04-06_1207,2005-04-06,1207,嘉食化,twse,2.84,2.88,2.83,2.88,226301,647947,0.06,,,69,,
2005-04-06_1210,2005-04-06,1210,大成,twse,8.40,8.45,8.35,8.38,274191,2300752,0.03,,,92,,
2005-04-06_1212,2005-04-06,1212,中日,twse,0.58,0.58,0.56,0.56,12000,6740,0.0,,,3,,
2005-04-06_1213,2005-04-06,1213,大飲,twse,11.60,11.60,11.60,11.60,1000,11600,0.0,flat,,1,,
2005-04-06_1215,2005-04-06,1215,卜蜂,twse,5.83,5.99,5.83,5.90,334502,1977739,0.07,,,83,,
2005-04-06_1216,2005-04-06,1216,統一,twse,15.10,15.10,14.80,14.80,1772094,26472736,-0.15,,,475,,
2005-04-06_1217,2005-04-06,1217,愛之味,twse,7.03,7.03,6.97,7.00,333338,2335205,0.0,,,66,,
2005-04-06_1218,2005-04-06,1218,泰山,twse,6.91,6.98,6.90,6.94,518002,3592202,0.01,,,96,,
2005-04-06_1219,2005-04-06,1219,福壽,twse,5.60,5.60,5.52,5.60,236000,1311460,0.0,,,56,,
2005-04-06_1220,2005-04-06,1220,台榮,twse,5.80,5.85,5.65,5.65,102006,588382,0.04,,,12,,
2005-04-06_1225,2005-04-06,1225,福懋油,twse,4.31,4.48,4.31,4.40,147004,646456,-0.01,,,34,,
2005-04-06_1227,2005-04-06,1227,佳格,twse,11.80,11.80,11.70,11.70,273900,3218190,-0.1,,,58,,
2005-04-06_1229,2005-04-06,1229,聯華,twse,11.40,11.40,11.20,11.25,589150,6640400,-0.15,,,126,,
2005-04-06_1231,2005-04-06,1231,聯華食,twse,9.50,9.63,9.50,9.63,300000,2868850,0.11,,,99,,
