key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2013-08-26_0015,2013-08-26,0015,富邦,twse,8.20,8.21,8.20,8.21,9000,73820,0.0,,,2,,
2013-08-26_0050,2013-08-26,0050,元大台灣50,twse,55.00,55.20,54.75,55.10,6650143,365856474,0.25,,,1792,,
2013-08-26_0051,2013-08-26,0051,元大中型100,twse,28.20,28.45,28.12,28.12,10000,282210,0.11,,,9,,
2013-08-26_0052,2013-08-26,0052,富邦科技,twse,32.42,32.42,32.42,32.42,3000,97260,-0.08,down,,1,,
2013-08-26_0053,2013-08-26,0053,元大電子,twse,23.49,23.49,23.25,23.48,4000,93470,-0.01,,,4,,
2013-08-26_0054,2013-08-26,0054,元大台商50,twse,19.73,19.75,19.73,19.75,7000,138150,0.02,,,7,,
2013-08-26_0055,2013-08-26,0055,元大MSCI金融,twse,12.98,13.00,12.94,12.95,527228,6835266,0.0,,,144,,
2013-08-26_0056,2013-08-26,0056,元大高股息,twse,23.50,23.58,23.34,23.58,1056878,24788836,0.19,,,401,,
2013-08-26_0057,2013-08-26,0057,富邦摩台,twse,32.58,32.71,32.45,32.68,532000,17352310,0.21,,,38,,
2013-08-26_0058,2013-08-26,0058,富邦發達,twse,,,,,0,0,0.0,,,0,無成交,
2013-08-26_0059,2013-08-26,0059,富邦金融,twse,27.54,27.54,27.54,27.54,4000,110160,-0.21,down,,1,,
2013-08-26_0060,2013-08-26,0060,新台灣,twse,29.12,29.12,29.10,29.10,3000,87320,-0.39,,,3,,
2013-08-26_0061,2013-08-26,0061,元大寶滬深,twse,12.65,12.84,12.65,12.75,7365180,93960233,0.13,,,1272,,
2013-08-26_006201,2013-08-26,006201,寶富櫃,tpex,11.40,11.44,11.31,11.44,21000,239720,0.00,,62446000,17,,
2013-08-26_006203,2013-08-26,006203,元大MSCI台灣,twse,26.80,26.80,26.80,26.80,10000,268000,0.0,flat,,2,,
2013-08-26_006204,2013-08-26,006204,永豐臺灣加權,twse,40.29,40.33,40.17,40.29,229000,9225280,0.09,,,51,,
2013-08-26_006205,2013-08-26,006205,富邦上証,twse,19.60,19.95,19.60,19.88,4315000,85516020,0.28,,,391,,
2013-08-26_006206,2013-08-26,006206,元大上證50,twse,18.25,18.50,18.24,18.42,3467000,63659500,0.27,,,367,,
2013-08-26_006207,2013-08-26,006207,復華滬深,twse,14.00,14.23,13.99,14.16,1051000,14867590,0.21,,,156,,
2013-08-26_006208,2013-08-26,006208,富邦台50,twse,31.38,31.38,31.38,31.38,16000,502080,0.03,up,,4,,
2013-08-26_0080,2013-08-26,0080,恒中國,twse,,,,,0,0,0.0,,,0,無成交,
2013-08-26_0081,2013-08-26,0081,恒香港,twse,780.00,780.00,780.00,780.00,100,78000,0.0,flat,,1,,
2013-08-26_008201,2013-08-26,008201,BP上證50,twse,58.00,58.00,57.50,58.00,500,28940,-0.2,,,5,,
2013-08-26_01001T,2013-08-26,01001T,土銀富邦R1,twse,17.10,17.13,17.10,17.11,589000,10084070,0.01,,,8,,
2013-08-26_01002T,2013-08-26,01002T,土銀國泰R1,twse,20.00,20.09,20.00,20.00,751000,15022900,0.0,,,58,,
2013-08-26_01003T,2013-08-26,01003T,兆豐新光R1,twse,14.20,14.23,14.16,14.16,503000,7150690,-0.04,,,29,,
2013-08-26_01004T,2013-08-26,01004T,土銀富邦R2,twse,14.00,14.03,14.00,14.03,106000,1485110,0.03,,,14,,
2013-08-26_01007T,2013-08-26,01007T,兆豐國泰R2,twse,17.11,17.11,17.10,17.11,126000,2154710,0.0,,,3,,
2013-08-26_01008T,2013-08-26,01008T,駿馬R1,twse,16.30,16.30,16.30,16.30,1000,16300,0.19,up,,1,,
2013-08-26_1101,2013-08-26,1101,台泥,twse,39.00,39.00,38.40,38.95,3794091,146956562,0.2,,,1225,,
2013-08-26_1102,2013-08-26,1102,亞泥,twse,37.85,38.00,37.60,38.00,2960783,112139806,0.15,,,1136,,
2013-08-26_1103,2013-08-26,1103,嘉泥,twse,13.80,13.80,13.70,13.80,84687,1166687,0.0,,,52,,
2013-08-26_1104,2013-08-26,1104,環泥,twse,19.50,19.60,19.25,19.35,672009,13049219,-0.05,,,255,,
2013-08-26_1108,2013-08-26,1108,幸福,twse,7.79,7.80,7.69,7.76,152563,1179565,-0.03,,,46,,
2013-08-26_1109,2013-08-26,1109,信大,twse,10.35,10.40,10.35,10.40,137060,1424071,0.05,,,11,,
2013-08-26_1110,2013-08-26,1110,東泥,twse,14.95,15.00,14.85,14.85,114589,1709767,-0.15,,,47,,
2013-08-26_1201,2013-08-26,1201,味全,twse,55.50,55.90,54.60,55.90,562462,31116683,0.8,,,348,,
2013-08-26_1203,2013-08-26,1203,味王,twse,22.75,22.80,22.60,22.60,86396,1959459,0.05,,,45,,
2013-08-26_1210,2013-08-26,1210,大成,twse,26.75,26.85,26.60,26.60,486920,12993117,-0.15,,,222,,
2013-08-26_1213,2013-08-26,1213,大飲,twse,20.90,20.95,20.60,20.90,120000,2500850,0.15,,,71,,
2013-08-26_1215,2013-08-26,1215,卜蜂,twse,14.85,14.90,14.80,14.80,119119,1765804,0.0,,,84,,
2013-08-26_1216,2013-08-26,1216,統一,twse,53.10,54.80,53.00,53.90,11481698,620291534,0.9,,,4784,,
2013-08-26_1217,2013-08-26,1217,愛之味,twse,9.91,9.97,9.86,9.96,2616575,25952887,-0.03,,,487,,
2013-08-26_1218,2013-08-26,1218,泰山,twse,14.10,14.25,14.10,14.15,342282,4838704,0.05,,,177,,
2013-08-26_1219,2013-08-26,1219,福壽,twse,14.80,14.90,14.80,14.90,30482,451882,0.05,,,17,,
2013-08-26_1220,2013-08-26,1220,台榮,twse,10.00,10.05,9.92,10.00,118305,1182310,0.0,,,31,,
2013-08-26_1225,2013-08-26,1225,福懋油,twse,13.10,13.10,13.00,13.10,46142,601496,0.0,,,36,,
2013-08-26_1227,2013-08-26,1227,佳格,twse,85.00,87.50,85.00,86.50,1734193,150351591,1.5,,,1174,,
2013-08-26_1229,2013-08-26,1229,聯華,twse,18.40,18.45,18.30,18.45,847298,15582489,0.05,,,302,,
2013-08-26_1231,2013-08-26,1231,聯華食,twse,46.20,46.70,46.10,46.15,1514250,70115671,0.05,,,786,,
2013-08-26_1232,2013-08-26,1232,大統益,twse,57.20,57.80,57.20,57.50,122423,7045435,0.5,,,65,,
2013-08-26_1233,2013-08-26,1233,天仁,twse,45.50,45.60,45.20,45.60,36963,1679529,0.1,,,21,,
2013-08-26_1234,2013-08-26,1234,黑松,twse,31.75,31.75,31.35,31.50,477500,15065873,-0.25,,,210,,
