key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2013-03-22_0015,2013-03-22,0015,富邦,twse,7.27,7.27,7.22,7.22,74000,535350,-0.05,,,21,,
2013-03-22_0050,2013-03-22,0050,元大台灣50,twse,54.20,54.35,54.15,54.15,8202388,445102188,-0.15,,,1604,,
2013-03-22_0051,2013-03-22,0051,元大中型100,twse,26.48,26.54,26.45,26.45,28000,741650,-0.03,,,20,,
2013-03-22_0052,2013-03-22,0052,富邦科技,twse,32.50,32.50,32.31,32.31,3000,97120,0.0,,,2,,
2013-03-22_0053,2013-03-22,0053,元大電子,twse,23.03,23.03,23.03,23.03,2000,46060,0.0,flat,,2,,
2013-03-22_0054,2013-03-22,0054,元大台商50,twse,,,,,0,0,0.0,,,0,無成交,
2013-03-22_0055,2013-03-22,0055,元大MSCI金融,twse,12.51,12.60,12.51,12.54,868000,10878070,-0.06,,,216,,
2013-03-22_0056,2013-03-22,0056,元大高股息,twse,23.00,23.08,22.95,23.04,256644,5907584,-0.02,,,209,,
2013-03-22_0057,2013-03-22,0057,富邦摩台,twse,,,,,0,0,0.0,,,0,無成交,
2013-03-22_0058,2013-03-22,0058,富邦發達,twse,31.30,31.30,31.30,31.30,1000,31300,0.0,flat,,1,,
2013-03-22_0059,2013-03-22,0059,富邦金融,twse,26.95,27.07,26.95,27.07,31000,836570,0.05,,,3,,
2013-03-22_0060,2013-03-22,0060,新台灣,twse,27.76,28.00,27.76,28.00,10010,279300,0.0,,,11,,
2013-03-22_0061,2013-03-22,0061,元大寶滬深,twse,14.35,14.39,14.29,14.31,7630000,109496030,-0.07,,,1105,,
2013-03-22_006201,2013-03-22,006201,寶富櫃,tpex,10.90,10.96,10.90,10.94,107000,1170710,-0.01,,62446000,22,,
2013-03-22_006202,2013-03-22,006202,寶富盈,tpex,,,,,0,0,,,55999000,0,無成交,
2013-03-22_006203,2013-03-22,006203,元大MSCI台灣,twse,26.45,26.45,26.45,26.45,2000,52900,0.0,flat,,1,,
2013-03-22_006204,2013-03-22,006204,永豐臺灣加權,twse,38.83,38.98,38.83,38.84,219000,8519400,-0.05,,,70,,
2013-03-22_006205,2013-03-22,006205,富邦上証,twse,21.80,21.89,21.74,21.78,3916000,85441980,-0.07,,,524,,
