key,date,stock_id,name,market,open,high,low,close,volume,amount,change,limit,shares,transactions,price_basis,last_price
2007-05-31_0015,2007-05-31,0015,富邦,twse,9.77,9.80,9.75,9.80,1111000,10885360,0.06,,,38,,
2007-05-31_0050,2007-05-31,0050,元大台灣50,twse,59.85,59.90,59.65,59.75,1871000,111808600,0.5,,,197,,
2007-05-31_0051,2007-05-31,0051,元大中型100,twse,33.00,33.15,32.90,33.13,162000,5355670,0.38,,,61,,
2007-05-31_0052,2007-05-31,0052,富邦科技,twse,40.10,40.40,40.10,40.30,91000,3671210,0.37,,,45,,
2007-05-31_01001T,2007-05-31,01001T,土銀富邦R1,twse,13.52,13.60,13.45,13.50,127000,1718750,0.0,,,15,,
2007-05-31_01002T,2007-05-31,01002T,土銀國泰R1,twse,10.60,10.60,10.56,10.56,2129000,22521680,-0.04,,,178,,
2007-05-31_01003T,2007-05-31,01003T,兆豐新光R1,twse,11.39,11.49,11.39,11.42,855000,9750060,0.02,,,20,,
2007-05-31_01004T,2007-05-31,01004T,土銀富邦R2,twse,12.85,13.00,12.80,13.00,275000,3533650,0.2,,,13,,
2007-05-31_01005T,2007-05-31,01005T,三鼎,twse,9.40,9.69,9.40,9.64,203000,1948780,0.19,,,18,,
2007-05-31_01007T,2007-05-31,01007T,兆豐國泰R2,twse,11.63,11.70,11.63,11.63,150000,1746490,-0.07,,,19,,
2007-05-31_01008T,2007-05-31,01008T,駿馬R1,twse,9.99,10.00,9.98,10.00,621000,6203800,0.0,,,34,,
2007-05-31_1101,2007-05-31,1101,台泥,twse,31.80,32.10,31.10,31.10,14473569,456422585,-0.7,,,2325,,
2007-05-31_1102,2007-05-31,1102,亞泥,twse,37.70,38.70,36.90,36.90,6819703,259643654,-0.8,,,1593,,
2007-05-31_1103,2007-05-31,1103,嘉泥,twse,19.05,19.20,19.05,19.20,1171834,22450470,0.3,,,270,,
2007-05-31_1104,2007-05-31,1104,環泥,twse,12.75,12.90,12.75,12.75,434760,5567699,0.05,,,116,,
2007-05-31_1107,2007-05-31,1107,建台,twse,1.56,1.64,1.55,1.61,241525,386221,0.02,,,47,,
2007-05-31_1108,2007-05-31,1108,幸福,twse,14.20,14.30,13.85,13.95,6480946,91441747,-0.1,,,1514,,
2007-05-31_1109,2007-05-31,1109,信大,twse,11.80,11.85,11.70,11.80,174022,2052557,0.05,,,47,,
2007-05-31_1110,2007-05-31,1110,東泥,twse,10.85,11.00,10.85,10.85,585650,6360819,0.05,,,129,,
2007-05-31_1201,2007-05-31,1201,味全,twse,25.40,25.85,25.40,25.70,4381009,112165362,0.4,,,1203,,
2007-05-31_1203,2007-05-31,1203,味王,twse,15.10,15.45,15.05,15.25,303855,4648075,0.25,,,122,,
2007-05-31_1210,2007-05-31,1210,大成,twse,30.15,30.45,29.85,30.15,4731770,142580450,0.3,,,974,,
2007-05-31_1213,2007-05-31,1213,大飲,twse,14.50,14.50,14.20,14.30,65249,931073,-0.1,,,27,,
2007-05-31_1215,2007-05-31,1215,卜蜂,twse,13.60,13.75,13.50,13.55,3154836,42983629,0.0,,,811,,
2007-05-31_1216,2007-05-31,1216,統一,twse,31.90,32.10,31.40,31.40,9583007,304983189,-0.5,,,1685,,
2007-05-31_1217,2007-05-31,1217,愛之味,twse,8.58,8.66,8.54,8.58,1825783,15683620,0.01,,,371,,
2007-05-31_1218,2007-05-31,1218,泰山,twse,7.89,7.90,7.81,7.81,1278115,10044900,0.01,,,275,,
2007-05-31_1219,2007-05-31,1219,福壽,twse,9.04,9.10,8.93,9.06,807700,7268620,0.16,,,173,,
2007-05-31_1220,2007-05-31,1220,台榮,twse,8.51,8.74,8.51,8.60,194715,1676041,0.0,,,57,,
2007-05-31_1225,2007-05-31,1225,福懋油,twse,7.59,7.59,7.48,7.48,323450,2425879,0.01,,,76,,
2007-05-31_1227,2007-05-31,1227,佳格,twse,17.30,17.60,17.30,17.35,267950,4658129,0.05,,,95,,
2007-05-31_1229,2007-05-31,1229,聯華,twse,16.80,17.00,16.80,16.95,2289820,38647157,0.2,,,424,,
2007-05-31_1231,2007-05-31,1231,聯華食,twse,11.70,11.75,11.45,11.45,323546,3737946,-0.05,,,99,,
2007-05-31_1232,2007-05-31,1232,大統益,twse,25.45,25.55,25.35,25.35,117058,2975211,0.1,,,49,,
2007-05-31_1233,2007-05-31,1233,天仁,twse,29.10,29.40,29.05,29.10,48793,1421186,0.0,,,18,,
