H,原件,年化中位,回落中位,比值,年化波動中位,標籤（對0050）,深淺註,年化p10,年化p90,回落p10,回落p90,對H60_年化中位差pp,對H60_回落中位差pp,對H60_比值差,同顆種子_年化高於H60,同顆種子_回落淺於H60,同顆種子_兩項皆好,同顆種子_兩項皆差,trades中位,種子數
60,True,0.3612317362788622,-0.32131436013029513,1.1242315349129752,0.2711818357992697,合格,,0.3612317362788622,0.3612317362788622,-0.32131436013029513,-0.32131436013029513,0.0,0.0,0.0,0,0,0,0,699.0,200
90,False,0.27889427009553347,-0.45330752193895796,0.6152429787677098,0.2830801951623546,另列,,0.27889427009553347,0.27889427009553347,-0.45330752193895796,-0.45330752193895796,-8.233746618332871,-13.199316180866283,-0.5089885561452654,0,0,0,200,485.0,200
100,False,0.2833954927990512,-0.4328272258796871,0.6547543127008064,0.2767911478306284,另列,,0.2833954927990512,0.2833954927990512,-0.4328272258796871,-0.4328272258796871,-7.7836243479811,-11.151286574939196,-0.4694772222121688,0,0,0,200,434.0,200
110,False,0.20988071618172532,-0.39315587969311483,0.5338358829723,0.2665894591901352,不合格,,0.20988071618172532,0.20988071618172532,-0.39315587969311483,-0.39315587969311483,-15.135102009713686,-7.18415195628197,-0.5903956519406752,0,0,0,200,400.0,200
120,False,0.3388252285148623,-0.4127538381958634,0.8208893465312371,0.2689903144346908,合格,回落比 0050 深 7.32 點、報酬多 9.86 點,0.3388252285148623,0.3388252285148623,-0.4127538381958634,-0.4127538381958634,-2.2406507763999883,-9.14394780655683,-0.3033421883817381,0,0,0,200,363.0,200
130,False,0.27509007296479626,-0.42174739244828413,0.652262652693291,0.2643205504551831,另列,,0.27509007296479626,0.27509007296479626,-0.42174739244828413,-0.42174739244828413,-8.614166331406592,-10.0433032317989,-0.47196888221968425,0,0,0,200,335.0,200
140,False,0.3102913024561764,-0.45596929180881723,0.6805092097874829,0.2793577375110757,另列,,0.3102913024561764,0.3102913024561764,-0.45596929180881723,-0.45596929180881723,-5.094043382268576,-13.46549316785221,-0.44372232512549237,0,0,0,200,312.0,200
150,False,0.2034885533092421,-0.48753477519647936,0.4173826435811374,0.2734893483313575,不合格,,0.2034885533092421,0.2034885533092421,-0.48753477519647936,-0.48753477519647936,-15.774318296962008,-16.622041506618423,-0.7068488913318378,0,0,0,200,294.0,200
