date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2025-02-17,0050,53,171,1432,585000,2,48,212,1550,0,166,0,
2025-02-17,0051,0,0,1,6250,0,0,0,1,0,0,0,
2025-02-17,0052,6,13,116,20000,0,0,1,123,0,1,0,
2025-02-17,0053,0,0,0,1372,0,0,0,0,0,0,0,
2025-02-17,0055,0,0,24,19913,0,0,0,24,0,0,0,
2025-02-17,0056,70,271,6739,2734508,17,12,58,6950,10,63,0,
2025-02-17,0057,0,0,1,381,0,0,0,1,0,0,0,
2025-02-17,0061,0,3,1269,38029,0,0,0,1272,0,0,0,
2025-02-17,006203,0,0,0,2554,0,0,0,0,0,0,0,X
2025-02-17,006204,0,0,4,375,0,0,0,4,0,0,0,
2025-02-17,006205,2,2,940,35984,0,0,0,940,0,0,0,
2025-02-17,006206,39,0,364,11319,0,0,1,325,0,1,0,
2025-02-17,006207,0,7,615,8223,0,0,0,622,0,0,0,
2025-02-17,006208,23,197,1272,446510,0,0,7,1446,0,7,0,
2025-02-17,00631L,114,715,6405,30771,67,129,2445,7006,0,2397,14,
2025-02-17,00632R,5023,1230,100214,288801,132,7,5224,96422,1,5350,1,
2025-02-17,00633L,2375,564,39529,72489,80,6,850,37718,0,924,0,
2025-02-17,00634R,10,0,598,11689,0,0,61,588,0,61,0,
2025-02-17,00635U,123,97,636,10753,0,6,60,610,0,54,0,
2025-02-17,00636,4,2,1658,47456,0,0,21,1656,0,21,0,
2025-02-17,00637L,15699,9399,324210,528401,882,69,6070,317912,2,6883,0,
2025-02-17,00638R,4,50,883,8987,0,0,36,929,0,36,0,
2025-02-17,00639,29,53,7414,60600,0,0,95,7438,0,95,0,
2025-02-17,00640L,5,34,1329,3979,0,1,189,1358,0,188,0,
2025-02-17,00641R,95,25,6553,13314,0,0,245,6485,2,245,0,
2025-02-17,00642U,56,916,1446,25330,0,0,136,2306,0,136,0,
2025-02-17,00643,73,99,5381,30768,0,0,125,5407,0,125,0,
2025-02-17,00645,0,0,80,19499,0,0,1,80,0,1,0,
2025-02-17,00646,12,5,451,131621,0,0,7,444,0,7,0,
2025-02-17,00647L,1,5,658,2479,0,0,4,662,0,4,0,
2025-02-17,00648R,55,31,8249,36672,0,0,268,8225,0,268,0,
2025-02-17,00650L,2316,4611,35912,71084,43,161,7962,38207,0,7844,0,
2025-02-17,00651R,876,109,6130,9423,0,0,13,5363,0,13,0,
2025-02-17,00652,2,0,139,24883,0,0,8,137,0,8,0,
2025-02-17,00653L,78,8,1542,5475,1,0,17,1472,0,18,0,
2025-02-17,00654R,1,1,981,5241,0,0,159,981,0,159,0,
2025-02-17,00655L,1465,569,19763,38614,9,6,492,18868,1,495,0,
2025-02-17,00656R,15,0,307,5089,0,0,1,292,0,1,0,
2025-02-17,00657,0,0,104,2396,0,0,0,104,0,0,0,
2025-02-17,00660,0,0,1,1757,0,0,0,1,0,0,0,
2025-02-17,00661,0,0,34,8356,0,0,0,34,0,0,0,
2025-02-17,00662,56,4,547,136632,0,1,10,495,0,9,0,
2025-02-17,00663L,5,0,8,202,0,0,0,3,0,0,0,
2025-02-17,00664R,1956,459,72746,150768,5,0,559,71249,0,564,0,
2025-02-17,00665L,7572,9651,129562,175866,202,764,12132,131641,0,11570,0,@
2025-02-17,00666R,159,271,1079,2281,0,0,0,1191,0,0,0,
2025-02-17,00668,1,0,36,3758,0,0,0,35,0,0,0,
2025-02-17,00669R,11,23,16161,52404,0,302,430,16173,0,128,0,
2025-02-17,00670L,70,197,2352,14661,21,25,1129,2479,0,1125,0,
2025-02-17,00671R,1142,425,89525,105971,0,5,2748,88809,1,2743,0,@
2025-02-17,00673R,0,3455,53925,0,0,0,130,57380,0,130,0,OX
2025-02-17,00674R,31,85,3546,13275,0,3,20,3600,0,17,0,
2025-02-17,00675L,160,470,3267,36196,20,107,1051,3577,0,964,0,
2025-02-17,00676R,0,0,55746,128752,0,0,0,55855,109,0,0,!
2025-02-17,00678,0,0,31,1862,0,0,0,31,0,0,0,
2025-02-17,00680L,3621,2541,369024,1057269,35,30,1023,368215,271,1028,0,
2025-02-17,00681R,2,36,41,3023,0,0,0,75,0,0,0,
2025-02-17,00682U,0,0,7,1536,0,0,0,7,0,0,0,
2025-02-17,00683L,13,0,43,3233,0,0,25,30,0,25,0,
2025-02-17,00684R,74,0,195,1922,0,0,0,121,0,0,0,
2025-02-17,00685L,27,189,483,5284,0,17,118,645,0,101,0,
2025-02-17,00686R,822,59,7809,20444,0,0,0,7046,0,0,0,
2025-02-17,00688L,721,584,194603,471778,9,9,1472,194473,7,1472,0,
2025-02-17,00689R,0,0,0,2222,0,0,0,0,0,0,0,X
2025-02-17,00690,5,6,355,20832,0,0,0,356,0,0,0,
2025-02-17,00692,5,6,238,175070,0,0,0,239,0,0,0,
2025-02-17,00693U,0,14,839,9166,0,0,0,853,0,0,0,
2025-02-17,00700,108,23,859,14245,0,0,0,774,0,0,0,
2025-02-17,00701,1,147,416,50222,0,0,7,562,0,7,0,
2025-02-17,00702,0,0,0,1297,0,0,0,0,0,0,0,X
2025-02-17,00703,53,0,249,3512,0,0,0,196,0,0,0,
2025-02-17,00706L,0,311,7576,0,0,0,223,8069,182,223,0,OX
2025-02-17,00707R,0,0,0,1588,0,0,0,0,0,0,0,X
