date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance
2025-11-27,0050,358,952,11475,3798250,94,37,1725
2025-11-27,0051,0,10,7,5750,0,0,0
2025-11-27,0052,2473,791,9330,301500,1,8,11
2025-11-27,0053,0,0,5,1247,0,0,0
2025-11-27,0055,0,0,9,20163,0,0,0
2025-11-27,0056,175,217,6053,3516508,55,7,319
2025-11-27,0057,0,0,0,381,0,0,0
2025-11-27,0061,0,9,318,30904,0,0,0
2025-11-27,006203,0,0,0,2554,0,0,0
2025-11-27,006204,0,0,0,375,0,0,0
2025-11-27,006205,0,1,563,29609,0,0,1
2025-11-27,006206,0,0,5,8444,0,0,0
2025-11-27,006207,0,0,9,6598,0,0,0
2025-11-27,006208,83,82,576,479010,5,0,1
2025-11-27,00631L,265,752,4288,29896,85,98,1800
2025-11-27,00632R,9122,7687,246294,493051,147,5,3939
2025-11-27,00633L,267,285,10771,46114,1,34,1911
2025-11-27,00634R,1,0,1265,11814,0,0,113
2025-11-27,00635U,49,121,6135,60503,3,0,220
2025-11-27,00636,1,4,208,36831,0,0,1
2025-11-27,00637L,895,1760,119305,293026,19,227,12551
2025-11-27,00638R,65,0,1271,8487,0,0,31
2025-11-27,00639,0,1,1852,36975,0,0,28
2025-11-27,00640L,4,13,496,2729,0,0,67
2025-11-27,00641R,293,512,9405,19439,0,0,312
2025-11-27,00642U,29,33,3606,50080,0,1,29
2025-11-27,00643,299,9,1949,25268,0,0,8
2025-11-27,00645,0,0,43,12624,0,0,0
2025-11-27,00646,4,2,87,119246,0,0,5
2025-11-27,00647L,2,4,61,1854,0,0,2
2025-11-27,00648R,311,344,16052,43047,1,0,233
2025-11-27,00650L,357,140,20512,36084,54,33,3154
2025-11-27,00651R,55,9,3015,9048,0,1,96
2025-11-27,00652,16,5,51,23883,0,0,0
2025-11-27,00653L,8,33,561,4350,0,1,24
2025-11-27,00654R,9,1,841,5116,0,0,140
2025-11-27,00655L,16,43,5070,24239,0,22,737
2025-11-27,00656R,5,2,481,5089,0,0,0
2025-11-27,00657,0,0,1,1771,0,0,0
2025-11-27,00660,1,0,11,1882,0,0,0
2025-11-27,00661,0,0,46,6606,0,0,0
2025-11-27,00662,0,0,627,149132,0,0,6
2025-11-27,00663L,305,704,5075,29415,137,126,1978
2025-11-27,00664R,3365,1476,116812,186018,3,54,653
2025-11-27,00665L,639,657,71820,119741,107,536,8978
2025-11-27,00666R,5,6,1083,3781,0,0,12
2025-11-27,00668,0,0,122,3258,0,0,0
2025-11-27,00669R,362,19,16474,55779,20,0,122
2025-11-27,00670L,31,138,1403,20911,1,11,493
2025-11-27,00671R,1107,1490,133123,162096,0,0,2567
2025-11-27,00673R,0,10,1283,0,0,0,0
2025-11-27,00674R,0,0,2250,0,0,0,10
2025-11-27,00675L,146,693,2746,31196,38,49,1210
2025-11-27,00676R,671,575,15339,30958,2,0,47
2025-11-27,00678,0,0,34,2112,0,0,0
2025-11-27,00680L,1783,5282,241255,787769,0,20,316
2025-11-27,00681R,0,0,15,1898,0,0,0
2025-11-27,00682U,0,0,6,1911,0,0,0
2025-11-27,00683L,1,2,499,3358,1,2,132
2025-11-27,00684R,2,0,96,2422,0,0,0
2025-11-27,00685L,17,159,394,6534,0,0,88
2025-11-27,00686R,397,1,25628,36694,0,0,544
2025-11-27,00688L,39,1583,121295,345403,0,0,91
2025-11-27,00689R,0,0,8,1722,0,0,0
2025-11-27,00690,0,10,18,19457,0,0,0
2025-11-27,00692,1,0,68,167695,0,0,0
2025-11-27,00693U,49,17,7466,28291,0,0,6
2025-11-27,00700,15,6,122,13745,0,0,0
2025-11-27,00701,24,4,626,56222,0,0,0
2025-11-27,00702,0,0,0,1672,0,0,0
2025-11-27,00703,2,1,14,2887,0,0,0
2025-11-27,00706L,0,0,0,0,0,0,0
2025-11-27,00707R,0,0,0,1463,0,0,0
2025-11-27,00708L,531,373,10823,24768,1,10,704
2025-11-27,00709,0,0,35,4240,0,0,0
2025-11-27,00710B,0,0,6,51190,0,0,0
2025-11-27,00711B,0,0,2,251565,0,0,0
