date,stock_id,m_buy,m_sell,m_balance,m_limit,s_buy,s_sell,s_balance,m_prev,m_ret,s_prev,s_ret,note
2024-11-06,0050,58,102,1282,531875,11,5,221,1326,0,227,0,
2024-11-06,0051,0,0,1,5625,0,0,0,1,0,0,0,
2024-11-06,0052,22,40,420,20375,1,0,3,438,0,4,0,
2024-11-06,0053,0,0,0,1372,0,0,0,0,0,0,0,
2024-11-06,0055,5,0,36,17538,0,0,0,31,0,0,0,
2024-11-06,0056,51,308,6408,2270258,3,0,91,6665,0,94,0,
2024-11-06,0057,0,0,0,381,0,0,0,0,0,0,0,X
2024-11-06,0061,39,64,2221,40154,0,0,0,2246,0,0,0,
2024-11-06,006203,0,0,2,2554,0,0,0,2,0,0,0,
2024-11-06,006204,0,0,3,375,0,0,0,3,0,0,0,
2024-11-06,006205,50,59,1149,38984,0,0,0,1158,0,0,0,
2024-11-06,006206,28,1,561,12319,0,0,1,534,0,1,0,
2024-11-06,006207,25,11,863,9348,0,0,2,849,0,2,0,
2024-11-06,006208,66,48,950,362510,18,1,59,932,0,76,0,
2024-11-06,00631L,912,515,10289,36646,57,121,2315,9893,1,2251,0,
2024-11-06,00632R,19295,15120,725403,2275662,478,88,26988,721337,109,27378,0,
2024-11-06,00633L,2501,2050,43753,75364,26,31,2204,43302,0,2199,0,
2024-11-06,00634R,0,1,1335,15564,0,0,4,1336,0,4,0,
2024-11-06,00635U,18,2,433,11753,5,4,78,417,0,79,0,
2024-11-06,00636,127,350,2260,57831,2,1,5,2483,0,6,0,
2024-11-06,00637L,26168,10663,339861,555776,1574,297,13505,324411,55,14782,0,
2024-11-06,00638R,75,30,529,10987,0,12,70,484,0,58,0,
2024-11-06,00639,557,696,12722,63975,0,0,192,12861,0,192,0,
2024-11-06,00640L,43,193,2159,5229,2,12,212,2309,0,202,0,
2024-11-06,00641R,117,258,6704,12439,0,0,267,6845,0,267,0,
2024-11-06,00642U,14,964,2318,44705,3,4,97,3268,0,96,0,
2024-11-06,00643,535,220,5348,30143,0,23,408,5033,0,465,80,
2024-11-06,00645,1,0,136,19874,0,0,1,135,0,1,0,
2024-11-06,00646,22,9,462,95746,0,0,4,449,0,4,0,
2024-11-06,00647L,46,9,321,1729,0,1,5,284,0,4,0,
2024-11-06,00648R,252,71,10881,49422,31,3,176,10700,0,204,0,
2024-11-06,00650L,11299,1731,72642,96834,119,140,2132,63074,0,2111,0,@
2024-11-06,00651R,38,65,1962,8798,0,0,13,1989,0,13,0,
2024-11-06,00652,2,4,95,20258,0,0,10,97,0,10,0,
2024-11-06,00653L,62,59,1322,4600,2,0,12,1319,0,14,0,
2024-11-06,00654R,10,17,1209,6241,0,0,124,1216,0,124,0,
2024-11-06,00655L,881,849,28155,41239,112,23,682,28133,10,771,0,
2024-11-06,00656R,50,2,1175,8089,0,0,1,1127,0,1,0,
2024-11-06,00657,0,40,105,3146,0,0,0,145,0,0,0,
2024-11-06,00660,0,0,0,1757,0,0,0,0,0,0,0,X
2024-11-06,00661,0,14,77,12481,0,0,0,91,0,0,0,
2024-11-06,00662,16,4,266,102507,6,0,4,254,0,10,0,
2024-11-06,00663L,1,1,6,327,0,0,0,6,0,0,0,
2024-11-06,00664R,1507,3537,68349,142643,36,19,3143,70379,0,3160,0,
2024-11-06,00665L,10353,3129,182187,228741,671,198,6487,174988,25,6960,0,@
2024-11-06,00666R,51,25,550,2281,0,0,0,524,0,0,0,
2024-11-06,00668,1,131,33,2508,0,0,0,163,0,0,0,
2024-11-06,00669R,147,134,19178,59779,5,26,93,19169,4,72,0,
2024-11-06,00670L,261,136,3566,13036,22,49,1217,3442,1,1190,0,
2024-11-06,00671R,7838,1118,73365,126096,20,11,3520,66645,0,3529,0,
2024-11-06,00673R,1810,619,30362,101425,2,2,185,29171,0,185,0,
2024-11-06,00674R,29,91,4057,14025,16,0,42,4119,0,58,0,
2024-11-06,00675L,540,282,5081,38321,76,81,876,4823,0,871,0,
2024-11-06,00676R,1235,1445,75006,137377,0,0,32,75216,0,32,0,
2024-11-06,00678,1,0,18,1862,0,0,0,17,0,0,0,
2024-11-06,00680L,44140,24241,544713,1214394,67,14581,14877,524918,104,363,0,
2024-11-06,00681R,35,2,80,4148,0,0,0,47,0,0,0,
2024-11-06,00682U,0,0,10,1536,0,0,0,10,0,0,0,
2024-11-06,00683L,57,2,702,3983,0,7,72,647,0,65,0,
2024-11-06,00684R,0,0,20,1922,0,0,0,20,0,0,0,
2024-11-06,00685L,43,87,851,5534,3,6,49,895,0,46,0,
2024-11-06,00686R,1,47,1150,18694,2,2,6,1196,0,6,0,
2024-11-06,00688L,24629,7880,291406,546278,17,57,163,274858,201,123,0,@
2024-11-06,00689R,0,0,0,2847,0,0,0,0,0,0,0,X
2024-11-06,00690,4,14,724,18707,0,0,0,734,0,0,0,
2024-11-06,00692,35,30,231,168695,0,0,0,226,0,0,0,
2024-11-06,00693U,20,14,939,8041,0,4,6,933,0,2,0,
2024-11-06,00700,2,7,464,11620,0,0,0,469,0,0,0,
2024-11-06,00701,0,0,86,40972,0,0,0,86,0,0,0,
2024-11-06,00702,0,0,0,1547,0,0,0,0,0,0,0,X
2024-11-06,00703,11,2,339,3762,0,0,0,330,0,0,0,
2024-11-06,00706L,0,0,13020,0,0,0,223,13022,2,223,0,OX
2024-11-06,00707R,0,0,0,1588,0,0,0,0,0,0,0,X
2024-11-06,00708L,121,23,1888,8268,8,12,308,1790,0,304,0,
2024-11-06,00709,0,0,0,2115,0,0,0,0,0,0,0,
