讀法,鍵,選項,是否◇,型態,買法,事件數,區段數,買到比例,同日比例_全部,同日比例_買到中,狀態,該讀法下可判定格數
Q6「前 5 日均量」（D、E②）,vm,bar,True,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,bar,True,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,W 底,D,4897,38,0.7698590974065754,0.7698590974065754,1.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,W 底,E,4897,38,0.12007351439656933,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,頭肩底,D,3023,38,0.6328150843532915,0.6328150843532915,1.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,箱型,E,10653,38,0.16108138552520418,0.0,0.0,可判定,14
Q6「前 5 日均量」（D、E②）,vm,cal,False,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q7 箱型 B、D 的「T」,boxT,T,True,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q7 箱型 B、D 的「T」,boxT,T,True,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q7 箱型 B、D 的「T」,boxT,T,True,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,T,True,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q7 箱型 B、D 的「T」,boxT,sig,False,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,12
Q7 箱型 B、D 的「T」,boxT,sig,False,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,12
Q7 箱型 B、D 的「T」,boxT,sig,False,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,12
Q7 箱型 B、D 的「T」,boxT,sig,False,箱型,B,10653,38,1.0,1.0,1.0,依構造退化（≥95% 與 A 同日）⇒ 不計 N,12
Q7 箱型 B、D 的「T」,boxT,sig,False,箱型,D,10653,38,0.9970900215901624,0.9970900215901624,1.0,依構造退化（≥95% 與 A 同日）⇒ 不計 N,12
Q7 箱型 B、D 的「T」,boxT,sig,False,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,12
Q7 箱型 B、D 的「T」,boxT,sig,False,箱型,F,10653,38,0.16061203416877876,0.0,0.0,可判定,12
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,甲,True,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,W 底,F,4897,38,0.0639166836838881,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,頭肩底,F,3023,38,0.055573933178961296,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q8 F「B 與 D 都成立之後，再照 E 等回測」的等待窗,F,乙,False,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,bar,True,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,W 底,E,4897,38,0.12027772105370635,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,W 底,F,4897,38,0.06473351031243618,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,頭肩底,E,3023,38,0.15348991068475024,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q9 多頭吞噬（止跌 K）的「前一根」,eng,cal,False,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,W 底,A,4897,38,1.0,1.0,1.0,基準（不判）,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,W 底,B,4897,38,0.6716356953236675,0.36593832958954464,0.5448464578899361,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,W 底,C,4897,38,0.5885235858688993,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,W 底,D,4897,38,0.7670002042066572,0.7670002042066572,1.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,W 底,E,4897,38,0.1206861343679804,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,W 底,F,4897,38,0.0649377169695732,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,頭肩底,A,3023,38,1.0,1.0,1.0,基準（不判）,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,頭肩底,B,3023,38,0.600396956665564,0.31524975190208404,0.525068870523416,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,頭肩底,C,3023,38,0.6146212371816077,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,頭肩底,D,3023,38,0.6321534899106848,0.6321534899106848,1.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,頭肩底,E,3023,38,0.15415150512735692,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,頭肩底,F,3023,38,0.057227919285478004,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,箱型,A,10653,38,1.0,1.0,1.0,基準（不判）,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,箱型,B,10653,38,0.8545010795081198,0.7320003754810851,0.8566406679116775,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,箱型,D,10653,38,0.2296066835633155,0.2296066835633155,1.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,箱型,E,10653,38,0.16136299633905943,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,X,True,箱型,F,10653,38,0.020463719140148315,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,W 底,A,4859,38,1.0,1.0,1.0,基準（不判）,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,W 底,B,4859,38,0.6711257460382795,0.36530150236674214,0.5443115608708985,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,W 底,C,4859,38,0.5877752623996707,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,W 底,D,4859,38,0.7668244494752007,0.7668244494752007,1.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,W 底,E,4859,38,0.1206009466968512,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,W 底,F,4859,38,0.06523976126775057,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,頭肩底,A,3020,38,1.0,1.0,1.0,基準（不判）,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,頭肩底,B,3020,38,0.6,0.31490066225165564,0.5248344370860927,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,頭肩底,C,3020,38,0.6142384105960265,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,頭肩底,D,3020,38,0.6317880794701987,0.6317880794701987,1.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,頭肩底,E,3020,38,0.1543046357615894,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,頭肩底,F,3020,38,0.05728476821192053,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,箱型,A,10649,38,1.0,1.0,1.0,基準（不判）,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,箱型,B,10649,38,0.8545403324255799,0.7319936144238895,0.8565934065934065,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,箱型,D,10649,38,0.229692928913513,0.229692928913513,1.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,箱型,E,10649,38,0.1613297023194666,0.0,0.0,可判定,14
Q10「同檔同型 20 個交易日只取第一筆」遇到被剔除的事件,merge,P,False,箱型,F,10649,38,0.020471405765799606,0.0,0.0,可判定,14
