stock_id,name,period,market,報表日期,出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
1231,聯華食,2026-08,twse,1150912,1150912,11508,1231,聯華食,食品工業,1248708,1184866,1168240,5.3881198380238775,6.887968225707047,8759524,8418113,4.055671383836259,-
1232,大統益,2026-08,twse,1150912,1150912,11508,1232,大統益,食品工業,2395366,2488656,1780197,-3.7486096913354037,34.55623169795253,16366019,14040068,16.56652232738474,-
1233,天仁,2026-08,twse,1150912,1150912,11508,1233,天仁,食品工業,193635,166958,178499,15.978269984067849,8.479599325486417,1492026,1418395,5.191149150976985,-
1234,黑松,2026-08,twse,1150912,1150912,11508,1234,黑松,食品工業,893504,866862,887896,3.073384229554416,0.6316055033472389,6196982,6430833,-3.636402935669454,-
1235,興泰,2026-08,twse,1150912,1150912,11508,1235,興泰,食品工業,3666,8605,18931,-57.396862289366645,-80.63493740425757,105697,100030,5.6653004098770365,"泰宇網通累計1-8月營收較去年同期增加8,133仟元"
1236,宏亞,2026-08,twse,1150912,1150912,11508,1236,宏亞,食品工業,166049,167970,163447,-1.1436566053461927,1.5919533549101543,1219287,1149503,6.0707975533774166,-
1256,鮮活果汁-KY,2026-08,twse,1150912,1150912,11508,1256,鮮活果汁-KY,食品工業,648858,619291,516828,4.774330645851466,25.546216536255777,3915891,2819676,38.877339098534726,-
1301,台塑,2026-08,twse,1150912,1150912,11508,1301,台塑,塑膠工業,13992385,15293925,13103184,-8.510176426260754,6.786144497398495,118525399,120289544,-1.4665821661107967,-
1303,南亞,2026-08,twse,1150912,1150912,11508,1303,南亞,塑膠工業,30601161,30572583,20853020,0.09347590944474662,46.746902846686,213417020,173273519,23.16770689005283,-
1304,台聚,2026-08,twse,1150912,1150912,11508,1304,台聚,塑膠工業,3671323,3340929,3376784,9.889285285619659,8.722470848002123,28772859,30613143,-6.01141803701763,-
1305,華夏,2026-08,twse,1150912,1150912,11508,1305,華夏,塑膠工業,682270,567866,768703,20.1463021205707,-11.244004511495337,6653515,6641394,0.18250686527557317,-
1307,三芳,2026-08,twse,1150912,1150912,11508,1307,三芳,塑膠工業,1053304,1066159,950351,-1.2057301021705018,10.833155328925839,7782856,7316353,6.376168563763941,-
1308,亞聚,2026-08,twse,1150912,1150912,11508,1308,亞聚,塑膠工業,518710,501654,459866,3.3999529556228,12.795901414759951,3872607,3800931,1.8857485179288969,-
1309,台達化,2026-08,twse,1150912,1150912,11508,1309,台達化,塑膠工業,1147797,1032063,1079037,11.213850317277142,6.372348677570834,8353962,10315570,-19.0159923300409,-
1310,台苯,2026-08,twse,1150912,1150912,11508,1310,台苯,塑膠工業,827062,668728,716796,23.676891052864544,15.383177361480811,5658190,6239188,-9.312077148500734,-
1312,國喬,2026-08,twse,1150912,1150912,11508,1312,國喬,塑膠工業,2381254,1422114,1258413,67.44466336735312,89.22674829328686,16669124,13872173,20.162313431356427,主要為去年8月泉州國亨停車進行設備改良致使營收減少，今年8月泉州國亨生產正常。
1313,聯成,2026-08,twse,1150912,1150912,11508,1313,聯成,塑膠工業,5244696,5091842,4946044,3.001939180359485,6.038199417554717,41672457,39018021,6.803102597130695,-
1314,中石化,2026-08,twse,1150912,1150912,11508,1314,中石化,塑膠工業,927609,1059916,1227152,-12.482781654395254,-24.409608589644968,9967217,14277915,-30.191368977893482,-
