stock_id,period,report,alt,taxonomy,rd_q,rd_ytd,rev_q,rev_ytd
1101,2023Q2,cr,,fr1,347673000,679024000,27668242000,53964171000
1102,2023Q2,cr,,fr1,,,21136474000,40345186000
1103,2023Q2,cr,,fr2,,,725302000,1376704000
1104,2023Q2,cr,,fr1,18162000,40684000,1919189000,3754719000
1108,2023Q2,cr,,fr1,,,1322108000,2414773000
1109,2023Q2,cr,,fr1,,,1696455000,3030613000
1110,2023Q2,cr,,fr1,,,615383000,1143437000
1111,2023Q2,ir,,fr1,,,,182700000
1201,2023Q2,cr,,fr1,63759000,113434000,5244647000,10033918000
1203,2023Q2,cr,,fr1,2190000,4117000,1536397000,3112428000
1210,2023Q2,cr,,fr1,36638000,77511000,27597963000,54671047000
1213,2023Q2,cr,,fr1,,,27330000,115720000
1215,2023Q2,cr,,fr1,,,7412017000,14644087000
1216,2023Q2,cr,,fr1,262948000,500433000,137398498000,268802050000
1217,2023Q2,cr,,fr1,12811000,23086000,1159575000,2330846000
1218,2023Q2,cr,,fr1,,,2623514000,5273321000
1219,2023Q2,cr,,fr1,12726000,25475000,4065809000,8310934000
1220,2023Q2,cr,,fr1,,,831902000,1488004000
1225,2023Q2,cr,,fr1,9995000,19979000,3482609000,7279942000
1227,2023Q2,cr,,fr1,46797000,85482000,6323469000,12203968000
1229,2023Q2,cr,,fr1,12071000,24657000,3639588000,6511033000
1231,2023Q2,cr,,fr1,25134000,52399000,2420438000,5194220000
1232,2023Q2,cr,,fr1,2185000,4771000,5661485000,11869401000
1233,2023Q2,cr,,fr1,1419000,2869000,504356000,1022169000
1234,2023Q2,cr,,fr1,13555000,30231000,2300026000,4842054000
1235,2023Q2,cr,,fr1,0,1000,9428000,15189000
1236,2023Q2,cr,,fr1,7139000,13756000,390695000,880311000
1237,2023Q2,ir,,fr1,,96787000,,15435002000
1240,2023Q2,cr,,fr1,996000,1933000,671814000,1423618000
1242,2023Q2,cr,,fr1,,5310000,,1901075000
1246,2023Q2,ir,,fr1,,,,5446540000
1256,2023Q2,cr,,fr1,13409000,25971000,1502872000,2328156000
1259,2023Q2,cr,,fr1,,,1498127000,2932148000
1260,2023Q2,cr,,fr1,,6657000,,2317109000
1264,2023Q2,cr,,fr1,13290000,27078000,1383940000,2738965000
1267,2023Q2,cr,,fr1,,1318000,,8508000
1268,2023Q2,cr,,fr1,5103000,10220000,1113764000,2409493000
1269,2023Q2,cr,,fr2,,16316000,,2365392000
1271,2023Q2,cr,,fr1,,20846000,,147831000
1293,2023Q2,cr,,fr1,,11777000,,268956000
1294,2023Q2,cr,,fr1,,3416000,,247309000
1295,2023Q2,cr,,fr1,,36253000,,389112000
1301,2023Q2,cr,,fr1,916621000,1776487000,48446828000,100660145000
1303,2023Q2,cr,,fr1,,,63738195000,129511971000
1304,2023Q2,cr,,fr1,125020000,243175000,12759120000,25934676000
1305,2023Q2,cr,,fr1,20965000,41026000,3339951000,7120017000
1307,2023Q2,cr,,fr1,78992000,151142000,2291749000,4901447000
1308,2023Q2,cr,,fr1,1612000,3172000,1659326000,3228503000
1309,2023Q2,cr,,fr1,3815000,7548000,3587679000,7162750000
1310,2023Q2,cr,,fr1,87000,164000,2316728000,4635212000
1312,2023Q2,cr,,fr1,7979000,16998000,3887038000,8105018000
1313,2023Q2,cr,,fr1,,,17580390000,33486835000
1314,2023Q2,cr,,fr1,75433000,138656000,6963060000,12108484000
1315,2023Q2,cr,,fr1,,,627079000,1168225000
1316,2023Q2,cr,,fr1,2928000,5949000,162686000,474354000
1319,2023Q2,cr,,fr1,130944000,258019000,5551192000,11149457000
1321,2023Q2,cr,,fr2,3515000,7045000,1167502000,2499093000
1323,2023Q2,cr,,fr1,15235000,28420000,846863000,1646990000
1324,2023Q2,cr,,fr1,3803000,7481000,229852000,461194000
1325,2023Q2,cr,,fr1,2115000,4406000,103188000,212856000
1326,2023Q2,cr,,fr1,,,75168838000,158197664000
1328,2023Q2,ir,,fr2,,986955000,,556776734000
1336,2023Q2,cr,,fr1,,,572371000,1144830000
1337,2023Q2,cr,,fr1,5968000,10844000,188637000,335733000
1338,2023Q2,cr,,fr1,67129000,129443000,1318833000,2750073000
1339,2023Q2,cr,,fr1,16221000,30868000,485688000,958296000
1340,2023Q2,cr,,fr1,11657000,19958000,165973000,278563000
1341,2023Q2,cr,,fr1,4514000,8746000,606097000,1236039000
1342,2023Q2,ir,,fr1,15253000,25865000,607421000,1244839000
1343,2023Q2,ir,,fr1,,2520000,,144796000
1402,2023Q2,cr,,fr1,262751000,512417000,63318039000,124855531000
1408,2023Q2,cr,,fr1,,2030000,,2936974000
1410,2023Q2,cr,,fr1,860000,3507000,56981000,111195000
1413,2023Q2,ir,,fr1,,,448476000,916233000
1414,2023Q2,ir,,fr1,3359000,7535000,137432000,276652000
1416,2023Q2,cr,,fr1,,,63124000,142354000
1417,2023Q2,cr,,fr1,784000,1281000,348441000,762363000
1418,2023Q2,cr,,fr1,,,3158000,13211000
1419,2023Q2,cr,,fr1,7805000,16549000,683000000,1511902000
1423,2023Q2,ir,,fr1,,,25787000,62554000
1432,2023Q2,cr,,fr1,,,324092000,635009000
1434,2023Q2,cr,,fr1,,,7228933000,14881636000
1435,2023Q2,ir,,fr1,,,2251000,4468000
1436,2023Q2,cr,,fr1,,,77205000,100077000
1437,2023Q2,cr,,fr1,,,169045000,341931000
1438,2023Q2,ir,,fr1,,,0,272237000
1439,2023Q2,cr,,fr1,,,20510000,110609000
1440,2023Q2,cr,,fr1,10565000,18776000,5029275000,10482586000
1441,2023Q2,cr,,fr1,1502000,4146000,267372000,574545000
1442,2023Q2,cr,,fr1,,,245787000,712126000
1443,2023Q2,cr,,fr1,,,180642000,346869000
1444,2023Q2,cr,,fr1,7991000,16276000,2215512000,4471299000
1445,2023Q2,cr,,fr1,3551000,5967000,353787000,755794000
1446,2023Q2,cr,,fr1,,,36870000,72454000
1447,2023Q2,cr,,fr1,27442000,53249000,7568125000,16054277000
1449,2023Q2,cr,,fr1,16836000,34965000,622233000,1237455000
1451,2023Q2,cr,,fr1,3414000,7220000,1750256000,3254749000
1452,2023Q2,cr,,fr1,1867000,3921000,279273000,539131000
1453,2023Q2,cr,,fr1,,,172000,343000
1454,2023Q2,cr,,fr1,2760000,5347000,395249000,759127000
1455,2023Q2,cr,,fr1,20698000,36179000,1735422000,3538296000
1456,2023Q2,cr,,fr1,,,923458000,1048986000
1457,2023Q2,cr,,fr1,,,725572000,1446032000
